GO	[-6.29 -0.68]	[-0.68 -0.17]	[-0.17 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.34]	[0.34 0.99]	[0.99 4.75]
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN	-0.286	-0.742	1.718	-0.742	1.345	0.316	1.718	0.316	-2.551	-1.131	-0.490
GSE24726_WT_VS_E2_22_KO_PDC_DAY4_POST_DELETION_DN GSE24726_WT_VS_E2_22_KO_PDC_DAY4_POST_DELETION_DN	2.853	1.008	-1.834	0.432	0.432	0.432	-0.373	-0.373	-0.373	-1.834	-0.671
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TREG_CD4_TCELL_UP GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TREG_CD4_TCELL_UP	-0.300	0.302	-0.300	-0.514	-1.336	-1.336	1.431	1.845	0.501	-2.129	1.036
AIZARANI_LIVER_C2_KUPFFER_CELLS_1 AIZARANI_LIVER_C2_KUPFFER_CELLS_1	-0.841	-0.514	1.068	-2.129	-0.841	0.757	0.302	2.818	0.757	-0.841	-0.533
GSE24814_STAT5_KO_VS_WT_PRE_BCELL_UP GSE24814_STAT5_KO_VS_WT_PRE_BCELL_UP	-0.622	-0.622	-0.622	-0.622	0.397	-0.622	-0.622	1.392	-0.223	0.397	2.847
GSE17721_12H_VS_24H_POLYIC_BMDC_DN GSE17721_12H_VS_24H_POLYIC_BMDC_DN	0.856	0.575	-2.002	-2.002	0.856	1.586	-0.255	-0.759	0.575	-0.759	0.338
GOBP_STEROL_BIOSYNTHETIC_PROCESS GOBP_STEROL_BIOSYNTHETIC_PROCESS	1.623	3.043	0.279	-0.788	-0.788	-0.788	-0.324	-0.788	0.279	-0.324	-0.332
GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP	1.403	0.992	-1.498	-0.233	-0.233	-1.498	-0.454	-0.831	0.992	-0.831	1.370
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	-0.455	-0.455	1.152	-0.455	0.187	-0.455	3.783	-0.455	-0.455	-0.455	0.183
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP	0.955	1.292	-0.348	-0.926	-0.580	0.437	-0.926	-0.348	-0.348	2.591	-2.294
GSE3039_CD4_TCELL_VS_B2_BCELL_UP GSE3039_CD4_TCELL_VS_B2_BCELL_UP	-0.611	-1.205	0.303	0.574	2.486	0.934	-1.205	0.574	-0.299	-0.299	-1.226
GSE369_IFNG_KO_VS_WT_LIVER_UP GSE369_IFNG_KO_VS_WT_LIVER_UP	-0.286	0.735	-1.131	0.316	-0.742	0.316	-1.691	-1.131	1.017	-0.471	3.547
GSE38304_MYC_NEG_VS_POS_GC_BCELL_UP GSE38304_MYC_NEG_VS_POS_GC_BCELL_UP	-1.130	0.411	0.411	4.642	-1.130	0.226	0.226	-1.130	-0.392	0.411	-0.698
GSE2405_0H_VS_6H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_6H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	-0.788	-0.788	-0.788	0.611	1.623	1.623	0.611	0.279	-0.788	-0.788	-0.332
GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN	0.199	-0.955	1.849	-0.955	0.458	-0.434	0.199	-0.955	0.825	1.291	-0.971
MIR223_5P MIR223_5P	-0.863	-1.540	0.947	-1.540	0.360	2.333	-0.249	-0.249	0.947	-0.249	-0.492
MEL18_DN.V1_UP MEL18_DN.V1_UP	-0.497	-0.497	-0.497	-0.497	0.166	-0.497	-0.497	-0.497	1.056	1.738	1.714
ZNF584_TARGET_GENES ZNF584_TARGET_GENES	1.386	0.689	-0.652	-1.096	0.432	-1.834	0.432	-0.652	0.432	1.822	-1.121
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	-0.434	-0.955	-0.955	1.291	-0.955	0.199	0.199	0.458	1.291	-0.955	1.265
chr16q22 chr16q22	-0.663	0.363	-0.247	-0.247	1.298	-0.663	0.363	-0.663	2.714	-0.663	-0.675
GSE41867_NAIVE_VS_DAY6_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP GSE41867_NAIVE_VS_DAY6_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	-2.171	-0.869	1.788	0.479	-1.371	0.479	0.727	1.383	-0.316	-0.536	-0.329
HUTTMANN_B_CLL_POOR_SURVIVAL_DN HUTTMANN_B_CLL_POOR_SURVIVAL_DN	-0.746	-0.746	-0.746	0.304	-0.298	1.134	0.304	-0.746	-0.298	-0.298	3.165
MIR6824_5P MIR6824_5P	-0.455	-0.455	1.883	-0.455	0.580	1.883	0.187	-0.455	-0.455	-0.455	-0.463
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III	-0.455	3.783	-0.455	0.187	0.187	-0.455	-0.455	-0.455	-0.455	0.187	0.569
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	-0.290	-0.290	1.707	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	2.730	-0.295
