GO	[-1.00 -0.60]	[-0.60 -0.20]	[-0.20 0.12]	[0.12 0.33]	[0.33 0.49]	[0.49 0.65]	[0.65 0.78]	[0.78 0.91]	[0.91 0.98]	[0.98 1.00]	[1.00 1.00]
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_DN GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_DN	-0.497	2.872	-0.355	-1.538	0.663	-1.964	0.364	1.066	0.851	-1.964	0.255
MIR3152_3P MIR3152_3P	-0.300	-0.959	-1.659	1.597	1.597	-1.659	0.302	0.527	-0.959	0.527	0.529
GCM_RAB10 GCM_RAB10	-1.413	-1.118	-1.413	-0.504	0.762	-1.764	1.636	-0.669	1.385	1.155	1.389
CAGCCTC_MIR4855P CAGCCTC_MIR4855P	-0.578	-1.679	-0.578	-0.383	-0.578	-2.332	0.539	0.539	0.997	0.539	3.222
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	0.647	2.562	1.583	-0.262	-0.538	-0.995	1.061	-2.202	-0.262	-0.995	-1.310
KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION	-1.576	0.899	0.339	0.339	1.724	1.280	0.584	-0.894	-1.576	-0.894	-0.500
GOMF_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING GOMF_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	0.379	-1.538	-2.367	1.506	2.829	-0.235	-0.235	-0.399	-0.646	-0.235	-0.234
LIU_COMMON_CANCER_GENES LIU_COMMON_CANCER_GENES	0.269	0.477	-0.600	-0.336	0.477	-0.336	2.438	-1.743	-0.600	-1.743	1.483
HP_PANCREATITIS HP_PANCREATITIS	0.380	-0.829	-0.453	0.380	1.862	0.647	1.862	-1.493	-1.493	-0.234	-0.828
GOMF_PDZ_DOMAIN_BINDING GOMF_PDZ_DOMAIN_BINDING	-0.407	-1.410	2.014	-1.410	1.514	-0.407	-0.407	-0.765	-0.407	1.514	0.216
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	0.594	0.777	-1.388	1.485	-0.583	-0.291	2.789	-0.291	-0.291	-1.388	-2.292
GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP	-1.538	-0.814	-0.391	-0.391	-2.778	1.779	1.779	0.917	0.349	0.694	-0.571
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN	-1.739	-1.390	-0.361	0.349	0.470	-0.491	-0.654	-0.654	4.868	0.968	-0.359
MORF_LTK MORF_LTK	1.041	-0.452	0.330	1.041	2.615	-1.095	-1.644	-1.644	-0.452	-0.715	0.759
GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING	-1.427	0.328	0.968	-0.669	-0.669	-2.951	1.596	0.968	0.328	-0.438	0.970
GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_DN GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_DN	3.680	0.408	-0.437	-1.720	-1.720	-1.047	0.714	0.549	0.408	-1.047	0.717
GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	-1.314	-2.202	-2.202	-0.381	1.061	-0.381	1.583	-0.381	0.647	1.309	0.843
MORF_CDC2L5 MORF_CDC2L5	-0.490	-0.326	-0.712	1.650	0.596	-0.326	-3.577	-1.007	0.419	0.808	1.339
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	2.781	-0.490	-2.591	0.278	0.278	0.808	0.596	1.055	-1.007	-0.490	-1.392
MIR3925_3P MIR3925_3P	-1.518	-1.518	-0.851	0.433	-0.851	0.301	-0.438	-0.619	0.785	1.254	3.757
MORF_PSMC1 MORF_PSMC1	0.899	2.038	-1.385	-0.538	1.140	-1.834	1.140	-0.250	0.508	-0.754	-1.830
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN	-0.301	-0.643	1.951	2.695	-0.301	-1.655	0.818	-0.643	-0.301	-0.301	-2.200
HALLMARK_DNA_REPAIR HALLMARK_DNA_REPAIR	0.633	0.456	4.085	-0.877	0.456	-1.626	-0.877	-0.433	0.633	-1.626	-0.289
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	-1.918	0.661	-0.979	-1.918	0.830	-1.918	1.232	0.661	1.232	0.283	1.024
HP_NON_MOTOR_SEIZURE HP_NON_MOTOR_SEIZURE	-2.909	-0.648	-0.648	0.738	0.519	-0.648	-0.422	-0.422	0.999	-0.264	2.889
HP_ABNORMAL_GLIAL_CELL_MORPHOLOGY HP_ABNORMAL_GLIAL_CELL_MORPHOLOGY	0.278	-1.395	-1.007	1.650	1.650	1.996	-0.326	-1.906	0.278	-1.007	-0.324
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	-0.625	-0.354	-1.058	1.041	1.425	-0.354	-1.784	2.359	-1.058	0.453	-0.353
MORF_MAP2K2 MORF_MAP2K2	3.063	0.435	0.665	-0.348	-2.242	-0.348	1.277	-0.578	-0.922	-0.578	-0.577
BASSO_HAIRY_CELL_LEUKEMIA_UP BASSO_HAIRY_CELL_LEUKEMIA_UP	-0.521	-0.521	2.151	-0.521	-1.078	-0.241	-0.241	0.371	-1.078	2.797	-0.520
WP_BLADDER_CANCER WP_BLADDER_CANCER	0.772	-0.995	-0.995	2.360	0.426	0.426	0.772	-0.462	-0.995	-0.204	-0.994
MIR514A_3P_MIR514B_3P MIR514A_3P_MIR514B_3P	1.460	-1.036	0.362	-1.574	0.564	-0.417	-0.669	-0.669	1.850	-1.574	1.463
GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP	-0.763	0.949	-0.763	0.433	2.300	-0.292	0.751	-1.668	-2.648	1.171	-0.411
GSE45739_NRAS_KO_VS_WT_ACD3_ACD28_STIM_CD4_TCELL_DN GSE45739_NRAS_KO_VS_WT_ACD3_ACD28_STIM_CD4_TCELL_DN	-0.431	-1.822	2.740	0.426	-1.080	0.426	-1.412	0.578	1.195	0.757	-1.409
HP_INTELLECTUAL_DISABILITY_PROFOUND HP_INTELLECTUAL_DISABILITY_PROFOUND	-2.295	-0.369	-1.647	0.381	0.381	-1.174	0.381	-0.560	2.004	1.317	1.030
CDX1_TARGET_GENES CDX1_TARGET_GENES	-0.829	-0.351	-0.351	-0.351	2.151	-0.829	-0.351	-0.829	0.256	-0.351	2.873
HP_SELF_MUTILATION HP_SELF_MUTILATION	0.256	-0.351	-0.829	-0.829	-0.829	0.991	-0.351	-0.829	-0.351	1.522	2.153
GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	-1.596	-0.607	1.112	-0.419	-0.279	-2.137	-0.419	-0.856	2.406	0.653	1.394
LIU_BREAST_CANCER LIU_BREAST_CANCER	2.151	-0.829	0.256	-0.829	0.991	-0.351	-0.351	1.522	-0.829	-0.829	-0.350
GOBP_CELLULAR_DEFENSE_RESPONSE GOBP_CELLULAR_DEFENSE_RESPONSE	-0.829	0.991	1.522	0.566	-0.351	-0.829	-0.829	0.566	0.991	-0.829	-0.828
GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP	-0.288	0.314	2.318	1.226	-2.075	-1.458	0.481	-1.014	0.314	0.938	-1.012
GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP	-0.472	0.546	-0.271	2.938	0.815	-0.271	-1.261	-2.034	0.815	-0.472	-0.782
GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN	-1.241	-0.687	-2.715	0.703	-0.687	0.703	1.140	2.341	0.380	0.527	-0.930
DHIMAN_PBMC_ATTENUVAX_AGE_15_25YO_SUBQ_7_OR_14DY_UP DHIMAN_PBMC_ATTENUVAX_AGE_15_25YO_SUBQ_7_OR_14DY_UP	-1.078	0.371	-0.521	-0.521	2.797	-0.521	1.089	1.089	-0.521	-1.078	-0.520
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-0.888	-0.500	-0.256	1.471	2.032	0.629	-0.256	1.225	-0.673	-1.150	-2.871
GOMF_TRANSLATION_REGULATOR_ACTIVITY GOMF_TRANSLATION_REGULATOR_ACTIVITY	1.156	-1.067	-2.148	1.470	2.629	-0.314	0.288	-0.489	-1.067	-0.314	-0.487
GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_UP GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_UP	-2.202	0.482	-0.995	-0.740	2.562	2.211	-0.381	-0.740	-0.262	0.647	-0.737
GOBP_REGULATION_OF_DNA_REPAIR GOBP_REGULATION_OF_DNA_REPAIR	-1.031	-0.732	-1.424	-0.338	0.577	-2.628	0.784	0.577	0.784	2.323	0.406
MIR5087 MIR5087	-0.235	-1.007	-0.646	-0.235	-0.646	-2.367	-0.399	0.379	2.346	0.379	1.908
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP	1.006	0.729	-0.471	-1.124	3.034	-0.739	0.499	-1.124	0.729	-1.124	-1.122
GNF2_FBL GNF2_FBL	1.462	-1.858	-2.742	0.405	-0.359	0.405	0.848	0.405	-0.359	1.134	-0.565
GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_UP GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_UP	-2.202	-0.381	0.647	0.647	0.344	0.647	3.760	-0.538	-1.314	-0.538	-0.737
MIR18A_5P_MIR18B_5P MIR18A_5P_MIR18B_5P	-0.560	-0.560	-3.243	-0.369	1.027	0.242	0.774	1.643	0.774	-1.174	0.383
GOBP_DNA_REPLICATION_INITIATION GOBP_DNA_REPLICATION_INITIATION	-0.280	0.324	-0.280	-1.161	2.569	-1.161	0.607	0.979	-1.161	0.324	-0.579
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	3.056	-0.199	-0.580	-0.580	-0.580	-0.580	0.892	-0.580	-0.580	0.434	0.435
HP_BRAIN_IMAGING_ABNORMALITY HP_BRAIN_IMAGING_ABNORMALITY	1.057	-2.117	-0.838	0.301	-0.301	-0.514	-0.838	-0.301	1.057	-0.514	2.780
RACTNNRTTTNC_UNKNOWN RACTNNRTTTNC_UNKNOWN	-0.889	-2.405	0.702	-1.743	1.863	0.702	1.521	0.339	-0.412	-0.266	-0.411
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_3H_DN GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_3H_DN	0.579	-0.567	1.417	-0.567	1.688	-0.567	0.311	1.983	-1.304	-1.006	-2.105
GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	-0.258	-0.391	0.694	-0.814	1.779	-2.070	1.460	1.460	-0.391	-0.814	-1.535
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	0.301	-1.822	-1.822	1.738	1.738	-1.080	0.963	-0.301	0.426	-1.080	0.580
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN	-0.833	-0.462	-1.088	-0.627	-0.627	-1.088	0.273	-1.088	2.143	1.841	2.149
MIR6514_5P MIR6514_5P	-0.912	-0.912	0.874	-0.406	0.874	-0.912	1.358	-0.912	-0.406	1.358	0.217
REACTOME_CELLULAR_RESPONSE_TO_STARVATION REACTOME_CELLULAR_RESPONSE_TO_STARVATION	-1.036	0.362	-1.036	-0.417	1.114	0.815	2.282	0.564	-1.574	0.362	-1.571
DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS	0.527	1.437	2.039	-0.378	-0.870	0.527	-0.870	-0.870	-0.870	0.236	-0.378
GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN	-1.790	-1.138	-2.211	0.445	-0.381	1.132	-0.889	0.927	0.445	1.132	1.612
MIR140_3P MIR140_3P	-3.079	-1.774	0.541	-1.333	0.948	0.258	0.948	0.541	0.729	0.541	0.543
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP	1.444	1.444	0.249	-1.359	0.524	0.524	0.708	-1.009	0.371	-0.522	-3.112
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_DN GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_DN	-2.139	-1.327	-0.582	1.388	0.564	-0.424	-0.301	-1.694	0.927	0.927	1.660
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN	-2.436	-0.962	-1.236	1.126	-0.962	-0.292	0.427	0.310	0.310	2.512	1.129
TTCNRGNNNNTTC_HSF_Q6 TTCNRGNNNNTTC_HSF_Q6	-0.627	-0.406	-0.937	0.539	1.686	-0.627	-0.252	-2.867	1.339	1.031	-0.251
GSE41867_DAY6_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN GSE41867_DAY6_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN	-0.258	-0.854	-2.155	4.868	-0.258	-0.491	-0.491	0.470	-0.654	0.349	0.350
GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	-0.298	-0.746	-0.298	-0.746	-0.298	1.129	3.187	0.304	-0.746	-0.746	0.305
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN	-3.383	0.291	-0.597	-1.351	0.905	-0.597	-0.311	0.905	0.408	1.910	0.717
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1.284	2.475	-0.434	0.199	-0.434	-0.953	0.199	-0.434	-0.953	0.821	-0.952
HP_ABNORMAL_BLOOD_TRANSITION_ELEMENT_CATION_CONCENTRATION HP_ABNORMAL_BLOOD_TRANSITION_ELEMENT_CATION_CONCENTRATION	0.166	3.498	-0.497	1.052	-0.497	-0.497	-0.497	0.166	0.166	-0.497	-0.496
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	-0.497	-0.497	-0.497	0.166	-0.497	0.166	0.166	-0.497	1.052	3.498	-0.496
GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN	-1.178	-0.925	-1.841	-1.481	0.310	2.723	0.422	0.555	0.422	-0.293	1.554
GAO_LARGE_INTESTINE_24W_C1_DCLK1POS_PROGENITOR GAO_LARGE_INTESTINE_24W_C1_DCLK1POS_PROGENITOR	-0.378	-0.378	-0.870	2.039	-0.870	-0.870	0.236	-0.870	0.930	0.930	0.528
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	1.027	-0.921	1.908	-0.313	1.585	-0.462	0.426	0.290	-0.313	-1.685	-2.233
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN	-2.778	0.273	0.679	-0.331	-0.627	-2.227	0.679	0.519	0.519	0.384	2.149
HP_PENDULAR_NYSTAGMUS HP_PENDULAR_NYSTAGMUS	1.604	-0.539	-0.539	2.372	0.476	-0.539	-0.539	-0.539	-0.176	-0.176	-0.538
HP_GLIOBLASTOMA_MULTIFORME HP_GLIOBLASTOMA_MULTIFORME	-0.746	-0.298	-0.298	1.714	1.714	1.129	-0.298	-0.746	-0.298	-0.746	-0.745
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	-0.456	1.148	2.750	-0.456	-0.456	-0.456	-0.456	-0.456	-0.456	0.187	0.579
