GO	[-8.26 -0.85]	[-0.85 -0.28]	[-0.28 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.38]	[0.38 1.02]	[1.02 10.22]
HLTF_K562_POSTAR_eCLIP HLTF_K562_POSTAR_eCLIP	-0.282	4.231	6.638	-4.087	-2.066	-3.254	-1.631	-0.980	1.190	-0.282	-0.283
SLBP_K562_POSTAR_eCLIP SLBP_K562_POSTAR_eCLIP	-0.258	4.380	4.804	-2.628	-3.929	-1.726	-2.628	-1.380	1.925	0.777	-0.490
TNRC6C_HEK293_POSTAR_PARalyzer TNRC6C_HEK293_POSTAR_PARalyzer	-0.310	1.667	5.497	-3.154	-3.786	-2.162	-3.154	-0.310	1.667	1.927	-0.420
MBNL2_frontalcortex_POSTAR_CIMS MBNL2_frontalcortex_POSTAR_CIMS	-0.384	3.146	7.271	-1.968	-3.407	-2.377	-1.968	-1.617	1.452	0.423	0.317
TARBP2_MDA-LM2_POSTAR_CIMS TARBP2_MDA-LM2_POSTAR_CIMS	-0.685	4.993	2.960	-3.572	-1.866	-2.888	-0.900	-0.900	3.716	-1.164	0.463
NPM1_K562_POSTAR_eCLIP NPM1_K562_POSTAR_eCLIP	-0.338	1.909	6.021	-1.954	-3.516	-2.389	-3.516	-1.008	1.177	1.401	0.627
PPIL4_K562_POSTAR_eCLIP PPIL4_K562_POSTAR_eCLIP	-1.866	3.328	5.936	-2.329	-0.685	-2.888	-2.329	-0.685	1.694	0.611	-0.513
TARDBP_H9_POSTAR_iCLIP TARDBP_H9_POSTAR_iCLIP	-1.379	2.407	2.072	-2.905	-0.790	-2.905	-3.705	-0.790	3.146	1.216	0.980
HNRNPM_HEK293T_POSTAR_CIMS HNRNPM_HEK293T_POSTAR_CIMS	0.500	6.568	2.534	-1.928	-1.928	-2.873	-2.361	-0.592	1.427	-0.446	-0.447
TARDBP_H9_POSTAR_CIMS TARDBP_H9_POSTAR_CIMS	-1.282	2.588	2.236	-2.768	-0.718	-2.768	-3.553	-0.718	2.236	1.082	1.079
HNRNPUL1_K562_POSTAR_eCLIP HNRNPUL1_K562_POSTAR_eCLIP	-0.338	1.602	6.256	-1.027	-1.930	-2.616	-1.930	-0.504	1.602	0.576	-1.419
NSUN2_K562_POSTAR_eCLIP NSUN2_K562_POSTAR_eCLIP	-0.417	2.407	1.762	-1.053	-2.905	-2.905	-1.053	-2.282	2.072	0.593	1.759
TNRC6B_HEK293_POSTAR_Piranha_0.01 TNRC6B_HEK293_POSTAR_Piranha_0.01	-0.863	0.520	5.184	-1.223	-1.704	-1.704	-1.223	-0.397	1.900	1.900	-1.706
TAF15_Brain_POSTAR_CIMS TAF15_Brain_POSTAR_CIMS	0.687	2.025	0.896	-2.393	-1.824	-3.138	-2.393	-0.536	1.700	0.687	1.697
EZH2_HCT116_POSTAR_Piranha_0.01 EZH2_HCT116_POSTAR_Piranha_0.01	0.313	0.632	2.729	-2.159	-2.159	-1.199	-2.159	-1.199	1.651	1.982	0.630
EZH2_HCT116_POSTAR_iCLIP EZH2_HCT116_POSTAR_iCLIP	0.313	0.632	2.729	-2.159	-2.159	-1.199	-2.159	-1.199	1.651	1.982	0.630
SBDS_K562_POSTAR_eCLIP SBDS_K562_POSTAR_eCLIP	-0.336	2.430	2.985	-0.598	-1.739	-1.739	-0.598	-1.023	1.927	-1.023	-0.336
FUS_HeLa_POSTAR_HITS-CLIP FUS_HeLa_POSTAR_HITS-CLIP	-0.534	1.017	1.759	-0.864	-2.153	-0.864	-2.153	-0.534	3.786	0.477	-0.317
ALKBH1_HeLa_POSTAR_CIMS ALKBH1_HeLa_POSTAR_CIMS	0.435	3.049	2.541	-0.919	-0.577	-2.236	-0.919	-0.348	-1.430	0.944	-0.578
HNRNPF_HEK293T_POSTAR_CIMS HNRNPF_HEK293T_POSTAR_CIMS	-1.159	0.607	3.968	-1.159	-0.579	-1.159	-0.279	-1.159	0.978	0.324	0.323
FUS_HeLa_POSTAR_Piranha_0.01 FUS_HeLa_POSTAR_Piranha_0.01	-0.392	1.319	1.319	-0.675	-1.863	-1.123	-1.863	-0.392	2.720	0.654	-0.392
AUH_HepG2_POSTAR_eCLIP AUH_HepG2_POSTAR_eCLIP	-1.366	2.091	3.303	-0.733	-1.366	-0.733	-0.733	-0.385	0.231	-0.385	0.753
DDX3X_HEK293T_POSTAR_CIMS DDX3X_HEK293T_POSTAR_CIMS	-0.755	1.564	3.584	-1.988	-0.451	-1.224	-0.451	-0.755	0.571	0.352	-0.256
HNRNPA1_HEK293T_POSTAR_CIMS HNRNPA1_HEK293T_POSTAR_CIMS	-0.598	0.749	3.588	-0.336	-0.336	-1.739	-0.598	-1.023	1.083	-0.336	-0.336
