gene_name	hl60_120h_log2FC	hl60_120h_pvalue	hl60_72h_log2FC	hl60_72h_pvalue	hl60_6h_log2FC	hl60_6h_pvalue	kg1_log2FC	kg1_pvalue	molm14_log2FC	molm14_pvalue	ociaml2_log2FC	ociaml2_pvalue	ociaml3_log2FC	ociaml3_pvalue	thp1_log2FC	thp1_pvalue
ENSG00000004455	AK2	-0.0435758767936383	0.574373524276664	-0.00747612000986658	0.939398902560857	-0.0673199519608079	0.370511085751421	-0.0169522011108346	0.955562697554024	0.150292898336466	0.144710719777404	0.332157653565774	0.0249375205309874	-0.130623689805051	0.233068420678541	-0.0262007749653446	0.838042741902987
ENSG00000004468	CD38	0.0174751653020346	0.830151009407052	-0.0418887188421843	0.774915248624511	0.0563632536555616	0.485255484272144	0.148426082457665	0.158662428031787	0.272952535683484	0.317708199023127	0.283201054525209	0.0706614739779741	0.0245682051939794	0.931691856396842	-0.00299202858010372	0.984549130064259
ENSG00000004487	KDM1A	0.0293325988812651	0.719159045469329	0.0742346676857507	0.607828610191693	-0.142626260280129	0.088490449142307	-0.187870609115969	0.0305513097727862	-0.101554872068649	0.458917896870177	-0.0989930238774037	0.393304680572998	-0.100047408418179	0.43788259273914	0.0483397964019283	0.707280336316058
ENSG00000004534	RBM6	-0.355658056934572	0.00584671567623211	-0.00460143021963494	0.975311561901817	-0.0771670260713808	0.263624312449459	-0.27466766673824	0.0754565477516525	-1.16845076567156	0.0500993600484524	-0.619098611387916	0.0463815615741955	-1.01951488066816	0.0154435247169757	-1.00008679120113	0.00170809335689029
ENSG00000004700	RECQL	0.0682746213899352	0.570597935582602	0.284689885976184	0.0569080140219264	-0.0668562208299773	0.55630147328029	-0.0950171893922539	0.35173761994264	0.442076381055573	0.0767398739355258	-0.412190940058445	0.0154848251147599	-0.204220070169295	0.151823858051948	-0.057861213608685	0.536920402150274
ENSG00000004766	VPS50	0.145395823902519	0.227679413779437	-0.0277462992804755	0.763457310713642	0.0910749707862585	0.363689601578211	-0.144001484731315	0.184937116133321	0.372627953304069	0.0568368553928937	-0.012616933168646	0.943305525258093	0.335171597756781	0.0806915323479892	0.368315104079968	0.0550075711054805
ENSG00000004897	CDC27	-0.627034409116886	0.00086433863950255	-0.0941052839721155	0.563539429176647	-0.0873700376037614	0.223538313989604	0.111685965985821	0.214153719686457	-0.667897392154664	0.000265777197533151	-0.245086896480406	0.0738725568811047	-0.235946762806996	0.0446571129660046	0.126277494670873	0.265272062993082
ENSG00000005007	UPF1	-0.309827609097629	0.0163502789063788	-0.160301669831	0.278176862323732	0.10409074046792	0.399192012244456	-0.100584533747639	0.2270783206491	-0.176876503025301	0.109891845039378	-0.162231459449195	0.209773591119536	-0.231315504104727	0.0912338757789952	-0.102712225825611	0.307801102712066
ENSG00000005020	SKAP2	0.0507460376800005	0.601802033701787	-0.0113800614035827	0.904088719788711	-0.179619284448421	0.0637998282144398	0.177997292944174	0.0618819409178039	0.180863735437428	0.0540548622836683	0.215919408186517	0.0831041576124241	1.01786592813872	5.48123604774667e-05	0.117826083528609	0.178495156914556
ENSG00000005339	CREBBP	NA	NA	-0.561605121548892	0.228189938379161	-0.247287935359595	0.22772219127599	-0.172458246180583	0.16382214948212	-0.444806855427396	0.00810302823112924	-0.182732281160687	0.332103165166738	-0.155371234637266	0.637775084779869	0.476242046071725	0.00582681882184369
ENSG00000005379	TSPOAP1	0.839857758464106	0.259047479558665	0.266440015133012	0.197980298276254	0.21466693363409	0.143157759639527	0.0438107691823998	0.563816936835901	-0.104925945424742	0.224753770382987	-0.899651520201746	6.92456656002231e-05	-0.938230840290256	0.000602401398396458	-0.205003419891962	0.662662934645095
ENSG00000005436	GCFC2	-0.00155652871252636	0.985346364582787	-0.0728754140851663	0.582584227282917	-0.0966542651395925	0.498977542693309	-0.0510020116172134	0.629720329142406	-0.130846092169431	0.180331040568089	-0.0338121722029323	0.825845050346114	-0.128869676831085	0.34907096923995	0.118565359347161	0.226146678319496
ENSG00000005483	KMT2E	0.32472090766159	0.0147978664545159	2.15834608046889	0.0103408591517422	-1.18068346421914	0.000383481015964651	0.1216037292401	0.338110556774856	-0.0509010687662569	0.574029893415478	0.00317098660740258	0.97796166070075	0.144026268705526	0.141958517511887	0.0708037772116984	0.404072609572042
ENSG00000005700	IBTK	0.153805315867761	0.154328978878042	0.284859374686209	0.0890303994920209	0.0365112577227732	0.593696718227024	-0.0622244082372177	0.458874632846671	0.0863379249765527	0.483113864806494	0.247333974694928	0.12024082227075	0.0394540348244095	0.772779689372381	0.123078050327783	0.580242027988308
ENSG00000005810	MYCBP2	-0.0280046539657365	0.765719581570316	0.308598610806296	0.0213339719970918	-0.0477623156481236	0.570517161692012	-0.0622265496644873	0.387200079673011	0.0881914564715361	0.330142572937352	-0.00036236367700946	0.996920346977247	0.0303540569703708	0.750118405233193	-0.0402173727833299	0.646720881055566
ENSG00000005844	ITGAL	0.174474934502803	0.574625241263204	3.22650283669966	0.00738805733926378	0.346517720364111	0.499883118723803	0.074207302747701	0.458103547243948	-0.183284304085366	0.0977289518653395	-4.70499679448011e-05	0.999644112736823	0.0396933699551423	0.666589686902423	-0.0199062031380797	0.874309638036432
ENSG00000005889	ZFX	0.219489189892438	0.0919787685150811	0.145486786423829	0.180523824287591	0.0654142951164313	0.40937415033187	-0.0245815996354168	0.760900273911356	0.0435256339183056	0.723345094719221	-0.0519702448222958	0.61660922465518	0.0411781134829418	0.673096198002082	0.0926753009721303	0.23980714519976
ENSG00000005893	LAMP2	0.374374089993422	0.0698949682028482	-0.209886269791697	0.281481173909613	0.163945925934598	0.324137640750697	-0.305314925820694	0.0315420478151932	0.143498921797381	0.519047557171481	-0.278207162100898	0.41275726552544	0.0613607742767951	0.707323525480604	0.456000131287306	0.125962425881108
ENSG00000006125	AP2B1	-0.0400628103345642	0.878217433240983	-0.225628595686762	0.356674831453103	0.338334786436335	0.134706708936042	-0.0302532405904826	0.766808172409071	0.334092874150884	0.0151336489519102	-0.00314779016903963	0.980800494480857	0.0972422493251456	0.362797224846677	-0.0316146178282236	0.770677773812431
ENSG00000006576	PHTF2	0.0685914572630193	0.354905777721947	0.0124119799696412	0.905252603221306	-0.0841607766071957	0.354662920145978	-0.057733309816076	0.572304002307711	0.0688970070688151	0.546163033292826	-0.130161737106419	0.212641209349664	-0.117852198345374	0.280023172859633	-0.18482597679371	0.208022301567533
ENSG00000006607	FARP2	0.184135412282876	0.0720103198841146	0.272281625003299	0.0327291843725741	0.122809638872712	0.184103270774183	-0.0280163402742075	0.767401931551298	-0.203067350051505	0.10923286730779	-0.131934411190391	0.206719762607741	-0.15972498379991	0.255153776549142	-0.250012400637669	0.0978779566739643
ENSG00000006634	DBF4	-0.0779618774489928	0.320343672405668	-0.0926995353862563	0.576396736868342	0.0648404837920856	0.69821488183484	0.0418787796003587	0.701893489843087	-0.0346863761947282	0.776994609894815	-0.0728929605801191	0.651770135272464	0.0995012029846707	0.579504881784553	0.333573670939148	0.112969655897266
ENSG00000006652	IFRD1	0.144731663230108	0.104712494234402	0.150131742585115	0.187795962231588	-0.0020139856286318	0.978413301827705	0.0129950665992799	0.958834339154539	-0.440411966035138	0.00190005978181791	0.0165258930614497	0.904376749210813	-0.149482695563382	0.315064933377186	0.143005995504775	0.204048511617967
ENSG00000006695	COX10	-0.211247761999102	0.0667055169275538	-0.421693368638341	0.028645791682643	-9.17318152358626e-05	0.999204501693401	0.0242909179023336	0.747339380885019	-0.0348429557781157	0.805895634955002	0.0722710089423623	0.515425950560691	0.0308870797957452	0.787629531701629	0.11348612021655	0.32846512686611
ENSG00000006715	VPS41	0.0316638717837297	0.690943924278104	-0.0213252968900374	0.861858740987062	-0.102087375007151	0.238977436602317	-0.223895106815406	0.0296053674276221	0.441092884357624	0.0958928988467333	0.310493862227508	0.0572405268631015	0.324849782377267	0.139271033285526	0.246131366240228	0.136665435137352
ENSG00000006831	ADIPOR2	-0.0497767956773016	0.666518085539503	-0.160575439690817	0.294427222150108	-0.0978159419709053	0.276505380063686	0.213495090323288	0.0779240647503977	0.194966961121641	0.100674538809285	0.0398815096569557	0.724920888546455	0.234979728553808	0.0656823395134964	0.129345611366889	0.124326121870627
ENSG00000007168	PAFAH1B1	0.0546931876800149	0.669485934711628	-0.128330436732362	0.210976921895863	-0.00918940439479643	0.923419919220633	-0.0296292876697609	0.813519919362166	0.09241458656435	0.454474595182335	-0.117564441426962	0.320843500973378	0.078400632650017	0.502049046749516	0.0484346853036901	0.809161608246209
ENSG00000007202	KIAA0100	-0.220248080626886	0.0809320478269601	-0.221088519247234	0.0731179732220369	0.247757075803044	0.0123887838857775	-0.0270166965658533	0.722731244268045	0.0908343916900945	0.332183004399323	-0.067384063720154	0.472835401866475	-0.180828232983572	0.113098943412985	-0.110272786644408	0.193059414594555
ENSG00000007341	ST7L	0.117524378905308	0.221223958683303	0.0817803870764484	0.405668862679043	-0.0862695591012185	0.220507998587542	-0.0326049096077676	0.676798982810557	-0.119078675951709	0.291605343274834	-0.12946289642767	0.494246150831461	0.253569164179545	0.0308544789310199	0.159157337548041	0.351124210622328
ENSG00000007392	LUC7L	-0.272175117972321	0.0629433744443496	0.327210809678439	0.188050466169753	-0.0371919065558681	0.73278150439677	0.104088773646005	0.313307444781456	-0.0149316500569343	0.895284495998063	0.223027298230056	0.190016061548132	-0.330976138285772	0.266594373285017	-0.257401172481585	0.152839781858306
ENSG00000007923	DNAJC11	0.000740546267992193	0.991226745536615	0.047410008247972	0.793808998900445	0.066754523952712	0.437397017103873	-0.154522616641903	0.207314175079212	-0.231458758383328	0.0397494686508479	0.0575820904763413	0.706785362591258	-0.124318616298416	0.239382033216475	0.0588449067581854	0.654308905214418
ENSG00000008018	PSMB1	0.139300613305026	0.105207994870936	-0.0399301617395434	0.896263168442854	-0.146041401347969	0.313653080691015	0.0150674222653154	0.954269501069549	-0.582760037712004	0.133890955397543	-0.129230087977391	0.433728828787075	-0.262781611018981	0.188990061337064	0.72931030907891	0.382581433456096
ENSG00000008083	JARID2	0.0326959708535733	0.637577175684504	-0.0841371169575743	0.470904227042467	-0.0862325400803912	0.570346206190131	-0.0329141983589399	0.662421318072376	0.0575455583253939	0.504587160143085	0.115666424585383	0.431756314886598	0.705048108914177	0.00291235703421797	0.229481770681982	0.0765781148479243
ENSG00000008128	CDK11A	0.0696550498195018	0.736576289586982	0.298760137803711	0.110761383440602	-0.19506493148733	0.0531795046108764	-0.181887511578647	0.347141198265005	-0.199115108433374	0.255551834966226	-0.270375183138237	0.414075259587617	-0.0730125780808413	0.547558560456195	-0.198919943841018	0.41298941951604
ENSG00000008294	SPAG9	-0.0664766640669153	0.363202205273052	0.149792024605025	0.25293902272487	0.148923426642943	0.136504416771617	0.169144117941112	0.209125351780194	0.0651736660790937	0.754847245393712	0.164935806845846	0.250108001199225	0.342501921780352	0.163841819043823	0.0623111935857407	0.670612861206347
ENSG00000008394	MGST1	NA	NA	NA	NA	NA	NA	0.46059345712533	0.11620089118863	0.121435401310618	0.226622049893397	0.200832404476039	0.0559976241599097	0.0303791963059427	0.787524108033518	0.196238037749319	0.224066162455092
ENSG00000008710	PKD1	1.69246205421537	0.00466529042237028	NA	NA	NA	NA	0.0116764750636793	0.939985971599876	0.203023585892676	0.153995188360365	-0.35299897237207	0.186421150935647	-0.160426716642843	0.194477381569413	-0.171111753111251	0.160531874924916
ENSG00000008869	HEATR5B	0.077632743009994	0.35257125145562	-0.089698182224306	0.464789562152869	0.0612480093226036	0.603169324905808	-0.0307151031767617	0.814736369107247	0.153034934905953	0.232601211605818	-0.0797246553749208	0.535042022643218	-0.0512229629844976	0.721187055936555	-0.118876638406394	0.487565924019806
ENSG00000008952	SEC62	0.200731260460131	0.260550409530161	0.567787109777564	0.180593394083988	0.0231000448256067	0.829531781037131	0.0451162880991392	0.741073317545953	-0.0820912428892414	0.540281017527589	0.0547297550327275	0.605103277398646	-0.0873246961863744	0.696765953754859	-0.0826716375638479	0.630918132724771
ENSG00000008988	RPS20	-0.194913875646839	0.429509701798975	-0.327371312414048	0.0509601847690086	0.335074439007821	0.0194815752750605	-0.0245102324004465	0.798990094632219	-0.214939671861927	0.0636318831762709	0.0952345331742619	0.417434346336009	-0.229684330860551	0.17521534934987	-0.255370841059605	0.0269661476528427
ENSG00000009307	CSDE1	0.0555930886074927	0.510829497450804	-0.0559467876007474	0.76988138450451	0.0829232155390088	0.307096129661468	-0.155314815665588	0.128770936588613	0.314630261775881	0.0169490753542502	0.09236461748119	0.352684755080089	-0.223975108090943	0.359930377210478	0.0483693672888814	0.545911717764654
ENSG00000009335	UBE3C	0.233430441064006	0.0448160525669354	0.165095476943168	0.185555851552041	-0.0382078665723571	0.715756936603423	-0.0383028504037333	0.604315857991135	0.194172110660785	0.25000815094533	0.146648308472599	0.196061456726585	0.072656003880669	0.457430817391197	0.148124619270944	0.271254709313919
ENSG00000009790	TRAF3IP3	0.393614923104813	0.00319263850807784	0.503569887859998	0.0140478519482511	0.0314901901532205	0.656351751655112	-0.0391650550893856	0.883880670418948	0.0488842612448548	0.830262637403102	0.301321015067201	0.182924446393701	-0.204642087933566	0.255560861015512	-0.0120158171111593	0.948227636146755
ENSG00000009844	VTA1	0.0319440017761106	0.669545127362133	-0.0908294656762995	0.394092384547282	-0.0426306575241624	0.64603699334678	-0.0362818696661017	0.790565910054532	0.194812622230272	0.377162573585599	0.0925760308951667	0.767765862982288	0.276528742855618	0.138331513581357	0.33467544154326	0.349593809292868
ENSG00000009954	BAZ1B	-0.0332646144510331	0.633369000484746	0.336827002200369	0.0610039185504623	-0.0777418650790424	0.443084197059569	-0.0498173659442176	0.531648970814234	0.113597483121464	0.438319595315931	-0.0955838295447977	0.360526758994348	0.044545640089893	0.700469048837769	0.0392833789722467	0.660934090640316
ENSG00000010017	RANBP9	0.102181436789759	0.370091998315942	0.145369491583728	0.224862736540327	0.0114465527767534	0.95104864995602	0.143900613841418	0.136604221365428	0.209595044496134	0.176723633709345	0.0289153867430295	0.835000984365527	0.573476485014623	0.0178572869812534	0.337725104599626	0.010870437286238
ENSG00000010244	ZNF207	-0.15116764124373	0.186584916646365	0.0633955973531894	0.601498609426804	-0.0363442313459948	0.620408740028349	-0.0961441627961056	0.369926507814066	-0.0380965336434006	0.763807253136649	-0.0578778158747688	0.559740014518336	-0.121870865819212	0.385297163991182	0.120543622770412	0.140639922278477
ENSG00000010292	NCAPD2	-0.409604051959006	0.00250351826554998	0.148812269266804	0.257113148034048	-0.135935086410893	0.392621998615305	0.112151735232696	0.275287889964036	-0.177257106565213	0.0872416205597704	-0.180015701951922	0.0741772851003565	-0.0891520929050464	0.470623672857821	-0.023420823484091	0.836011991691366
ENSG00000010295	IFFO1	-0.111304053180121	0.40364306300377	0.0160056496949814	0.887089512465909	0.131543589884163	0.14359820082004	0.0953277122924396	0.297766602153472	0.197798206886767	0.166198215954843	0.0930387366700564	0.334246941293087	-0.0466103675164948	0.696474341280268	-0.225067696566471	0.151570267116038
ENSG00000010671	BTK	-0.0960487016168844	0.347100570903098	0.077669637814755	0.532229463566344	-0.131194694893418	0.323994538424543	-0.099695799053782	0.52328278827173	-0.104335049346239	0.344047536245679	-0.104572910119481	0.26846458992644	0.0595895602514377	0.767221978515251	0.161505236337146	0.274305257803683
ENSG00000010803	SCMH1	-0.0082378710048062	0.907925947358913	-0.377846977874911	0.112959159331972	-0.0266780487745036	0.796309254579727	-0.11993708981083	0.424825558640134	0.214829359666195	0.321198329253354	0.0601022805103699	0.657483987969503	0.290355723256254	0.0596936190766203	-0.0268740569252075	0.76936794507992
ENSG00000011028	MRC2	0.537522541205509	0.000693704005154835	0.198659147990004	0.207148734507978	-0.0323057365660128	0.721112165007752	0.632568780070756	0.0058594871015442	0.865130482727012	0.00380392021734023	0.0330382029313782	0.843657907266109	0.226396196497818	0.0723007777066668	-0.0868368637667843	0.3564386943018
ENSG00000011243	AKAP8L	-0.0127462589956969	0.870289990033681	0.22191684992405	0.162913169886557	-0.0189582314666096	0.819868964222142	0.169428531035299	0.412685679548032	-0.180271896308855	0.684648993080387	0.0491027123854993	0.909356094709492	-0.292245677938952	0.436316711190937	-0.0688542277978264	0.673330367667265
ENSG00000011260	UTP18	-0.281020778817741	0.144129574128015	0.0140891855871964	0.88987916400136	0.0271390715665213	0.779338727797874	-0.01571656072461	0.943907618335705	-0.0315487377740649	0.840559470814632	-0.195102140709338	0.0762449062853346	0.156178093422541	0.410686140694849	0.155449213880713	0.267112785190371
ENSG00000011275	RNF216	-0.238633333445721	0.0290592164780685	-0.0344070235000513	0.77696772543812	-0.0567997753427728	0.613225838187529	-0.181207042546244	0.0346048902800213	-0.183918916709805	0.264525283734279	-0.335183775133666	0.0348392245349917	-0.148644098334904	0.34856121678156	-0.216562363933932	0.0197889195854054
ENSG00000011304	PTBP1	-0.522853780006664	0.00989736925143565	-0.10850098430693	0.359937212686502	-0.015548061551187	0.878102247717711	-0.089241289406821	0.452445618962181	-0.219886984978623	0.0314873716317825	-0.0487003210764885	0.639303039261485	-0.236823128564953	0.04420899950702	0.0991997546512206	0.520236413746808
ENSG00000011376	LARS2	-0.302285204243267	0.0147389798320201	-0.263632385235828	0.044912386527595	-0.00242346606337085	0.970023349093132	-0.170376968773252	0.0589204028945384	0.197080608876682	0.291553702572767	-0.103638930998115	0.560787698537054	-0.0560143031486003	0.603521059613653	-1.04312303263003	0.0238380783723236
ENSG00000011405	PIK3C2A	0.22813952215794	0.0285955445573714	0.0691342439109381	0.485831396000505	-0.131539987152468	0.289265853659168	0.207502094945575	0.120393654568684	0.160437241103832	0.30077344612984	-0.079204044661549	0.435818947176946	-0.0122483236357021	0.918172488172136	0.152423454245289	0.351671879677964
ENSG00000011426	ANLN	0.127728099885801	0.195470060703292	0.152707319860418	0.193321356055732	-0.111828391357213	0.185632127338375	0.212348111530434	0.0357807296025236	0.0422739642054655	0.707977379677736	0.175134192206467	0.0940863705666656	0.227350769121213	0.0814284095963565	0.219681038557625	0.0694959111480706
ENSG00000011454	RABGAP1	0.226752178580315	0.25185531645042	0.0452821698132647	0.647617238984122	-0.00592633311733554	0.954971781080657	0.0624034574503678	0.522987685716004	-0.172828484457082	0.227631519351887	-0.0293778576403725	0.745615095124417	0.0888337215070115	0.468299864154613	-0.0758477915158328	0.607371540939087
ENSG00000011485	PPP5C	-0.144120758132436	0.0927627796055448	0.0319590400359366	0.737945219950711	-0.0551232499762869	0.62782251356983	0.0929842679074657	0.433951177315467	-0.224103304619521	0.460482584253292	0.0874427740240092	0.5796589764095	-0.0568183600314095	0.74823735357696	0.220017203665187	0.388580277775886
ENSG00000011566	MAP4K3	0.167262222399983	0.0885162129448899	0.0283454135922564	0.771606608731217	0.130982425345394	0.161902659578679	0.0589721111480387	0.632406310609896	0.333882023799655	0.0401295214731781	0.397916013109866	0.341784614646617	0.0440738515399532	0.71575008964987	0.148784258052056	0.238375135201046
ENSG00000012660	ELOVL5	0.0543413371544057	0.684093388433799	0.152288128686921	0.322655680612999	-0.0132303934827233	0.899284685236992	0.0783979550619856	0.469824544603507	-0.239511771672049	0.11708531303205	0.112295529572565	0.442337250448089	0.0481922590087815	0.784665060858016	-0.0156448661810817	0.93269060686083
ENSG00000012983	MAP4K5	-0.00408642659899494	0.954266822994266	-0.127717077497569	0.415507486965335	0.0528655752731089	0.442519339174266	-0.0254869580688113	0.814844415846753	0.347880164032877	0.0130108049846251	0.115233935298126	0.372925395804576	0.152610846544532	0.275547527314887	0.120424133196946	0.565315235368317
ENSG00000013441	CLK1	0.235895573285061	0.109076559959543	0.355699592715397	0.0300581817410335	0.0115634699358063	0.858762317654691	0.388438823212839	0.00837082318574301	-0.156838166182566	0.625192733321639	0.0423062498028235	0.783382499587649	-0.383866056490182	0.155537623138027	0.359515851869588	0.124048298734991
ENSG00000013573	DDX11	0.00335764668136296	0.973254414294832	0.30480868137762	0.0488694175789063	-0.0667852724307211	0.427523822861726	-0.018971827876087	0.877956181427878	0.00899279907270456	0.960448598466123	-0.132308053618924	0.345164965512318	-0.153008843737118	0.414182316336297	-0.115320834469856	0.255134008081699
ENSG00000013810	TACC3	-0.0991109049247733	0.692929537407291	0.268798856461671	0.186223328862967	-0.0254219739188805	0.88577834937016	0.0795583012001825	0.550292063480304	-0.0123761846871567	0.938522178982167	-0.077960389659147	0.561109495359317	-0.128444083413508	0.325405996205924	-0.0324948358125037	0.778341865209752
ENSG00000014123	UFL1	-0.00520219403663072	0.957692215724425	0.036182725803319	0.769787097967155	-0.0296939721403545	0.778127324676525	0.0656365283294049	0.50675406034751	-0.424731375488386	0.022564152425399	0.0986009410652877	0.326019958943367	-0.20275376915106	0.0713835068234725	0.0664922437650347	0.557128358940304
ENSG00000014164	ZC3H3	-0.114421032878627	0.255197713054254	-0.233121678944965	0.138108860701027	0.185112602811026	0.253995972045042	-0.111502007192187	0.389963502660674	0.184337610438696	0.0668383784665993	-0.273807251165252	0.0824140650823071	0.215744000082901	0.11526956135533	-0.043597949850512	0.713789006325245
ENSG00000014641	MDH1	0.00211012090555658	0.991306531227332	-0.166169207232579	0.624193993806371	0.0863452003088741	0.487254698598558	0.125314920163255	0.514643176386955	0.102739202662749	0.427283666743543	0.163270439458517	0.12585678123379	-0.134956289053194	0.16875033075913	0.00892648057192588	0.956612271616126
ENSG00000014824	SLC30A9	-0.0711345290394165	0.410591947077721	-0.105268473423892	0.494695404871976	0.0619340349026014	0.571656149348059	0.224111942039122	0.183952080975024	0.356983738168979	0.173086181018687	-0.726613053917304	0.216416364139311	-0.149242285749139	0.841257479490806	0.525038628651852	0.0674301894157149
ENSG00000015479	MATR3	0.146112222842784	0.496037577200904	-0.42619457066958	0.286434017622278	-0.326283065252588	0.117687193705588	-0.00754369380493719	0.981201946275631	-0.069363799092042	0.727878595059764	-0.125891130476727	0.492769835002368	-0.441073783297426	0.038985550636626	-0.120815861299385	0.482811233943646
ENSG00000015568	RGPD5	-0.500084650618588	0.00324088356453203	0.0330851775890721	0.873130158533465	-0.0917121218960896	0.252000224876331	-0.00369517465840252	0.966335194448766	0.148465614640267	0.440758325584411	0.0879494929589118	0.511626685175354	-0.207298955483939	0.0748671077407505	0.0708539464179133	0.416290846944376
ENSG00000015676	NUDCD3	-1.08339543385912	3.01165221506792e-05	-0.614536061722316	0.0225834671633662	0.0510030934386302	0.55683346951588	-0.159249705758477	0.0471459913494585	-0.54069338861955	0.00695327534302649	-0.262385596466005	0.0796542356950162	-0.393372036605686	0.0549124489684289	-0.471747718005691	0.0208869440311286
ENSG00000017260	ATP2C1	0.167671395995352	0.0554073189068947	-0.0310336239954493	0.763237994955597	-0.106163650196128	0.14752183945544	0.326767352908749	0.0146684727474597	0.0196940656087149	0.852516818374053	0.244300459919799	0.124533706241001	0.205401433306281	0.195904642517612	0.0825476832534391	0.416895415864747
ENSG00000017797	RALBP1	0.143804993385514	0.102094858471046	-0.115499572718159	0.504379231231423	0.0317706171756117	0.792329490465593	-0.13621457507242	0.363450672709343	0.402566916380926	0.112025923400611	-0.057378215959643	0.529533303342728	0.402345639465553	0.0518220864879852	0.103409129283612	0.494130694806034
ENSG00000018510	AGPS	-0.0582976461076237	0.456580100248725	-0.0855211360979428	0.58272288672985	0.131110430003645	0.211521273757424	0.396873894811411	0.512846425881943	0.25550875091373	0.220614971691133	0.329167756294472	0.0492713799527279	0.729137103956015	0.000399692333479868	0.711520417259149	0.00489920335478199
ENSG00000018699	TTC27	-0.162156412334552	0.0678356024179651	-0.344066787631793	0.0780285377342761	0.0995403403959686	0.195784258633528	-0.157668152931991	0.0642003105908176	-0.0254825840427414	0.874801062694674	-0.127511385388024	0.28885064284077	-0.280490268144182	0.167834261131681	-0.013253473511097	0.87949581220404
ENSG00000020181	ADGRA2	0.232910814561104	0.0688388738814757	-0.0965980354397667	0.382699863955066	0.016929605898212	0.889919318284806	0.281103818398419	0.0970389405172262	-0.238755496127524	0.166502333130876	0.252566693637673	0.165236392796683	0.205762945336217	0.088706694244895	-0.0577593097884026	0.580186238664671
ENSG00000020426	MNAT1	0.0887421863670415	0.307910876450949	0.030298625823472	0.815865806956499	-0.14845085634362	0.163396308224998	0.159557254099253	0.242217690601218	0.758878634811643	0.00220212183136069	0.267281763842489	0.248344049262851	0.673563735684672	0.0316892119646435	0.731267632840339	0.0349947938803075
