GO	[-6.33 -1.18]	[-1.18 -0.33]	[-0.33 0.42]	[0.42 0.88]	[0.88 1.26]	[1.26 1.60]	[1.60 1.96]	[1.96 2.37]	[2.37 3.11]	[3.11 4.21]	[4.21 6.64]
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	0.351	0.571	0.571	-0.452	-1.994	-0.256	3.025	-0.757	0.849	-1.228	-0.751
HP_ECZEMA HP_ECZEMA	-0.489	-1.068	0.445	-2.151	-0.734	1.823	0.445	0.288	1.823	0.880	-1.513
HP_TYPICAL_ABSENCE_SEIZURE HP_TYPICAL_ABSENCE_SEIZURE	-0.954	-0.954	-0.954	-0.954	0.821	0.199	0.457	0.199	-0.434	2.476	0.826
GOCC_FICOLIN_1_RICH_GRANULE_LUMEN GOCC_FICOLIN_1_RICH_GRANULE_LUMEN	-1.367	1.340	1.687	0.539	-0.252	0.764	0.357	-0.252	-0.938	-0.406	-2.858
GOCC_PEPTIDASE_COMPLEX GOCC_PEPTIDASE_COMPLEX	0.453	1.041	-0.625	0.716	0.253	1.425	-0.625	1.041	-1.786	-1.786	-0.621
HP_ECTOPIC_KIDNEY HP_ECTOPIC_KIDNEY	-1.411	0.215	-0.766	-0.408	-1.411	-0.766	0.215	1.080	0.427	0.716	2.590
GOCC_MOTILE_CILIUM GOCC_MOTILE_CILIUM	0.597	1.227	-0.730	2.072	0.884	-0.730	-0.242	-0.730	-1.194	-1.952	0.373
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	0.331	2.544	-0.273	-0.705	-0.273	-0.705	-0.705	0.706	-0.705	1.207	-0.702
GOBP_CELLULAR_RESPIRATION GOBP_CELLULAR_RESPIRATION	5.320	-0.472	-0.301	0.301	0.463	-0.301	0.301	-0.712	-0.712	-1.491	-0.705
GOBP_DORSAL_VENTRAL_PATTERN_FORMATION GOBP_DORSAL_VENTRAL_PATTERN_FORMATION	-0.298	0.655	-0.746	0.304	1.714	-0.746	-0.746	0.304	-0.746	1.714	-0.743
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	-0.177	-0.177	-0.539	-0.539	-0.539	3.265	-0.539	-0.539	-0.539	0.476	0.972
GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	-0.580	1.433	-0.580	1.965	-1.162	0.607	-1.162	-0.580	-0.280	0.979	-0.577
GOCC_PHOTORECEPTOR_OUTER_SEGMENT GOCC_PHOTORECEPTOR_OUTER_SEGMENT	3.023	-0.788	-0.324	-0.324	0.609	0.609	-0.324	-0.788	0.609	-0.788	-0.784
HP_LYMPHOPENIA HP_LYMPHOPENIA	1.041	-0.453	-1.096	-1.646	-1.096	2.617	-0.453	-0.716	1.371	0.330	0.334
HP_SELF_MUTILATION HP_SELF_MUTILATION	0.566	-0.829	-0.829	-0.829	0.256	-0.829	-0.351	0.566	-0.351	0.566	2.882
GOBP_PROTEIN_ACETYLATION GOBP_PROTEIN_ACETYLATION	-3.318	-0.569	-0.569	-0.569	0.579	-0.413	-0.292	2.304	-0.569	1.419	0.762
GOMF_CULLIN_FAMILY_PROTEIN_BINDING GOMF_CULLIN_FAMILY_PROTEIN_BINDING	0.706	0.706	-0.705	-0.705	-0.705	-0.273	-0.705	1.823	1.207	-0.705	-0.271
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	-0.199	-0.580	-0.199	2.213	-0.580	-0.199	2.213	-0.580	-0.580	-0.580	-0.198
