gene_name	CpG
MEIS1	4.921245888585589
SULT6B1	5.563768278452033
STMN1	5.554588851677638
AK2	3.6667565918848033
RAB7B	6.387155717662981
FNDC7	3.9726926540042644
PRPF38B	3.0840642647884744
RTCA	6.6865005271832185
GLI2	2.73768676140986
SLC30A7	5.035623909730721
PSMD14	6.832890014164741
AC118553.2	2.389566811762726
OR14C36	8.348728154231077
TMEM234	2.9392265777282085
AC093155.3	5.951867504326902
IVL	4.802193216941825
PLEK	7.169925001442312
MIGA1	5.185866545311334
PIP5K1A	4.9818526532897405
RHD	6.4495613746132365
RHEX	2.646162657157894
S100A5	3.807354922057604
UGGT1	5.153805336079036
AL139142.2	1.4750848829487826
BCAR3	2.8639384504239715
CLEC20A	4.185866545311334
WDR92	5.4495613746132365
GPX7	4.802193216941825
L1TD1	4.314696525656286
RXRG	4.321928094887363
B3GALT2	2.6599245584023783
BTBD19	6.768184324776926
ACTR3	2.673556423990145
HMGN2	5.738767836800191
UTP11	6.387155717662981
RASSF5	5.4495613746132365
MORN2	3.797012977836145
FAM110D	6.020146573111776
SESN2	4.832890014164741
FAM71A	4.20945336562895
RERE	4.446256229889564
DPT	2.3015876466031866
VANGL1	6.565292520581023
SPTA1	6.387155717662981
OR2T34	4.446256229889564
TCHHL1	3.405992359675837
ADI1	4.405992359675837
IL1R2	3.4854268271702415
H3-4	2.8155754288625725
INPP5B	6.2686589550276715
CAPZB	4.37851162325373
PREB	6.059614856297222
SLAMF6	5.422905742612183
RRNAD1	4.672425341971495
OLA1	4.314696525656286
STK39	6.526694845541976
FCRLA	3.84799690655495
SP5	4.82781902461732
BARHL2	2.7803100990433753
C8A	4.364572432295856
OR6Y1	6.509379148914689
AMIGO1	6.807354922057604
HSD11B1	4.602884408718419
MCL1	6.232660756790275
ERO1B	6.60139939053183
ROR1	4.738767836800191
PARP1	2.996388746447621
ARID5A	5.232660756790275
SGO2	5.507794640198696
IGSF8	3.4854268271702415
NVL	5.259272487037594
RER1	3.8972404255747994
FTCDNL1	4.7114949066500875
NRAS	6.301953395126096
MAN1A2	4.672425341971495
TSPAN1	5.738767836800191
CZIB	5.672425341971495
CTSS	3.7224660244710908
TTC34	5.321928094887363
CEP350	2.643856189774725
ATP1A1	4.24031432933371
RCSD1	4.446256229889564
ATP6V0B	3.4982508675278257
ABCA4	4.738767836800191
IAH1	3.733354340613827
TIPRL	4.738767836800191
AL031847.2	5.232660756790275
NBPF26	4.277984747299765
CGN	6.006746832440585
CELA2A	2.353323291162897
SHISA4	3.548436624696042
OR2T5	5.321928094887363
DNAJC16	6.137503523749935
LMNA	4.177917792195843
GBP1	1.9183862344463478
TRIM45	4.485426827170242
EIF2AK3	3.37851162325373
PIFO	3.4195388915137843
VAMP8	5.5453506448223
RHOC	4.137503523749935
SLC4A1AP	4.958842675243241
CACHD1	5.035623909730721
PRAMEF20	3.241840183564671
MAEL	3.0874628412503395
PPIAL4A	3.1858665453113337
DCDC2B	2.7782085763980877
KDM5B	2.8278190246173196
CYP4A11	3.733354340613827
PMS1	6.185866545311334
WDR77	4.364572432295856
OR14A2	3.867896463992655
KIAA1324	3.867896463992655
NCSTN	4.153805336079036
CNNM3	6.565292520581023
AMPD2	5.022367813028454
TMEM131	3.321928094887362
GSTM5	4.035623909730721
IGSF21	7.087462841250339
SDCCAG8	7.303780748177103
ABHD1	2.899175630480513
TARS2	3.4462562298895643
IWS1	3.0548484769956197
RGPD1	1.7739963251111732
NCKAP5	3.8278190246173196
FAM110C	3.2094533656289497
SERTAD4	5.979568100095187
RPL22	7.011227255423254
CREG2	4.498250867527825
NDUFB3	2.980025300238734
METTL21A	4.672425341971495
ETV3L	5.92362461136832
AGRN	5.760220946466509
SMPDL3B	5.590961241342599
EPS8L3	6.768184324776926
IL1F10	2.790772037862
PLEKHM3	4.129283016944966
YARS1	3.4982508675278257
SPRR3	5.526694845541976
AC108488.2	3.867896463992655
VWA1	5.5453506448223
CDK18	7.442943495848728
PCNX2	3.1667154449664223
AC253572.1	6.139551352398794
LY9	3.867896463992655
ACBD6	6.246027980528104
AMY2B	3.1858665453113337
ZYG11B	3.3362833878644325
YRDC	7.330916878114617
TFPI	5.842978831788326
KLHL12	1.5993177936982261
GPSM2	4.842978831788326
IL36G	5.368069876532083
ERCC3	3.0874628412503395
RALGPS2	5.599912842187128
EFCAB2	2.097610796626422
AMY1C	3.4594316186372973
COMMD1	6.074676686294496
ANKRD35	4.112700132749362
CPTP	4.930737337562887
FCAMR	6.4561490346479955
CTSE	5.802193216941825
HAX1	6.592457037268081
USP34	6.345183447187665
KCNQ4	3.9818526532897405
ITGB3BP	3.4854268271702415
GPR75	5.526694845541976
HAO2	3.523561956057013
FMO4	3.19377174339668
C1orf127	3.4195388915137843
OR2W3	7.426264754702098
ZNF670	4.738767836800191
CRYGC	4.300123724569014
CNKSR1	3.016139702655253
ADGRL2	3.19377174339668
EIF2D	6.020146573111776
CRYGD	4.405992359675837
NDC1	3.9541963103868754
ADAMTSL4	1.454175893185802
SCN2A	7.94251450533924
POLE4	3.786596361890807
C8B	4.77082904603249
SUPT7L	5.008988783227255
YOD1	6.565292520581023
RIMS3	3.572889668420581
MTA3	5.429615964201735
PPP4R3B	2.948600847493356
TMEM182	1.5160151470036647
PPP1R1C	3.655351828612554
PRAMEF13	4.892391025913404
IFNLR1	5.368069876532083
RUNX3	3.8278190246173196
CDCA7	3.963474123974886
METTL5	6.5453506448223
USP48	2.6016965164809576
FUBP1	6.845490050944375
UBAP2L	4.177917792195843
IPP	5.894817763307944
AL138899.3	5.478971805032942
ATP1A2	5.368069876532083
CHI3L1	2.5434958834257717
IPO13	2.9726926540042644
SYNC	5.4886435398537845
RNPEP	3.963474123974886
SESTD1	4.121015400961366
ADGRL4	6.857980995127572
PRKAB2	5.266786540694901
IL37	5.346956889378885
KCNH1	1.752748591407134
FAM177B	2.980025300238734
ZMYM4	6.185866545311334
MATN3	4.087462841250339
ABCG5	3.2794712956444676
NAV1	3.0874628412503395
SLC35F5	2.4168397419128294
BAZ2B	3.596935142387232
LUZP1	4.892391025913404
TXNDC12	4.224966365000275
TACR1	2.8399595874895316
ZNF593	5.705977901682522
GNG12	5.526694845541976
MMADHC	3.016139702655253
ITGAV	5.368069876532083
NIPAL3	5.173926931999809
PLGLB2	4.9818526532897405
EVX2	5.655351828612554
PHLDA3	4.426264754702098
GREM2	5.137503523749935
SV2A	5.2890967024199895
UBQLN4	7.076815597050831
ACBD3	3.867896463992655
FAM72D	6.592457037268081
KIF17	3.8579809951275723
DPY30	2.773996325111173
TMEM127	5.035623909730721
STAMBP	5.504620392403552
SPRR4	3.364572432295856
AC008073.3	4.802193216941825
ZNF326	4.817623257511431
KIAA0040	4.733354340613827
MFAP2	0.9855004303048849
SPRR2F	3.7441610955704103
TRIM17	4.802193216941825
NDUFS5	4.832890014164741
FAM228A	3.9818526532897405
LCE1B	3.9354597478052895
DNAJC27	4.307428525192248
ZNF496	4.364572432295856
MRPL37	5.870364719583405
MTLN	3.169925001442312
SPATS2L	4.529820946528695
C1orf61	3.8278190246173196
LRRIQ3	4.986410935252045
DOK1	4.491853096329675
RBBP4	5.563768278452033
ARL5A	3.733354340613827
ACTG2	5.672425341971495
RBM34	3.212569338850806
TLCD4-RWDD3	3.2172307162206693
C1QTNF12	5.232660756790275
C2orf42	4.862947248020921
DISP1	6.19377174339668
EN1	3.944858445807539
TNFRSF8	4.765534746362977
ZMYM1	2.3161457422933562
ALKAL2	4.153805336079036
DTL	5.185866545311334
KCNJ10	4.862947248020921
ASTN1	4.672425341971495
ETV3	2.5533605033353277
POLR3C	7.199672344836364
LNPK	5.894817763307944
BCL2L11	4.364572432295856
PPIL3	4.2630344058337934
AIM2	5.153805336079036
PSMA5	5.872828759534886
LEFTY2	7.149747119504682
STAT1	5.469234793667656
NENF	2.1634987322828794
VAMP3	4.419538891513785
ASPRV1	3.3146965256562866
ERICH3	2.15704371014558
RGS13	3.807354922057604
PMF1-BGLAP	5.754887502163468
CFAP36	3.963474123974886
S100A7L2	4.842978831788326
PPIAL4G	3.733354340613827
H4C15	6.185866545311334
PDC	3.797012977836145
FAM163A	7.475733430966398
ZNF692	6.197708157955851
CTTNBP2NL	6.457791260256042
OR2T12	6.161887682376894
EPHX4	6.03342300153745
TSACC	4.336283387864432
ARHGAP29	3.523561956057013
MMEL1	5.894817763307944
KLF7	4.892391025913404
LELP1	1.9597701552114672
TGFB2	6.020146573111776
GNG5	2.475084882948783
KYNU	2.957914598632985
NFE2L2	3.0513721017210256
INTS3	7.05528243550119
UXS1	4.321928094887363
CASQ2	6.429615964201735
DNMT3A	3.364572432295856
PAPPA2	5.409390936137702
OR14I1	4.20163386116965
ADIPOR1	3.3362833878644325
SNRNP200	5.78135971352466
S100A13	3.8379432418910273
YIPF1	5.429615964201735
CD28	4.921245888585589
MPHOSPH10	5.392317422778761
TSGA10	3.596935142387232
REG3G	3.867896463992655
TRAPPC3	2.5109619192773796
MROH9	3.066950243924627
GJA9	4.465974464504069
ATP6V1G3	5.599912842187128
NPHS2	3.944858445807539
OPN3	4.9818526532897405
FNDC10	3.364572432295856
RPF1	5.368069876532083
WDR64	6.768184324776926
DENND1B	5.19377174339668
SCN3A	1.925999418556223
FBXO28	6.1799090900149345
TMEM200B	3.2172307162206693
PTGFR	5.937815168803419
MRPL9	5.368069876532083
CAPN2	5.620586410451877
BSDC1	3.0071955014042038
PLXNA2	5.672425341971495
PEF1	3.596935142387232
MSH4	6.323730337521348
DDX18	5.979568100095187
PDE11A	5.672425341971495
ATF2	5.205548911173033
MTOR	2.192194165283345
LYPD8	2.678071905112638
CFHR3	4.364572432295856
CLCA4	7.977279923499917
TOGARAM2	7.700439718141092
MYT1L	4.738767836800191
CDC73	4.91169158187234
S100A4	6.257387842692652
SLC5A6	6.059614856297222
SOX13	2.277984747299765
ST7L	4.405992359675837
SMC6	4.446256229889564
OR14K1	5.705977901682522
ZNF697	4.185866545311334
ABI2	3.596935142387232
BTG2	5.92362461136832
COL3A1	2.9145645234939397
PRSS38	3.817623257511431
TBX19	1.831877241191673
ZSWIM2	4.797012977836145
PGLYRP4	6.205548911173033
EPS15	5.638073837180719
WNT3A	3.2172307162206693
ASCL5	6.429615964201735
ACTR2	4.017921907997263
SIKE1	2.277984747299765
ALS2	4.364572432295856
PRRX1	5.599912842187128
BGLAP	3.765534746362977
ARID1A	5.951867504326902
EIF3I	2.7803100990433753
PSMB2	6.575917361118149
PLEKHA6	5.040015678847879
DEPDC1	6.366322214245816
ITPKB	7.515699838284043
LGALSL	4.738767836800191
TMCC2	3.0874628412503395
CACNA1E	2.8639384504239715
OR6N1	5.563768278452033
BZW1	4.399171093819823
LYPLAL1	5.173926931999809
PIGM	5.392317422778761
CNIH4	6.345183447187665
GDAP2	4.672425341971495
FCRLB	4.649615459063409
RETSAT	5.37851162325373
LHCGR	4.121015400961366
PTPRF	6.6865005271832185
GRIK3	4.161887682376894
AZIN2	4.529820946528695
PRKAA2	6.387155717662981
MXRA8	1.6461626571578936
CD207	3.689299160535892
MBOAT2	6.409390936137702
SPRR2E	5.078951341394822
GNL2	7.400879436282184
CD1C	5.232660756790275
OR2M7	7.383704292474052
ATF3	2.0942360698457656
SCCPDH	2.689299160535892
C1orf122	6.39746072605472
FASTKD1	9.18239435340453
OSCP1	5.92362461136832
TTC39A	5.730639955916791
RHOQ	6.894817763307944
CHST10	4.738767836800191
C4BPB	5.035623909730721
PRAMEF4	3.364572432295856
BPNT1	6.357552004618084
PPIAL4D	1.7180875839605168
TPR	5.074676686294496
MSH6	6.011227255423254
CR589904.2	4.872828759534886
FOXD2	2.3476656563009706
PDZK1IP1	4.738767836800191
MTARC1	5.185866545311334
AC119674.2	5.9092930858238235
ATP5IF1	4.121015400961366
FCGR1B	4.232660756790275
TMCO1	2.5533605033353277
OLFM3	4.070389327891398
ELAVL4	5.880195728943098
WNT2B	5.526694845541976
DDX1	5.563768278452033
GEN1	5.951867504326902
SULT1C3	3.4982508675278257
PIAS3	4.446256229889564
CHMP3	3.364572432295856
C2orf15	4.906890595608519
CFC1	3.867896463992655
RSBN1	3.4982508675278257
PRAMEF8	5.575917361118149
RABIF	3.9068905956085187
STAT4	2.918386234446348
RND3	4.153805336079036
CLIC4	6.087462841250339
GUCA2A	5.705977901682522
SRSF7	3.0874628412503395
ARHGEF4	5.104336659814735
PIK3C2B	2.8875252707415875
CCDC28B	3.3923174227787602
RC3H1	2.980025300238734
PLEKHM2	5.620586410451877
NOTCH2NLB	3.596935142387232
PLGLB1	5.4495613746132365
EXTL2	3.807354922057604
COLEC11	4.649615459063409
TMEM125	2.881664619320345
RIT1	1.4646682670034443
GORAB	3.9818526532897405
MNDA	5.409390936137702
CSF3R	3.7224660244710908
PPOX	4.035623909730721
CD1E	6.059614856297222
HMCN1	1.8439838440483265
