GO	[-5.47 -0.83]	[-0.83 -0.26]	[-0.26 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.74]	[0.74 6.80]
GSE34156_UNTREATED_VS_24H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP GSE34156_UNTREATED_VS_24H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP	-0.325	2.282	1.620	0.278	-0.790	0.609	-0.790	-0.790	-0.790	0.278	-0.786
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_UP GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_UP	-1.501	-1.501	-0.455	0.989	0.380	-0.234	-0.833	1.876	1.876	-0.455	-0.452
GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_DN GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_DN	-1.119	0.362	-2.066	-0.803	-0.803	2.614	0.953	-0.380	2.218	-0.380	-0.554
GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN	-1.375	-0.386	1.589	0.453	2.696	-0.386	0.453	-1.375	0.230	-0.737	-0.733
GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_UP GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_UP	-0.761	1.190	-1.236	-0.256	-1.236	-2.006	0.351	2.026	-0.256	0.351	1.198
GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP	-0.301	0.301	-0.964	-0.552	0.823	2.091	-1.669	0.528	-0.964	-0.964	1.618
GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	0.573	-0.613	-0.613	-0.300	-0.300	-0.613	1.891	2.481	-1.207	0.302	-1.202
GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP	-1.669	2.091	0.528	1.184	0.301	-0.964	-1.669	0.528	0.301	-0.301	-0.548
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP	0.560	3.352	0.241	-1.667	-0.830	0.241	1.037	-1.187	-0.564	0.779	-1.178
GSE6681_DELETED_FOXP3_VS_WT_TREG_DN GSE6681_DELETED_FOXP3_VS_WT_TREG_DN	-0.401	-0.401	-1.552	-0.650	-0.401	0.589	1.521	0.379	3.403	-1.016	-1.009
GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS	0.303	0.656	2.413	-0.748	-0.748	-0.748	-0.299	-0.748	0.303	1.132	-0.745
PENG_LEUCINE_DEPRIVATION_UP PENG_LEUCINE_DEPRIVATION_UP	0.253	-0.356	-0.628	1.047	0.253	-0.356	3.539	0.453	-1.795	-0.628	-1.059
GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN	1.047	-1.065	-0.356	-1.065	-0.628	1.047	0.253	-1.065	-1.065	2.935	0.457
GSE4142_PLASMA_CELL_VS_GC_BCELL_DN GSE4142_PLASMA_CELL_VS_GC_BCELL_DN	-0.267	-1.585	-0.503	-0.898	0.338	0.902	0.338	0.902	-1.585	-0.267	2.258
GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN	-0.957	-0.435	0.823	0.457	-0.957	-0.957	0.199	-0.435	-0.435	3.214	0.460
GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_DN GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_DN	-0.455	-1.659	-2.514	-0.274	-0.274	0.520	0.760	1.383	0.520	1.383	-0.715
GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_UP GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_UP	0.499	1.013	0.315	-0.288	-1.134	-1.134	-0.745	-0.474	3.082	-1.695	0.739
GSE360_L_MAJOR_VS_T_GONDII_MAC_UP GSE360_L_MAJOR_VS_T_GONDII_MAC_UP	-0.831	-0.352	-0.831	0.256	0.256	-0.831	0.566	2.160	-0.831	-0.352	1.534
TGFB_UP.V1_DN TGFB_UP.V1_DN	0.303	-0.748	-0.299	-0.299	-0.748	0.656	-0.748	-0.299	-0.748	0.656	3.214
GO_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY GO_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY	-0.456	-0.456	-0.456	2.758	-0.456	0.578	1.150	-0.456	0.187	-0.456	-0.454
