GO	[-6.33 -1.22]	[-1.22 -0.34]	[-0.34 0.42]	[0.42 0.87]	[0.87 1.26]	[1.26 1.59]	[1.59 1.96]	[1.96 2.37]	[2.37 3.09]	[3.09 4.19]	[4.19 6.64]
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN	-0.763	-1.668	-1.305	-1.668	-0.567	0.950	3.008	0.311	1.172	0.950	-0.414
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP	-1.037	-0.776	-3.691	-0.568	0.798	-0.281	0.322	-0.405	1.252	1.012	1.807
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP	-0.872	-3.277	-1.413	0.458	-0.266	0.599	0.949	0.339	1.639	-0.872	1.634
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	-0.434	1.078	-0.692	-0.434	-2.451	-0.434	0.542	-0.260	0.542	3.192	-1.068
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP	-0.369	-0.722	0.356	-1.683	-0.722	-1.290	-0.722	0.863	-0.252	0.863	4.269
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN	-1.328	-0.301	1.390	-0.582	0.734	0.734	1.949	-0.780	-1.026	-2.682	0.924
GSE17721_LPS_VS_CPG_16H_BMDC_DN GSE17721_LPS_VS_CPG_16H_BMDC_DN	3.951	1.292	-1.256	-0.312	-1.685	-0.312	0.427	-1.256	-0.462	-0.462	0.425
GSE3982_DC_VS_BCELL_DN GSE3982_DC_VS_BCELL_DN	-0.357	0.512	-0.704	-0.704	-1.655	0.251	1.654	-0.357	0.512	3.047	-2.145
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	2.084	1.170	0.249	-0.360	-1.804	0.249	1.445	-0.735	-2.373	0.525	-0.737
GSE40273_XBP1_KO_VS_WT_TREG_UP GSE40273_XBP1_KO_VS_WT_TREG_UP	-0.662	-0.662	-0.662	1.336	1.899	-0.483	0.516	2.560	-0.662	-1.514	-1.518
GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP	-0.669	-2.078	-0.912	-0.480	0.393	0.270	-0.912	-0.334	0.544	0.724	4.472
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_DN GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_DN	0.487	-0.927	-3.171	0.353	-0.511	1.827	1.043	1.043	-1.213	-0.695	0.828
GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	0.562	-0.614	0.562	0.562	0.562	0.738	-0.443	0.738	-0.614	0.562	-4.926
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN	-1.566	-1.962	-0.554	1.616	-1.236	-0.292	0.917	-0.962	1.616	0.567	1.123
GSE4984_UNTREATED_VS_LPS_TREATED_DC_UP GSE4984_UNTREATED_VS_LPS_TREATED_DC_UP	-0.732	-0.732	-1.939	1.953	-1.031	0.267	2.325	-0.732	0.267	1.303	-0.508
GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_DN GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_DN	-1.205	-1.205	-2.171	1.358	-1.205	1.996	0.313	-0.290	0.457	1.084	0.455
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP	-2.890	1.012	-0.405	-1.037	-0.281	0.798	0.453	-1.766	0.798	0.322	1.807
GSE21546_WT_VS_ELK1_KO_DP_THYMOCYTES_UP GSE21546_WT_VS_ELK1_KO_DP_THYMOCYTES_UP	-1.009	0.249	0.525	0.924	1.170	-0.522	0.372	-1.804	2.832	-1.009	-1.363
GSE37301_PRO_BCELL_VS_RAG2_KO_NK_CELL_DN GSE37301_PRO_BCELL_VS_RAG2_KO_NK_CELL_DN	0.744	-0.652	-1.573	-0.466	-0.891	3.209	0.560	-0.891	0.280	1.466	-1.197
GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN	-0.513	-1.881	-1.172	0.465	-0.906	3.371	1.444	-0.374	-0.374	0.785	-0.692
GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN	0.453	-0.405	-0.776	-0.776	-1.363	1.520	-1.766	1.520	1.813	0.612	-1.041
GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN	1.092	-0.343	0.262	3.313	-0.343	-0.662	0.516	0.682	-1.937	-0.888	-1.518
GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_DN GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_DN	-2.977	-0.540	0.748	0.582	0.938	0.440	0.748	-0.283	-0.721	-1.935	1.642
GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP	1.197	-0.891	0.744	-0.891	-0.466	0.744	2.086	-0.652	0.744	-0.652	-2.652
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP	-2.297	0.542	-0.730	-0.414	-1.505	0.694	1.066	-0.943	0.542	0.301	2.680
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	1.586	1.062	2.566	0.344	-0.538	-0.262	-0.381	-0.538	-1.711	-0.740	-1.715
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP	1.371	0.885	1.964	0.251	0.685	0.368	-0.704	-0.953	-2.751	-0.508	-0.956
GSE41978_ID2_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP GSE41978_ID2_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	1.347	-0.398	1.347	1.085	-3.232	-0.270	0.335	-0.270	-0.569	0.477	-1.442
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP	0.453	1.813	1.813	0.798	-2.890	0.322	-0.281	-0.405	-1.037	-0.568	-0.778
