symbol	meth.diff	pvalue
CFAP97	-34.7368421052632	0.0357206012378427
CHEK2P2	60.9848484848485	0.00190429453205086
CHRNB2	24.2424242424242	0.225119064693997
CHST9	-27.5324675324675	0.159587997550125
CKM	10.8333333333333	0.691516214597416
CLCN7	20	0.421220891102437
CLCNKB	15.7142857142857	0.652936689549962
CLEC14A	-16.4705882352941	0.414668423364076
CLPS	-7.07070707070706	0.542118975249674
CLSTN1	-17.3913043478261	0.27988614800759
CLUL1	-20	0.0640113798008535
CNDP2	-58.3732057416268	0.00109945027486257
COL12A1	8.18181818181818	0.60146194184014
COL9A2	6.66666666666667	0.728772710418984
COLEC12	-20	0.0802139037433155
COMMD1	-12.3076923076923	0.55957086391869
COPS4	5.09090909090909	0.523809523809524
COQ10B	10	0.3125
CRABP2	-10.7692307692308	0.689456798663106
CRHR2	-31.8181818181818	0.18266253869969
CRMP1	20	0.272030651340996
CROCCP2	-33.3333333333333	0.000539865524405738
CSPG4	-9.09090909090909	0.34375
CTSW	8.59649122807018	0.760962728308983
CYB561D1	-12.5	0.507692307692308
CYGB	-47.0967741935484	0.00639397893607665
CYP26A1	-16.6666666666667	0.295756425737451
DDAH1	-28.4090909090909	0.175296442687747
DDN-AS1	-11.7647058823529	0.505291005291005
DDX11L2	-14.7368421052632	0.266830870279146
DENND2B	-30	0.0328407224958949
DEPDC7	30	0.0295566502463054
DHX9	23.1060606060606	0.0819327731092437
DIPK1C	34.949494949495	0.0477556924631941
DLGAP1-AS5	18.5714285714286	0.392639206712433
DLX1	-11.5789473684211	0.67490380683784
DMXL1-DT	-30.5555555555556	0.0452681430764071
DPEP2	-38.75	0.0616061476138497
DSE	-40.625	0.0186368396989541
DSEL-AS1	19.5804195804196	0.14376561435385
DST	18.1818181818182	0.110887096774194
DTNB	10	0.416666666666667
DUSP22	-12.8571428571429	0.401275419508396
DYNLT5	10	0.700379371681679
DYSF	20	0.42527637280261
EEF2	9.09090909090909	0.34375
EIF4A3	9.09090909090909	0.423076923076923
ELDR	-17.4825174825175	0.475633586868292
ELF3	-54.7368421052632	0.00263329873524777
ELOA	-11.1111111111111	0.512315270935961
ELOA2	-20	0.214285714285714
EMILIN2	9.09090909090909	0.169230769230769
EML2	-18.1818181818182	0.586466165413534
ENPP7P13	21.4285714285714	0.296887904065814
EOMES	-47.1590909090909	0.0183183711787831
EP400	6.66666666666667	0.326086956521739
EPB41L3	-40	0.00401069518716577
EPRS1	-43.3333333333333	0.0225296442687747
ERCC3	-48.3333333333333	0.0309597523219814
ERCC5	10	0.384615384615385
ERV3-1	-27.2727272727273	0.214285714285714
ESR1	-26.8421052631579	0.20080519180969
ESYT2	-18.3333333333333	0.333213079597952
ETV3L	-27.2727272727273	0.0167004048582996
EXOC3-AS1	-11.8181818181818	0.680786343800804
EXPH5	-13.3333333333333	0.5
FAM131A	-36.3636363636364	0.0372670807453416
FAM13C	13.3333333333333	0.677001201632434
FAM217A	-9.52380952380952	0.550802139037433
FAM78B	-10.5263157894737	0.519540229885057
FANK1	-41.6666666666667	0.0151262746199673
FAT1	13.1578947368421	0.694152923538231
FBXL19	-53.2915360501567	0.000668449197860964
FBXO15	9.09090909090909	0.282051282051282
FEM1A	9.09090909090909	0.34375
FGD6	9.09090909090909	0.392857142857143
FGF10-AS1	-16.8421052631579	0.43108166196622
FGF5	43.6363636363636	0.0804953560371516
FGF8	-31.8181818181818	0.207715708709113
FGF9	10	0.354838709677419
FHOD3	-26.4492753623188	0.1210827156224
FKSG29	-40	0.00513196480938417
FLRT2	35.0649350649351	0.115994750302867
FOXL3-OT1	-16.0427807486631	0.44426283099052
FOXP4-AS1	-36.3636363636364	0.0902255639097744
FRG1DP	-12.2507122507123	0.362962962962963
GABARAPL2	-11.7647058823529	0.563860622880049
GABRB1	-38.8888888888889	0.0609702667463261
GAD1	-26.0869565217391	0.144535595105673
GALNT6	-11.3636363636364	0.688923913879747
GANAB	-10.5263157894737	0.532019704433498
GAREM1	18.5714285714286	0.254406085493821
GAREM2	15.1851851851852	0.359626251229667
GATA6	-15.9259259259259	0.404060348083118
GCDH	-10.2564102564103	0.561152460984394
GCNT1	10	0.25
GCSH	-10	0.540229885057471
GET3	-52.7272727272727	0.000409708144752788
GHSR	-6.993006993007	0.727725500806702
GJA3	22.7272727272727	0.386996904024768
GLI3	-14.2857142857143	0.483076923076923
GLT8D2	9.09090909090909	0.379310344827586
GNAL	7.05882352941176	0.406976744186046
GON4L	8.33333333333333	0.413793103448276
GP1BB	52.2222222222222	0.0163234172387491
GP9	13.3333333333333	0.634495938843765
GPRC5C	-17.2727272727273	0.586466165413534
GPRIN2	-11.1111111111111	0.548262548262548
GPS1	5.51948051948052	0.489878542510122
GREB1L	-24.4897959183673	0.104588817318416
GRIK1	-12.0689655172414	0.711010821067747
GRP	-15.0197628458498	0.459035680670831
H2AC4	-30.7692307692308	0.10446075663467
HAT1	21.25	0.369169960474308
HEYL	-23.030303030303	0.156695156695157
HHEX	4.28571428571429	0.538759689922481
HLA-A	20	0.214285714285714
HOXA6	-38.75	0.10537084398977
HS3ST5	-52.5252525252525	0.0101981976044945
HSBP1L1	9.47368421052632	0.592017178224075
HSP90AA1	-18.1818181818182	0.476190476190476
HTR1E	-24.7058823529412	0.256598016781083
HTRA3	-50	0.00212201591511936
HUNK	-40	0.079075857511717
ICAM4	18.1818181818182	0.476190476190476
IDE	9.09090909090909	0.333333333333333
IER3	-14.5454545454545	0.692165836586351
IFT57	10	0.232558139534884
IGF2	-40	0.016600790513834
IGSF11	28.9473684210526	0.127134199649555
IGSF3	9.16666666666666	0.666404937948483
IL18BP	-50	0.000668449197860964
IL21R	-18.1818181818182	0.110887096774194
IMMP2L	15.3846153846154	0.486166007905138
ISY1	-28.2758620689655	0.152331836941844
ITM2B	9.09090909090909	0.314285714285714
ITSN2	-10	0.37037037037037
JAK3	-21.1764705882353	0.405866444768047
JPH1	30.0699300699301	0.181922196796339
JUN	10	0.37037037037037
KAT6B	-30	0.0592885375494071
KCND3	-13.3333333333333	0.5
KCNF1	26.3636363636364	0.165454493596874
KCNK17	-60.9090909090909	0.0075187969924812
KCNQ1	-10	0.661388470849964
KCNQ1-AS1	20	0.300029472443265
KDSR	-10	0.540229885057471
KISS1R	-13.3333333333333	0.29738270804635
KLF4	10	0.416666666666667
KRTAP11-1	-12.3529411764706	0.638187899057464
KRTAP12-4	-15.7142857142857	0.614624505928854
L3MBTL4	-10	0.333333333333333
LAIR2	-20	0.462137352376443
LARS1	-23.2142857142857	0.111815321953999
LBX1-AS1	-26.1363636363636	0.251859828599632
LBX2-AS1	40	0.169802333889021
LDLR	-25.2380952380952	0.245077461269365
LDLRAD4	-40.9090909090909	0.0104878436357858
LEUTX	-9.09090909090909	0.458333333333333
LGR4-AS1	12.5	0.507692307692308
LIN37	-16.6666666666667	0.133064516129032
LINC00311	-62	0.000525935928016673
LINC00561	-16.6666666666667	0.203076923076923
LINC00567	-31.25	0.0115864527629233
LINC00908	-22.7272727272727	0.14349276974416
LINC01012	14.4781144781145	0.195590327169275
LINC01219	29.2613636363636	0.155562995906907
LINC01238	-15.5080213903743	0.353072853072853
LINC01342	-16.6666666666667	0.532967032967033
LINC01359	-20.7070707070707	0.411832545265829
LINC01415	5.12820512820513	0.642588187479828
LINC01444	-25.668449197861	0.253002070393375
LINC01549	-48.6842105263158	0.0119275845947994
LINC01558	-35.6521739130435	0.021412680756396
LINC01630	-26.6666666666667	0.175296442687747
LINC01639	-17.7777777777778	0.400425661295227
LINC01679	-16.6666666666667	0.255172413793103
LINC01820	-15	0.251231527093596
LINC01856	-26.3157894736842	0.133636478464065
LINC01933	-30	0.0592885375494071
LINC01978	-44.4444444444444	0.00999654019144274
LINC02003	-61.4285714285714	0.00452618118185489
LINC02175	10	0.4
LINC02325	-34.3434343434343	0.0311345251173474
LINC02453	10	0.285714285714286
LINC02521	-52.3076923076923	0.0186247996182038
LINC02558	-63.3333333333333	0.000195875582872487
LINC02611	-14.4444444444444	0.283882783882784
LINC02753	-46.8531468531469	0.0232646834477498
LIPG	6.36363636363637	0.636749165739711
LIX1L-AS1	4.92424242424243	0.536134453781513
LMO1	-24.4444444444444	0.115750915750916
LMTK3	-15.7894736842105	0.279310344827586
LMX1A	-29.4736842105263	0.143236074270557
LOC100128653	-52.3076923076923	0.00236001974862146
LOC100129066	-20.5882352941177	0.415297136120935
LOC100129434	-14.0350877192982	0.484034572575463
LOC100129917	-36.3636363636364	0.0260869565217392
LOC100131532	-25	0.0283140283140283
LOC100132249	10.6976744186047	0.315149833518313
LOC100294145	6.15384615384615	0.484126984126984
LOC100506675	-27.2727272727273	0.093167701863354
LOC100507547	-29.020979020979	0.151379410556274
LOC101059948	-20	0.300298437395212
LOC101927847	-27.9411764705882	0.25096850071205
LOC101929130	10.4895104895105	0.566961919903096
LOC105370068	-43.3333333333333	0.0225296442687747
LOC112268219	-8	0.53769559032717
LOC117779438	-18.1818181818182	0.169230769230769
LOC339298	-30	0.0241935483870968
LOC339666	-20.1298701298701	0.287826086956522
LOC340512	51.2820512820513	0.0154193027325347
LOC441242	-11.8881118881119	0.392235858007338
LOC643327	-12.1212121212121	0.698275697531118
LOC649352	-13.1790269248937	0.120969371785523
LOC729681	-25	0.234116912835448
LPXN	10	0.27027027027027
LRCOL1	-11.6666666666667	0.640869861458097
LRP2	-14.2857142857143	0.532814238042269
LRP4	30	0.0142247510668563
LRP5L	-69.2307692307692	1.36317040720626e-05
LRRC26	11.6666666666667	0.571428571428572
LRRC32	-9.81818181818182	0.689606098279134
LRRC3B	-28.1481481481481	0.152709422764386
LY6G5B	-19.2307692307692	0.417283618252793
LYPD4	-30	0.0266963292547275
LYVE1	-30	0.0266963292547275
LZTFL1	10.1604278074866	0.701136900221568
LZTS2	-54.5454545454545	0.00457665903890161
MAB21L1	-54.5454545454545	0.0123839009287926
MAFK	10	0.32258064516129
MALT1	-13.75	0.683402880603042
MAP3K10	-23.3333333333333	0.323308270676692
MAP3K11	20.4761904761905	0.295513533555803
MAP6D1	-17.2727272727273	0.586466165413534
MARCKSL1	-40.3703703703704	0.0563185379975278
MATK	-17.3913043478261	0.288978494623656
MBD1	7.14285714285714	0.318181818181818
MBP	-5.30303030303031	0.466666666666667
MCAM	-10	0.333333333333333
MDFI	-8.58585858585858	0.709835562203691
ME3	-20	0.371706454465075
MEAF6	-16	0.302902979373568
MEI1	-10	0.416666666666667
MICAL2	-30	0.0592885375494071
MIR10396A	-24.7978436657682	0.00795454545454546
MIR1203	30.3030303030303	0.232857719746938
MIR1303	-13.3333333333333	0.543478260869565
MIR187	-42.1621621621622	0.0303641037399984
MIR194-2HG	-38.3116883116883	0.0560869565217391
MIR3159	17.1428571428571	0.45779368380326
MIR372	-26.3636363636364	0.31077694235589
MIR3935	-30	0.0521739130434783
MIR3940	-13.3333333333333	0.62406015037594
MIR4269	-23.8636363636364	0.187365291713118
MIR433	-26.7741935483871	0.0388071492050953
MIR4462	12.987012987013	0.497536945812808
MIR4519	-9.52380952380952	0.534274193548387
MIR4741	7.69230769230769	0.276595744680851
MIR518A1	-16.8831168831169	0.434082649077938
MIR5190	31.1764705882353	0.18954089388872
MIR519A2	-9.04977375565611	0.705480593036815
MIR574	17.4358974358974	0.283034328100742
MIR636	-10.7142857142857	0.551920341394026
MIR6736	-36.3636363636364	0.0902255639097744
MIR6743	18.1818181818182	0.169230769230769
MIR6797	-24.2857142857143	0.267394791244821
MIR6806	-20	0.177865612648221
MIR940	-12.1428571428571	0.411213824975934
MIXL1	-16.6666666666667	0.268472906403941
MKRN2OS	-13.3333333333333	0.384370566604926
MPP2	26.25	0.247516489433302
MRPL2	18.1818181818182	0.092436974789916
MRPL53	10	0.32258064516129
MRPS5	8.33333333333333	0.342857142857143
MST1P2	-33.3333333333333	0.00400721645907782
MT1F	-24.1258741258741	0.21049859320814
MT1IP	-17.3684210526316	0.449475262368816
MT1X	-16.6666666666667	0.151724137931035
MUC12	-22.2222222222222	0.162051184110008
MUC5B	-22.6086956521739	0.20542055275092
MUS81	20	0.103448275862069
MXI1	-23.9234449760765	0.246473466563422
MYO5B	-17.4358974358974	0.0408396396122871
MYO6	25	0.183333333333333
MYT1L	-20.1298701298701	0.125177809388336
N4BP3	32.8571428571429	0.122200263504611
NAGA	8.33333333333333	0.342857142857143
NCOA4	-30	0.0266963292547275
NCOR2	8.33333333333333	0.307692307692308
NDUFA11	-10	0.526881720430108
NEAT1	7.69230769230769	0.325
NECAP2	9.09090909090909	0.244444444444445
NEDD4L	-46.875	0.00736223435007697
NELFA	20	0.119047619047619
NETO1	-21.969696969697	0.219061166429587
NFKB2	7.69230769230769	0.361111111111111
NFXL1	-11.7647058823529	0.497536945812808
NKX1-2	10.5263157894737	0.532019704433498
NPC1	-14.2857142857143	0.284090909090909
NR2F6	20	0.214285714285714
NRROS	10	0.384615384615385
NSMCE4A	20	0.0802139037433155
NTPCR	10	0.303030303030303
NTRK2	9.23076923076923	0.700445250402719
NUDT8	18.1818181818182	0.156695156695157
NXPH4	13.3333333333333	0.543478260869565
OACYLP	-27.1428571428571	0.239668865257773
OGDHL	-12.3376623376623	0.604347826086957
OLIG2	-17.8260869565217	0.455079718205413
OMA1	7.69230769230769	0.288888888888889
ONECUT2	28.2352941176471	0.153474544778893
OR56A5	-39.2307692307692	0.0995327192661961
OR8B8	-11.8881118881119	0.629917184265011
P4HTM	-18.3219178082192	0.0957018329216423
PAK5	-11.6666666666667	0.478260869565217
PCDHB8	27.1739130434783	0.162919116478627
PCDHGC3	-13.0434782608696	0.274774774774775
PCSK9	-50	0.0697785186949273
PCYT2	6.18181818181818	0.630894024276377
PDE1C	30	0.0677583286278938
PDE4A	8.33333333333333	0.587675070028011
PDE4DIP	5.71428571428571	0.7536263339838
PDGFRB	18.1818181818182	0.66992140985949
PER2	-25.7142857142857	0.272106145557499
PEX5L	-21.4285714285714	0.23
PGPEP1	10	0.416666666666667
PIFO	-61.5942028985507	0.00086798901985711
PIK3C2B	-9.09090909090909	0.541666666666667
PKN1	-30	0.235270276949438
PLVAP	31.8181818181818	0.18266253869969
PLXNB2	10	0.277777777777778
PNPLA6	-26.875	0.0361833288662557
POLDIP3	10	0.217391304347826
POLR1H	9.09090909090909	0.407407407407407
PPP1R14C	-13.6363636363636	0.625418060200669
PPP3CB-AS1	20	0.194805194805195
PRELID3A	-19.1646191646192	0.123814082567821
PRG2	18.1818181818182	0.659442724458204
PRKCE	9.42928039702234	0.712906085354975
PRPH	-23.5294117647059	0.132356532356532
PRR13	10	0.208333333333333
PRRT3	-9.09090909090909	0.407407407407407
PSMB3	9.09090909090909	0.268292682926829
PSMG2	-38.4615384615385	0.0220556162977567
PSTPIP2	-26.4705882352941	0.0867022876098315
PTPN23	10	0.277777777777778
PTPRM	-12.9032258064516	0.554442508710801
PTPRS	-40	0.0140468227424749
PTPRU	15	0.430872160620901
PXN	25	0.377708978328173
PYY2	-10	0.416666666666667
RAB11FIP3	-12.5	0.498575498575499
RAB12	3.54166666666667	0.541165587419057
RAB3IP	9.09090909090909	0.268292682926829
RALBP1	9.09090909090909	0.207547169811321
RASD2	-15.7894736842105	0.264516129032258
RASGEF1B	9.09090909090909	0.392857142857143
RAX	33.3333333333333	0.0618729096989967
RBBP8	7.69230769230769	0.276595744680851
RBFADN	-21.6666666666667	0.432211003679302
RBM22	-15	0.532019704433497
RBM46	-23.3333333333333	0.177865612648221
REEP1	-13.1016042780749	0.483358332210468
REEP4	-10	0.70199515626802
RETN	7.5	0.625418060200669
RIC3	-22.7272727272727	0.0967741935483871
RIPOR2	-14.7368421052632	0.266830870279146
RIT2	-34.6153846153846	0.0451657951838751
RNA18SN5	-15.2727272727273	0.342753230324388
RNA28SN2	-10.0790513833992	0.708937469006069
RNA28SN5	23.3516483516484	0.187403992612436
RNA45SN1	23.7154150197628	0.167234658352589
RNA5S9	-20.8404802744425	0.00730193824926605
RNF10	-31.7307692307692	0.0133816755435345
RNF152	-23.0769230769231	0.0289473684210526
RNF41	20	0.138461538461538
RNVU1-17	10	0.454545454545454
RPIA	10	0.285714285714286
RSPO3	-41.1764705882353	0.0260554260554261
RUNX3	21.551724137931	0.0678878246272341
RWDD1	-10.7142857142857	0.545026808184703
S100A10	18.1818181818182	0.118279569892473
SAP25	-20	0.194805194805195
SAPCD1	-20	0.0967741935483871
SCD5	12.6262626262626	0.539408866995074
SCN3B	-10.2941176470588	0.694152923538231
SCP2	10.7843137254902	0.553366174055829
SEC11C	8.33333333333333	0.285714285714286
SEMA3D	18.1818181818182	0.217391304347826
SEMA6D	-17.6470588235294	0.273504273504274
SERGEF	-11.7647058823529	0.515669515669516
SERHL	-10.6060606060606	0.687045435098828
SF3B6	10	0.4
SFI1	10	0.285714285714286
SGK1	14.2857142857143	0.0590909090909091
SGPP1	-13.0434782608696	0.32258064516129
SH3BGR	8.33333333333333	0.352941176470588
SHH	-26.6666666666667	0.391283638961657
SIX5	10	0.277777777777778
SKA2	7.69230769230769	0.351351351351351
SLAMF8	-50	0.00256410256410257
SLC12A9	9.09090909090909	0.323529411764706
SLC14A1	-34.3434343434343	0.0712182370353285
SLC14A2-AS1	-46.875	0.000792263830744889
SLC16A3	-12.8571428571429	0.697188626530407
SLC1A1	17.4358974358974	0.101769431176726
SLC22A18AS	28.030303030303	0.0975321162947938
SLC25A16	-11.6071428571429	0.601532567049808
SLC25A40	15.3846153846154	0.13903743315508
SLC25A51	-27.2727272727273	0.093167701863354
SLC26A2	-10.5263157894737	0.519540229885057
SLC26A4	-54.5454545454545	0.0123839009287926
SLC27A3	19.3103448275862	0.244052449260679
SLC35D3	20	0.119047619047619
SLC44A2	35.7142857142857	0.0850149088135358
SLC4A11	-10.3448275862069	0.555750082065871
SLC66A2	4.21286031042129	0.517647058823529
SLC7A6OS	-10.5263157894737	0.532019704433498
SLC9A1	-24.7368421052632	0.104837691044588
SMAD7	-9.09090909090909	0.235294117647059
SMAP2	50	0.0697785186949273
SMARCA5	-7.69230769230769	0.464285714285714
SMIM1	-10	0.626482213438735
SMUG1	-13	0.366625028389734
SMYD2	10	0.37037037037037
SNN	-25.2941176470588	0.204013377926421
SNORD114-29	-12.8205128205128	0.498336342624113
SNORD74B	-15.3846153846154	0.64472049689441
SNX25	-46.4285714285714	0.0129950775082793
SNX8	-28.7878787878788	0.0305710121886593
SPAG8	-38.6363636363636	0.0570863050448211
SPHK1	-11.1111111111111	0.542318634423898
SRRM2-AS1	-20	0.0967741935483871
SRRM4	-21.6666666666667	0.380804953560372
ST13	10	0.333333333333333
ST3GAL5	7.14285714285714	0.35
STEAP1	-15.1515151515152	0.418151760510778
STK32B	-17.4545454545455	0.445535679831957
STK39	-16.6666666666667	0.299764611061145
STXBP3	9.09090909090909	0.333333333333333
SWAP70	-12.7329192546584	0.345875287051758
SWSAP1	4.35897435897436	0.518272425249169
SYT5	36.3636363636364	0.00401210927526717
TADA2B	6	0.495798319327731
TANC2	-23.6363636363636	0.428307982231794
TAT-AS1	9.09090909090909	0.379310344827586
TBC1D12	-16.6666666666667	0.480519480519481
TCF4	-10	0.357142857142857
TDP2	10	0.277777777777778
TDRKH-AS1	64.3939393939394	0.000255317323301358
TEKT4P2	20.9302325581395	0.161044272621429
TF	-31.25	0.189182442271687
TGIF1	10	0.192307692307692
THAP7	10	0.357142857142857
THOC3	8.33333333333333	0.272727272727273
TLE2	-15	0.593984962406015
TMCC3	-40	0.0175055305492444
TMEM101	10	0.32258064516129
TMEM106C	-23.0769230769231	0.321739130434783
TMEM145	-13.5198135198135	0.408781145445428
TMEM181	30	0.141263019516635
TMEM201	8.33333333333333	0.48
TMEM238	-19.6296296296296	0.393244746414936
TMEM255B	-32.5925925925926	0.0347232258996965
TMEM38A	10	0.3125
TMEM61	-16.3636363636364	0.346148498331479
TNFRSF12A	14.5454545454545	0.66992140985949
TNNT3	-17.3684210526316	0.449475262368816
TNS1	13.3971291866029	0.672194671894822
TNS3	-40	0.0598290598290598
TONSL-AS1	-11.6666666666667	0.571428571428572
TP73-AS1	-22.7272727272727	0.386996904024768
TPK1	-8.33333333333333	0.48
TPTE	-10	0.4
TRAPPC14	-11.5384615384615	0.544817927170869
TRAPPC8	9.09090909090909	0.289473684210526
TRIB1	6.25	0.20253164556962
TRIM28	7.6555023923445	0.605160565613849
TRIR	18.1818181818182	0.118279569892473
TSC2	10	0.27027027027027
TSC22D4	-8.69565217391304	0.516516516516517
TSPAN2	13.3333333333333	0.62406015037594
TSPYL6	-10.6227106227106	0.543783422459893
TUFT1	-33.3333333333333	0.140097914291463
TWSG1	-11.1111111111111	0.523809523809524
TYROBP	11.038961038961	0.564782608695652
UNC5CL	-8.33333333333334	0.387096774193548
UNC79	-33.3333333333333	0.0931677018633539
UNCX	22.9166666666667	0.276058432526329
VAC14	-11.1111111111111	0.512315270935961
VARS1	18.0645161290323	0.468903706708585
VARS2	-23.0769230769231	0.22
VTRNA1-1	-36.6666666666667	0.0415055609059501
VWC2L	-15.3846153846154	0.486166007905138
WASHC3	-15	0.532019704433497
WDTC1	-15.6565656565657	0.465683699503632
WIPF3	27.5	0.162663423532989
WNT2B	19.1176470588235	0.278514588859416
WNT6	-23.9234449760765	0.246473466563422
XRRA1	9.09090909090909	0.366666666666667
YOD1	24.2857142857143	0.2723034767446
YY1AP1	-40	0.016600790513834
ZBTB7C	-45.8333333333333	0.00174570355834712
ZCCHC17	14.38127090301	0.328227124183006
ZCCHC24	9.09090909090909	0.354838709677419
ZDBF2	-30.4347826086957	0.0734689778766531
ZNF148	30	0.0902255639097746
ZNF221	-12.5	0.498575498575499
ZNF300	-33.8461538461538	0.196796338672769
ZNF324	10	0.416666666666667
ZNF396	13.986013986014	0.329854884566468
ZNF423	-30	0.303405572755418
ZNF440	11.6666666666667	0.333333333333333
ZNF446	20	0.103448275862069
ZNF502	-47.3684210526316	0.0113592554372165
ZNF565	-10	0.217391304347826
ZNF595	-41.6666666666667	0.000516317793601963
ZNF611	-12	0.540431119378488
ZNF658	-9.09090909090909	0.275
ZNF689	28.5714285714286	0.221256038647343
ZNF695	-21.2121212121212	0.283114571746385
ZNF717	-8.88888888888889	0.726730295788307
ZNF75A	20	0.0640113798008535
ZNF763	11.4285714285714	0.673352178399964
ZNF783	9.09090909090909	0.458333333333333
ZNF876P	-28.6713286713287	0.0956521739130435
ZNF93	-18.4210526315789	0.431998286571
ZNRF1	-39.2857142857143	0.0170416971450627
