GO	[-6.33 -1.22]	[-1.22 -0.34]	[-0.34 0.41]	[0.41 0.86]	[0.86 1.25]	[1.25 1.59]	[1.59 1.95]	[1.95 2.37]	[2.37 3.10]	[3.10 4.20]	[4.20 6.75]
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	-0.434	1.078	-0.691	-0.434	-2.450	-0.434	0.542	-0.260	0.542	3.193	-1.074
GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	-1.313	-2.201	-1.709	-0.261	0.648	-0.261	1.888	-0.994	1.311	0.648	1.048
GSE21033_1H_VS_12H_POLYIC_STIM_DC_DN GSE21033_1H_VS_12H_POLYIC_STIM_DC_DN	-1.310	-0.442	-1.807	0.468	-1.310	-0.289	2.538	-0.289	0.314	-0.442	2.516
GSE43863_TH1_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_UP GSE43863_TH1_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_UP	0.324	-0.811	0.463	2.259	-0.280	2.628	-1.099	-2.508	-0.585	0.324	-0.594
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN	-1.327	-0.301	1.391	-0.581	0.565	0.929	1.950	-0.780	-1.025	-2.680	0.915
GSE3982_DC_VS_BCELL_DN GSE3982_DC_VS_BCELL_DN	-0.357	0.513	-0.703	-0.703	-1.654	0.252	1.655	-0.357	0.513	3.048	-2.157
GSE17721_LPS_VS_CPG_16H_BMDC_DN GSE17721_LPS_VS_CPG_16H_BMDC_DN	3.952	1.293	-1.255	-0.312	-1.684	-0.312	0.427	-1.255	-0.461	-0.461	0.420
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	2.085	1.171	0.249	-0.360	-1.803	0.249	1.446	-0.734	-2.371	0.526	-0.744
GSE40273_XBP1_KO_VS_WT_TREG_UP GSE40273_XBP1_KO_VS_WT_TREG_UP	-0.662	-0.662	-0.662	1.337	1.901	-0.483	0.517	2.561	-0.662	-1.512	-1.528
GSE17721_LPS_VS_POLYIC_4H_BMDC_DN GSE17721_LPS_VS_POLYIC_4H_BMDC_DN	1.335	-0.815	-0.448	-1.746	0.282	0.698	3.634	0.282	-0.611	-0.321	-1.764
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP	-0.368	-0.721	0.356	-1.681	-0.973	-0.973	-0.721	0.864	-0.252	0.864	4.244
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP	-2.888	1.013	-0.405	-1.036	-0.405	1.013	0.454	-1.765	0.799	0.322	1.793
GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	0.563	-0.614	0.563	0.563	0.563	0.739	-0.443	0.739	-0.614	0.563	-4.943
GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP	-0.669	-2.077	-0.911	-0.479	0.393	-0.334	-0.911	0.271	0.544	0.724	4.446
GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN	1.093	-0.343	0.263	3.314	-0.343	-0.887	0.682	0.682	-1.935	-0.887	-1.528
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN	-1.565	-1.961	-0.553	1.618	-1.235	-0.291	0.918	-0.961	1.618	0.568	1.112
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_DN GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_DN	0.487	-0.926	-3.169	-0.254	-0.365	1.829	1.044	1.044	-1.212	-0.695	0.820
GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_DN GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_DN	-1.204	-1.204	-2.169	1.359	-1.204	1.997	0.313	-0.289	0.457	1.085	0.450
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN	-0.762	-1.667	-1.303	-1.667	-0.567	0.951	2.305	0.581	1.173	0.951	-0.419
GSE21546_WT_VS_ELK1_KO_DP_THYMOCYTES_UP GSE21546_WT_VS_ELK1_KO_DP_THYMOCYTES_UP	-1.008	0.249	0.526	0.925	1.171	-0.521	0.372	-1.803	2.834	-1.008	-1.372
GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP	1.198	-0.891	0.744	-1.193	-0.322	0.744	2.087	-0.652	0.744	-0.652	-2.665
GSE37301_PRO_BCELL_VS_RAG2_KO_NK_CELL_DN GSE37301_PRO_BCELL_VS_RAG2_KO_NK_CELL_DN	0.744	-0.652	-1.572	-0.465	-0.891	3.211	0.561	-0.891	0.281	1.467	-1.206
GSE4984_UNTREATED_VS_LPS_TREATED_DC_UP GSE4984_UNTREATED_VS_LPS_TREATED_DC_UP	-0.731	-0.731	-1.938	1.954	-1.031	0.267	2.327	-0.731	0.405	1.028	-0.512
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	-0.338	-1.031	-2.627	0.578	-0.338	0.267	0.405	-0.505	1.028	3.161	-0.740
GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN	-0.513	-1.879	-1.171	0.466	-0.905	3.372	1.445	-0.373	-0.264	0.614	-0.699
GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_DN GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_DN	-2.975	-0.539	0.749	0.583	0.939	0.440	0.749	-0.282	-0.720	-1.934	1.627
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP	1.372	0.886	1.965	0.252	0.685	0.368	-0.703	-0.952	-2.749	-0.508	-0.964
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP	0.919	-0.629	0.282	0.720	0.547	1.673	-0.629	-0.629	-0.456	0.720	-3.867
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP	-1.218	1.260	-1.526	-1.526	0.292	-0.568	0.851	0.529	1.496	-1.218	1.476
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP	0.454	1.814	1.814	0.799	-2.888	0.322	-0.281	-0.405	-1.036	-0.567	-0.786
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_DN GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	-0.321	-0.321	0.397	0.886	-0.321	3.634	-1.066	-0.448	-1.746	-1.373	0.687
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_DN GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_DN	-0.985	-1.641	0.321	-0.985	-0.400	0.772	-2.079	0.973	1.450	1.199	0.760
