FIELD	COUNT	DESC
ReadPairs_NoGene	3496727	Number of reads or read-pairs that are not assigned to any gene.
ReadPairs_NoGene_Intron	3190646	Number of reads or read-pairs that are not assigned to any gene, and that occur within an intronic region of one or more genes.
ReadPairs_NoGene_OneKbFromGene	99608	Number of reads or read-pairs that are not assigned to any gene, and that are within 1kb from one or more genes.
ReadPairs_NoGene_TenKbFromGene	138789	Number of reads or read-pairs that are not assigned to any gene, and that are within 10kb from one or more genes.
ReadPairs_NoGene_MiddleOfNowhere	67684	Number of reads or read-pairs that are not assigned to any gene, and that are more than 10kb from the nearest gene
Genes_Total	60669	Number of known genes
Genes_WithZeroCounts	35694	Number of genes with zero observed reads
Genes_WithNonzeroCounts	24975	Number of genes with 1 or more observed reads
AVG_GC	0.47200348184101176	Average GC fraction across all reads
AggregateGenes	48934	Number of aggregate genes
AggregateGenes_NoReads	28844	Number of aggregate genes with 0 observed reads
AggregateGenes_WithReads	20090	Number of aggregate genes with 1 or more observed reads
SpliceLoci	402529	Number of splice loci observed
SpliceLoci_Known	383646	Number of known splice loci
SpliceLoci_Known_NoReads	271458	Number of known splice loci with 0 observed reads
SpliceLoci_Known_FewReads	31700	Number of known splice loci with 1-3 observed reads
SpliceLoci_Known_ManyReads	80488	Number of known splice loci with 4+ observed reads
SpliceLoci_Novel	18883	Number of novel splice loci observed
SpliceLoci_Novel_FewReads	17894	Number of novel splice loci observed with 1-3 observed reads
SpliceLoci_Novel_ManyReads	989	Number of novel splice loci observed with 4+ observed reads
SpliceEvents	4640709	Number of observed splicing events (each read or read-pair that maps across a splice junction is a splice 'event')
SpliceEvents_KnownLoci	4608795	Number of splice events covering known SJ loci
SpliceEvents_KnownLociWithFewReads	54720	Number of splice events covering low-coverage known SJ loci
SpliceEvents_KnownLociWithManyReads	4554075	Number of splice events covering high-coverage known SJ loci
SpliceEvents_NovelLoci	31914	Number of splice events covering noverl SJ loci
SpliceEvents_NovelLociWithFewReads	22959	Number of splice events covering low-coverage novel SJ loci
SpliceEvents_NovelLociWithManyReads	8955	Number of splice events covering high-coverage novel SJ loci
StrandTest_frFirstStrand	544014	Number of reads or read-pairs that match the fr_FirstStrand strandedness rule
StrandTest_frSecondStrand	20243078	Number of reads or read-pairs that match the fr_secondstrand strandedness rule
StrandTest_ambig_genesFountOnBothStrands	747357	Number of reads or read-pairs where the strandedness is ambiguous due to there being genes on both strands
StrandTest_ambig_noGenes	3496727	Number of reads or read-pairs where the strandedness is ambiguous due to there being no known genes.
StrandTest_ambig_other	0	Numebr of reads or read-pairs where the strandedness is ambiguous due to other reasons
StrandTest_STRANDEDNESS_MATCHES_INFERRED	0	1 if the strandedness appears to match the strandedness mode, 0 otherwise.
NumberOfChromosomesCovered	96	Number of chromosomes with 1 or more aligned reads.
deletionLoci	21811	Number of observed deletion loci
insertionLoci	12768	Number of observed insertion loci
deletionEventCt	37730	Number of times deletions are observed in a read
insertionEventCt	24688	Number of times insertions are observed in a read
highCoverageDeletionLoci	559	Number of high-coverage deletion loci.
highCoverageInsertionLoci	439	Number of high-coverage insertion loci
NumReadsAtMaxReadLength_R1	25031176	Number of read-1 reads at the max length.
NumReadsAtMaxReadLength_R2	0	Number of read-2 reads at the max length.
NumReadsTruncated_R1	0	Number of read-1 reads that are not at the max length.
NumReadsTruncated_R2	0	Number of read-2 reads that are not at the max length.
NumReadsTruncated_25pct_R1	0	Number of read-1 reads that are truncated to less than 25% of the max length
NumReadsTruncated_25pct_R2	0	Number of read-2 reads that are truncated to less than 25% of the max length
NumReadsTruncated_50pct_R1	0	Number of read-1 reads that are truncated to less than 50% of the max length
NumReadsTruncated_50pct_R2	0	Number of read-2 reads that are truncated to less than 50% of the max length
NumReadsTruncated_75pct_R1	0	Number of read-1 reads that are truncated to less than 75% of the max length
NumReadsTruncated_75pct_R2	0	Number of read-2 reads that are truncated to less than 75% of the max length
READ_LENGTH	51	The read length.
COMPLETED_WITHOUT_WARNING	0	0 if complete without throwing any warnings. 1 if warnings were thrown.
QoRTs_initTimeStamp	1643227734084	Time stamp for when QoRTs QC began.
QoRTs_samDoneTimeStamp	1643229158217	Time stamp for when QoRTs QC finished SAM iteration.
QoRTs_majorVer	1	QoRTs major version number
QoRTs_minorVer	3	QoRTs minor version number
QoRTs_patchVer	6	QoRTs patch version number
QoRTs_compileTimeStamp	1537888906	The timestamp for when the version of QoRTs was built.
COMPLETED_WITHOUT_ERROR	1	1 if QoRTs completed without errors. If QoRTs encountered an error, this file should not exist.
