GO	[-20.08 -1.29]	[-1.29 -0.42]	[-0.42 0.32]	[0.32 0.81]	[0.81 1.21]	[1.21 1.56]	[1.56 1.92]	[1.92 2.35]	[2.35 3.06]	[3.06 4.17]	[4.17 20.81]
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN	-0.833	-0.331	-1.773	-0.833	-0.331	-1.088	1.072	-0.833	-0.833	3.572	2.821
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN	-0.763	-2.109	-1.006	-2.648	-0.567	0.949	3.003	0.579	1.171	0.949	-0.411
REACTOME_SIGNALING_BY_PDGF REACTOME_SIGNALING_BY_PDGF	-1.078	-1.078	1.089	0.684	-0.521	-0.241	3.513	-0.241	0.371	-1.078	-1.077
MENON_FETAL_KIDNEY_0_CAP_MESENCHYME_CELLS MENON_FETAL_KIDNEY_0_CAP_MESENCHYME_CELLS	-0.514	-1.330	-0.514	-1.330	-0.514	-0.514	-0.514	0.301	-0.514	5.191	1.825
REACTOME_INFLUENZA_INFECTION REACTOME_INFLUENZA_INFECTION	-0.739	0.315	0.499	1.328	-0.287	3.034	0.499	-1.680	0.315	-1.124	-2.531
GOBP_PROTEIN_ACETYLATION GOBP_PROTEIN_ACETYLATION	-3.311	-1.304	-0.292	-1.304	1.417	-0.763	0.311	2.300	-0.412	1.417	0.754
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	-1.808	1.444	1.147	-0.289	-0.443	1.775	0.313	-3.452	-0.653	-0.443	0.660
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.819	0.484	0.911	0.911	-0.427	0.326	0.484	0.326	-2.442	-3.410	-0.632
GSE31082_DN_VS_DP_THYMOCYTE_DN GSE31082_DN_VS_DP_THYMOCYTE_DN	-0.803	-1.323	-2.071	-1.323	0.274	0.381	0.836	0.381	-1.039	2.680	2.687
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	1.714	1.714	-0.746	-0.746	-0.298	-0.746	1.714	0.304	-0.746	-0.746	-0.745
GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP	-0.912	-2.078	-0.669	-0.669	0.393	-0.334	-1.600	0.723	0.543	0.543	4.969
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	-0.462	0.426	-0.204	1.746	3.053	-0.995	-0.995	-0.995	0.426	-0.462	-0.994
HP_ABNORMAL_TRACHEA_MORPHOLOGY HP_ABNORMAL_TRACHEA_MORPHOLOGY	-0.341	-0.524	0.599	-1.120	-1.120	-3.159	0.825	2.104	-0.776	1.090	1.092
GOCC_PEPTIDASE_COMPLEX GOCC_PEPTIDASE_COMPLEX	-0.354	1.865	-0.625	0.453	0.453	1.425	-1.058	1.425	-1.784	-1.784	-0.624
AGGTGCA_MIR500 AGGTGCA_MIR500	-2.117	-0.301	-0.301	-1.330	-0.514	-0.301	1.822	-1.330	0.301	0.751	2.780
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	0.681	-1.452	-0.430	0.681	1.936	-1.452	-0.219	0.403	-0.797	1.451	-1.450
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_UP GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_UP	-2.183	-3.995	0.762	-0.504	-0.371	0.339	-0.266	0.458	2.202	0.458	1.159
MIR3622A_3P_MIR3622B_3P MIR3622A_3P_MIR3622B_3P	-0.646	-2.367	-0.399	-0.235	-2.367	1.506	0.379	-0.235	-0.235	0.846	1.908
PASINI_SUZ12_TARGETS_UP PASINI_SUZ12_TARGETS_UP	-0.431	-1.951	0.884	1.623	-1.951	1.623	-0.729	-0.431	0.370	-0.729	0.886
GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	-0.669	-1.413	-1.118	-2.183	-0.669	-0.872	0.339	1.385	1.909	0.947	2.208
MORF_RAP1A MORF_RAP1A	-3.577	0.596	-1.395	0.596	1.650	1.336	-1.007	-0.326	-0.490	0.278	0.811
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION GOBP_SMOOTH_MUSCLE_CELL_MIGRATION	-0.434	-0.953	-0.953	-0.953	0.199	-0.434	2.475	0.199	-0.953	1.837	0.823
GOBP_REGULATION_OF_CELL_KILLING GOBP_REGULATION_OF_CELL_KILLING	0.881	2.365	-1.244	-1.244	0.282	-0.320	1.799	-0.320	-1.244	-0.320	-0.640
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	-1.413	-2.183	-0.504	-1.118	-1.413	-0.266	0.599	0.458	1.385	2.850	1.159
HP_ECTOPIC_KIDNEY HP_ECTOPIC_KIDNEY	-1.410	0.216	-1.410	0.216	-1.410	-0.765	0.216	1.080	0.427	0.716	2.580
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	-0.787	-0.787	0.609	0.279	-0.324	-0.787	3.862	0.279	0.609	-0.787	-0.786
HP_INTELLECTUAL_DISABILITY_PROFOUND HP_INTELLECTUAL_DISABILITY_PROFOUND	-1.647	-0.821	-1.647	0.381	-0.821	-0.369	4.292	-0.369	-0.369	1.317	0.560
MIR6847_3P MIR6847_3P	-0.641	-1.244	-1.244	-0.320	0.540	-0.320	2.997	0.881	0.881	-0.320	-1.242
PID_MET_PATHWAY PID_MET_PATHWAY	0.665	-0.578	1.656	-0.922	-0.348	-0.578	0.946	0.258	2.082	-2.242	-1.431
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP	-1.037	-0.776	-3.689	-0.776	0.797	-0.406	0.453	-0.406	1.517	1.011	1.815
PID_VEGFR1_PATHWAY PID_VEGFR1_PATHWAY	-0.324	-0.324	2.272	-0.787	-0.787	1.057	1.615	-0.787	0.279	-0.787	-0.786
GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS	1.139	-0.783	0.334	1.515	1.515	-2.034	-0.783	0.546	-1.261	0.546	-1.259
GSE26023_PHD3_KO_VS_WT_NEUTROPHIL_HYPOXIA_DN GSE26023_PHD3_KO_VS_WT_NEUTROPHIL_HYPOXIA_DN	0.256	-1.971	-0.351	-1.452	-0.752	1.571	0.390	0.390	4.028	-0.522	-0.750
PID_ERBB4_PATHWAY PID_ERBB4_PATHWAY	0.491	-0.912	0.217	0.217	-0.406	0.491	4.167	-0.912	0.217	-0.912	-0.911
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	1.791	2.883	-0.861	-0.477	-0.861	-1.535	0.941	0.359	-0.477	-0.477	-0.860
PID_TGFBR_PATHWAY PID_TGFBR_PATHWAY	-0.219	-1.452	-0.797	-0.219	-0.219	0.681	3.749	0.681	-0.219	-0.797	-1.450
GOCC_FICOLIN_1_RICH_GRANULE_LUMEN GOCC_FICOLIN_1_RICH_GRANULE_LUMEN	-1.967	1.339	1.686	0.357	0.539	0.539	0.539	-0.252	-0.937	-0.406	-2.864
GSE7219_WT_VS_NIK_NFKB2_KO_DC_UP GSE7219_WT_VS_NIK_NFKB2_KO_DC_UP	-1.488	-1.907	1.116	-1.907	0.271	1.116	-0.646	-0.470	1.363	2.255	-0.331
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	-0.256	0.849	-0.256	0.351	-1.992	-0.451	3.599	-0.756	0.849	-1.227	-0.755
GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_DN GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_DN	-0.452	0.290	-1.170	-0.452	-1.170	-0.452	4.614	-0.635	-0.452	2.124	-0.869
GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	-0.511	-1.564	-3.170	2.134	-0.927	0.353	1.277	0.646	1.277	-0.366	-0.364
GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_UP GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_UP	0.799	-1.147	1.354	-1.615	-1.147	-1.615	0.578	1.686	-1.147	0.578	1.061
MIR3945 MIR3945	-0.434	0.821	-0.953	-0.953	2.475	0.457	1.284	0.199	-0.953	-0.434	-0.952
HP_SELF_INJURIOUS_BEHAVIOR HP_SELF_INJURIOUS_BEHAVIOR	-0.383	-1.201	-2.332	-0.844	0.539	-0.578	-0.383	1.956	-0.578	0.749	2.770
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY	0.351	0.351	-0.256	1.182	3.023	0.351	-0.756	-1.992	0.351	-1.227	-1.225
WP_IL1_SIGNALING_PATHWAY WP_IL1_SIGNALING_PATHWAY	-0.625	-0.625	1.425	-1.784	-0.354	-0.354	4.136	-0.625	0.453	-0.625	-0.353
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	1.748	0.923	0.524	-0.522	-1.359	-1.009	2.441	-0.522	-2.372	0.524	-0.732
GOBP_MEIOTIC_CELL_CYCLE_PROCESS GOBP_MEIOTIC_CELL_CYCLE_PROCESS	1.686	-0.542	0.397	1.058	0.799	-3.201	-1.147	0.799	-0.799	0.578	-0.797
HP_DIALEPTIC_SEIZURE HP_DIALEPTIC_SEIZURE	-1.395	-1.395	-1.906	-0.490	0.808	-0.326	0.596	1.996	-1.007	0.596	2.001
GOMF_AMINOPEPTIDASE_ACTIVITY GOMF_AMINOPEPTIDASE_ACTIVITY	1.934	0.491	0.491	-0.912	0.217	-0.912	0.491	-0.912	-0.912	1.358	-0.911
HAY_BONE_MARROW_CD34_POS_GRAN HAY_BONE_MARROW_CD34_POS_GRAN	0.396	4.788	0.396	-0.223	-0.223	-0.621	-0.223	-0.621	-0.621	-0.621	-0.621
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN	-1.374	-1.374	-0.612	-0.449	-0.321	-2.197	1.875	0.534	1.096	2.510	-0.320
MIR3620_3P MIR3620_3P	-1.327	-0.363	-0.363	-0.703	-1.327	2.776	0.794	-0.703	1.649	0.247	-0.362
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	-0.539	-0.539	-0.539	-0.176	-0.176	-0.539	4.278	-0.176	-0.539	-0.539	0.969
GSE21033_1H_VS_12H_POLYIC_STIM_DC_DN GSE21033_1H_VS_12H_POLYIC_STIM_DC_DN	-1.808	-0.653	-0.936	0.467	-1.311	-0.443	2.960	-0.289	0.313	-0.443	2.539
GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_DN GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_DN	-2.049	-0.368	-3.023	-1.072	0.586	0.451	0.451	-0.368	2.111	1.335	0.745
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP	-0.872	-3.275	-1.764	0.339	-0.266	0.762	1.155	0.339	1.385	-0.669	1.641
GOCC_ENDOPEPTIDASE_COMPLEX GOCC_ENDOPEPTIDASE_COMPLEX	0.264	1.722	-0.671	0.509	0.509	0.836	-0.671	1.242	-1.285	-1.285	-1.284
GAO_LARGE_INTESTINE_24W_C1_DCLK1POS_PROGENITOR GAO_LARGE_INTESTINE_24W_C1_DCLK1POS_PROGENITOR	0.236	-0.870	-0.870	0.527	-0.378	0.236	-0.378	-0.870	-0.870	0.930	3.507
HP_SLEEP_APNEA HP_SLEEP_APNEA	0.317	-0.811	-2.076	0.522	-0.811	-1.295	1.097	0.522	-0.811	0.782	2.349
GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN	0.270	-0.334	1.167	1.723	0.270	1.432	0.543	-1.217	-2.078	-2.680	0.271
GOMF_PEPTIDE_N_ACETYLTRANSFERASE_ACTIVITY GOMF_PEPTIDE_N_ACETYLTRANSFERASE_ACTIVITY	-1.701	-1.701	0.285	-0.574	1.130	-0.574	0.501	2.001	-0.992	0.784	0.503
MIR3184_3P MIR3184_3P	-0.354	-1.784	-0.354	-1.058	-0.625	-0.354	4.136	0.254	1.041	0.453	-0.624
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP	0.344	-0.381	-0.381	-1.710	-0.740	-1.314	-0.995	-0.262	0.647	0.840	4.681
GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	-1.283	0.680	0.484	-0.427	-0.634	-1.283	-0.634	2.590	2.188	-1.776	0.327
GSE42724_NAIVE_VS_MEMORY_BCELL_UP GSE42724_NAIVE_VS_MEMORY_BCELL_UP	-1.412	-0.773	-1.054	0.668	1.378	1.378	-0.554	1.996	-1.412	0.875	-1.408
MORF_PSMC1 MORF_PSMC1	2.038	0.688	0.508	-0.373	-0.754	1.140	1.410	-0.538	-2.406	-0.754	-1.830
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	-0.506	-0.732	-3.619	0.267	0.577	0.267	0.404	-0.506	1.026	2.724	-0.504
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	-1.823	-2.700	0.262	0.422	-0.344	1.170	-0.344	1.170	-0.547	-0.344	1.886
MORF_EIF3S6 MORF_EIF3S6	0.749	1.932	0.749	-0.600	-1.743	0.749	-1.025	-0.336	-1.743	-0.336	0.751
GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE	-1.261	0.334	0.815	0.546	4.110	-1.261	-0.271	-1.261	0.334	-0.472	-0.782
REACTOME_RHOC_GTPASE_CYCLE REACTOME_RHOC_GTPASE_CYCLE	-0.431	-1.193	-1.193	0.884	-1.193	-0.729	0.598	0.884	-1.193	0.884	2.572
GCM_BECN1 GCM_BECN1	1.131	1.580	0.231	1.580	-1.369	-1.369	0.231	0.231	-0.385	-1.369	-0.384
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	0.396	2.868	1.386	0.396	-0.621	-0.621	-0.223	-0.621	-0.621	-0.621	-0.621
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_UP	-0.597	-1.351	-0.798	-0.798	-0.311	-2.713	0.714	1.910	1.623	1.360	0.292
GOBP_MIDBRAIN_DEVELOPMENT GOBP_MIDBRAIN_DEVELOPMENT	0.339	-1.576	-0.501	0.584	0.584	-0.266	-1.576	0.899	-1.576	1.280	0.900
GSE17721_0.5H_VS_12H_POLYIC_BMDC_UP GSE17721_0.5H_VS_12H_POLYIC_BMDC_UP	1.565	0.447	1.874	0.312	0.612	-1.955	-0.425	-0.602	-1.955	1.031	-1.488
ZNF202_TARGET_GENES ZNF202_TARGET_GENES	-1.161	0.607	0.979	-0.580	-1.161	-0.580	-0.280	2.569	0.607	0.324	-1.159
GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	-0.431	0.426	0.301	-0.813	0.301	-1.822	3.122	-0.599	-1.412	2.382	-0.597
LAIHO_COLORECTAL_CANCER_SERRATED_DN LAIHO_COLORECTAL_CANCER_SERRATED_DN	-0.648	1.300	0.342	-0.422	-2.003	-0.422	0.342	-2.003	2.883	-0.422	0.741
GSE3982_DC_VS_BCELL_DN GSE3982_DC_VS_BCELL_DN	-0.357	0.368	-0.704	-0.953	-0.953	-0.357	1.652	0.251	0.251	3.882	-2.136
HP_DEVIATION_OF_THE_HALLUX HP_DEVIATION_OF_THE_HALLUX	-1.743	0.269	-1.025	-0.336	-0.600	-1.743	1.932	0.477	0.477	0.749	1.087
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN	-1.961	-2.436	-0.737	1.614	-0.737	0.310	0.729	-0.737	1.614	0.566	1.129
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	-0.756	-1.227	-1.227	-0.756	-0.756	-0.451	0.571	0.351	0.351	0.849	4.224
GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_3H_DN GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_3H_DN	-3.535	-0.953	1.113	0.684	-1.655	0.368	0.368	1.652	-0.357	0.368	0.686
GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	-1.412	-1.080	-1.822	0.578	0.963	-2.328	0.301	0.578	1.195	1.195	0.966
MIR12121 MIR12121	-0.704	-0.704	0.332	-0.704	-0.704	-0.272	-0.272	-0.704	0.332	1.823	2.547
GOCC_OXIDOREDUCTASE_COMPLEX GOCC_OXIDOREDUCTASE_COMPLEX	2.148	0.555	0.320	-0.283	0.555	-1.618	0.555	0.859	-0.926	-1.618	-0.925
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14	2.090	-0.458	0.637	0.637	2.479	-1.339	-0.301	-0.960	-0.960	-1.840	-0.300
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP	-0.974	-0.253	-0.722	-0.974	-0.523	-0.974	-1.289	1.086	0.356	0.862	4.278
GOBP_T_CELL_MEDIATED_CYTOTOXICITY GOBP_T_CELL_MEDIATED_CYTOTOXICITY	0.396	2.868	-0.621	-0.223	-0.621	-0.621	0.824	0.824	-0.621	-0.621	-0.621
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP	-2.804	0.694	-1.199	-0.301	-1.199	-0.301	1.520	-0.555	0.541	0.301	2.689
GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	0.413	-0.444	-0.312	1.168	0.291	0.939	-0.312	0.737	-0.614	0.562	-4.911
GOCC_FICOLIN_1_RICH_GRANULE GOCC_FICOLIN_1_RICH_GRANULE	-0.964	2.169	2.540	-0.336	0.559	0.269	0.398	-0.492	-1.307	-0.492	-2.301
MIR4529_5P MIR4529_5P	0.881	-0.320	-0.641	-0.320	-0.641	-1.244	-1.244	0.540	0.282	-0.320	3.697
HP_ABNORMAL_LOCALIZATION_OF_KIDNEY HP_ABNORMAL_LOCALIZATION_OF_KIDNEY	-1.776	-0.913	-0.427	-0.634	-0.278	-1.283	1.179	2.188	-0.913	0.680	1.823
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	-0.568	-0.406	1.810	2.471	-2.265	0.453	-0.406	-0.281	0.322	0.453	-2.260
MIR432_3P MIR432_3P	-1.161	0.607	1.433	0.607	-0.280	0.979	-1.161	-1.161	0.324	0.607	-1.159
GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_UP GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_UP	-0.679	-0.907	-0.497	0.253	2.174	2.511	0.364	-0.355	0.364	-3.134	-0.353
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	2.695	0.613	1.055	-0.447	-0.447	-0.643	1.622	-0.447	-0.899	-1.655	-1.652
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP	-2.888	0.797	-0.281	-1.363	-0.281	0.612	0.612	-1.766	1.011	0.322	1.815
GSE2706_UNSTIM_VS_2H_LPS_DC_UP GSE2706_UNSTIM_VS_2H_LPS_DC_UP	-3.141	-0.803	-0.454	-0.803	0.381	0.274	-1.039	0.381	1.496	2.046	1.257
GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	-1.314	-2.202	-1.710	-0.538	0.482	0.482	1.884	-0.740	1.061	0.840	1.064
GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_DN GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_DN	-0.494	-0.346	3.095	-0.346	0.527	-2.109	-1.627	-0.494	-0.687	0.527	1.692
GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	-0.870	0.930	0.930	-0.870	1.437	0.236	-0.870	0.236	-0.870	-0.870	0.932
MARZEC_IL2_SIGNALING_UP MARZEC_IL2_SIGNALING_UP	-1.014	-0.690	0.314	-0.455	-2.992	2.318	0.481	0.938	-0.690	0.689	0.483
BIOCARTA_VDR_PATHWAY BIOCARTA_VDR_PATHWAY	-0.746	-0.298	-0.746	-0.746	-0.746	0.304	0.655	-0.298	0.304	-0.298	4.067
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION GOBP_REGULATION_OF_FATTY_ACID_OXIDATION	-0.298	0.304	-0.746	-0.298	-0.298	-0.746	4.064	0.304	-0.746	-0.746	0.656
FAN_OVARY_CL2_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_1 FAN_OVARY_CL2_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_1	1.150	-0.222	1.150	1.150	-1.036	0.727	-1.036	-1.036	0.398	-0.491	-1.035
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_DN GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_DN	-0.704	-0.508	-2.140	-0.704	-0.508	0.368	1.652	-1.265	-0.357	2.297	1.656
GSE45365_WT_VS_IFNAR_KO_CD8A_DC_DN GSE45365_WT_VS_IFNAR_KO_CD8A_DC_DN	-0.553	-0.282	0.446	-0.746	-2.080	3.849	0.971	0.971	-0.986	-0.553	-0.743
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE GOBP_PROTEIN_INSERTION_INTO_MEMBRANE	0.389	2.139	0.625	0.625	-1.159	0.625	0.625	-1.159	-1.909	-0.228	-1.157
GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN	-0.513	-1.880	-1.493	-0.265	-0.689	2.991	1.996	-0.513	0.340	0.784	-0.686
MODULE_93 MODULE_93	1.740	-0.677	1.322	0.654	0.959	-1.125	0.409	0.226	-0.677	-1.867	-1.123
