# gene_id	Estimate_treatmentDRUG
ENSG00000100522	0.57393968583439
ENSG00000100567	0.131531909531267
ENSG00000100580	-0.195352638335936
ENSG00000100591	0.381938440531571
ENSG00000100596	0.247436404554819
ENSG00000100599	-0.055755691758502
ENSG00000100601	0.112638551719169
ENSG00000100664	0.13187961692333
ENSG00000100749	0.069685364469435
ENSG00000100823	0.186106918917251
ENSG00000100836	-0.119373642102204
ENSG00000100883	0.119286325705166
ENSG00000100889	1.20992724952425
ENSG00000100906	-0.302092037528439
ENSG00000100908	0.172678036475766
ENSG00000100941	0.068138145765429
ENSG00000100949	0.011563453211252
ENSG00000100983	0.45955625682251
ENSG00000100994	0.136208347405055
ENSG00000101057	-0.171653860291661
ENSG00000101138	-0.206786414602903
ENSG00000101150	0.162537248689649
ENSG00000101160	-0.287334937708131
ENSG00000101187	0.376974854383697
ENSG00000101220	-0.336017275288204
ENSG00000101266	0.01871108428644
ENSG00000101421	0.069553371902033
ENSG00000101444	-0.024634568438205
ENSG00000101464	-0.257561910891507
ENSG00000101473	0.722335907026446
ENSG00000101474	-0.034312643914024
ENSG00000091164	0.035938839073992
ENSG00000067829	-0.175664396570107
ENSG00000101843	-0.093747555324361
ENSG00000101856	-0.124251426999773
ENSG00000101888	0.153877089057216
ENSG00000101940	0.200797463639724
ENSG00000101972	0.353046011649805
ENSG00000101986	-0.148009856880212
ENSG00000085185	-0.019768176798221
ENSG00000102103	-0.117537765697717
ENSG00000102218	-0.426144892639597
ENSG00000102226	0.095652924783041
ENSG00000102241	0.39337789000504
ENSG00000102265	-0.106396322368003
ENSG00000102316	0.222904005318303
ENSG00000102393	-0.106263696613909
ENSG00000102471	-0.365276979410855
ENSG00000006194	0.178375202237913
ENSG00000087245	-0.403588861131129
ENSG00000091651	-0.30859080150979
ENSG00000125149	-0.33021390565121
ENSG00000102879	0.006796463859359
ENSG00000102898	0.205993741234806
ENSG00000102967	-0.161660852620778
ENSG00000102978	-0.260829822245949
ENSG00000103005	0.122485272786475
ENSG00000103035	0.240934724966345
ENSG00000103037	0.368326698804956
ENSG00000103042	1.07715562600515
ENSG00000103064	0.139107576653664
ENSG00000103066	-0.412615260301812
ENSG00000103152	0.455544677787549
ENSG00000103160	-0.478302924541029
ENSG00000103197	-0.111054581409894
ENSG00000103266	0.068562269209354
ENSG00000103326	-0.110549581799609
ENSG00000103495	0.128950784233185
ENSG00000103507	0.087101474955002
ENSG00000103550	0.10871271174625
ENSG00000174197	0.003889444780945
ENSG00000103653	0.047518637362037
ENSG00000103966	-0.067637469299582
ENSG00000104064	0.041850278589771
ENSG00000104142	-0.063752017347072
ENSG00000104147	-0.036959778046375
ENSG00000123908	0.227330884731855
ENSG00000076641	0.241325896869248
ENSG00000104221	0.076074953074542
ENSG00000104231	0.144395103175008
ENSG00000104312	-0.400267931410005
ENSG00000104325	-0.004279891427499
ENSG00000104408	-0.239455796243651
ENSG00000104412	0.091356154524966
ENSG00000104671	-0.277742556368554
ENSG00000104687	-0.253089875990633
ENSG00000104689	0.527620838130556
ENSG00000104695	0.047846444158826
ENSG00000104756	-0.230295765729521
ENSG00000077348	0.340557032471018
ENSG00000006712	0.343035131599032
ENSG00000104824	-0.021336899096732
ENSG00000104859	0.769794604081182
ENSG00000104866	0.293441645698988
ENSG00000104889	0.057549653938228
ENSG00000104897	-0.054166722819724
ENSG00000104918	-0.007445858420537
ENSG00000104946	-0.068320626326739
ENSG00000104957	0.240708267937942
ENSG00000104964	0.169314454300452
ENSG00000104969	-0.238975161273936
ENSG00000105202	-0.203258544139832
ENSG00000105205	-0.084354199581545
ENSG00000105254	0.034826910657768
ENSG00000105298	-0.437467806229425
ENSG00000105321	0.013815034613988
ENSG00000105329	0.13918749861285
ENSG00000105355	-0.283606829487319
ENSG00000105374	-0.013696531662539
ENSG00000105401	0.161054409900519
ENSG00000105404	0.424807417084649
ENSG00000105514	-0.23407425633183
ENSG00000105607	-0.057851286538996
ENSG00000105612	1.09865243424941
ENSG00000105640	-0.115654566901054
ENSG00000105643	0.011462455934632
ENSG00000105647	0.205020089020749
ENSG00000205155	-0.050799316672848
ENSG00000105677	0.204217710457381
ENSG00000105722	0.008989309246703
ENSG00000105723	0.110235311460011
ENSG00000105732	0.166639847029503
ENSG00000105738	0.724733985738651
ENSG00000285292	0.107515274193985
ENSG00000019991	-0.071788920395072
ENSG00000105793	0.091248936099971
ENSG00000105835	0.118102530067684
ENSG00000105849	-0.252523083032484
ENSG00000105866	0.546542189208322
ENSG00000105926	0.203701368424627
ENSG00000106003	0.911278886947302
ENSG00000106077	-0.115744124013757
ENSG00000106245	0.245695142594512
ENSG00000106266	0.386944294265462
ENSG00000106305	0.502694365364981
ENSG00000106344	-0.253645029203607
ENSG00000106392	-0.142373227717063
ENSG00000106397	-0.012425525883589
ENSG00000106399	-0.126155777424172
ENSG00000106477	0.066338612489142
ENSG00000106484	0.389668706757818
ENSG00000106588	0.28871448881756
ENSG00000106591	0.138213940732362
ENSG00000106603	-0.104606322798766
ENSG00000106636	0.291162658671917
ENSG00000106665	-0.346393532481248
ENSG00000086065	-0.069025609239113
ENSG00000106803	0.036550162485147
ENSG00000107020	0.515688062423125
ENSG00000107223	0.235437792316798
ENSG00000107290	0.398601485160642
ENSG00000026025	-0.395585442431732
ENSG00000107669	-0.423310345431303
ENSG00000107819	-0.013554073008012
ENSG00000108179	-0.085440976319551
ENSG00000005381	0.173514936784728
ENSG00000005100	-0.372450543225864
ENSG00000011260	-0.149567270372627
ENSG00000121053	-0.377085081426176
ENSG00000108256	0.260973542249812
ENSG00000108298	-0.222034426308208
ENSG00000213246	0.213733261716488
ENSG00000197417	0.4742823497723
ENSG00000108405	-0.046347106983882
ENSG00000108443	0.425310587782159
ENSG00000108468	-0.131476277026584
ENSG00000108479	-0.002945419501773
ENSG00000108528	0.08782733592673
ENSG00000108561	0.243843851947191
ENSG00000108582	0.065351903102381
ENSG00000108588	-0.078191735541495
ENSG00000108591	0.067793472417982
ENSG00000108599	0.441162337217106
ENSG00000108654	-0.009368869126931
ENSG00000108691	-0.511440070785596
ENSG00000108773	0.558343975393054
ENSG00000108826	0.037771465312014
ENSG00000108829	0.225619153172229
ENSG00000108840	0.622771687483323
ENSG00000108861	0.062353652371318
ENSG00000109084	0.039324281596668
ENSG00000004468	0.463179475129283
ENSG00000002549	-0.004164792996002
ENSG00000077684	0.455201460583796
ENSG00000109320	0.104789869549369
ENSG00000109323	0.218565026283371
ENSG00000109534	-0.075299349552219
ENSG00000085117	0.073090045699809
ENSG00000066336	0.353508191913201
ENSG00000109861	0.081273158247434
ENSG00000109917	0.054004656436946
ENSG00000109971	0.247742221306454
ENSG00000110057	0.185280170046892
ENSG00000110060	0.402750449063103
ENSG00000110092	0.534419195591518
ENSG00000110104	-0.215885733652318
ENSG00000110107	0.183191023208013
ENSG00000110108	0.373271827548834
ENSG00000110218	0.254265616475732
ENSG00000110435	-0.22561167509708
ENSG00000062282	-0.391513529351136
ENSG00000110696	0.004064267394948
ENSG00000060138	0.139485614575804
ENSG00000089157	-0.183617731721056
ENSG00000075415	0.01054777344681
ENSG00000013503	-0.282291159975027
ENSG00000110851	-0.192106491580321
ENSG00000110876	-0.003031213843615
ENSG00000110906	-0.683118103142296
ENSG00000110917	0.252991543027839
ENSG00000111144	-0.174588523429069
ENSG00000111203	-0.301026675281007
ENSG00000111229	0.106398552889056
ENSG00000111247	-0.245902220036895
ENSG00000111321	0.164751374521202
ENSG00000111325	-0.495852686857783
ENSG00000111348	0.102420566903432
ENSG00000111581	0.206541471892586
ENSG00000111596	0.22693446905845
ENSG00000111615	-0.033663539474898
ENSG00000111639	0.850032013262614
ENSG00000111640	0.000466029232949
ENSG00000111652	0.281279166022561
ENSG00000111666	0.239155142261402
ENSG00000111667	0.301254349704701
ENSG00000111669	0.233836777145757
ENSG00000111678	-0.31016913564836
ENSG00000111711	0.190697716116251
ENSG00000111725	-0.116437754278288
ENSG00000111726	0.38090139080506
ENSG00000111737	0.760099877412141
ENSG00000111775	-0.00926791703837
ENSG00000111786	0.134266252313474
ENSG00000001084	0.640434945227718
ENSG00000111843	0.387477606193937
ENSG00000111875	0.136507796086865
ENSG00000111911	0.23133673548543
ENSG00000112029	0.395251478132213
ENSG00000112039	0.052856437940323
ENSG00000112062	0.02414081849377
ENSG00000112079	0.564188172284369
ENSG00000112234	-0.059773673777819
ENSG00000112304	-0.00804562261792
ENSG00000112306	0.17456821255427
ENSG00000112312	0.112744525589173
ENSG00000112335	0.03083348139978
ENSG00000112365	0.502314708944961
ENSG00000112367	0.072120733707143
ENSG00000112578	0.125166413296829
ENSG00000112592	-0.175514849198965
ENSG00000112685	-0.015577627372928
ENSG00000112697	-0.00740049401363
ENSG00000039123	0.020952546015497
ENSG00000113312	0.030490924832486
ENSG00000113441	-0.047979300514091
ENSG00000113532	-0.047996119664362
ENSG00000113569	0.090516392884157
ENSG00000113580	0.012377795450006
ENSG00000113583	0.063863187225075
ENSG00000113643	0.042770609169808
ENSG00000076242	-0.033809846223237
ENSG00000113916	0.864106805775033
ENSG00000114388	-0.493922685692971
ENSG00000114395	-0.144584084947446
ENSG00000114450	-0.09061105525514
ENSG00000114491	0.098507176391966
ENSG00000114648	0.002438833833592
ENSG00000114767	0.22577592020328
ENSG00000114784	-0.039759089978114
ENSG00000114857	0.20904721706333
ENSG00000114902	-0.153702664849866
ENSG00000114904	-0.213508341392537
ENSG00000085449	0.541830100847599
ENSG00000055332	-0.613749579800585
ENSG00000071626	0.161888059772145
ENSG00000079785	0.024396031089609
ENSG00000008869	0.506314952359489
ENSG00000034510	0.323856179846236
ENSG00000095002	0.154781283687592
ENSG00000071051	0.449184991613799
ENSG00000115274	-0.344757762144794
ENSG00000115128	0.367386197290093
ENSG00000115234	-0.045547527087974
ENSG00000115275	0.069808884997979
ENSG00000115282	-0.124428847384125
ENSG00000115325	-0.002575817732787
ENSG00000115365	-0.092702769287475
ENSG00000115486	-0.23078867683699
ENSG00000172232	0.093368525923277
ENSG00000115685	0.350411582493116
ENSG00000115738	-0.245717988177477
ENSG00000115758	0.229541587637335
ENSG00000115806	-0.21843332353794
ENSG00000115816	0.326486963313103
ENSG00000115825	-0.327618156866119
ENSG00000115902	0.107720958627904
ENSG00000115942	0.240127513055136
ENSG00000115944	-0.16638603495278
ENSG00000115956	0.127981055369292
ENSG00000196415	-0.145597322197162
ENSG00000116062	0.152566028858316
ENSG00000074800	0.17045642869983
ENSG00000097046	0.111609566266796
ENSG00000116209	-0.127309317956441
ENSG00000116251	-0.029440906397313
ENSG00000116455	-0.268554403996415
ENSG00000116688	0.345341180198523
ENSG00000116691	0.084221664713218
ENSG00000116704	-0.473631248072029
ENSG00000116731	0.320892271378411
ENSG00000116874	-0.500223645731685
ENSG00000053371	0.217508702568651
ENSG00000117385	0.072184416163569
ENSG00000117479	-0.110241191717891
ENSG00000117614	-0.237253734446054
ENSG00000117984	-0.415158946221999
ENSG00000114942	-0.076358205513478
ENSG00000138363	-0.00339816272285
ENSG00000118246	0.030885678426804
ENSG00000083097	0.284701161078862
ENSG00000118496	0.127040233732163
ENSG00000118503	1.19658355681149
ENSG00000118579	-0.246195707249121
ENSG00000118680	-0.015285681312213
ENSG00000118705	-0.187955859606171
ENSG00000149639	0.317061253000469
ENSG00000118762	0.742666185149783
ENSG00000118816	0.028679649111762
ENSG00000119013	-0.254400422544216
ENSG00000107372	0.072481956081208
ENSG00000134308	0.032019064481883
ENSG00000119203	-0.081082183891617
ENSG00000111364	0.073771353866354
ENSG00000119397	0.40399464855847
ENSG00000119541	0.214705378692989
ENSG00000242550	0.136047199600445
ENSG00000119638	0.060664154373238
ENSG00000115421	-0.310841300890812
ENSG00000119777	0.051485744913788
ENSG00000119778	-0.125279216535125
ENSG00000119812	-0.242860361936748
ENSG00000119820	-0.028236463960247
ENSG00000119844	-0.009052666245928
ENSG00000119878	0.909616939213808
ENSG00000120137	0.138002676587648
ENSG00000120318	0.590637742273118
ENSG00000120526	0.118179734347434
ENSG00000120690	0.115461438583182
ENSG00000120697	0.056084508811232
ENSG00000120709	-0.840706808548254
ENSG00000120837	-0.181481161242648
ENSG00000120860	0.249077655620114
ENSG00000120948	0.138909841690531
ENSG00000121058	0.434077602174575
ENSG00000121104	-0.661097747950365
ENSG00000121152	0.038637817248877
ENSG00000121211	0.278689156501478
ENSG00000131127	0.546793796445157
ENSG00000121350	-0.107958766738201
ENSG00000114354	-0.042161730340591
ENSG00000121579	0.007860419068329
ENSG00000121680	-0.009888929700548
ENSG00000121690	0.212886137625181
ENSG00000121691	0.235396098741808
ENSG00000121858	0.449604906880144
ENSG00000122008	-0.561311882318114
ENSG00000122025	0.318544196350131
ENSG00000122068	-0.237910739147503
ENSG00000122140	0.148329457968308
ENSG00000122547	0.399113499237434
ENSG00000122643	0.318674402464756
ENSG00000122687	0.041357942355019
ENSG00000122705	0.112660772256283
ENSG00000122862	-0.041362910749626
ENSG00000076248	0.263690540112659
ENSG00000088986	0.038227876040632
ENSG00000122986	-0.114581370416481
ENSG00000123136	0.021850062955672
ENSG00000123144	-0.269181146291933
ENSG00000123146	0.037853643692503
ENSG00000114796	0.052602768580185
ENSG00000123179	0.379321107311936
ENSG00000123200	0.076621392800004
ENSG00000123353	0.052443018955103
ENSG00000123384	-0.122366025680461
ENSG00000117616	0.248759976262055
ENSG00000080345	0.205592761823328
ENSG00000123607	0.035753838751062
ENSG00000123609	-0.296644565947564
ENSG00000123643	0.080045281220288
ENSG00000077312	0.074572176459155
ENSG00000256683	-0.273510858288713
ENSG00000214367	0.221101416514214
ENSG00000101442	-0.28711578421219
ENSG00000124172	0.078193330155242
ENSG00000124193	0.019538310679935
ENSG00000124217	-0.513445702891195
ENSG00000124226	-0.270681241865036
ENSG00000124299	-0.366158841404938
ENSG00000124383	-0.142533998089812
ENSG00000124469	-0.070771604621585
ENSG00000112146	0.084503080619627
ENSG00000124541	0.279244777557306
ENSG00000124575	0.001097080107403
ENSG00000124608	0.020992609842997
ENSG00000124766	-0.090952747543291
ENSG00000125037	-0.076072354873098
ENSG00000125124	0.015972588181212
ENSG00000125166	0.210428117094786
ENSG00000125347	-0.630489012101763
ENSG00000125450	0.248590012875132
ENSG00000125458	-0.031612112016599
ENSG00000125459	0.006427246031116
ENSG00000115084	-0.292130393550003
ENSG00000125637	0.405377786671507
ENSG00000125652	-0.44444932999471
ENSG00000125656	-0.456047699166698
ENSG00000125676	-0.011244306333936
ENSG00000125730	0.017709996405612
ENSG00000125753	0.168214668942685
ENSG00000125755	0.060014864230101
ENSG00000101224	0.539569712250723
ENSG00000125827	0.143317435947217
ENSG00000125868	-0.222460654743289
ENSG00000125870	-0.066003181983286
ENSG00000125910	0.053176994734308
ENSG00000125912	0.001954562231992
ENSG00000057757	0.041336300540378
ENSG00000125962	0.021765038579023
ENSG00000125970	0.115826668595517
ENSG00000126003	0.240523973593622
ENSG00000126088	0.245230486493712
ENSG00000126226	-0.118328546224704
ENSG00000126249	0.147506058803588
ENSG00000126261	0.201557549695238
ENSG00000126267	-0.050340637930516
ENSG00000213465	0.05371404478761
ENSG00000126453	0.139184029187996
ENSG00000105373	-0.381339250918947
ENSG00000126524	0.479833337450727
ENSG00000108788	0.354441239759064
ENSG00000126602	0.263448662063609
ENSG00000105705	-0.102241029772389
ENSG00000105671	0.118103038628262
ENSG00000132581	0.109389107724795
ENSG00000126653	0.424134585158935
ENSG00000126705	-0.198277441286064
ENSG00000126759	-0.228210626105418
ENSG00000126787	0.1611529412283
ENSG00000126790	0.551175553977903
ENSG00000126821	2.39653472448352
ENSG00000126860	-0.303323880153048
ENSG00000127022	0.17279411764334
ENSG00000103490	0.363889984690599
ENSG00000127184	-0.042537126970091
ENSG00000054148	-0.636602295076842
ENSG00000127191	0.24445508997097
ENSG00000127311	0.161494156298217
ENSG00000127337	0.336441451273902
ENSG00000090266	0.360881664558778
ENSG00000196453	-0.253341781777628
ENSG00000130803	0.238796565131469
ENSG00000127445	0.119960641274764
ENSG00000127452	0.575419687836204
ENSG00000103145	-0.363351840993874
ENSG00000197562	0.098236215786161
ENSG00000103111	-0.061209862306942
ENSG00000178982	-0.031410639824679
ENSG00000127824	-0.011616300855098
ENSG00000106211	-0.410478685489007
ENSG00000127947	0.409213852509146
ENSG00000127951	0.257575931019755
ENSG00000127952	-0.041564395631331
ENSG00000127980	0.484983792151515
ENSG00000128159	0.520111320133956
ENSG00000100055	-0.100616010749518
ENSG00000286070	-0.133798669861888
ENSG00000100359	0.134503748916604
ENSG00000128228	-0.557245700430966
ENSG00000128245	0.101385608764473
ENSG00000159873	0.215435367686118
ENSG00000128340	0.002458059663676
ENSG00000128534	-0.098823369635857
ENSG00000128590	0.020353915648554
ENSG00000128654	0.474873227830761
ENSG00000092531	-0.023471397331186
ENSG00000128944	0.147784288187967
ENSG00000129071	0.052571026524882
ENSG00000129083	0.088976235733837
ENSG00000129173	-0.23146964167201
ENSG00000129226	0.377884541911773
ENSG00000129235	-0.225566181212806
ENSG00000129255	0.244933914338068
ENSG00000213339	0.330310613114327
ENSG00000104626	0.261077703697778
ENSG00000105472	0.329462391235191
ENSG00000129484	0.075035957823577
ENSG00000129518	0.050857006942813
ENSG00000129562	0.047783894358715
ENSG00000127314	-0.05599916102961
ENSG00000129675	0.146689006698058
ENSG00000099875	-0.260248326918227
ENSG00000129911	-0.182960510388339
ENSG00000129968	0.183793764876361
ENSG00000100722	-0.139272120331671
ENSG00000074695	0.126708803514679
ENSG00000075188	0.056725104767912
ENSG00000013523	-0.723700387479202
ENSG00000103544	0.197391190392873
ENSG00000108406	-0.001442630894472
ENSG00000105429	0.375485856785771
ENSG00000100441	0.292223201418833
ENSG00000131462	0.063333621399577
ENSG00000109805	0.411035494333961
ENSG00000152061	0.640514159676584
ENSG00000103245	0.437302037030006
ENSG00000072756	-0.253430313860442
ENSG00000114520	0.236689509027529
ENSG00000102098	0.168062377711832
ENSG00000074319	0.143309223648718
ENSG00000100364	0.355765009793418
ENSG00000101452	-0.238640299202171
ENSG00000100991	0.030738982374398
ENSG00000088854	-0.175898528686191
ENSG00000112659	0.98360720215939
ENSG00000113119	0.826579005883878
ENSG00000131495	0.062543836148865
ENSG00000100056	0.271719154223425
ENSG00000133884	0.703547206420539
ENSG00000130204	0.227160562086983
ENSG00000130254	-0.079114542564954
ENSG00000130303	0.051063832346461
ENSG00000130309	-0.035087439047554
ENSG00000130313	-0.112175288622235
ENSG00000130332	-0.032058790519888
ENSG00000130382	-0.01707227126622
ENSG00000130402	-0.277841482937078
ENSG00000130429	-0.482012256678027
ENSG00000130522	0.429709135165542
ENSG00000130544	-0.053933055930939
ENSG00000105245	0.396029162311893
ENSG00000130638	0.166524529467245
ENSG00000130695	0.197390691692894
ENSG00000130699	-0.267612943735527
ENSG00000130706	0.009398068763261
ENSG00000130725	0.101065261505185
ENSG00000130726	0.012956426540704
ENSG00000130733	0.010621484387241
ENSG00000130741	-0.228735749673494
ENSG00000130749	0.130452663736569
ENSG00000130787	0.146260272472644
ENSG00000130811	0.098219018002174
ENSG00000130881	0.175725645390409
ENSG00000130921	-0.310240477467866
ENSG00000105447	0.351408925017951
ENSG00000130935	-0.265850182340568
ENSG00000131013	0.244814818869728
ENSG00000131023	-0.123433940871895
ENSG00000131051	0.019615135287909
ENSG00000131069	-0.404707922019833
ENSG00000131100	0.08152860514339
ENSG00000131143	-0.042518635213218
ENSG00000131148	-0.188634474846024
ENSG00000131149	0.160567727731761
ENSG00000131153	-0.229578956074736
ENSG00000131269	-0.113601369560799
ENSG00000131351	-0.124295791530748
ENSG00000131368	0.180235084506906
ENSG00000131375	0.026803208427112
ENSG00000131408	-0.103477311945891
ENSG00000131475	0.411233056146621
ENSG00000131507	-0.24452907682552
ENSG00000131558	0.116936881107242
ENSG00000131626	-0.014320752091301
ENSG00000059122	-0.424810656203278
ENSG00000131725	-0.213805327087825
ENSG00000131873	-0.267909484128879
ENSG00000131876	0.232607096161847
ENSG00000121281	-0.080430453653919
ENSG00000131931	0.287705195281986
ENSG00000131966	0.163736458446508
ENSG00000131981	-0.391252818358118
ENSG00000132002	0.140908033787202
ENSG00000132005	0.020494470206423
ENSG00000132017	-0.072244501377615
ENSG00000132109	0.037196254561416
ENSG00000091157	-0.186523415731938
ENSG00000173473	0.086563356597223
ENSG00000132182	0.119855200862608
ENSG00000132196	0.369606819118075
ENSG00000132205	0.233884164343959
ENSG00000132275	-0.060276093842141
ENSG00000132286	0.474623017880327
ENSG00000132300	0.058767957332049
ENSG00000132323	0.247578524856305
ENSG00000132326	0.086345725053943
ENSG00000132334	0.34003536871924
ENSG00000132357	0.088201475721168
ENSG00000132383	-0.122498094403738
ENSG00000132394	0.588801746781337
ENSG00000132423	0.090119535708933
ENSG00000132434	0.503759415908759
ENSG00000132463	-0.10307926899845
ENSG00000132467	-0.009718029084478
ENSG00000132471	-0.030457111184473
ENSG00000132510	-0.393521715165137
ENSG00000112983	0.564248190412703
ENSG00000132591	0.317333968769751
ENSG00000132603	0.216743667270315
ENSG00000132604	0.220887961726166
ENSG00000101384	0.377703707154993
ENSG00000132661	0.147590495843826
ENSG00000132740	0.017780569312091
ENSG00000132768	-0.152916147858129
ENSG00000132823	-0.071092210270812
ENSG00000132824	0.000560666058301
