hl60_120h_t_1	hl60_120h_t_2	hl60_120h_u_1	hl60_120h_u_2	hl60_6h_t_1	hl60_6h_t_2	hl60_6h_u_1	hl60_6h_u_2	hl60_72h_t_1	hl60_72h_t_2	hl60_72h_u_1	hl60_72h_u_2	kg1_t_1	kg1_t_2	kg1_t_3	kg1_u_1	kg1_u_2	kg1_u_3	molm13_t_1	molm13_t_2	molm13_t_3	molm13_u_1	molm13_u_2	molm13_u_3	molm14_t_1	molm14_t_2	molm14_t_3	molm14_u_1	molm14_u_2	molm14_u_3	ociaml3_t_1	ociaml3_t_2	ociaml3_t_3	ociaml3_u_1	ociaml3_u_2	ociaml3_u_3	skm1_t_1	skm1_t_2	skm1_t_3	skm1_u_1	skm1_u_2	skm1_u_3
DAC.12.1-x1-0	0	37.3708170026487	10.8760749184459	42.1000290950269	32.6107512778395	60.8279183772313	25.0553218948986	28.1638133262398	21.967666648901	82.3745341589097	27.615729216207	18.0090183747306	0	0	0	0	0	0	3.44259342720215	1.96855130293807	0	6.94006783274801	0	0	0	0	0	0	40.0413272574062	7.77645920682472	38.7829813120257	0	0	0	0	0	0	3.51143604710476	0	0	0	0
DAC.18.1-x1-0	14.3664419551024	19.2516330013645	0	2.47647229970746	1.30443005111358	3.20146938827533	7.369212322029	6.25862518360885	16.4757499866757	14.1213487129559	4.6026215360345	5.80936076604212	40.3708501665597	49.7500332624437	34.7076605254552	34.1193058996817	74.35622590524	26.9653186524673	6.88518685440429	12.9924385993912	21.9093852001418	10.5927351131417	7.63451350346388	8.33267010377848	9.04654762837948	0	10.8511167488127	10.0222849550328	0	17.7747639013137	13.4553200470293	15.3194445995187	4.43966488202297	14.2139773502756	21.2305048174583	3.88268603610198	12.1470734918513	8.58351033736718	12.2562045572125	6.59664588427647	8.6561358043465	5.86562755174299
DAC.20.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	98.4039472809893	0	95.4460664450019	109.59534622322	67.5965690047636	74.3044336201322	0	10.2364667752779	6.25982434289766	25.5686709627558	0	0	90.4654762837948	144.295477554649	143.475877012079	110.245134505361	0	96.650278713393	41.9489389701503	61.2777783980746	92.1230463019767	88.1266595717089	70.7683493915275	87.3604358122946	20.1185904708787	17.9473397963132	14.7795407895798	33.2973554158717	0	0
DAC.22.2-x1-0	0	2.26489800016053	0	0	0	0.640293877655066	1.4738424644058	2.08620839453628	0	0	0.767103589339083	1.16187215320842	0	4.5227302965858	0	0	0	0	0	0	0	0	0	0	0	0	1.20567963875697	0	0	0	0	0	0	0	0	0	0	0	0.360476604623898	0	0	0
DAC.22.1-x1-0	2.39440699251706	0	0	0	1.30443005111358	3.20146938827533	0	0	1.09838333244505	0	0	0	0.841059378469994	0	1.73538302627276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1109227438321	0	0	0	0	0	0	0	0	0	0	0	0.558631195404095
DAC.29.1-x1-0	2.39440699251706	0	0	0	0	0	0	0	1.09838333244505	1.176779059413	0	1.16187215320842	0	0	0	0	0	0	0	0.787420521175227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89798023310177	0	0.720953209247795	0	0	0
DAC.29.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08142981387169	0	0	0
DAC.29.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56063824315767	0	0	0	0
DAC.29.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.32.1-x1-0	9.57762797006824	21.516531001525	3.62535830614864	7.42941689912239	0	0.640293877655066	2.9476849288116	0	6.5902999946703	3.53033717823899	3.06841435735633	3.48561645962527	4.20529689234997	0	6.07384059195467	5.16959180298208	0	4.7938344271053	7.86878497646205	5.11823338763897	5.86858532146656	2.92213382431495	5.28543242547499	1.88157066859514	0	0	1.20567963875697	7.51671371627462	0	2.22184548766421	2.37446824359341	15.3194445995186	4.43966488202297	4.26419320508269	0	1.94134301805099	2.27757627972212	3.51143604710475	1.44190641849559	3.45538593938291	0.961792867149612	2.23452478161638
DAC.34.1-x1-0	29.9300874064633	32.8410210023277	4.83381107486485	2.47647229970746	7.82658030668147	0	0	2.08620839453628	17.5741333191208	15.2981277723689	5.36972512537358	4.06655253622949	3.36423751387998	13.5681908897574	7.80922361822743	8.27134688477133	0	4.19460512371714	1.47539718308663	1.96855130293807	0	0.365266728039369	0.587270269497221	0	0	20.6136396506641	8.43975747129879	0	0	5.55461371916052	0	0	0	7.10698867513782	0	0	3.41636441958318	1.56063824315767	3.96524265086288	0	0	0
DAC.34.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.43.1-x1-0	2.39440699251706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268795809799306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.628251988978711	0	0
DAC.30.1-x1-0	20.352459436395	13.5893880009632	6.04226384358107	12.3823614985373	2.60886010222716	1.9208816329652	1.4738424644058	5.21552098634071	8.7870666595604	2.35355811882599	10.7394502507472	15.1043379917095	0.841059378469994	0	0.867691513136381	0	0	1.19845860677633	0	0	0	0	0	0	0	0	3.61703891627091	0	0	1.1109227438321	2.37446824359341	0	5.54958110252872	1.42139773502756	0	2.91201452707649	0	0	0	0	0	0
DAC.33.1-x1-0	1.19720349625853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.599229303388163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.36.2-x1-0	11.9720349625853	10.1920410007224	0	0	0	0	0	0	5.49191666222525	15.2981277723689	1.53420717867817	0	0	4.5227302965858	0	0	0	0	0	1.57484104235045	9.7809755357776	3.28740055235432	2.05544594324027	4.83832457638751	58.1563776110109	92.7613784279886	65.1067004928764	63.8920665883343	40.0413272574062	34.4386050587952	22.953193021403	0	13.3189946460689	7.10698867513782	0	5.82402905415298	0	4.29175516868359	0	0	0	0
DAC.36.1-x1-0	0	0	1.20845276871621	6.19118074926866	5.21772020445432	1.28058775531013	0	2.08620839453628	1.09838333244505	10.591011534717	0	1.74280822981264	0	0	2.60307453940914	0	6.75965690047637	2.39691721355265	6.39338779337541	5.9056539088142	0	0	5.5790675602236	0	49.1098299826314	10.3068198253321	22.9079131363824	17.5389986713074	20.0206636287031	17.7747639013137	3.95744707265568	0	6.65949732303446	4.26419320508269	14.1536698783055	0.970671509025496	4.93474860606459	0	1.80238302311949	2.8271339504042	1.92358573429922	5.3069963563389
DAC.39.1-x1-0	0	0	0	0	0	0	0	0	0	1.176779059413	0	0.580936076604212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10991622050574	0	0	0	0	0	0	0	0	0
DAC.44.1-x1-0	1.19720349625853	2.26489800016053	0	0	0	0	0	0	1.09838333244505	0	0	0	0	0	0	0	0	0	0.491799061028878	0.787420521175227	0.782478042862208	0	0.293635134748611	0	0	0	0	0	0	0	0	0	0	1.42139773502756	0	0	0	0	0	0.628251988978711	0	0.558631195404095
DAC.45.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.45.1-x1-0	1.19720349625853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.730533456078738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31434465268495	3.12127648631534	5.04667246473457	0	0.320597622383204	0
DAC.45.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73111692552592	0	0	0	0
DAC.45.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.46.1-x1-0	410.640799216676	462.039192032748	3.62535830614864	4.95294459941492	3.91329015334074	5.7626448988956	4.4215273932174	1.04310419726814	332.81014973085	414.226228913374	3.83551794669541	5.80936076604212	13.4569500555199	4.52273029658579	8.67691513136381	2.06783672119283	0	3.59537582032898	0.983598122057756	1.18113078176284	4.69486825717325	1.46106691215748	1.76181080849166	1.07518323919722	3.87709184073406	10.3068198253321	1.20567963875697	0	0	2.22184548766421	11.0808518034359	15.3194445995186	3.32974866151723	2.84279547005513	0	0.970671509025496	48.5882939674052	43.6978708084147	49.7457714380979	10.6802838126381	11.8621120281785	7.82083673565733
DAC.53.1-x1-0	95.7762797006824	82.6687770058593	2.41690553743243	7.42941689912239	3.91329015334074	7.6835265318608	13.2645821796522	2.08620839453628	75.7884499387085	78.8441969806707	4.6026215360345	2.90468038302106	8.41059378469994	9.04546059317159	8.67691513136381	11.3731019665606	0	8.38921024743428	13.7703737088086	9.05533599351511	12.5196486857953	6.94006783274801	9.98359458145276	6.98869105478195	5.16945578764542	0	18.0851945813546	6.26392809689552	40.0413272574062	7.77645920682472	6.33191531624909	15.3194445995186	3.32974866151723	1.42139773502756	7.07683493915275	11.6480581083059	20.8777825641194	18.727658917892	12.6166811618364	7.22489787325518	10.2591239162625	10.0553615172737
DAC.59.1-x1-0	7.18322097755118	11.3244900008026	1.20845276871621	0	0	0.640293877655066	2.9476849288116	0	2.1967666648901	5.88389529706498	1.53420717867817	0	1.68211875693999	0	3.47076605254552	4.13567344238567	6.75965690047637	5.39306373049347	3.93439248823102	5.51194364822659	2.34743412858662	0	2.93635134748611	1.07518323919722	0	30.9204594759962	2.41135927751394	2.50557123875821	0	3.33276823149631	2.37446824359341	0	1.10991622050574	7.10698867513782	7.07683493915275	1.94134301805099	5.6939406993053	3.90159560789417	5.76762567398236	0.314125994489356	0.641195244766408	1.11726239080819
DAC.61.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.61.1-x1-0	2.39440699251706	0	1.20845276871621	4.95294459941493	0	0	2.9476849288116	0	2.1967666648901	0	0	1.74280822981264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42139773502756	0	0	0	0	0	0	0	0
DAC.64.2-x1-0	5.98601748129265	6.79469400048159	7.25071661229728	1.23823614985373	3.91329015334074	3.20146938827533	4.4215273932174	0	3.29514999733515	14.1213487129559	2.30131076801725	1.74280822981264	0.841059378469994	9.04546059317159	0.867691513136381	0	0	1.79768791016449	0	0.393710260587613	0	0	0	0	0	0	0	1.2527856193791	0	2.22184548766421	0	0	0	0	7.07683493915275	0	0	0.780319121578835	0	0.314125994489356	0	0.279315597702047
DAC.65.1-x1-0	10.7748314663268	7.92714300056185	0	3.71470844956119	1.30443005111358	3.20146938827533	1.4738424644058	0	10.9838333244505	10.591011534717	0	0	0	0	6.07384059195467	5.16959180298208	0	7.19075164065795	5.90158873234653	5.11823338763897	5.08610727860435	1.82633364019684	2.34908107798889	2.15036647839445	5.16945578764541	0	3.61703891627091	1.2527856193791	10.0103318143515	1.1109227438321	2.37446824359341	7.65972229975932	6.65949732303446	5.68559094011025	0	4.85335754512748	13.6654576783327	18.727658917892	27.0357453467923	1.25650397795742	1.60298811191602	2.79315597702047
DAC.70.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1868981575988	0	0	0	0	0	0	7.75418368146812	20.6136396506641	6.02839819378485	0	0	8.88738195065683	0	0	0	0	0	0	0	0	0	0	0	0
DAC.70.2-x1-0	33.5216978952389	26.0463270018461	13.2929804558784	8.66765304897612	11.7398704600222	12.8058775531013	11.7907397152464	7.30172938087699	21.967666648901	31.7730346041509	5.36972512537358	6.97123291925055	21.8675438402198	36.1818423726864	20.8245963152731	0	0	0	8.36058403749092	12.205018078216	14.0846047715197	3.28740055235432	2.6427162127375	0	0	0	0	2.50557123875821	0	0	1.58297882906227	0	9.98924598455169	17.0567728203308	28.307339756611	15.5307441444079	3.79596046620353	6.24255297263068	1.44190641849559	0	0	1.11726239080819
DAC.70.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3731019665606	0	0	6.39338779337541	0	0	0	0	2.95675390779237	0	0	0	0	0	0	0	0	0	0	0	0	3.03676837296283	0	4.68619586011067	1.88475596693613	4.80896433574806	0
DAC.72.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.72.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.47.1-x1-0	4.78881398503412	0	0	0	0	0	2.9476849288116	1.04310419726814	2.1967666648901	2.35355811882599	0	0	0	4.52273029658579	0	0	0	0	1.96719624411551	0	1.56495608572442	0	0	0	0	0	0	0	0	0	2.37446824359341	7.65972229975932	0	1.42139773502756	0	0	0	0.390159560789417	0.360476604623898	0	0.320597622383204	0
DAC.48.2-x1-0	0	0	0	2.47647229970746	0	0	0	0	4.3935333297802	0	0	0	5.88741564928996	22.613651482929	0	0	0	1.19845860677633	0	0	0	0	0	0	0	0	0	0	10.0103318143515	0	0	0	0	0	0	0	0	1.95079780394709	0	0	0	0
DAC.48.1-x1-0	98.1706866931995	87.1985730061803	42.2958469050675	54.4823905935642	46.9594818400889	60.1876244995762	45.6891163965798	25.0345007344354	69.1981499440381	249.477160595555	42.1906974136495	29.6277399068148	25.2317813540998	0	19.9569048021368	33.0853875390853	27.0386276019055	23.9691721355265	33.4423361499637	42.1269978828746	45.3837264860081	19.7244033141259	14.3881216026819	16.3965443977577	12.9236394691135	0	8.43975747129879	16.2862130519283	0	13.3310729259852	55.4042590171796	0	8.87932976404594	27.0065569655237	28.307339756611	13.5894011263569	25.0533390769433	35.1143604710476	41.8152861363721	15.7062997244678	12.8239048953282	9.21741472416756
DAC.58.1-x1-0	1.19720349625853	4.52979600032106	1.20845276871621	0	1.30443005111358	3.20146938827533	1.4738424644058	1.04310419726814	4.3935333297802	4.70711623765198	0.767103589339083	0.580936076604212	1.68211875693999	0	0	0	0	0.599229303388163	0.491799061028878	0.787420521175227	0	0.365266728039369	0.293635134748611	0	0	0	2.41135927751394	1.2527856193791	0	0	0.791489414531137	0	2.21983244101149	2.84279547005513	0	3.88268603610198	0.759192093240707	0.390159560789417	0.360476604623898	0	0.320597622383204	0
DAC.62.1-x1-0	0	0	0	0	2.60886010222716	0	0	0	0	0	0	0.580936076604212	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3068198253321	0	0	10.0103318143515	0	0	7.65972229975933	0	0	0	0	0	0	0	0	0	0
DAC.62.2-x1-0	0	4.52979600032106	0	0	0	5.12235102124053	0	0	0	0	3.06841435735633	0	7.56953440622995	13.5681908897574	12.1476811839093	10.3391836059642	0	12.5838153711514	14.2621727698375	10.2364667752779	14.0846047715197	7.67060128882675	10.57086485095	11.5582198213702	0	0	12.0567963875697	11.2750705744119	0	11.109227438321	13.4553200470293	7.65972229975933	18.8685757485976	24.1637614954686	21.2305048174583	22.3254447075864	14.0450537249531	14.4359037492084	6.48857888323016	11.3085358016168	6.41195244766408	10.0553615172737
DAC.71.1-x1-0	0	1.13244900008026	0	0	0	0	0	0	1.09838333244505	0	0	0	3.36423751387998	9.04546059317159	1.73538302627276	5.16959180298208	6.75965690047637	1.79768791016449	0	0	0	0	0	0	0	0	1.20567963875697	0	0	3.33276823149631	1.58297882906227	0	0	0	0	0	0	0	0	0	0	0
DAC.73.2-x1-0	47.8881398503412	36.2383680025685	3.62535830614864	0	0	7.6835265318608	0	10.4310419726814	0	45.8943833171068	7.67103589339083	0	7.56953440622995	31.6591120761006	0	6.2035101635785	6.75965690047637	0	15.7375699529241	15.7484104235045	8.21601945005318	6.20953437666927	4.11089188648055	6.98869105478195	0	0	8.43975747129879	2.50557123875821	0	4.44369097532841	0	7.65972229975932	6.65949732303446	0	7.07683493915275	3.88268603610198	7.97151697902742	5.85239341184126	8.29096190634965	1.57062997244678	7.05314769243048	5.02768075863685
DAC.73.3-x1-0	4.78881398503412	0	0	3.71470844956119	10.4354404089086	3.20146938827533	0	0	13.1805999893406	0	0	4.06655253622949	0	0	4.3384575656819	0	0	4.19460512371714	1.96719624411551	0	10.1722145572087	0	1.46817567374305	0	0	0	0	0	0	0	9.49787297437364	0	0	0	0	0	4.55515255944424	3.51143604710475	5.04667246473457	5.96839389529776	0	3.91041836782866
DAC.74.1-x1-0	7.18322097755118	12.4569390008829	0	3.71470844956119	5.21772020445432	6.40293877655066	4.4215273932174	5.21552098634071	0	5.88389529706498	6.13682871471266	8.13310507245897	0	0	0	0	0	1.79768791016449	0	0	0	0.365266728039369	0	0	0	0	0	0	0	0	6.3319153162491	0	7.7694135435402	2.84279547005513	14.1536698783055	2.91201452707649	0	0	0	0	0	0.558631195404095
DAC.76.1-x1-0	4.78881398503412	1.13244900008026	1.20845276871621	0	0	1.28058775531013	1.4738424644058	0	4.3935333297802	2.35355811882599	0	0	0	4.5227302965858	2.60307453940914	0	13.5193138009527	0	0	0.787420521175227	0	0	0	0.268795809799306	3.87709184073406	0	0	2.50557123875821	0	0	12.6638306324982	0	6.65949732303446	9.94978414519294	7.07683493915275	0	0	1.17047868236825	1.08142981387169	0	0	1.39657798851024
DAC.80.1-x1-0	3.59161048877559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491799061028878	0.787420521175227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.82.1-x1-0	3.59161048877559	0	1.20845276871621	0	1.30443005111358	1.28058775531013	0	0	2.1967666648901	3.53033717823899	0.767103589339083	0	1.68211875693999	0	0	0	0	1.79768791016449	0.491799061028878	0.787420521175227	0	0	0.880905404245832	0	6.46181973455677	0	1.20567963875697	11.2750705744119	0	0	0	0	2.21983244101149	0	0	0	0	0.390159560789417	0	0	0	0.279315597702047
DAC.83.1-x1-0	10.7748314663268	11.3244900008026	1.20845276871621	4.95294459941493	1.30443005111358	0	0	0	6.5902999946703	3.53033717823899	3.83551794669541	1.74280822981264	3.36423751387998	0	5.20614907881829	0	6.75965690047637	1.19845860677633	0	1.18113078176284	0	0	0.293635134748611	0	0	0	0	0	0	0	0.791489414531137	0	0	0	0	4.85335754512748	0.379596046620353	0	0.360476604623898	0	0	0
DAC.87.1-x1-0	22.7468664289121	0	0	0	0	1.28058775531013	1.4738424644058	2.08620839453628	0	0	0	0	1.68211875693999	0	1.73538302627276	0	0	0.599229303388163	0.983598122057756	1.57484104235045	2.34743412858662	0	0.880905404245832	0	1.29236394691135	0	0	0	0	0	1.58297882906227	7.65972229975932	0	0	0	0.970671509025496	1.51838418648141	1.95079780394709	2.52333623236728	0	0.961792867149612	0
DAC.87.2-x1-0	0	28.3112250020066	0	0	0	0	0	0	10.9838333244505	23.5355811882599	0	0	0	0	0	4.13567344238567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.93.1-x1-0	3.59161048877559	9.05959200064211	2.41690553743243	0	0	5.12235102124053	2.9476849288116	3.12931259180443	2.1967666648901	14.1213487129559	0	0	0.841059378469994	0	0.867691513136381	0	0	0	0	0	0	0	0	0	1.29236394691135	10.3068198253321	3.61703891627091	1.2527856193791	20.0206636287031	0	0	0	0	0	7.07683493915275	0	0	0	0	0	0	0
DAC.94.1-x1-0	1.19720349625853	0	0	0	0	0	0	2.08620839453628	0	0	0	0	18.5033063263399	4.52273029658579	2.60307453940914	0	0	11.9845860677633	9.34418215954868	9.05533599351511	12.9108877072264	4.01793400843306	0	0	11.6312755222022	0	2.41135927751394	0	0	0	2.37446824359341	0	3.32974866151723	2.84279547005513	0	1.94134301805099	2.27757627972212	3.90159560789417	7.57000869710185	3.45538593938291	2.24418335668243	2.23452478161638
DAC.96.1-x1-0	25.1412734214291	32.8410210023277	7.25071661229728	1.23823614985373	0	7.04323265420573	5.8953698576232	0	20.8692833164559	41.1872670794548	3.83551794669541	4.6474886128337	2.52317813540998	13.5681908897574	7.80922361822743	9.30526524536775	0	4.7938344271053	6.39338779337541	7.87420521175227	6.65106336432877	4.01793400843306	2.6427162127375	3.76314133719028	18.093095256759	10.3068198253321	15.6738353038406	3.75835685813731	10.0103318143515	8.88738195065683	10.2893623889048	0	5.54958110252872	5.68559094011025	14.1536698783055	13.5894011263569	4.93474860606459	1.56063824315767	2.16285962774339	0.628251988978711	1.28239048953282	1.39657798851024
DAC.84.1-x1-0	2.39440699251706	1.13244900008026	0	0	0	0	0	0	0	2.35355811882599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21983244101149	0	0	0	0	0	0	0	0	0
DAC.85.1-x1-0	106.551111167009	0	0	0	0	0	0	0	0	161.21873113958	0	0	0	0	0	0	0	8.98843955082244	12.2949765257219	14.9609899023293	0	0	0	0	0	0	0	0	0	0	0	7.65972229975933	6.65949732303446	11.3711818802205	0	0	0	0	0	0	0.320597622383204	0
DAC.85.2-x1-0	70.6350062792533	203.840820014448	12.0845276871621	32.194139896197	6.5221502555679	16.0073469413767	7.369212322029	6.25862518360885	74.6900666062634	80.0209760400837	19.1775897334771	11.6187215320842	10.0927125416399	0	4.3384575656819	3.10175508178925	0	0	27.0489483565883	14.5672796417417	32.0815997573505	11.3232685692204	14.6817567374305	18.2781150663528	20.6778231505817	0	15.6738353038406	16.2862130519283	0	11.109227438321	7.91489414531137	0	0	0	0	11.648058108306	5.31434465268495	3.12127648631534	6.48857888323016	2.19888196142549	4.48836671336485	2.79315597702047
DAC.98.1-x1-0	2.39440699251706	11.3244900008026	0	6.19118074926866	5.21772020445432	6.40293877655066	2.9476849288116	2.08620839453628	9.88544999200545	7.06067435647797	3.06841435735633	7.55216899585476	14.2980094339899	9.04546059317159	16.4861387495912	14.4748570483498	0	10.1868981575988	69.8354666661007	70.8678469057704	67.684350707581	37.9877397160944	25.5462567231291	36.018638513107	60.7411055048336	72.1477387773245	34.9647095239521	37.5835685813731	60.0619908861093	29.9949140834668	7.91489414531137	0	12.2090784255632	4.26419320508269	14.1536698783055	4.85335754512748	11.3878813986106	13.6555846276296	18.0238302311949	4.71188991734034	7.37374531481369	4.46904956323276
DAC.100.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391239021431104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
