GO	[-1.00 -0.56]	[-0.56 -0.15]	[-0.15 0.16]	[0.16 0.35]	[0.35 0.51]	[0.51 0.66]	[0.66 0.79]	[0.79 0.92]	[0.92 0.98]	[0.98 1.00]	[1.00 1.00]
GOBP_RESPONSE_TO_MONOSACCHARIDE GOBP_RESPONSE_TO_MONOSACCHARIDE	0.366	-0.845	0.366	0.749	-0.845	0.366	-2.335	2.767	1.282	-0.845	-0.837
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION	-0.628	1.032	-0.628	-0.406	0.764	1.032	1.687	-2.870	-0.628	0.539	-0.930
HP_APHTHOUS_ULCER HP_APHTHOUS_ULCER	1.522	-0.829	-0.351	-0.829	1.522	-0.351	1.522	0.256	-0.829	-0.351	-0.826
GOBP_CELL_KILLING GOBP_CELL_KILLING	0.884	2.569	-0.730	0.369	-0.730	-1.952	0.884	-0.432	-1.194	0.597	-0.428
GOMF_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING GOMF_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	0.522	-2.077	-1.296	0.522	3.412	-0.286	0.317	-0.811	-0.493	0.317	0.320
HP_SELF_INJURIOUS_BEHAVIOR HP_SELF_INJURIOUS_BEHAVIOR	-0.579	-0.845	-3.288	-0.579	0.539	0.366	-0.384	-0.384	1.602	0.997	1.293
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	1.733	0.451	-0.459	-0.301	1.733	0.301	-0.301	-0.301	0.301	-3.498	-0.953
HP_PULMONARY_EMBOLISM HP_PULMONARY_EMBOLISM	0.279	-0.788	-0.788	-0.788	2.272	-0.788	0.609	0.279	0.279	1.057	-0.784
HP_INCREASED_NUMBER_OF_TEETH HP_INCREASED_NUMBER_OF_TEETH	-0.912	1.358	-0.406	0.216	0.216	0.874	-0.912	-0.912	-0.912	0.216	1.943
HP_ABNORMAL_BLOOD_TRANSITION_ELEMENT_CATION_CONCENTRATION HP_ABNORMAL_BLOOD_TRANSITION_ELEMENT_CATION_CONCENTRATION	0.166	3.499	-0.497	1.052	-0.497	-0.497	-0.497	0.166	0.166	-0.497	-0.495
GOBP_HISTONE_H4_K16_ACETYLATION GOBP_HISTONE_H4_K16_ACETYLATION	-0.273	-0.705	1.823	-0.705	0.331	-0.705	0.331	-0.705	0.331	1.823	-0.702
GOMF_MHC_PROTEIN_BINDING GOMF_MHC_PROTEIN_BINDING	0.331	1.823	-0.273	-0.273	-0.273	-0.705	-0.705	-0.705	-0.705	2.544	-0.271
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	0.824	-0.622	-0.622	-0.622	0.396	0.824	0.396	-0.622	-0.622	2.070	-0.619
GOBP_HISTONE_H3_K36_METHYLATION GOBP_HISTONE_H3_K36_METHYLATION	-0.497	0.166	-0.497	-0.497	-0.497	0.524	-0.497	-0.497	0.524	0.166	3.509
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET	1.876	-0.456	-0.456	0.187	-0.456	-0.456	-0.456	-0.456	-0.456	0.578	1.882
HP_BONE_MARROW_HYPERCELLULARITY HP_BONE_MARROW_HYPERCELLULARITY	1.129	-0.746	-0.746	-0.746	1.129	-0.746	-0.298	1.129	-0.746	0.655	0.306
HP_PLEURITIS HP_PLEURITIS	0.892	-0.580	-0.580	-0.580	1.489	-0.580	1.489	-0.580	-0.580	-0.199	0.436
GOBP_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE GOBP_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	2.750	-0.456	-0.456	-0.456	-0.456	-0.456	-0.456	0.578	0.578	-0.456	0.581
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	2.230	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	1.382	-0.373	0.714
GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY	-0.414	-0.414	0.211	-0.414	-0.414	4.073	0.211	0.211	-0.414	-0.414	0.212
