GO	[-6.16 -0.52]	[-0.52 -0.41]	[-0.41 -0.19]	[-0.19 -0.09]	[-0.09 -0.02]	[-0.02 0.00]	[0.00 0.08]	[0.08 0.17]	[0.17 0.32]	[0.32 0.75]	[0.75 8.56]
GCM_MAP4K4 GCM_MAP4K4	0.537	-4.910	0.414	-0.521	2.506	-1.084	5.908	-1.084	-1.084	0.537	-1.102
GNF2_NPM1 GNF2_NPM1	-2.073	-1.456	2.320	0.315	2.320	-1.456	2.755	0.939	-0.454	-1.456	-3.007
MORF_PPP6C MORF_PPP6C	-1.922	-3.265	0.324	1.916	0.463	-0.280	2.624	1.602	0.631	-0.810	-4.351
MORF_UNG MORF_UNG	-1.118	-3.157	2.105	0.600	2.105	-2.219	1.393	-0.340	1.091	-0.340	-3.175
GNF2_MAPT GNF2_MAPT	5.094	2.002	-0.318	-0.991	-0.991	-0.991	-1.700	-1.700	-1.700	0.502	1.121
MORF_PRDX3 MORF_PRDX3	-2.551	-2.551	0.834	1.086	1.372	-1.365	2.841	1.086	0.436	-0.473	-3.553
MORF_EIF4E MORF_EIF4E	-3.532	-2.551	0.436	2.044	2.044	-0.473	1.086	0.436	0.834	-0.313	-3.553
MORF_RAD54L MORF_RAD54L	-2.505	-2.505	1.316	1.916	3.436	-1.462	1.316	0.830	-0.411	-1.098	-2.526
GNF2_PCNA GNF2_PCNA	-2.823	-1.333	-0.910	4.054	1.380	-1.333	1.735	0.792	0.792	-1.333	-1.943
GCM_CSNK2B GCM_CSNK2B	-4.117	-1.771	1.199	1.479	1.479	-1.771	1.479	0.542	0.950	0.259	-3.097
MORF_TERF2IP MORF_TERF2IP	-2.293	-1.791	0.988	3.176	1.224	-1.385	2.428	0.312	0.596	-1.057	-3.749
MODULE_122 MODULE_122	3.076	2.083	0.283	-2.523	-2.040	0.393	-1.299	-0.441	-0.785	-2.523	3.798
GNF2_CCNA2 GNF2_CCNA2	-2.823	-1.333	-1.333	2.557	1.735	-0.606	1.380	1.380	1.066	-1.928	-1.943
MORF_CTSB MORF_CTSB	2.010	2.010	-1.665	-2.396	-0.900	2.871	-1.371	-3.361	-0.900	0.920	1.496
GNF2_HAT1 GNF2_HAT1	-1.294	-2.074	0.523	2.857	1.882	-0.810	2.347	-0.285	-0.285	-2.074	-2.086
GNF2_MCM5 GNF2_MCM5	-1.678	-2.532	0.499	0.730	1.695	-1.123	4.118	0.499	0.499	-1.123	-2.546
GCM_CHUK GCM_CHUK	-1.425	-0.668	0.714	3.804	1.969	-2.948	0.714	-0.668	0.714	-0.668	-2.965
GNF2_XRCC5 GNF2_XRCC5	-1.550	-3.115	1.432	2.157	2.157	-0.753	1.432	0.853	-0.753	-1.550	-2.198
MODULE_183 MODULE_183	-1.242	-1.242	0.878	2.298	0.628	0.628	1.507	1.507	-2.698	-1.821	-2.714
GCM_DDX5 GCM_DDX5	-1.821	-1.242	1.883	1.172	3.764	0.423	1.172	-0.835	-0.835	-1.821	-2.714
MODULE_124 MODULE_124	-1.254	-1.682	0.427	1.910	1.029	-0.461	-0.312	4.432	0.596	-2.962	-2.983
MODULE_146 MODULE_146	0.876	4.010	-1.409	-1.052	-2.437	2.348	-2.437	-1.409	-0.771	0.347	1.654
GNF2_ST13 GNF2_ST13	-2.657	-1.785	1.936	1.209	1.552	-1.212	1.209	1.552	-0.527	-0.810	-2.672
MORF_CDC16 MORF_CDC16	-2.146	-2.146	2.631	-0.313	3.085	-1.519	0.881	1.823	-0.313	-1.519	-1.532
MORF_CDH4 MORF_CDH4	0.331	3.705	-0.703	-1.904	-2.372	1.678	-1.190	-2.938	-0.703	1.678	1.655
MODULE_316 MODULE_316	1.000	2.885	-0.961	-0.647	-2.907	0.739	-2.001	-0.961	-2.001	1.000	2.414
GNF2_NS GNF2_NS	-0.958	-1.658	-1.658	0.302	1.179	-0.958	3.825	2.606	0.302	-0.958	-1.668
GNF2_KISS1 GNF2_KISS1	-0.471	1.517	-0.782	-2.032	-2.032	2.418	-0.782	-2.032	-0.270	0.334	3.481
MORF_MSH2 MORF_MSH2	-1.093	-2.490	0.758	1.042	3.644	-0.714	1.745	-1.093	0.758	-1.093	-2.504
MODULE_382 MODULE_382	0.324	0.608	-0.279	-1.160	-1.160	7.549	-1.160	-1.160	-1.160	0.324	-0.282
MORF_BUB1B MORF_BUB1B	-1.857	-1.857	1.135	1.464	4.812	-0.860	-0.566	0.849	-0.359	-0.566	-2.756
MORF_UBE2N MORF_UBE2N	-2.201	-1.228	1.623	1.952	3.550	-0.642	0.442	0.302	-0.301	-0.897	-3.973
MODULE_159 MODULE_159	-2.403	-1.254	0.703	-0.266	3.087	-0.266	3.087	-0.412	0.703	-1.254	-3.385
MODULE_433 MODULE_433	2.102	-0.470	0.316	-0.738	-2.532	3.036	-1.678	-1.678	-1.678	0.499	2.084
MORF_TPT1 MORF_TPT1	-4.242	-1.861	1.113	-0.552	1.379	-0.771	0.876	1.674	1.997	-0.259	-2.457
GCM_RAN GCM_RAN	-0.528	-3.641	1.310	1.310	4.555	-2.227	1.113	0.388	-0.673	-0.408	-2.254
GCM_UBE2N GCM_UBE2N	-0.995	-2.893	0.813	1.962	3.995	-1.258	0.378	1.210	0.275	-0.776	-3.536
MORF_RAB5A MORF_RAB5A	-1.228	-2.925	0.819	1.324	1.324	0.614	1.056	1.952	-0.642	-1.228	-3.973
MORF_SP3 MORF_SP3	-0.559	-2.293	2.400	2.400	1.028	-1.645	1.318	0.382	-0.368	-1.172	-3.259
MORF_GSPT1 MORF_GSPT1	-2.032	-2.032	1.140	0.816	2.418	-2.032	1.517	0.334	0.334	-0.270	-2.044
MORF_JUND MORF_JUND	-2.657	-1.785	1.936	0.275	1.209	-1.212	0.909	0.441	2.359	-0.527	-2.672
GNF2_MLF1 GNF2_MLF1	1.303	3.617	-1.030	-1.030	-1.422	1.952	-1.936	-0.731	-2.625	-0.338	1.593
MORF_MTA1 MORF_MTA1	-1.801	-3.113	0.525	0.924	1.445	-1.357	2.082	1.170	1.170	-0.521	-3.135
GNF2_HPN GNF2_HPN	5.598	0.630	-2.872	-0.499	-2.313	1.742	-1.148	-0.886	-0.672	-0.362	0.987
GNF2_IGFBP1 GNF2_IGFBP1	-0.796	1.938	-0.218	-1.451	-1.451	1.452	-0.796	-1.451	-0.796	-0.430	4.442
MORF_RAB11A MORF_RAB11A	-0.260	-1.607	0.786	0.786	2.686	-2.448	-1.064	2.686	-0.260	-0.434	-2.463
GCM_GSPT1 GCM_GSPT1	-1.933	-2.340	0.577	2.031	2.618	-2.340	0.577	1.292	0.895	-0.365	-2.843
MORF_PCNA MORF_PCNA	-1.309	-1.806	1.776	2.535	0.659	-1.309	1.776	-0.289	0.659	-0.935	-3.469
MORF_LTK MORF_LTK	1.608	-0.274	-0.682	-0.274	-2.207	1.360	-3.304	-1.787	-0.887	3.916	1.115
GNF2_LCAT GNF2_LCAT	5.840	0.630	-2.547	-0.376	-2.547	1.509	-0.945	-0.945	-0.523	-0.523	0.798
GNF2_CKS2 GNF2_CKS2	-2.074	-0.810	-0.492	4.006	2.347	-1.294	0.318	0.318	0.783	-0.810	-2.086
MODULE_139 MODULE_139	4.752	2.766	-3.282	-0.842	-0.243	-0.842	-1.199	-0.842	-0.382	-0.382	0.532
GNF2_MMP11 GNF2_MMP11	-0.599	1.086	-0.599	-1.741	-1.741	1.933	-1.024	-1.741	0.269	0.477	3.580
GNF2_TIMP2 GNF2_TIMP2	-0.702	1.682	-0.411	-1.908	-1.908	1.682	-0.702	-1.908	-0.228	0.390	3.182
MORF_PPP2R5E MORF_PPP2R5E	-0.911	-2.440	1.820	1.180	1.180	-0.427	-0.633	2.591	0.327	-0.911	-3.427
GNF2_CDKN1C GNF2_CDKN1C	-1.119	1.033	-0.260	-1.119	-1.119	1.033	-1.119	-1.119	-0.550	0.347	4.938
MORF_RPA1 MORF_RPA1	-1.093	-2.490	1.372	1.042	1.372	-1.093	2.617	-0.452	0.520	-0.714	-2.504
GNF2_CENPF GNF2_CENPF	-2.573	-1.152	-0.489	3.476	0.479	-1.152	1.288	0.973	1.288	-1.152	-1.726
MORF_BAG5 MORF_BAG5	-0.600	-2.282	0.639	2.482	0.912	-2.282	1.606	0.639	-0.364	-0.364	-2.295
MODULE_62 MODULE_62	-2.700	-2.002	2.225	0.377	0.377	-0.363	0.971	1.237	0.971	0.246	-3.721
MORF_CCNF MORF_CCNF	-2.293	-1.172	0.559	0.559	4.293	-1.645	0.382	1.318	0.775	-0.820	-2.309
GCM_PFN1 GCM_PFN1	-2.115	-1.328	1.416	1.823	0.499	-2.115	-0.300	0.752	1.416	0.302	-2.128
GNF2_CDC2 GNF2_CDC2	-2.573	-1.152	-1.152	3.476	0.703	-0.762	0.973	1.646	0.703	-0.762	-1.726
GCM_RAD21 GCM_RAD21	-1.534	-1.534	-0.250	2.310	1.793	-0.476	2.884	-0.476	-0.476	-0.860	-1.543
GNF2_MCM4 GNF2_MCM4	-2.199	-0.893	-0.893	0.456	1.323	-0.893	2.146	1.711	1.323	-0.893	-2.211
MODULE_97 MODULE_97	-0.476	-1.712	0.577	0.774	1.261	-2.268	1.550	1.869	0.280	-0.324	-4.057
GNF2_SPINK1 GNF2_SPINK1	1.581	1.581	-0.520	-1.077	-1.077	3.515	-1.077	-1.077	-1.077	-0.240	-0.243
MORF_ATOX1 MORF_ATOX1	-1.709	-3.323	0.726	0.521	0.521	-0.254	1.248	3.152	0.353	-0.595	-2.383
GNF2_MYL2 GNF2_MYL2	0.247	2.778	-0.702	-1.326	-1.326	2.182	-1.326	-1.326	-0.702	0.795	0.788
GNF2_RFC3 GNF2_RFC3	-1.700	-0.574	-0.574	2.002	0.785	-0.991	3.712	0.785	-0.574	-0.991	-1.710
MODULE_125 MODULE_125	-1.091	-1.824	0.240	1.803	1.803	-1.824	1.803	-0.373	0.685	-0.373	-1.835
GCM_MAX GCM_MAX	-1.285	-0.671	2.885	1.723	-0.671	-0.671	2.272	0.264	-0.671	-1.285	-1.292
CAR_IGFBP1 CAR_IGFBP1	2.831	3.353	-0.645	-1.537	-1.006	1.154	-0.645	-2.365	-0.645	-0.398	-0.238
MODULE_126 MODULE_126	-1.909	-1.578	0.310	1.186	1.396	-1.292	2.133	1.870	0.820	-0.838	-3.269
GNF2_TPT1 GNF2_TPT1	-1.575	-1.575	0.900	-0.266	2.228	-0.893	-0.266	3.401	-0.266	-0.500	-1.584
GNF2_MLH1 GNF2_MLH1	-0.335	-1.024	0.750	1.086	2.996	-1.024	1.933	-1.024	-0.335	-1.741	-1.751
MORF_SART1 MORF_SART1	-1.182	-1.749	1.990	1.598	0.677	-0.786	0.940	0.940	0.460	-1.749	-2.630
MODULE_239 MODULE_239	-1.166	-2.451	0.377	2.922	1.336	-0.661	1.898	0.516	0.516	-1.511	-2.473
GNF2_RAB3A GNF2_RAB3A	2.310	3.513	-0.860	-0.860	-0.860	-0.476	-1.534	-0.860	-0.476	-0.860	1.779
MODULE_430 MODULE_430	-2.282	-2.282	0.912	0.246	-0.949	-0.600	0.912	0.912	2.482	0.912	-1.478
MODULE_158 MODULE_158	-1.057	-1.783	0.254	1.426	2.360	-1.783	1.426	-0.354	0.717	-0.354	-1.793
MODULE_375 MODULE_375	0.944	2.976	-0.377	-1.103	-2.035	1.498	-2.737	-0.792	-0.792	-0.377	1.802
MORF_PHB MORF_PHB	-0.945	-2.547	-0.263	0.630	0.811	-1.587	2.779	0.630	1.509	0.473	-3.226
MODULE_111 MODULE_111	2.253	1.210	-0.776	-0.995	-1.258	0.275	-2.377	-1.941	-0.776	1.440	2.859
GNF2_EGFR GNF2_EGFR	-0.702	2.182	-0.363	-1.326	-1.326	0.480	-0.702	-1.326	-0.363	0.247	4.128
MORF_GMPS MORF_GMPS	-2.199	-1.397	-0.556	0.693	2.146	-0.893	0.983	1.711	0.693	-0.332	-2.211
MORF_SS18 MORF_SS18	-1.714	-2.573	0.973	0.973	1.646	-0.762	0.302	0.479	1.288	0.302	-2.588
GNF2_ESPL1 GNF2_ESPL1	-1.451	-0.796	-0.796	1.938	1.032	-0.796	0.404	3.751	-0.796	-0.430	-1.459
MODULE_36 MODULE_36	-0.708	-2.608	1.032	1.714	0.845	-2.151	2.571	0.407	0.845	-0.907	-2.176
GCM_IL6ST GCM_IL6ST	-0.578	-2.240	0.259	0.259	1.658	-2.240	3.064	0.259	0.947	-0.348	-1.443
MORF_FEN1 MORF_FEN1	-1.821	-1.821	0.628	0.878	2.298	-1.242	1.172	0.628	0.628	-0.344	-2.714
MORF_SNRP70 MORF_SNRP70	-1.714	-2.573	0.973	2.045	1.646	-0.300	1.288	0.302	-0.300	-1.152	-1.726
MODULE_234 MODULE_234	1.658	1.278	0.436	-1.432	-0.921	0.436	-2.240	-0.921	-1.432	-0.348	3.042
GNF2_MSH6 GNF2_MSH6	-0.671	-1.285	-0.671	0.509	2.885	-0.671	2.885	0.509	-0.341	-1.285	-1.292
MODULE_57 MODULE_57	-0.977	-2.323	1.194	0.879	0.879	-1.502	0.233	1.556	1.194	-0.381	-2.337
GCM_HDAC1 GCM_HDAC1	-1.575	-1.575	0.585	2.788	0.900	-0.893	0.585	-0.893	1.281	-0.266	-1.584
GCM_DLG1 GCM_DLG1	0.540	-2.329	0.750	-2.329	0.540	-1.677	3.700	-0.382	-0.577	1.283	-0.389
MODULE_324 MODULE_324	2.727	2.070	-2.283	-1.442	-1.442	0.362	0.362	-2.283	-0.351	1.502	0.354
MODULE_149 MODULE_149	-1.534	-0.860	0.615	-0.476	2.884	-1.534	1.793	-0.250	0.942	-0.476	-1.543
GCM_ERBB2IP GCM_ERBB2IP	-0.738	-1.678	2.102	0.499	0.499	-0.287	3.559	-0.470	-0.287	-1.123	-2.546
MORF_CUL1 MORF_CUL1	-2.037	-0.987	2.377	0.969	0.328	0.328	3.295	-0.437	-0.668	-0.987	-2.052
MORF_ESPL1 MORF_ESPL1	-1.678	-1.123	0.730	0.730	0.499	-1.123	1.695	2.102	0.730	-1.123	-2.546
GNF2_TM4SF2 GNF2_TM4SF2	-0.240	2.152	-0.240	-1.077	-1.077	0.372	-1.077	-1.077	-1.077	0.685	2.782
GCM_PPP1CC GCM_PPP1CC	-2.323	-2.323	0.398	0.613	0.398	0.233	1.963	0.613	0.879	0.398	-2.337
GNF2_SPRR1B GNF2_SPRR1B	-0.204	0.773	-0.462	-0.994	-0.994	6.546	-0.462	-0.204	-0.994	-0.462	-0.466
GNF2_MYL3 GNF2_MYL3	0.509	2.272	-0.671	-1.285	-1.285	2.272	-1.285	-1.285	-0.341	0.264	0.830
GNF2_PTPN6 GNF2_PTPN6	-1.192	-1.949	0.370	1.625	1.228	-1.949	0.885	0.598	0.370	0.598	-1.960
GCM_TPR GCM_TPR	-1.326	-1.326	0.795	3.435	0.795	-0.702	0.480	0.247	0.480	-1.326	-1.334
MODULE_330 MODULE_330	0.980	3.980	-1.160	-0.579	-0.579	0.608	-1.160	-1.160	-1.160	0.608	0.321
MODULE_292 MODULE_292	1.962	0.767	0.767	0.331	-1.514	0.453	-4.497	-1.190	-1.190	1.176	0.944
MORF_BUB1 MORF_BUB1	-1.363	-1.363	0.477	0.722	3.805	-0.534	0.722	0.722	0.287	-1.363	-2.170
CAR_MLANA CAR_MLANA	2.360	-0.354	-1.783	0.254	-1.057	0.454	-1.783	-1.057	-0.624	1.867	1.414
MORF_LCAT MORF_LCAT	1.026	1.502	-1.823	-1.823	-0.868	1.502	-0.351	-1.442	-1.823	0.824	2.359
MORF_SMC1L1 MORF_SMC1L1	-1.152	-0.762	1.288	2.045	1.646	-0.489	1.646	-0.489	-0.762	-1.152	-2.588
MORF_DEAF1 MORF_DEAF1	-1.537	-1.006	0.380	0.847	3.914	-1.537	0.380	1.508	-0.234	-1.006	-1.548
GNF2_MSH2 GNF2_MSH2	-1.160	-0.579	0.324	0.980	2.570	-1.160	1.966	-0.579	0.324	-1.160	-1.167
MODULE_91 MODULE_91	-1.534	-1.534	-0.476	2.884	0.615	-0.860	0.615	1.335	0.615	-0.476	-1.543
GNF2_CKS1B GNF2_CKS1B	-0.860	-1.534	-0.860	1.335	1.793	-0.476	0.942	2.310	-0.476	-0.860	-1.543
GNF2_BUB1B GNF2_BUB1B	-2.032	-1.260	-0.471	0.547	1.944	-0.471	0.816	1.517	1.140	-0.782	-2.044
MORF_WNT1 MORF_WNT1	0.765	2.479	-1.543	-1.543	-0.634	1.799	-0.634	-1.543	-1.543	0.291	2.102
GNF2_HMMR GNF2_HMMR	-1.949	-1.192	-0.241	2.072	1.625	-0.431	0.885	0.598	0.598	-1.192	-1.960
MORF_RAGE MORF_RAGE	1.334	-0.905	-0.391	-1.455	-0.905	1.845	-1.155	-2.235	-0.698	1.579	2.734
MORF_BMI1 MORF_BMI1	-0.865	-1.709	1.911	1.248	1.248	-1.226	1.248	0.969	-0.397	-1.226	-2.383
GNF2_TTK GNF2_TTK	-1.617	-0.524	0.320	2.150	0.320	-1.617	0.859	0.556	1.660	-0.925	-1.626
