	[-0.86 -0.67]	[-0.67 -0.34]	[-0.34 -0.17]	[-0.17 -0.03]	[-0.03 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.24]	[0.24 0.50]	[0.50 1.04]	[1.04 1.23]
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	0.47200000000000003	-0.606	-1.176	-1.176	-0.418	-1.176	-1.591	-0.27899999999999997	0.652	2.398	3.202
GOBP_CELL_KILLING	-0.344	-3.072	-1.7830000000000001	-1.192	0.903	0.591	-0.76	0.591	-0.76	2.006	3.188
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	-0.266	-0.502	-1.112	-1.406	-0.266	-2.1719999999999997	-0.37	-0.6659999999999999	0.945	2.191	3.1689999999999996
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	-0.698	-0.698	-0.873	0.368	-0.698	-3.148	-1.315	-1.905	0.894	6.879	3.034
GOBP_RESPONSE_TO_INTERFERON_GAMMA	-0.813	-3.5610000000000004	-1.2409999999999999	-1.507	0.309	-1.507	-1.507	0.6509999999999999	1.796	4.999	2.8760000000000003
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	0.28800000000000003	-1.181	-2.612	-0.7859999999999999	-0.507	-0.7859999999999999	-0.7859999999999999	0.6759999999999999	-0.507	3.923	2.8710000000000004
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	0.473	-0.376	-0.943	-1.5830000000000002	-0.523	-2.0140000000000002	-1.2309999999999999	0.628	0.628	2.0869999999999997	2.75
GOBP_COLLAGEN_CATABOLIC_PROCESS	-1.9480000000000002	-0.728	-1.1909999999999998	-1.1909999999999998	0.598	0.37	-0.728	-0.431	-0.431	3.6919999999999997	2.555
GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS	-0.462	-0.9940000000000001	-0.462	-0.462	-0.462	-0.204	-0.462	-0.9940000000000001	-0.204	3.05	2.352
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	-0.35	-0.738	-3.236	-1.3730000000000002	-0.585	-0.457	-0.35	-0.457	-0.457	6.688	2.347
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	0.33899999999999997	-0.614	-0.887	-1.739	0.33899999999999997	-1.252	0.938	-1.252	-0.266	2.233	2.2230000000000003
GOBP_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	-0.19899999999999998	-0.58	-0.58	-0.58	-0.58	-0.19899999999999998	-0.58	-0.58	0.434	2.2119999999999997	2.208
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	-0.7020000000000001	-1.325	-0.363	-0.363	-0.363	-0.7020000000000001	-1.325	0.247	0.48	2.773	2.1719999999999997
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS	0.373	-0.605	-0.389	-1.331	-0.24	-0.389	-0.909	-1.331	-0.389	3.509	2.112
GOBP_RESPONSE_TO_EPINEPHRINE	-0.621	-0.223	-0.621	-0.621	-0.223	-0.621	-0.621	-0.621	0.8240000000000001	2.07	2.065
GOBP_COLLAGEN_METABOLIC_PROCESS	-0.479	-1.594	-0.909	-1.594	0.5429999999999999	0.271	-1.213	0.271	0.271	3.55	2.024
