	[-1.17 -0.88]	[-0.88 -0.52]	[-0.52 -0.26]	[-0.26 -0.03]	[-0.03 0.00]	[0.00 0.07]	[0.07 0.31]	[0.31 0.58]	[0.58 0.78]	[0.78 1.72]	[1.72 2.01]
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	2.345	4.663	0.664	0.664	-1.4869999999999999	-1.4869999999999999	-1.222	-0.494	-0.799	-0.285	-1.8030000000000002
GOBP_ELECTRON_TRANSPORT_CHAIN	2.281	3.904	1.29	0.354	-3.645	-2.5780000000000003	-0.344	0.262	-1.465	0.738	-1.7930000000000001
GOBP_TRNA_PROCESSING	2.1719999999999997	9.139	3.215	0.534	-4.251	-1.739	0.534	-1.063	-1.739	-2.733	-5.414
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	2.084	2.472	0.301	1.114	-2.51	-0.9570000000000001	0.451	-0.457	-1.335	-0.9570000000000001	-0.46
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	0.7390000000000001	-1.555	-1.26	-1.901	-0.62	-3.97	-1.901	-0.474	1.784	3.295	6.087999999999999
GOBP_SYNAPSE_ASSEMBLY	0.382	-1.714	0.498	-1.714	-1.714	0.285	-0.909	-1.714	0.7859999999999999	2.1	4.806
GOBP_PIRNA_METABOLIC_PROCESS	-0.298	-0.745	-0.298	-0.745	-0.298	-0.745	-0.745	-0.298	-0.745	2.401	4.052
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	-2.397	-0.79	-1.011	-0.33799999999999997	-0.33799999999999997	-0.79	-0.33799999999999997	0.63	-0.607	2.204	3.895
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	0.541	-0.5529999999999999	-0.938	-2.79	-2.79	-0.413	-0.301	-0.5529999999999999	0.541	3.0039999999999996	3.716
GOBP_INOSITOL_LIPID_MEDIATED_SIGNALING	-3.1189999999999998	-0.41700000000000004	-1.061	-0.41700000000000004	-0.685	-1.061	-0.317	0.752	-0.685	3.747	3.392
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	0.893	-0.644	-0.644	-2.4130000000000003	-2.4130000000000003	0.272	-0.866	-0.644	0.53	2.589	3.3280000000000003
GOBP_GRANULOCYTE_CHEMOTAXIS	-3.122	-3.122	-1.186	-0.904	1.063	0.501	-0.677	0.85	-0.495	2.5	3.2230000000000003
GOBP_GRANULOCYTE_MIGRATION	-2.667	-3.259	-0.868	-0.868	0.945	-0.266	-0.37	0.45799999999999996	0.33899999999999997	2.191	3.1689999999999996
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	-2.636	-0.76	-1.002	-0.41100000000000003	-0.29100000000000004	-0.5660000000000001	-0.41100000000000003	0.579	-0.41100000000000003	2.628	2.9730000000000003
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	-2.7319999999999998	-0.5539999999999999	-0.7909999999999999	-0.7909999999999999	-0.247	-0.7909999999999999	-0.247	0.363	-0.377	2.963	2.951
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	-1.035	-1.035	-1.035	-0.491	-0.491	-0.491	-0.222	0.39799999999999996	-0.222	2.251	2.911
GOBP_NEUTROPHIL_CHEMOTAXIS	-3.1439999999999997	-2.398	-1.028	-0.7509999999999999	0.898	0.359	-0.37200000000000005	0.508	-0.37200000000000005	2.385	2.752
GOBP_ZYMOGEN_ACTIVATION	0.34600000000000003	-1.6059999999999999	-1.063	-0.434	-0.26	-0.26	-1.063	-0.691	-0.26	2.679	2.6689999999999996
GOBP_INTERLEUKIN_4_PRODUCTION	-0.385	0.45299999999999996	0.231	-1.367	-0.385	-1.367	-0.733	0.231	-0.733	2.093	2.6630000000000003
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	-1.157	-0.41100000000000003	-1.906	-0.228	-1.157	-0.7020000000000001	0.389	-0.228	0.389	2.136	2.634
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	0.483	-1.706	-2.116	0.258	-1.706	-1.073	0.797	-0.637	0.629	2.583	2.569
GOBP_NEUTROPHIL_MIGRATION	-2.445	-2.445	-0.885	-0.66	0.871	-0.34299999999999997	0.263	0.263	0.376	2.205	2.532
GOBP_MONOCYTE_CHEMOTAXIS	-0.565	-0.8590000000000001	-1.854	-1.271	1.133	1.133	-0.8590000000000001	-0.8590000000000001	-0.565	2.233	2.224
GOBP_REGULATION_OF_TRANSPOSITION	-0.52	-1.077	-0.52	0.371	-1.077	-0.52	-0.52	-0.24	-0.24	2.7939999999999996	2.1430000000000002
