name	hl60_120h_u_1	hl60_120h_u_2	hl60_120h_t_1	hl60_120h_t_2	hl60_6h_u_1	hl60_6h_u_2	hl60_6h_t_1	hl60_6h_t_2	hl60_72h_u_1	hl60_72h_u_2	hl60_72h_t_1	hl60_72h_t_2	kg1_t_1	kg1_t_2	kg1_t_3	kg1_u_1	kg1_u_2	kg1_u_3	molm14_t_1	molm14_t_2	molm14_t_3	molm14_u_1	molm14_u_2	molm14_u_3	ociaml2_t_1	ociaml2_t_2	ociaml2_t_3	ociaml2_u_1	ociaml2_u_2	ociaml2_u_3	ociaml3_t_1	ociaml3_t_2	ociaml3_t_3	ociaml3_u_1	ociaml3_u_2	ociaml3_u_3	thp1_t_1	thp1_t_2	thp1_t_3	thp1_u_1	thp1_u_2	thp1_u_3
ENSG00000004455	AK2	0.501312486879883	0.405281128757505	0.391738626710978	0.427703235339133	0.385497119149083	0.463698566946446	0.380931077886696	0.333624704287217	0.342175940797246	0.397449665697087	0.316720425983366	0.407952940491234	-0.784376372766907	-0.876290647772808	-0.704387740391654	-0.373383046989831	-1.50277004306788	-0.438045067541155	-0.0314175372228716	-0.103080625800412	-0.155571523866873	-0.279278394617486	-0.322234082185407	-0.139435905096663	-0.614916604653006	-0.496166675022801	-0.857770882279815	-1.01483101482653	-1.03320889943528	-0.917287208391134	-0.0524083725956433	-0.133754222827225	-0.0333195069792702	0.188333409092585	-0.0159774208280966	3.2978748525636e-05	-0.0287048621093284	-0.159046162028606	-0.31369369148177	0.0112417760199947	-0.0928295429807573	-0.341254623762908
ENSG00000004468	CD38	0.142123689293464	0.269855434443472	0.210314155020352	0.236615299320653	0.212353289487626	0.265811697109201	0.353796392319564	0.237095101588387	0.300685833648265	0.175858753704489	0.339723063807842	0.0530440858605429	0.413573553900653	0.169754639369336	0.257002962614697	0.226058931134498	0.0419299405127748	0.127064036864417	-0.132304600983799	-0.902321402024388	-0.526537205604363	-0.742745830565411	-1.19600943694501	-0.441265548152575	0.393386149364494	0.118025752391568	0.130701602043311	0.0818153461401259	-0.276807218471393	-0.0124977874449885	-0.89873923333524	-0.45547585375662	-0.384820866971142	-0.237987540895351	-0.347239591318947	-1.22751343743064	-0.196583605372662	-0.0441316389614083	-0.282297318097422	0.134269408429652	-0.266032580274289	-0.382273304846544
ENSG00000004487	KDM1A	-0.0475205867019032	-0.0655331462227288	0.0366100025297856	-0.0909985376918875	0.13893038870333	0.151535259227718	-0.0352616078768136	0.0404747352476034	0.0968487792999591	-0.0507919070810269	0.228001574583987	-0.0334753669935536	-0.216440394001674	-0.154053997043295	-0.14150861121798	0.00749061364359992	-0.0217133111247823	0.0658315225661392	0.0904994884568751	-0.319007022607297	0.0801725658697991	0.0293426366978933	0.0437807232411754	0.0832062879862548	0.140154024809579	-0.126780235503371	0.136630715465397	0.0822738304921564	0.135224865288597	0.229484880623063	-0.145185982214732	-0.159701099643994	0.153430945102336	-0.00394770473880109	-0.0128161844237205	0.16544997766067	-0.124314447505962	-0.113569468272669	-0.116804379737635	-0.173407128606337	-0.393654198760808	0.0673536426450934
ENSG00000004534	RBM6	0.487163933538886	0.510219008483353	0.193574544745431	0.0924922834076635	0.450196594794728	0.450931808372381	0.378907368308675	0.367886982715672	0.35176602137642	0.239038431160642	0.139479894075468	0.442121698022325	-0.265764927083176	0.228500910723289	0.0159814111380015	0.204641029537087	0.328338074130606	0.269741291325143	-2.03966086616362	-0.0133376048028633	-1.28816712267246	-0.168872131538335	0.46716948652642	-0.134110651612345	-1.08947093908329	-0.373293598247218	-0.767600936973697	-0.475076799972477	0.3407848885339	-0.238777728701881	-0.74970761227887	-0.581345199273555	-1.86068704490976	-0.198752973157884	0.162909467254314	-0.097351708554138	NA	-1.17259194747118	-1.58164412055006	-0.510580626372017	-0.132055573408056	-0.488457528648394
ENSG00000004700	RECQL	-0.293528969032221	-0.0461943206049016	-0.162271353601213	-0.0409026932560397	-0.105082084523618	0.128432254555605	-0.00239210920236437	-0.107970162425603	-0.0702272611240009	-0.0606203397634876	0.119853855878972	0.318678315185908	-0.0914767176008593	0.0388279393920767	0.0756661029278822	-0.0491336365788196	0.186546391295688	0.170656138178993	0.000573787197091923	-0.346137078232999	0.22455883872464	-0.495840783545053	-0.812292217971091	-0.139100593961841	-0.543904704799889	-0.376208144891374	-0.809317870067794	-0.226653799944009	-0.0760620891970816	-0.190142010442631	-0.08670745657735	0.239341871750172	0.304368296515138	0.416447098119179	0.372229967895644	0.280985856181022	0.00543487943387359	-0.116582329010808	0.106161192922302	0.120633442688825	-0.00863754719541462	0.0566014886780124
ENSG00000004766	VPS50	0.263023488329527	0.0190510662703762	0.26566607714634	0.307200125258602	0.206890441566385	0.189023609645252	0.38808362487404	0.189980367910114	0.340172124869074	0.307077913055322	0.310468071665751	0.281289367697695	-0.2159083102052	-0.358508128674774	-0.426153433633045	-0.222402106223118	-0.0500682745947042	-0.296095037501253	0.0200994550950103	0.000821205315490809	-0.0529212775254055	-0.426650121470194	-0.678925754195491	-0.0443086013614246	0.121749526973176	-0.328903322665967	0.0255636649781043	0.0919611736047542	-0.337209628822989	0.101509124009487	0.0607333991225109	-0.383376441256592	-0.0684865633452465	-0.212499404496706	-0.50734233831706	-0.676802655935905	0.0279654938887008	-0.132186011574744	0.218931514640989	-0.335295386014157	-0.596091524727211	-0.0588474045435909
ENSG00000004897	CDC27	0.047224641550796	0.160178245247822	-0.568581471059683	-0.478084460375471	0.172027081620977	0.137785396018662	0.0560770126651771	0.0789953897669395	0.0906439934017464	0.03584746504183	-0.208290824402397	0.146571714901742	0.190025651142543	0.109342106577361	0.19759047228141	-0.00727964954881063	-0.00423153962639092	0.173411521219052	-1.12199760462911	-0.911205514706007	-0.890324756361694	-0.343124070071307	-0.278908061288614	-0.297803567872892	-0.383382960989489	-0.25486811901005	-0.225892808126922	0.102474612201042	-0.238211238291185	0.0068534274048992	0.00331746176389569	0.15584706591015	0.143719424816146	0.405527248733005	0.262201240702038	0.342995751476136	0.162485555947497	0.159579156136291	0.289835960589812	0.245287241464998	-0.0728542398036392	0.0606351869996222
ENSG00000005007	UPF1	-0.343905408773948	-0.227624241318755	-0.650442437143411	-0.54074243114455	-0.290208295670507	-0.351492588308083	-0.0804188027442815	-0.353100600298468	-0.267487097521644	-0.101535380398033	-0.457801096836906	-0.231824720744771	0.259930690068678	0.399270280471258	0.271092611877162	0.408214549571791	0.462763193057311	0.361069441030914	0.140975737580733	0.227131697900667	0.0259137064084058	0.27186758206619	0.407027028890881	0.245756040008636	-0.340043227904391	-0.0396443180439345	-0.287620039027427	-0.159732439446387	0.0658640064614823	-0.0867447736432616	-0.210698615769403	0.101031242975356	0.00404678516797941	0.100094639427585	0.31369890506311	0.174532380197418	-0.190679269009771	-0.0131997970155682	-0.24458539630198	-0.08101752820379	0.0399725599415385	-0.0992828165882344
ENSG00000005020	SKAP2	0.269523036304896	0.0769619590170827	0.214038964235997	0.233938106445983	0.125919391945241	0.0491344642824205	-0.140154602040762	-0.0440301106284193	0.181439658917562	0.193992529917016	0.213554712730449	0.139117353296963	0.268736949126096	0.121006425306679	0.301465868177476	0.0318722167571639	0.107421207095152	0.0179239399254134	-0.0772024932465847	-0.0325801738861855	-0.0217993853539602	-0.238247615198502	-0.193753791356805	-0.242171852243708	-0.0769175464493568	-0.133238697300774	-0.114050201546497	-0.498957490646068	-0.183095829241412	-0.2899113499687	-0.444949490479803	-0.298328656065812	-0.372976959447709	-1.27090543289521	-1.59968765111537	-1.29925980639891	0.312399753485646	0.229155660593074	0.384984391925959	0.192423637543166	0.148915085048881	0.231722832826806
ENSG00000005339	CREBBP	0.297368016025108	-0.626122967551321	NA	NA	-0.0967937079324544	0.0944468683823258	-0.476044918791577	-0.0208777914777417	-0.569972018700093	0.0107280621777085	-1.32491844216592	-0.357535757454251	0.150748969663772	0.334788215993704	0.140036637251126	0.574537128212543	0.257526058179233	0.310885375058574	0.11304908790165	-0.104905361197915	0.240674735486283	0.657959397966218	0.454553944085513	0.470725686420476	0.415831597732558	-0.212216316249031	0.363331373527444	0.355742138856095	0.310070631867939	0.449330727768996	0.166707458893	-0.58504305875939	-0.750155765393802	-0.783208627362723	0.218993456312603	-0.138162490298272	0.326199267863733	0.173301387930763	0.0688018221785335	-0.463132805654191	-0.290850284439568	-0.106440570148387
ENSG00000005379	TSPOAP1	-0.699280544084498	-2.59793701474882	-0.612532773996661	-1.00496926790844	-0.526157118833615	-0.379026570871488	-0.100893343078792	-0.374956479358131	-0.431941841182783	-0.840762707800328	-0.453195240281113	-0.286629278435974	0.479650510958138	0.479689567195738	0.490224382548471	0.481070823015488	0.350040152722104	0.487021177417555	0.831660151542621	0.81075481393719	0.858646734643182	0.962637493036261	0.890642535638785	0.962559507722171	-0.52264554075548	-0.542070125428194	-0.677476962426554	0.326875362164435	0.176948933871475	0.452937635959099	-1.04219204808071	-1.46280257609009	-1.01466586337853	-0.0119514024317994	-0.324007072385445	-0.369009491861325	-1.78686199186736	-1.32805080765728	-1.90556198537284	-0.673282940321557	-2.514770866872	-1.21741071802804
ENSG00000005436	GCFC2	-0.0147440930196366	-0.158578123764737	-0.104007269387998	-0.0724280048214281	-0.0400440593094585	0.165895485723468	0.105941365232805	-0.173398469097981	0.0410086587741007	0.066030006965943	0.107888737229771	-0.14660089966006	-0.0908307060399727	-0.440774100440222	-0.271417033826035	-0.225522495610087	-0.194790934020229	-0.229702375824274	0.284665978508941	0.215906755175151	0.242076248237025	0.468722060863455	0.283150232954517	0.383314964611437	0.0451935040274169	-0.193561327415324	0.135068337124811	0.207597203612914	-0.228004909524284	0.10854473625707	-0.215200746288674	-0.386331543796324	-0.123132102876165	0.0959207993764958	-0.212810549184333	-0.221165612660073	0.168681494164465	0.130635378637895	0.0399725599415385	-0.00431426038448942	-0.116804379737635	0.10471199482454
ENSG00000005483	KMT2E	-0.988601787627236	-0.833071729687601	-0.555469180311834	-0.616762521679823	-1.40728244400164	-1.42246928599311	NA	-2.59555932921651	-2.59389999828941	NA	-0.827349151717973	-0.0437586839230606	-0.503391640057639	-0.0791224800845601	-0.368027979578621	-0.457013088282444	-0.381696405091608	-0.476643794067069	0.352726837840832	0.348726713078012	0.337245762826839	0.40205767495675	0.487306379433224	0.30203846565448	-0.0751107238131958	0.167804690497314	0.0617219749334408	-0.0802208451963831	0.17606194720386	0.0490618797878739	0.638227968096906	0.664084013225424	0.583185982303753	0.46036222169911	0.472987260421894	0.5200696753885	0.522391824657474	0.549748622891592	0.566791863846403	0.533075717462436	0.522187789145175	0.371257473152763
ENSG00000005700	IBTK	-0.141246570999058	0.0426935745447279	0.130102947767947	0.0789546875132456	0.0345444837200718	0.0126889930981608	0.0316988452696862	0.0885571469940928	-0.0147685862205045	-0.143698501294998	0.0801096127287863	0.331142049128129	0.252575629880346	0.0789763559048068	0.127439230770091	0.186606232288545	0.28151531005661	0.177542898921743	0.318390473804413	0.218176519670901	0.163077090004547	0.344165272910115	-0.0145808356829982	0.111045871323086	0.0703894007207116	-0.161977326331873	-0.211657449962576	-0.207959545765323	-0.594769561319755	-0.242518192573443	0.156273528128113	-0.112002605299367	-0.00477680286600713	0.0917056887582716	0.0756846972682972	-0.246258370537059	-0.308151462872147	-0.475336613407875	-0.931769502158117	-0.397396413703596	-0.667056346403781	-1.02003896931411
ENSG00000005810	MYCBP2	0.0578953510931898	-0.0604092678748563	0.0417797015300134	-0.100302926243153	-0.429038750562417	-0.340200072662332	-0.491321848401206	-0.37344160611979	-0.488107903418307	-0.480049470711855	-0.155446378683878	-0.195513773833692	0.0848154130569279	-0.00605195429922208	0.0665550789355877	0.130800581682376	0.0972711718223055	0.103926433182074	0.0837418716168351	-0.000147054918129257	-0.0453654886093612	-0.0577721900933957	-0.0363983155717589	-0.132174535660109	0.0247060184862473	-0.129006284026897	-0.0103978678563454	-0.0645247985999725	0.032654092626935	-0.0817403363929291	0.36144954921783	0.309886720397465	0.410272173467784	0.383640513463672	0.351272769029213	0.255632989679081	0.119561856656075	-0.0611987077771328	0.0749635397790986	0.149556981334986	0.0663492760484959	0.0380725496245478
ENSG00000005844	ITGAL	-1.95284321396874	-1.16108229404846	-1.2374672847393	-1.5275083542723	-1.2131611693867	-2.41876333226736	-1.12211997788259	-1.81676908304324	NA	-4.72736881670423	-2.0351376963027	-0.966594263706438	0.227754323119302	0.0794763449493346	0.290527264215824	0.0899994073032989	0.0341458978071053	0.250990718930953	0.227750221967554	0.00808558145026404	0.133973550197145	0.312253341642763	0.234265615621468	0.373143308606829	0.411079381745294	0.274074528876759	0.377156488931713	0.462528289384485	0.213323134005367	0.386600126067749	0.434472194805138	0.482759074303709	0.538971336131916	0.417993879564854	0.480185059463537	0.438943556346945	0.502975784922654	0.377677814367457	0.520117155220965	0.586573805275667	0.244648365023918	0.62926719362573
ENSG00000005889	ZFX	-0.405191032435201	-0.286425771562173	-0.231876590261849	-0.020761833950649	-0.230198506457531	-0.138347796536481	-0.0829581804893827	-0.154759532271767	-0.278776474506525	-0.187896902014979	-0.0919958542880795	-0.0837039493857674	0.165014075947729	0.185396594193653	0.155028189510295	0.0790168426581479	0.258219028428059	0.24194778747172	0.275026213621682	-0.0154371884898133	0.113664084730326	0.086031472136651	-0.0630460786333307	0.219690814603958	0.040401798080501	-0.123016617209493	-0.0481481795561834	0.000358179495088348	-0.0970711445143081	0.121860700800932	-0.0236012528831283	-0.050536676326495	0.0743575523804593	-0.0106383170575003	-0.118448662935004	0.00577226271451468	0.153183542481154	0.140107050008944	0.115926710078068	0.0415575101615836	-0.00521798897440057	0.0948518784645914
ENSG00000005893	LAMP2	0.0820829150843042	-0.338741677939986	0.298488996236518	0.193600420894644	-0.147822749474474	-0.177601661039225	0.201383265114433	-0.198915823758936	0.0660440060246627	0.208854235559282	0.128574129392732	-0.273448427392181	-0.519111336621105	-0.387870403832191	-0.210488614700151	0.0159814111380015	-0.228004909524284	0.0104979206949185	0.04682204923898	-0.423697646828147	0.14952515848447	-0.271269015940929	0.121939328737658	-0.508517517293571	-0.203135925152035	-0.760680930417423	0.236451526030703	-0.311472672976621	0.601823929294239	-0.18309509955368	-0.174904337938654	-0.229877333745971	0.303918099178558	-0.162314845624934	0.00433522287733467	-0.126966272588852	0.354323511272547	0.342468766218388	0.65241181070006	0.293799070577978	-0.624669275182756	0.312073898933855
ENSG00000006125	AP2B1	-1.27310960601022	-0.611792665296378	-1.11881946764201	-0.846208424333721	-0.834688619631196	-1.34069634090624	-0.689025607939281	-0.80968977972549	-0.476508006412117	-0.368733944709448	-0.934273010228304	-0.362226132266784	0.445661574123709	0.191240156290914	0.436009567520267	0.374003575136809	0.310954520406806	0.478712924162723	0.321464586653888	0.190077440645526	0.370632465380772	-0.181624680104245	-0.00107074570897027	0.0625912960407499	0.151994043744291	-0.0951287809907647	0.054740376038571	0.0930269753658875	-0.166455870774692	0.194477904708021	0.108040036994132	0.314488242046993	0.297839338012301	0.123856525703586	0.106655319741718	0.198129023632684	0.382442622193717	0.34194120305964	0.382228004179016	0.440862574245528	0.208326908781599	0.552266199889916
ENSG00000006576	PHTF2	0.0277774079383629	0.0268208227470353	0.0654519021559649	0.126329243055472	-0.00303895154154439	-0.0367362148630284	-0.0242268575284325	-0.183869862090532	-0.0203183513037507	0.00472997361825611	0.0746957661698879	-0.0654601839161001	-0.100789747355249	-0.178411328088564	0.107190693489055	-0.0671933013356971	0.0796471404253496	-0.0112642915961828	-0.171922028507582	0.0313871816078883	0.0866352648651139	-0.00649482083247122	-0.210892409295288	-0.0432033731132664	0.194001995216868	0.342026463632877	0.150897365918103	0.415025356024601	0.28713845403269	0.375247226029815	-0.0954551913381845	0.11294476600007	0.0292553552169627	0.142815072685537	0.201589723148643	0.0558967290807897	-0.530308795937165	-0.736052231582274	-0.340505434205682	-0.215898933484778	-0.307235528334223	-0.529254069524989
ENSG00000006607	FARP2	-0.283188154802478	-0.175432901379052	-0.00108959270828668	-0.0892606389074919	-0.20203128603648	-0.266953206136807	-0.0452563644125051	-0.178108850015357	-0.234991273490476	-0.285690255655696	0.00938661665151819	0.0144951042089086	-0.229919569825608	0.0325944853274017	-0.00700251808466546	-0.0813173380990763	-0.0123775042036541	-0.0265837394575189	0.0796005138395725	-0.253759822981582	0.0108774358419628	0.165184813097038	0.109479692292672	0.171255671464758	0.0525167630800805	-0.182791794515538	-0.0980089341772834	0.0545396359767929	0.0617010320891211	0.0512785998925197	0.201872930693941	-0.0675798205803895	0.360452192982635	0.278918859313292	0.294770474688873	0.400230920493751	0.0590233141081589	-0.416605280992865	-0.0963387261007158	0.145214060457271	0.110353967858256	0.040548480612057
ENSG00000006634	DBF4	-0.0375984646046436	0.0502196612408714	-0.0698384332305146	-0.0734641250312432	-0.261261202153934	0.166852343703745	0.0369948074620262	-0.00172269832804368	0.10516728643952	0.021743581692172	-0.209243565017935	0.150755362377114	-0.111793323205148	-0.0936097251272574	0.196795304541239	0.0138828561959402	-0.122644483729736	-0.0254824550584466	0.221100475108173	0.0599004465835268	-0.0872300066273988	-0.014029471842463	0.242312733480119	0.0695467820108301	0.324774891880869	-0.193951974114419	0.17168477866994	0.103223515819886	0.337719577474988	0.0802434848818728	0.367063724455638	-0.242456635139688	-0.119827594066112	-0.2137556412864	-0.112831729135695	0.0328632567179211	-0.371166892738875	0.0443993151673461	-0.0554625842356249	-0.498595647871679	-0.131654173202116	-0.752701353550804
ENSG00000006652	IFRD1	-0.101309810867981	-0.188932300077064	-0.0225757693600364	0.0217969848752067	0.0232033327336679	-0.0246030023399418	0.0459494166875071	-0.0513770575510445	-0.26527474265166	-0.206308175821669	-0.141430570083765	-0.0298888632193338	-0.560704664043201	0.0875857059203012	-0.0874546291845384	-0.411352507979848	0.263948151557821	-0.452154430683251	-0.158700331411736	-0.172654669482943	-0.314657739680955	0.169594708793408	0.291975337639136	0.213653111097236	-0.330900540365365	0.0952284087067679	-0.110696812902848	-0.260309471994173	-0.0361533129157756	-0.0994838388358452	-0.14348028323937	0.097990477086948	-0.355693312118227	-0.082570997016287	0.13998794989227	-0.0101519844564849	0.309235383844346	0.556637968845489	0.282208828019464	0.288898113874019	0.278572596557156	0.151593483763799
ENSG00000006695	COX10	0.23180604185606	0.0924819797040491	-0.107349112453239	0.00914161001514404	0.122731981818833	0.0549773485100311	0.17575887396473	0.00176699273366249	0.167650008708633	0.252254782094739	-0.0777619790862879	-0.345719967387022	-0.00963252569315268	-0.0438623814925968	0.0959357250544399	-0.0394232899050456	-0.0100715371145958	0.0190628911813311	-0.206203533717216	-0.0984539427482968	0.204133218481292	-0.0383980218944354	-0.113911745125024	0.156314376369586	0.0696608350677482	0.366013991821061	0.184835171157823	0.0879039890030425	0.120431927833675	0.195361054382827	-0.0972100545416238	-0.188089936473695	-0.0229721569222813	-0.236677834687913	-0.193578528729462	0.0293229760925394	-0.272143842108081	-0.166735329453152	0.0442600106447458	-0.140957314660253	-0.265457628787676	-0.32866257811821
