GO	[-5.47 -0.83]	[-0.83 -0.26]	[-0.26 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.74]	[0.74 6.80]
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	-1.104	1.383	0.330	2.187	-1.104	-0.274	-0.721	0.760	-0.455	0.760	-2.503
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_DN GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_DN	-2.853	0.372	-0.611	2.157	-0.611	0.796	-0.920	-0.920	-0.392	1.074	1.083
GSE7548_NAIVE_VS_DAY7_PCC_IMMUNIZATION_CD4_TCELL_DN GSE7548_NAIVE_VS_DAY7_PCC_IMMUNIZATION_CD4_TCELL_DN	-0.560	-2.217	0.271	-0.900	-0.900	0.695	2.657	1.727	-0.560	-0.560	0.460
GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN	-1.585	-0.503	-1.585	-0.898	-0.267	0.902	3.436	0.338	-0.267	0.338	0.341
GSE26488_CTRL_VS_PEPTIDE_INJECTION_HDAC7_DELTAP_TG_OT2_THYMOCYTE_DN GSE26488_CTRL_VS_PEPTIDE_INJECTION_HDAC7_DELTAP_TG_OT2_THYMOCYTE_DN	0.477	0.268	-1.753	-0.337	3.028	0.268	1.090	0.268	-0.603	-1.753	-0.598
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP	-0.873	-0.379	4.390	-0.379	-0.873	-0.379	-0.379	-0.873	0.235	0.235	0.937
GSE33425_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_UP GSE33425_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_UP	-2.217	1.332	1.727	0.456	-0.900	-0.333	-0.900	0.271	0.271	-1.410	1.342
GSE34156_UNTREATED_VS_24H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP GSE34156_UNTREATED_VS_24H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP	-0.325	2.282	1.620	0.278	-0.790	0.609	-0.790	-0.790	-0.790	0.278	-0.786
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	0.346	-0.552	0.346	2.698	-1.124	-0.552	0.346	-1.124	-1.124	-0.260	1.519
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_UP GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_UP	-1.501	-1.501	-0.455	0.989	0.380	-0.234	-0.833	1.876	1.876	-0.455	-0.452
GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_DN GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_DN	-1.119	0.362	-2.066	-0.803	-0.803	2.614	0.953	-0.380	2.218	-0.380	-0.554
GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN	-1.375	-0.386	1.589	0.453	2.696	-0.386	0.453	-1.375	0.230	-0.737	-0.733
GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_UP GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_UP	-0.761	1.190	-1.236	-0.256	-1.236	-2.006	0.351	2.026	-0.256	0.351	1.198
GSE2706_2H_VS_8H_R848_STIM_DC_DN GSE2706_2H_VS_8H_R848_STIM_DC_DN	-0.833	0.380	-0.455	-1.501	-1.501	3.012	0.989	-0.234	-0.455	-0.234	0.653
GSE16385_IFNG_TNF_VS_UNSTIM_MACROPHAGE_ROSIGLITAZONE_TREATED_DN GSE16385_IFNG_TNF_VS_UNSTIM_MACROPHAGE_ROSIGLITAZONE_TREATED_DN	-0.794	-0.794	0.946	-2.641	-0.316	-0.794	0.946	0.679	0.679	-0.794	2.028
GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_DN GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_DN	2.381	1.809	-0.321	-1.249	-0.321	-0.643	0.540	-0.643	-0.643	-1.249	0.544
BILANGES_SERUM_RESPONSE_TRANSLATION BILANGES_SERUM_RESPONSE_TRANSLATION	0.278	2.282	1.620	0.278	0.278	-0.790	-0.790	-0.790	-0.790	0.278	-0.786
GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP	-0.301	0.301	-0.964	-0.552	0.823	2.091	-1.669	0.528	-0.964	-0.964	1.618
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	2.598	-0.409	0.215	0.215	-0.409	-1.417	0.718	-1.417	-0.769	1.523	-0.406
GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	0.573	-0.613	-0.613	-0.300	-0.300	-0.613	1.891	2.481	-1.207	0.302	-1.202
GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP	-1.669	2.091	0.528	1.184	0.301	-0.964	-1.669	0.528	0.301	-0.301	-0.548
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP	0.560	3.352	0.241	-1.667	-0.830	0.241	1.037	-1.187	-0.564	0.779	-1.178
GO_REGULATION_OF_RNA_SPLICING GO_REGULATION_OF_RNA_SPLICING	0.528	-0.552	-0.964	-0.301	0.528	-0.964	2.631	1.608	-0.552	-0.301	-1.662
GO_PLACENTA_DEVELOPMENT GO_PLACENTA_DEVELOPMENT	-0.321	0.540	-1.249	0.884	-1.249	-0.643	0.884	1.809	-1.249	-0.321	0.544
GO_SPLICEOSOMAL_COMPLEX GO_SPLICEOSOMAL_COMPLEX	2.271	-1.877	-0.869	-0.571	-0.869	-0.571	0.606	1.479	1.479	-0.571	-0.565
GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS	0.303	0.656	2.413	-0.748	-0.748	-0.748	-0.299	-0.748	0.303	1.132	-0.745
PENG_LEUCINE_DEPRIVATION_UP PENG_LEUCINE_DEPRIVATION_UP	0.253	-0.356	-0.628	1.047	0.253	-0.356	3.539	0.453	-1.795	-0.628	-1.059
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	-0.200	3.068	0.893	0.434	-0.581	-0.581	-0.581	0.434	-0.581	-0.581	-0.579
GO_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT GO_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT	0.346	0.645	2.067	-1.124	-1.124	-0.260	-0.552	1.036	-0.552	-1.124	0.649
GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN	-0.957	-0.435	0.823	0.457	-0.957	-0.957	0.199	-0.435	-0.435	3.214	0.460
GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_UP GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_UP	0.315	0.732	-2.556	-1.134	-1.134	1.340	0.315	1.340	0.499	-0.745	0.504
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_DN GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_DN	-0.551	-0.551	0.422	-0.551	-1.256	-2.726	1.523	1.181	0.261	1.181	0.427
GO_PROTEIN_TYROSINE_KINASE_ACTIVITY GO_PROTEIN_TYROSINE_KINASE_ACTIVITY	-0.833	-0.234	2.414	0.648	-0.455	-0.234	-1.501	-0.234	1.876	-0.833	-0.828
GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_UP GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_UP	0.499	1.013	0.315	-0.288	-1.134	-1.134	-0.745	-0.474	3.082	-1.695	0.739
RB_DN.V1_UP RB_DN.V1_UP	-0.352	-0.352	1.528	-0.831	-0.831	1.528	-0.352	0.566	0.993	-0.831	-0.828
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	0.278	0.278	-0.790	-0.790	0.278	3.038	-0.790	-0.325	-0.325	-0.790	1.065
GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_UP GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_UP	-0.957	0.823	-0.957	-0.957	0.823	-0.435	0.199	1.845	-0.957	0.457	0.460
TGFB_UP.V1_DN TGFB_UP.V1_DN	0.303	-0.748	-0.299	-0.299	-0.748	0.656	-0.748	-0.299	-0.748	0.656	3.214
HALLMARK_INFLAMMATORY_RESPONSE HALLMARK_INFLAMMATORY_RESPONSE	-0.748	0.656	-0.299	-0.748	-0.748	0.656	-0.299	0.303	-0.299	3.203	-0.745
GO_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY GO_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY	-0.456	-0.456	-0.456	2.758	-0.456	0.578	1.150	-0.456	0.187	-0.456	-0.454
LIN_MELANOMA_COPY_NUMBER_DN LIN_MELANOMA_COPY_NUMBER_DN	-0.498	3.512	-0.498	0.166	-0.498	0.524	-0.498	0.524	-0.498	0.166	-0.496
