gene_name	rho score	Mann-Whitney p-value
ABHD14A	-0.03453424656427204	0.5417571422775618
ABHD14B	-0.01193827229673478	0.5275209597721644
ABHD15	0.022021710351992897	0.7136486475098552
ABHD16A	0.1032585602820794	0.31290712997186243
ABHD16B	-0.0400713271689587	0.34108704697375314
ABHD17A	0.33340067445072363	0.009826759962392571
ABHD17B	0.29814525285125576	0.0030686012788572565
ABHD17C	0.03331290489031665	0.8272258557243595
ABHD2	0.07668609024373273	0.40654557525321955
ABHD3	0.08842015002825193	0.21013148587480712
ABHD4	-0.19092166988624362	0.02848723205580031
ABHD5	-0.02439132023861276	0.7659149769493454
ABHD6	-0.09997975233195645	0.4036159060124914
ABHD8	0.019199958932539746	0.5713809191149682
ABI1	0.1532534911772538	0.012963474916182759
ABI2	0.06660651021314155	0.5286527945193027
ABI3	0.029773555040544946	0.8320752612562263
ABI3BP	0.18480829835393023	0.0394981920746917
ABL1	0.04022692328821805	0.7318038091801538
ABL2	0.1851930956412112	0.15056189545700968
ABLIM1	0.15508483085035465	0.023094669663213552
ABLIM2	0.054501934671159796	0.5196328684289337
ABLIM3	0.004774148893155704	0.8523847262884683
ABO	0.1048149564865043	0.1792029829832995
ABR	0.17040760526119794	0.010305329661323288
ABRA	-0.004315318717848159	0.9200309033854976
ABRACL	-0.03584041128115129	0.9510019983013435
ABT1	0.0202058585655053	0.7918037537176078
ABTB1	0.08012301242983223	0.2253108022289887
ABTB2	0.02545300151088482	0.8246557055634486
ACAA1	0.08501761774830707	0.3643988505955249
ACAA2	0.04400704982894046	0.42238356440319147
ACACA	0.020626519143242546	0.763702437658355
ACACB	-0.11583239509888839	0.3680716929252247
ACAD10	0.14448124837426532	0.052227416604104945
ACAD11	0.02284428973542357	0.8597950201833048
ACAD8	0.1547299916185915	0.21908277553190292
ACAD9	0.13720322057606446	0.1393470878921202
ACADL	0.00756197210312443	0.4319560158475031
ACADM	-0.1680583294455983	0.22663792083592404
ACADS	-0.12965160477484017	0.14238268200265608
ACADSB	0.11987458708021063	0.1939185335412087
ACADVL	-0.06462261445605065	0.22398924269849507
ACAN	0.038490843507589474	0.7566833140801096
ACAP1	-0.02014735356988888	0.5608378797386533
ACAP2	-0.016073043777602467	0.7718673124358951
ACAP3	0.026930521562828092	0.9482453188973262
ACAT1	0.08556702995858691	0.22630561961367612
ACAT2	0.07612314750378081	0.5808309531426576
ACBD3	-0.13025730588762993	0.19481099698458737
ACBD4	-0.09731941589137584	0.12869065651900904
ACBD5	-0.03799981256759766	0.46935132779480493
ACBD6	-0.05109076315035751	0.5796457063409052
ACBD7	-0.053955090685909285	0.7162326162696044
ACCS	-0.03656261242123047	0.636535756331651
ACCSL	-0.012263174773404795	0.7227885640281275
ACD	0.23466738612077875	0.04937432108071766
ACE	-0.0641907470973127	0.2751142250031152
ACE2	0.08469037924020921	0.28071180242915017
ACER1	-0.054888109313419566	0.5666834926567893
ACER2	0.02208158842637149	0.6199539176679087
ACER3	0.0986566521574565	0.28202470322906203
ACHE	0.06863367097722467	0.377141451306791
ACIN1	-0.04317534611761498	0.22564206042602364
ACKR2	-0.02730984421773658	0.8878130681057289
ACKR3	-0.036667629471325326	0.7331065120034903
ACKR4	0.08801510194676065	0.20361009738084623
ACLY	0.46445600121855696	0.0010248950829999082
ACMSD	0.10227525556381584	0.12512390066563975
ACN9	0.04783884855024151	0.44835892582614845
ACO1	0.09003550772210912	0.27855488280500074
ACO2	0.05067807127493127	0.7442101903962235
ACOT1	-0.05915991321662834	0.5614211250446504
ACOT11	-0.12589592018524343	0.5001822854807425
ACOT12	0.08447443161072594	0.2536057487707347
ACOT13	0.08019879625319874	0.3630274609398788
ACOT2	0.12349637802134124	0.24021643543145388
ACOT4	-0.026944066506398228	0.6508065205585611
ACOT6	-0.08970156054864854	0.4129365689876966
ACOT7	-0.037585373365292	0.36113144834375477
ACOT8	0.1846212322138213	0.03660740447449732
ACOT9	0.07143952058086026	0.4045910549063265
ACOX1	-0.09879705802589396	0.054687770577611435
ACOX2	0.11741612341308609	0.06541771306873126
ACOX3	-0.11571432757434087	0.09164073474472013
ACOXL	0.010981473053501297	0.9951662003639801
ACP1	-0.12450893381686519	0.07007584857603578
ACP2	0.06766594552896009	0.8789320792409072
ACP5	-0.10462333597243527	0.15080777252826236
ACP6	-0.04519350003315942	0.696934001861568
ACPL2	-0.15440448170252	0.031218417999057287
ACPP	-0.0354813063829404	0.9895746457698542
ACPT	0.03181470475758139	0.5826109476490587
ACR	0.019566141188337785	0.5696172144205068
ACRBP	0.0019347957799929576	0.5737365589012258
ACRC	0.020494057157580906	0.5487645318536806
ACRV1	0.03492806805865445	0.4963390428265093
ACSBG1	-0.1827061505305154	0.08208156963938329
ACSBG2	-0.1515214056747066	0.09399526568103629
ACSF2	-0.11130394598059133	0.4208835695497425
ACSF3	0.010629859726532992	0.8334259010045812
ACSL1	-0.05690038986008167	0.7639339128099335
ACSL3	-0.0038819171111416314	0.7791606315847076
ACSL4	0.16980868487898068	0.007073797458697054
ACSL5	-0.06050139563092131	0.5715732159219571
ACSL6	-0.048028558436915676	0.5602549279390725
ACSM1	0.006679085642499509	0.9675532377913432
ACSM2A	0.07096650608350227	0.37595267607463456
ACSM2B	0.07250119594938227	0.27549508134217093
ACSM3	0.03463454737416428	0.5246967896572037
ACSM4	0.001717337735149133	0.9340461662572027
ACSM5	0.08018625298692811	0.6041667002853373
ACSS1	0.03690811855763653	0.5772786227110689
ACSS2	0.03756399357416845	0.5544416160276457
ACSS3	-0.040006363667070825	0.9083596591661834
ACTA1	-0.09554428169100171	0.1712145012058357
ACTA2	-0.03956960783385307	0.36394136136145605
ACTB	-0.06325748268736685	0.44371019877372475
ACTBL2	-0.008345577289603492	0.8884968194697425
ACTC1	0.04427815697966445	0.9021886024234926
ACTG1	0.028109062117207262	0.6439649814061674
ACTG2	-0.062333129238315445	0.399245181330516
ACTL10	0.009590986348159108	0.4784350316240975
ACTL6A	0.08344579840253556	0.22685610219404118
ACTL6B	-0.033499443654736435	0.7984803216650398
ACTL7A	-0.21449700944713454	0.09585938484871032
ACTL7B	0.1307840006004364	0.15883842290130767
ACTL8	0.010509044767140105	0.9324074420842517
ACTL9	0.1340443288590761	0.2605407038069504
ACTN1	0.13103565259326272	0.27435359096564627
ACTN2	-0.23077639450760448	0.02201900670224586
ACTN3	0.06038815378240695	0.35405021523132096
ACTN4	0.01778356373726799	0.6982146573243406
ACTR10	-0.12555448061413788	0.9687310556406679
ACTR1A	0.13814579316107825	0.11127933356647532
ACTR1B	0.16495208993265206	0.14546879427201964
ACTR2	-0.23770360314484398	0.02020764487277397
ACTR3	-0.025255598166779785	0.694375283328964
ACTR3B	-0.03399979848728768	0.5331924635361208
ACTR3C	0.1480009879098205	0.1900858647508865
ACTR5	0.3081993438395846	0.027377766574396233
ACTR6	0.27565283813734864	0.004151593273364802
ACTR8	-0.20613062679869898	0.060134528773014666
ACTRT1	0.08108453874331108	0.2800934227435792
ACTRT2	0.17788999703888564	0.04690859901626965
ACTRT3	-0.07178370718561332	0.675930193557293
ACVR1	-0.11416978215997803	0.40948789856034995
ACVR1B	-0.03205534772306052	0.4504338719593166
ACVR1C	0.009834845898283347	0.6803651938256967
ACVR2A	0.026399877085033507	0.6273004439952439
ACVR2B	-0.108671908256965	0.31207783578413295
ACVRL1	0.07553576720765716	0.12029826844222379
ACY1	-0.08073730474438555	0.5614211250446504
ACY3	0.06880539233828371	0.23205507296271455
ACYP1	0.03320419196895368	0.45147338127615
ACYP2	0.058462535666132166	0.5241328862459893
ADA	-0.11964131233370644	0.37502013118104915
ADAD1	0.024800048870002797	0.8415399310207718
ADAD2	0.09370325461031044	0.27587629730058705
ADAL	0.10456934537239122	0.08155110356993557
ADAM10	0.07955099476177259	0.1474888521944233
ADAM11	0.06357938311952332	0.7136486475098552
ADAM12	-0.0225805879508436	0.7110679592742877
ADAM15	0.05440402600180744	0.48436352841057406
ADAM17	-0.14018981596153574	0.026837153080679164
ADAM18	-0.3164086751236812	0.03375354305155618
ADAM19	0.0089871563568754	0.9979283612396502
ADAM2	0.09261960431174227	0.34771148896655335
ADAM20	-0.04682682632199664	0.4892435839416889
ADAM21	0.14686054839483584	0.11906368176487722
ADAM22	0.1635997928573603	0.12279748866162862
ADAM23	-0.11596852289609137	0.07404504295422427
ADAM28	0.19466852109388397	0.04356194915951708
ADAM29	-0.038558657172327856	0.9262169408608132
ADAM30	0.17831566029583232	0.010131214429643022
ADAM32	-0.11037493549789675	0.10896671479703594
ADAM33	0.08781907479533463	0.25544186729793017
ADAM7	0.1642449547548874	0.01146997322753049
ADAM8	-0.1962704790284576	0.22300171667819713
ADAM9	0.06334622663537086	0.8132200975078575
ADAMDEC1	0.1266646578962402	0.5963413888818174
ADAMTS1	0.10530806357802486	0.16905842373128654
ADAMTS10	0.0887954492265796	0.20981676642605773
ADAMTS12	0.03168752168995731	0.490331625471941
ADAMTS13	0.05253857949007452	0.4208835695497425
ADAMTS14	0.08531113176013218	0.7110679592742877
ADAMTS15	-0.16975571580244378	0.025101152711162977
ADAMTS16	0.04187677000269465	0.5772786227110689
ADAMTS17	0.10398284249068374	0.16932681414553385
ADAMTS18	0.017555117109717872	0.9015032871896465
ADAMTS19	0.1042439852867244	0.7104233029315503
ADAMTS2	0.06151826567637012	0.3354116779104188
ADAMTS20	0.13427298873143165	0.04787573201688437
ADAMTS3	-0.016732713497001627	0.8530634758569726
ADAMTS4	0.14066761024903515	0.04787573201688437
ADAMTS5	-0.11759298732703032	0.16141324329501894
ADAMTS6	-0.11882995666126296	0.3428456132457366
ADAMTS7	0.017763813984080293	0.6248474454522087
ADAMTS8	-0.06040567349441204	0.5235692936263245
ADAMTS9	0.030341896915156107	0.8307251171431376
ADAMTSL1	-0.04794807192737188	0.8347770325219253
ADAMTSL2	-0.004182660770941797	0.5119846532748471
ADAMTSL3	0.0053572676887232345	0.5297858643249505
ADAMTSL4	0.05225479598460037	0.35802672146914705
ADAMTSL5	0.01786975642058508	0.8680226231322881
ADAP1	0.4079307275441157	0.00015442393278084925
ADAP2	0.08042395630316908	0.4925116064227322
ADAR	-0.02435438368483153	0.8018241733898261
ADARB1	0.032732971404205925	0.7851424214139117
ADARB2	-0.0193377232983194	0.7851424214139117
ADAT1	-0.07499219480509765	0.2797082475324133
ADAT2	-0.06344068552785465	0.5176064120163348
ADAT3	0.15450803342908684	0.033263324684661505
ADC	0.006360670238750948	0.8714292302095226
ADCK1	0.04474999541473871	0.7938051455156669
ADCK2	0.08313669091957172	0.2882653858247173
ADCK3	0.07375909791241761	0.134098790903063
ADCK4	-0.14590939637685027	0.020276221889493313
ADCK5	0.10580085167597082	0.17476193975699483
ADCY1	0.04228714804703154	0.5018342092518133
ADCY10	-0.014699950326084427	0.5602549279390725
ADCY2	0.02930767217079874	0.797943982709788
ADCY3	0.21068027124823896	0.17697208271464981
ADCY4	0.06269728421649055	0.957896190649177
ADCY5	-0.010932412182520468	0.8091933552205473
ADCY6	0.0047886549378857455	0.9702744678720866
ADCY7	0.04290968889122334	0.5602549279390725
ADCY8	-0.0995236777677196	0.5963413888818174
ADCY9	0.04169330471136932	0.7652544514153745
ADCYAP1	0.08429384496034871	0.754051996337312
ADCYAP1R1	-0.06745276446327848	0.22725809044919243
ADD1	0.09190487336246421	0.2181108145458971
ADD2	0.04250240191822879	0.32509482972689263
ADD3	0.07727979740678993	0.46669791373009706
ADGB	0.024201783427757962	0.6747897095864862
ADH1A	-0.050673389425152586	0.5118060799719685
ADH1B	-0.07449405934967859	0.48557119774213486
ADH1C	0.00989141820456623	0.9132909567748149
ADH4	0.18821026228531004	0.015268887231058589
ADH5	-0.06410775840848415	0.49853325089105316
ADH6	0.08400409307589653	0.22497989147472897
ADH7	0.0010408849101511176	0.8031627348219619
ADHFE1	0.04109106928523774	0.4811248762516309
ADI1	-0.07607236911236358	0.37595267607463456
ADIG	-0.07286052002100994	0.514036010716481
ADIPOQ	-0.1927250069785137	0.04579733697373029
ADIPOR1	-0.06301441096325115	0.5848060511887425
ADIPOR2	-0.019289418821769762	0.7078467529191004
ADIRF	-0.01073755733777308	0.7455200599574537
ADK	0.15930431718865642	0.04266893230541003
ADM	0.12110782213123213	0.11127933356647532
ADM2	0.03153067730869148	0.579495838186247
ADM5	0.046121818595927934	0.48707140729636456
ADNP	-0.11086558614383492	0.3584795349218711
ADNP2	0.05149305378980026	0.7520803783724271
ADO	0.1696313814999569	0.17976396160186314
ADORA1	-0.06657721654235793	0.6558007710218807
ADORA2A	0.046826949227915436	0.1939185335412087
ADORA2B	0.06915167785775833	0.3722310839983827
ADORA3	0.2131276501486322	0.013839467008530282
ADPGK	-0.010982468947230066	0.9857137603541833
ADPRH	0.005656692116622027	0.45564496205368743
ADPRHL1	0.14627525273741848	0.05371374778046491
ADPRHL2	0.06231940431949915	0.5126077162697102
ADPRM	0.06846741264301041	0.3143533250846534
ADRA1A	0.02610048374283137	0.7619543928085246
ADRA1B	0.20238115266443787	0.3195936804293077
ADRA1D	-0.08554634838361812	0.22830464782795779
ADRA2A	0.0702288204942358	0.4725464060823503
ADRA2B	-0.18201240322338552	0.0054231366748567385
ADRA2C	-0.02189276314204226	0.5620046635677441
ADRB1	0.020313020159221696	0.750110376867494
ADRB2	0.0893288126399062	0.34549430748052656
ADRB3	0.051251408989417935	0.7718673124358951
ADRBK1	0.01912436043918626	0.24898871725767746
ADRBK2	-0.037061462478103546	0.9903468550445682
ADRM1	0.11266399504127483	0.15756272736024168
ADSL	-0.023519152617238987	0.8011551104656011
ADSS	-0.07431822054351961	0.6211757339937689
ADSSL1	-0.0036895579866956982	0.47041502458558393
ADTRP	0.09428997947064895	0.23574193016310696
AEBP1	0.045396762935073894	0.9117904395523553
AEBP2	0.02452009872479037	0.7938051455156669
AEN	-0.18118540020341134	0.6975742219154393
AES	-0.10174358606994827	0.14933709196979145
AFAP1	-0.015634709909893962	0.7726445951576414
AFAP1L1	0.05755458996350891	0.5689438366897439
AFAP1L2	-0.1869942567992474	0.08132290390421965
AFF1	-0.03427409997040731	0.38063684209497384
AFF2	0.11671488298592649	0.408996633640184
AFF3	-0.03166298838862658	0.5725581637897397
AFF4	0.05538368757843493	0.37269503023852335
AFM	0.023591963396628887	0.679096914089336
AFMID	0.1705268073181341	0.034236457232636304
AFP	0.04193288130468394	0.6854473283109384
AFTPH	-0.06723141480729222	0.25508033728125334
AGA	-0.09425885896506976	0.5034890161105237
AGAP1	0.2307738945750849	0.05813755698880568
AGAP10	0.09899056633679376	0.14332685367326062
AGAP11	-0.027611865596181753	0.9399791285408046
AGAP2	0.15282602179203666	0.21585496707081553
AGAP3	0.24482256519766335	0.09519059097739964
AGAP9	0.112765697188414	0.03553292741839008
AGBL1	0.058179440913197183	0.6309876721198531
AGBL2	0.14005000063054904	0.09832024099101765
AGBL3	-0.09803945900085388	0.07761451296213628
AGBL4	0.018854149872280398	0.5090257820250953
AGBL5	-0.19580609338800983	0.08042002776438967
AGER	0.0215134235266647	0.8506759322229281
AGFG1	-0.23093687042387426	0.00813019860256636
AGFG2	0.0119849829900463	0.9286603037322169
AGGF1	0.042256456890076614	0.5487645318536806
AGK	-0.0872938756852472	0.4854456995760761
AGL	0.07865794339441592	0.49688711152691023
AGMAT	0.05589916956208282	0.8523847262884683
AGMO	0.045290305668934876	0.2720803139769289
AGO1	-0.14401564502612255	0.7123578916536246
AGO2	-0.08630997994560345	0.21457347987889852
AGO3	-0.01421247303980841	0.5252610036087326
AGO4	0.01840991667556391	0.5556019142985098
AGPAT1	0.02148740922033911	0.619343402467595
AGPAT2	0.020870744199507702	0.6297575691266661
AGPAT3	0.21037345761891288	0.12849012795580186
AGPAT4	0.21569420731630984	0.06962789233106449
AGPAT5	0.12290072695021015	0.0850170009876375
AGPAT6	0.09007653945650411	0.3014289131974983
AGPAT9	0.06593752304861665	0.5909510597027705
AGPS	-0.07940827021805437	0.5515460666590754
AGR2	-0.063440074021088	0.4431953783456565
AGR3	-0.09262886778928725	0.24270547390412722
AGRN	-0.04514518840882734	0.5826109476490587
AGRP	-0.08590193510709865	0.21712472668487381
AGT	-0.004268288572821364	0.39972940624033426
AGTPBP1	0.1416935444862912	0.08803675406127166
AGTR1	-0.08789660027257228	0.9813569269046633
AGTR2	-0.020636713240741983	0.9702744678720866
AGTRAP	0.09744558043560947	0.8456033229691751
AGXT	0.045703539269842296	0.5440525973223991
AGXT2	0.14734856710928887	0.067568412034337
AHCTF1	-0.015269167009538625	0.802493381665212
AHCY	-0.06170028644699184	0.5184373099603734
AHCYL1	0.07604476390130067	0.25508033728125334
AHCYL2	-0.030036941931672497	0.6418779433359941
AHDC1	0.1682217903683606	0.12576430278425338
AHI1	0.0598083972152289	0.27359439474843383
AHNAK	-0.2671803957364747	0.1619319688372941
AHNAK2	-0.044913971059703676	0.49524387338286546
AHR	-0.03518777777965929	0.22098756417469045
AHRR	-0.09625995325748493	0.8830291739973526
AHSA1	0.12329299706991666	0.09536234131786363
AHSA2	0.053910846511687704	0.48870005116039006
AHSG	0.16004316576242042	0.009325664936298283
AHSP	0.018573706539791998	0.4416529669829834
AICDA	0.012244480055956622	0.9008180453580779
AIDA	0.07620216505416728	0.18371367820613027
AIF1	0.03658047553192808	0.3722310839983827
AIF1L	-0.054862375530140374	0.38110722230511695
AIFM1	0.08608255012730083	0.6199539176679087
AIFM2	0.054697040733962955	0.36074900124574294
AIFM3	0.17063357865119114	0.009491598679710849
AIG1	-0.16014564636770526	0.2253108022289887
AIM1	0.009390947172067695	0.9889516006293333
AIM1L	-0.0443979207950041	0.4545178690804036
AIM2	-0.16443690752620346	0.053392309551152824
AIMP1	0.03186038642884086	0.7214102879016548
AIMP2	-0.2227079537996222	0.06900952243161834
AIP	-0.07429512103874934	0.5346613296500977
AIPL1	-0.07487528613252387	0.5112493871041816
AIRE	-0.04252347238870526	0.8639379324309338
AJAP1	0.1531214873362651	0.0919741652293809
AJUBA	0.08847651021334363	0.38630492825855167
AK1	0.11081419482624962	0.10081078750273047
AK2	-0.015579697859700647	0.9710462161008776
AK3	-0.08592658270581942	0.5371807800612696
AK4	0.018503195680160334	0.9406677431643728
AK5	-0.025036411450277723	0.6181231597153993
AK7	0.09962370534707954	0.3602943882874813
AK8	-0.03879486724396079	0.7455200599574537
AK9	0.004855592374881076	0.9949802752755633
AKAP1	-0.11230889497797279	0.2085613012715033
AKAP10	0.03784304777075317	0.45056341098631403
AKAP11	-0.050380130025061524	0.624649025337467
AKAP12	0.058319984968891424	0.43653385073266027
AKAP13	-0.10583454978290736	0.8300502321568308
AKAP14	0.07931814587836045	0.19901568139565906
AKAP17A	-0.042473605947772865	0.7461184553118894
AKAP2	-0.28303063138533086	0.052332430178780476
AKAP3	-0.13645920386362465	0.10915266880037253
AKAP4	-0.05838724779762439	0.5040412580225268
AKAP5	0.014712733848588183	0.7898037331503087
AKAP6	0.04685220171281399	0.5201151859226565
AKAP7	-0.04797821278341685	0.6266868066137614
AKAP8	0.08333640809400067	0.9124767950684767
AKAP8L	-0.08788316655229995	0.32381989707909775
AKAP9	-0.12173786180028867	0.20114272771745811
AKIP1	-0.030226033750833787	0.3653149068077429
AKIRIN1	0.14102910721044762	0.027989443324548866
AKIRIN2	-0.042506764919093255	0.35217293070694844
AKNA	-0.07892470030659966	0.25220090378015403
AKNAD1	-0.1307683565605757	0.12252042078431426
AKR1A1	-0.1246759529987414	0.05259703941388139
AKR1B1	-0.04215524751274664	0.7778331055779977
AKR1B10	-0.08662082325296148	0.8071818699224214
AKR1B15	-0.0605005863500549	0.43398716656282565
AKR1C1	-0.012560052074360175	0.852952669865261
AKR1C2	0.1775890796719398	0.0286128643068883
AKR1C3	-0.032010032116554836	0.5957413586208042
AKR1C4	-0.02161748547624724	0.8762024757844473
AKR1D1	-0.02192029026980405	0.8639379324309338
AKR1E2	-0.17737903218531328	0.016793829026472466
AKR7A2	0.14372679684739778	0.06627896424952032
AKR7A3	-0.07228073525784572	0.2973983662547963
AKT1	-0.12433254736409771	0.1535326537930914
AKT1S1	0.011718411544915592	0.649520906977915
AKT2	0.09998132414149069	0.26164241007243005
AKT3	-0.023222227179011706	0.7078467529191004
AKTIP	0.009379391152082526	0.8334259010045812
ALAD	0.0850562049383284	0.2663907454951927
ALAS1	0.1373093259403233	0.6069461481849108
ALAS2	-0.06122022722425146	0.6911300956043412
ALB	0.041191390934503164	0.46563888322053504
ALCAM	0.007460270802235029	0.8085227193246649
ALDH16A1	-0.019870439598665385	0.9471382064020335
ALDH18A1	0.12098387223486227	0.050053277120795193
ALDH1A1	0.0649261227612618	0.6187331497020588
ALDH1A2	0.09028836426896965	0.24404903352561003
ALDH1A3	0.19456229984943926	0.01193037067223664
ALDH1B1	0.008932525423849577	0.8850789024349228
ALDH1L1	-0.03179087626278539	0.8727925447873794
ALDH1L2	0.05974081228729133	0.2598080184622006
ALDH2	0.0807490497999058	0.7123578916536246
ALDH3A1	-0.021199748522378787	0.8864458163098735
ALDH3A2	0.20272166442157172	0.010207432314234077
ALDH3B1	0.04000662280821996	0.7020617693850008
ALDH3B2	0.02788852896939221	0.6892683065838647
ALDH4A1	0.1156380655458261	0.03088990638604015
ALDH5A1	0.07710797263638595	0.33238104610078634
ALDH6A1	-0.012504341190164261	0.8071818699224214
ALDH7A1	0.16304376429668746	0.119885630783519
ALDH8A1	-0.017370946619384212	0.709778853708866
ALDH9A1	-0.1077822525047371	0.43503232123655866
ALDOA	0.1423054076286023	0.1480306362833645
ALDOB	-0.022913902213673034	0.4026421658255869
ALDOC	-0.026447827579277123	0.6576776049412083
ALG1	-0.1322689016058656	0.134683490691921
ALG10	-0.12410763780200541	0.017846005314804975
ALG10B	-0.10097283359482334	0.13842315300573743
ALG11	0.1772645744274238	0.02227240990383301
ALG12	-0.24252592883543864	0.029056342013062862
ALG13	0.21295269577828538	0.0019916995185602347
ALG14	-0.026899800463376793	0.9200309033854976
ALG1L	0.02681833243728307	0.8294888489936671
ALG2	0.006847238733522637	0.5475048236337106
ALG3	0.1076193493811259	0.30021594813280417
ALG5	0.172698656165907	0.19243777053766908
ALG6	0.16458663051236325	0.13957881177359846
ALG8	-0.029786023777403872	0.5453068879399946
ALG9	0.03743138822513645	0.6975742219154393
ALK	-0.07435139808246304	0.399245181330516
ALKBH1	0.20810197579910725	0.10820434516410453
ALKBH2	0.05689683174382352	0.4488223787973321
ALKBH3	0.010064730163749022	0.9986189066310197
ALKBH4	0.10651617333982581	0.7844771440002646
ALKBH5	0.17920213621702832	0.016269841283259298
ALKBH6	0.08907075930767999	0.20568286140811676
ALKBH7	0.06677979686092232	0.45251424630352066
ALKBH8	0.2726236972361158	0.00043315941250445493
ALLC	-0.011342842805982857	0.8521936202152665
ALMS1	0.021362267160405065	0.8939697752637745
ALOX12	0.18319073342367512	0.16167244899588973
ALOX12B	-0.03451043639518181	0.5901387776077942
ALOX15	-0.13286458710296503	0.8530634758569726
ALOX15B	0.09333855674889674	0.3919395373264659
ALOX5	0.07927970401201132	0.43297090200308874
ALOX5AP	0.15937820663175492	0.0525429870549274
ALOXE3	0.07574701735578518	0.3154037117868078
ALPI	-0.01469798965422208	0.6303724925487677
ALPK1	-0.11883899233799021	0.8864758787206856
ALPK2	0.1015512578280836	0.16245195168582194
ALPK3	0.022668219798131235	0.5725581637897397
ALPL	0.06578678041564551	0.39058961992406716
ALPP	-0.07543437536392593	0.4714800511922559
ALPPL2	-0.17194943813976601	0.08240623840683539
ALS2	0.14714362935918476	0.10298532459249736
ALS2CL	0.11081934296274487	0.26348573397615305
ALS2CR11	-0.17955753883131942	0.08611964730836433
ALS2CR12	0.11028192012771332	0.05989892085227043
ALX1	0.05029204708498286	0.5411840346501555
ALX3	0.0802932200507165	0.22863903820059572
ALX4	-0.04451714152383929	0.5602549279390725
