GO	[-4.56 -0.39]	[-0.39 -0.12]	[-0.12 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.02]	[0.02 0.30]	[0.30 7.02]
GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN	-0.536	0.287	-0.536	-0.316	-2.171	0.727	1.383	1.383	1.383	-2.171	-0.555
GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_DN GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_DN	0.455	-0.626	0.721	-1.792	0.455	0.721	-1.062	-1.792	2.942	0.254	-0.367
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	0.285	1.552	-1.708	-0.575	-1.708	0.285	-1.708	0.504	0.789	0.789	0.766
GNF2_HAT1 GNF2_HAT1	1.663	-0.704	-0.704	2.201	-0.363	1.194	-0.704	-0.363	0.482	-1.331	-1.353
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_DN GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_DN	-2.424	0.364	-1.042	0.364	0.823	3.328	0.364	-0.246	-0.246	-0.246	-1.619
ZNF16_TARGET_GENES ZNF16_TARGET_GENES	-0.455	-0.455	0.580	-0.455	4.950	-0.455	0.187	-0.455	-0.455	0.187	-0.463
MIR4708_3P MIR4708_3P	1.736	-0.672	0.264	-0.672	-1.289	1.251	-1.289	-1.289	0.841	0.264	0.820
GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN	-0.316	-1.371	-0.536	-1.371	-0.316	0.287	-0.536	0.727	-0.536	5.165	0.274
VERHAAK_GLIOBLASTOMA_NEURAL VERHAAK_GLIOBLASTOMA_NEURAL	-0.351	2.164	0.996	-0.830	0.256	0.568	-0.830	-0.830	-0.830	-0.830	0.976
GSE6269_HEALTHY_VS_STAPH_AUREUS_INF_PBMC_DN GSE6269_HEALTHY_VS_STAPH_AUREUS_INF_PBMC_DN	-0.913	-0.913	0.492	-0.913	1.365	0.217	1.365	0.877	0.492	-0.913	-0.929
GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN	0.231	0.454	2.702	-1.372	-0.735	-0.385	-1.372	1.593	0.454	-0.735	-0.397
HP_ASCITES HP_ASCITES	3.532	-0.378	0.528	-0.871	-0.871	0.236	-0.871	0.528	-0.378	0.528	-0.886
MIR216B_5P MIR216B_5P	-0.913	-0.913	1.365	-0.913	-0.913	0.877	-0.913	0.217	0.492	1.365	0.480
GSE24210_RESTING_TREG_VS_TCONV_UP GSE24210_RESTING_TREG_VS_TCONV_UP	-2.678	-0.329	0.275	0.657	-1.221	0.443	0.275	1.965	-1.221	1.573	-0.345
ROPERO_HDAC2_TARGETS ROPERO_HDAC2_TARGETS	-0.580	-0.199	3.073	-0.199	0.435	-0.580	-0.580	-0.580	-0.580	-0.580	1.472
GSE3982_EOSINOPHIL_VS_MAC_DN GSE3982_EOSINOPHIL_VS_MAC_DN	-1.371	-0.536	1.029	1.029	-1.371	0.287	0.727	-0.316	-2.171	1.788	0.274
ZNF585B_TARGET_GENES ZNF585B_TARGET_GENES	-0.611	-1.205	0.303	-1.205	0.574	1.376	0.303	-0.299	-0.299	-1.205	2.442
GGAANCGGAANY_UNKNOWN GGAANCGGAANY_UNKNOWN	0.492	-0.406	-0.913	3.370	-0.913	-0.913	-0.406	0.217	-0.406	-0.406	1.339
TRAVAGLINI_LUNG_ALVEOLAR_EPITHELIAL_TYPE_2_CELL TRAVAGLINI_LUNG_ALVEOLAR_EPITHELIAL_TYPE_2_CELL	2.224	-0.580	-0.580	-0.580	0.435	-0.580	2.224	-0.199	-0.580	-0.580	-0.204
GSE14026_TH1_VS_TH17_UP GSE14026_TH1_VS_TH17_UP	-0.223	-0.622	-0.622	-0.223	2.885	-0.622	-0.622	-0.622	-0.223	-0.223	2.051
GOMF_NUCLEOSOME_BINDING GOMF_NUCLEOSOME_BINDING	0.610	-1.163	0.324	1.443	-1.163	-0.279	-1.163	1.981	0.610	-0.581	-0.595
GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN	-0.629	-1.982	-0.406	0.358	-0.250	1.044	0.772	1.044	1.044	0.358	-2.940
GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX	-1.331	-0.363	0.798	0.247	-1.331	-1.331	0.247	2.201	0.247	1.194	-0.374
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	0.340	-0.896	0.905	-0.501	0.340	-0.896	-0.896	-0.501	-1.582	2.251	1.701
GSE41867_DAY8_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP GSE41867_DAY8_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP	0.424	0.424	0.262	-0.840	1.912	1.186	0.633	0.424	-0.840	-1.252	-2.767
GSE17721_0.5H_VS_24H_CPG_BMDC_UP GSE17721_0.5H_VS_24H_CPG_BMDC_UP	-0.259	-0.550	2.703	-1.122	0.347	-1.122	0.347	-0.259	-1.122	-0.259	1.484
GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_DC_UP GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_DC_UP	0.239	0.689	0.432	-1.834	0.689	-0.652	2.311	-0.652	0.432	0.239	-1.865
GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP	0.610	-0.581	-0.279	-0.581	-0.581	0.984	-1.163	0.984	-1.163	2.592	-0.595
HP_HYPOPITUITARISM HP_HYPOPITUITARISM	-1.028	-1.750	1.495	0.269	1.094	-0.601	-0.601	1.954	-0.336	-1.028	0.462
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	-2.279	-1.630	-1.156	-0.543	0.808	1.376	0.808	1.073	1.073	0.253	-0.567
GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP	-1.834	-0.652	0.239	0.239	0.689	0.239	-0.652	1.008	0.689	1.822	-1.865
GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_UP GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_UP	2.111	0.259	-0.580	-2.255	0.669	-0.580	-0.580	-0.580	0.669	-0.926	1.633
GSE3982_NEUTROPHIL_VS_TH2_UP GSE3982_NEUTROPHIL_VS_TH2_UP	0.523	0.331	0.331	1.052	-0.718	-0.273	0.763	1.769	-1.655	-2.509	-0.471
GU_PDEF_TARGETS_UP GU_PDEF_TARGETS_UP	0.397	-0.622	0.397	-0.622	3.799	-0.223	-0.622	-0.223	-0.622	-0.622	0.388
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	-0.414	0.211	0.211	-0.414	0.642	-0.414	-0.414	-0.414	-0.414	4.092	-0.421
DESCARTES_FETAL_PLACENTA_MEGAKARYOCYTES DESCARTES_FETAL_PLACENTA_MEGAKARYOCYTES	1.291	0.825	-0.434	-0.434	-0.955	0.199	-0.434	-0.955	-0.955	2.494	0.193
