Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R4,FSC-A,SSC-A,94102,100,941.020,90.919,90.919,279008,327695,267879,308630,246810,254952,69085.18,119469.60,24.76,36.46,53164.55,104881.35,19.85,33.98
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R5,SSC-A,SSC-H,83427,100,834.270,80.605,88.656,313629,241459,302358,235540,254950,218139,93467.32,62373.11,29.80,25.83,92818.17,61860.00,30.70,26.26
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R4,SSC-A,SSC-H,94102,100,941.020,90.919,90.919,327695,243280,308630,237081,254952,218139,119469.60,70996.84,36.46,29.18,104881.35,66155.09,33.98,27.90
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R1,VL1-H,,82818,100,828.180,80.017,99.270,23773,N/A,20241,N/A,19107,N/A,6223.47,N/A,26.18,N/A,2732.43,N/A,13.50,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R5,VL1-H,,83427,100,834.270,80.605,80.605,23709,N/A,20213,N/A,19107,N/A,6504.71,N/A,27.44,N/A,2723.54,N/A,13.47,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R2,VL1-H,,669,100,6.690,0.646,0.808,12125,N/A,12367,N/A,13355,N/A,2947.75,N/A,24.31,N/A,3673.88,N/A,29.71,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R3,VL1-H,,47250,100,472.500,45.652,57.053,19130,N/A,19061,N/A,19107,N/A,1242.12,N/A,6.49,N/A,687.93,N/A,3.61,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R6,VL1-H,,67954,100,679.540,65.655,82.052,21421,N/A,19514,N/A,19107,N/A,3970.53,N/A,18.54,N/A,1467.77,N/A,7.52,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R7,VL1-H,,82818,100,828.180,80.017,100.000,23773,N/A,20241,N/A,19107,N/A,6223.47,N/A,26.18,N/A,2732.43,N/A,13.50,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1a 100 ul min,Experiment,None,,R1,VL1-H,,82818,100,828.180,80.017,80.017,23773,N/A,20241,N/A,19107,N/A,6223.47,N/A,26.18,N/A,2732.43,N/A,13.50,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,N/A,All Events,N/A,N/A,36724,30,1224.133,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R4,FSC-A,SSC-A,34044,30,1134.800,92.702,92.702,272744,301605,259139,281155,228384,242654,71809.76,114766.63,26.33,38.05,52871.74,96053.20,20.40,34.16
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R5,SSC-A,SSC-H,29951,30,998.367,81.557,87.977,288792,222495,276913,216165,242666,191429,86161.91,57201.10,29.84,25.71,84718.73,55971.11,30.59,25.89
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R4,SSC-A,SSC-H,34044,30,1134.800,92.702,92.702,301605,223398,281155,216623,242654,191423,114766.63,66396.00,38.05,29.72,96053.20,60470.81,34.16,27.92
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R1,VL1-H,,29715,30,990.500,80.914,99.212,23122,N/A,19600,N/A,18900,N/A,6115.86,N/A,26.45,N/A,2511.52,N/A,12.81,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R5,VL1-H,,29951,30,998.367,81.557,81.557,23040,N/A,19571,N/A,18900,N/A,6419.71,N/A,27.86,N/A,2510.04,N/A,12.83,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R2,VL1-H,,289,30,9.633,0.787,0.973,12159,N/A,12315,N/A,13365,N/A,3001.27,N/A,24.68,N/A,3564.17,N/A,28.94,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R3,VL1-H,,17642,30,588.067,48.039,59.371,18690,N/A,18563,N/A,18900,N/A,1314.59,N/A,7.03,N/A,692.37,N/A,3.73,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R6,VL1-H,,25056,30,835.200,68.228,84.321,21095,N/A,19005,N/A,18900,N/A,4198.92,N/A,19.91,N/A,1475.93,N/A,7.77,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R7,VL1-H,,29715,30,990.500,80.914,100.000,23122,N/A,19600,N/A,18900,N/A,6115.86,N/A,26.45,N/A,2511.52,N/A,12.81,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,1b,Experiment,None,,R1,VL1-H,,29715,30,990.500,80.914,80.914,23122,N/A,19600,N/A,18900,N/A,6115.86,N/A,26.45,N/A,2511.52,N/A,12.81,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,N/A,All Events,N/A,N/A,36461,33,1104.879,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R4,FSC-A,SSC-A,33802,33,1024.303,92.707,92.707,273329,312694,260829,292598,236494,267287,70452.31,116601.26,25.78,37.29,53696.06,100085.88,20.59,34.21
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R5,SSC-A,SSC-H,29953,33,907.667,82.151,88.613,298592,229750,286981,223315,242679,222221,89061.84,59157.43,29.83,25.75,87701.72,58546.39,30.56,26.22
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R4,SSC-A,SSC-H,33802,33,1024.303,92.707,92.707,312694,231669,292598,224469,267287,216099,116601.26,68109.33,37.29,29.40,100085.88,62966.02,34.21,28.05
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R1,VL1-H,,29685,33,899.545,81.416,99.105,23389,N/A,19783,N/A,18961,N/A,6186.42,N/A,26.45,N/A,2461.12,N/A,12.44,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R5,VL1-H,,29953,33,907.667,82.151,82.151,23298,N/A,19756,N/A,18961,N/A,6514.73,N/A,27.96,N/A,2462.60,N/A,12.47,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R2,VL1-H,,271,33,8.212,0.743,0.913,11925,N/A,11627,N/A,9312,N/A,3065.15,N/A,25.70,N/A,3948.16,N/A,33.96,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R3,VL1-H,,17474,33,529.515,47.925,58.865,18869,N/A,18780,N/A,18961,N/A,1292.40,N/A,6.85,N/A,677.55,N/A,3.61,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R6,VL1-H,,24663,33,747.364,67.642,83.082,21178,N/A,19194,N/A,18961,N/A,4083.75,N/A,19.28,N/A,1399.57,N/A,7.29,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R7,VL1-H,,29685,33,899.545,81.416,100.000,23389,N/A,19783,N/A,18961,N/A,6186.42,N/A,26.45,N/A,2461.12,N/A,12.44,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,1c,Experiment,None,,R1,VL1-H,,29685,33,899.545,81.416,81.416,23389,N/A,19783,N/A,18961,N/A,6186.42,N/A,26.45,N/A,2461.12,N/A,12.44,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,N/A,All Events,N/A,N/A,38085,53,718.585,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R4,FSC-A,SSC-A,34656,53,653.887,90.996,90.996,261413,329717,247750,305056,220115,250893,72435.75,135751.84,27.71,41.17,59048.25,123843.80,23.83,40.60
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R5,SSC-A,SSC-H,29728,53,560.906,78.057,85.780,312014,241792,296019,232686,246717,211891,107138.67,72864.55,34.34,30.14,105204.55,71844.57,35.54,30.88
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R4,SSC-A,SSC-H,34656,53,653.887,90.996,90.996,329717,244966,305056,234694,250893,211894,135751.84,83236.61,41.17,33.98,123843.80,78744.59,40.60,33.55
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R1,VL1-H,,28857,53,544.472,75.770,97.070,23611,N/A,20150,N/A,19526,N/A,6544.79,N/A,27.72,N/A,1825.08,N/A,9.06,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R5,VL1-H,,29728,53,560.906,78.057,78.057,23191,N/A,20098,N/A,19526,N/A,7514.73,N/A,32.40,N/A,1869.56,N/A,9.30,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R2,VL1-H,,945,53,17.830,2.481,3.275,12336,N/A,12683,N/A,13234,N/A,2751.98,N/A,22.31,N/A,3229.10,N/A,25.46,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R3,VL1-H,,17931,53,338.321,47.082,62.137,19266,N/A,19550,N/A,19526,N/A,1890.13,N/A,9.81,N/A,647.90,N/A,3.31,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R6,VL1-H,,23679,53,446.774,62.174,82.056,21050,N/A,19824,N/A,19526,N/A,3845.20,N/A,18.27,N/A,1074.88,N/A,5.42,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R7,VL1-H,,28857,53,544.472,75.770,100.000,23611,N/A,20150,N/A,19526,N/A,6544.79,N/A,27.72,N/A,1825.08,N/A,9.06,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,2a,Experiment,None,,R1,VL1-H,,28857,53,544.472,75.770,75.770,23611,N/A,20150,N/A,19526,N/A,6544.79,N/A,27.72,N/A,1825.08,N/A,9.06,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,N/A,All Events,N/A,N/A,39533,50,790.660,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R4,FSC-A,SSC-A,36170,50,723.400,91.493,91.493,256748,298971,239976,270944,214059,255063,75536.72,131462.78,29.42,43.97,58773.97,111819.91,24.49,41.27
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R5,SSC-A,SSC-H,29708,50,594.160,75.147,82.134,285894,221889,267986,210557,255065,185291,98433.67,67340.94,34.43,30.35,92254.04,63161.72,34.42,30.00
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R4,SSC-A,SSC-H,36170,50,723.400,91.493,91.493,298971,221656,270944,209424,255063,185291,131462.78,79702.34,43.97,35.96,111819.91,72069.18,41.27,34.41
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R1,VL1-H,,28700,50,574.000,72.598,96.607,23602,N/A,20057,N/A,19396,N/A,6625.74,N/A,28.07,N/A,1991.87,N/A,9.93,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R5,VL1-H,,29708,50,594.160,75.147,75.147,23125,N/A,19990,N/A,19396,N/A,7706.53,N/A,33.33,N/A,2077.86,N/A,10.39,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R2,VL1-H,,1041,50,20.820,2.633,3.627,11968,N/A,12187,N/A,13263,N/A,2852.51,N/A,23.83,N/A,3475.21,N/A,28.52,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R3,VL1-H,,17455,50,349.100,44.153,60.819,19071,N/A,19393,N/A,19396,N/A,2050.82,N/A,10.75,N/A,649.38,N/A,3.35,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R6,VL1-H,,23452,50,469.040,59.323,81.714,21016,N/A,19677,N/A,19396,N/A,4047.47,N/A,19.26,N/A,1121.59,N/A,5.70,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R7,VL1-H,,28700,50,574.000,72.598,100.000,23602,N/A,20057,N/A,19396,N/A,6625.74,N/A,28.07,N/A,1991.87,N/A,9.93,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,2b,Experiment,None,,R1,VL1-H,,28700,50,574.000,72.598,72.598,23602,N/A,20057,N/A,19396,N/A,6625.74,N/A,28.07,N/A,1991.87,N/A,9.93,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,N/A,All Events,N/A,N/A,38534,43,896.140,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R4,FSC-A,SSC-A,35250,43,819.767,91.478,91.478,257571,309436,242613,284045,222248,250864,72946.62,131897.79,28.32,42.63,58195.01,114662.80,23.99,40.37
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R5,SSC-A,SSC-H,29744,43,691.721,77.189,84.380,296425,229175,280136,219145,250859,197533,101441.93,69005.01,34.22,30.11,97314.90,65987.56,34.74,30.11
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R4,SSC-A,SSC-H,35250,43,819.767,91.478,91.478,309436,229592,284045,218664,250864,195616,131897.79,80684.92,42.63,35.14,114662.80,74059.58,40.37,33.87
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R1,VL1-H,,28877,43,671.558,74.939,97.085,23373,N/A,19876,N/A,19263,N/A,6566.06,N/A,28.09,N/A,1922.93,N/A,9.67,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R5,VL1-H,,29744,43,691.721,77.189,77.189,22957,N/A,19813,N/A,19263,N/A,7515.62,N/A,32.74,N/A,1982.98,N/A,10.01,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R2,VL1-H,,977,43,22.721,2.535,3.383,11958,N/A,12171,N/A,13334,N/A,2817.01,N/A,23.56,N/A,3309.16,N/A,27.19,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R3,VL1-H,,17938,43,417.163,46.551,62.119,18977,N/A,19233,N/A,19263,N/A,1960.17,N/A,10.33,N/A,665.69,N/A,3.46,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R6,VL1-H,,23783,43,553.093,61.720,82.360,20872,N/A,19518,N/A,19263,N/A,4011.81,N/A,19.22,N/A,1128.26,N/A,5.78,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R7,VL1-H,,28877,43,671.558,74.939,100.000,23373,N/A,19876,N/A,19263,N/A,6566.06,N/A,28.09,N/A,1922.93,N/A,9.67,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,2c,Experiment,None,,R1,VL1-H,,28877,43,671.558,74.939,74.939,23373,N/A,19876,N/A,19263,N/A,6566.06,N/A,28.09,N/A,1922.93,N/A,9.67,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,N/A,All Events,N/A,N/A,38520,55,700.364,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R4,FSC-A,SSC-A,34438,55,626.145,89.403,89.403,252342,333655,238287,305199,218089,252930,71343.08,144366.24,28.27,43.27,61802.18,133935.12,25.94,43.88
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R5,SSC-A,SSC-H,29533,55,536.964,76.669,85.757,313863,244245,295254,233001,252944,211914,114732.18,78666.96,36.55,32.21,113386.28,78927.69,38.40,33.87
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R4,SSC-A,SSC-H,34438,55,626.145,89.403,89.403,333655,249627,305199,236123,252930,211918,144366.24,91116.28,43.27,36.50,133935.12,86815.12,43.88,36.77
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R1,VL1-H,,28175,55,512.273,73.144,95.402,23496,N/A,20174,N/A,19598,N/A,6866.09,N/A,29.22,N/A,1868.08,N/A,9.26,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R5,VL1-H,,29533,55,536.964,76.669,76.669,22789,N/A,20096,N/A,19598,N/A,8268.96,N/A,36.29,N/A,2002.99,N/A,9.97,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R2,VL1-H,,1552,55,28.218,4.029,5.508,12445,N/A,12837,N/A,15411,N/A,2869.00,N/A,23.05,N/A,3409.98,N/A,26.56,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R3,VL1-H,,17916,55,325.745,46.511,63.588,19072,N/A,19599,N/A,19598,N/A,2323.84,N/A,12.18,N/A,732.40,N/A,3.74,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R6,VL1-H,,22903,55,416.418,59.457,81.288,20719,N/A,19850,N/A,19598,N/A,3985.49,N/A,19.24,N/A,1088.23,N/A,5.48,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R7,VL1-H,,28175,55,512.273,73.144,100.000,23496,N/A,20174,N/A,19598,N/A,6866.09,N/A,29.22,N/A,1868.08,N/A,9.26,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,3a,Experiment,None,,R1,VL1-H,,28175,55,512.273,73.144,73.144,23496,N/A,20174,N/A,19598,N/A,6866.09,N/A,29.22,N/A,1868.08,N/A,9.26,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,N/A,All Events,N/A,N/A,40121,87,461.161,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R4,FSC-A,SSC-A,35813,87,411.644,89.262,89.262,250581,307550,234515,278957,199658,213968,73742.72,139034.87,29.43,45.21,60918.55,125500.61,25.98,44.99
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R5,SSC-A,SSC-H,29490,87,338.966,73.503,82.344,294292,229471,274558,216583,213968,179164,109007.20,75356.43,37.04,32.84,105125.98,72826.79,38.29,33.63
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R4,SSC-A,SSC-H,35813,87,411.644,89.262,89.262,307550,229694,278957,215325,213968,179165,139034.87,87368.89,45.21,38.04,125500.61,81697.19,44.99,37.94
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R1,VL1-H,,28081,87,322.770,69.991,95.222,23744,N/A,20355,N/A,19681,N/A,6948.44,N/A,29.26,N/A,2139.39,N/A,10.51,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R5,VL1-H,,29490,87,338.966,73.503,73.503,23021,N/A,20268,N/A,19681,N/A,8397.42,N/A,36.48,N/A,2376.61,N/A,11.73,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R2,VL1-H,,1618,87,18.598,4.033,5.762,12603,N/A,13211,N/A,15290,N/A,2855.91,N/A,22.66,N/A,3180.18,N/A,24.07,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R3,VL1-H,,17287,87,198.701,43.087,61.561,19120,N/A,19699,N/A,19681,N/A,2386.14,N/A,12.48,N/A,759.09,N/A,3.85,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R6,VL1-H,,22636,87,260.184,56.419,80.610,20875,N/A,19988,N/A,19681,N/A,4051.41,N/A,19.41,N/A,1183.11,N/A,5.92,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R7,VL1-H,,28081,87,322.770,69.991,100.000,23744,N/A,20355,N/A,19681,N/A,6948.44,N/A,29.26,N/A,2139.39,N/A,10.51,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,3b,Experiment,None,,R1,VL1-H,,28081,87,322.770,69.991,69.991,23744,N/A,20355,N/A,19681,N/A,6948.44,N/A,29.26,N/A,2139.39,N/A,10.51,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,N/A,All Events,N/A,N/A,38067,68,559.809,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R4,FSC-A,SSC-A,34323,68,504.750,90.165,90.165,245310,312244,231311,284194,213989,234492,68575.78,138248.04,27.95,44.28,57406.27,124391.62,24.82,43.77
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R5,SSC-A,SSC-H,29423,68,432.691,77.293,85.724,300256,235260,280592,222798,234492,185332,110400.49,76548.29,36.77,32.54,108042.99,75590.36,38.51,33.93
