GO	[-4.65 -0.85]	[-0.85 -0.28]	[-0.28 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.72]	[0.72 5.95]
REACTOME_RHO_GTPASES_ACTIVATE_PKNS REACTOME_RHO_GTPASES_ACTIVATE_PKNS	-0.199	-0.580	0.895	-0.580	4.037	-0.580	-0.580	-0.199	-0.199	-0.199	-0.590
GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_DN GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_DN	-1.582	-0.501	1.740	1.291	0.340	1.291	-0.501	-0.501	-0.501	0.340	-1.609
GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_UP GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_UP	0.727	0.479	2.241	-0.536	-0.536	-2.171	-0.869	0.287	1.029	-1.371	0.461
GTTAAAG_MIR302B GTTAAAG_MIR302B	0.611	3.043	-0.324	-0.788	-0.788	-0.788	-0.788	1.062	0.279	-0.324	-0.332
GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP	0.320	0.320	-1.624	0.320	1.238	-0.929	0.558	-0.526	2.172	-1.624	-0.294
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP	-1.414	-0.407	0.428	1.527	0.428	-1.414	0.428	0.720	-0.407	-1.414	1.061
MIR5681B MIR5681B	-0.663	-0.663	1.951	0.765	-0.247	-0.663	-0.247	-0.247	-0.663	1.951	-0.675
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	3.235	-0.767	0.428	-0.767	-1.414	-0.407	0.216	-0.767	0.216	1.527	-0.420
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP	-0.913	-0.406	1.365	-0.406	-0.913	1.365	-0.913	-0.913	0.877	0.217	0.858
GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN	1.612	-1.666	-0.962	-0.300	-0.300	-0.962	0.302	0.302	-0.962	2.096	0.802
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	0.397	3.799	0.397	-0.622	-0.223	-0.622	-0.622	0.397	-0.622	-0.223	-0.632
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN	-0.625	0.399	-0.382	-2.340	-0.983	0.886	-0.382	-0.983	1.575	0.617	1.531
GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_UP GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_UP	-0.955	-0.955	1.849	0.458	0.199	-0.955	-0.434	-0.955	0.458	0.458	1.265
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	-0.497	2.561	0.525	-0.497	-0.497	-0.497	0.525	-0.497	1.056	-0.497	-0.506
chr5q13 chr5q13	2.383	-0.539	-0.539	0.477	-0.539	-0.176	1.610	-0.539	-0.176	-0.539	-0.548
GOBP_MESODERM_DEVELOPMENT GOBP_MESODERM_DEVELOPMENT	-0.622	0.826	-0.622	-0.622	-0.622	-0.622	0.826	2.081	0.397	-0.622	0.388
HALLMARK_CHOLESTEROL_HOMEOSTASIS HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.199	1.495	-0.580	-0.580	0.435	-0.580	-0.580	-0.580	-0.580	0.895	1.472
BROWNE_HCMV_INFECTION_6HR_UP BROWNE_HCMV_INFECTION_6HR_UP	-0.331	-0.331	-0.331	-0.331	3.579	0.273	0.797	-0.331	-0.331	-0.331	-0.337
