GO	[-6.60 -0.70]	[-0.70 -0.20]	[-0.20 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.52]	[0.52 6.33]
GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_DN GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_DN	-0.956	1.847	0.823	-0.435	0.199	1.289	-0.435	-0.956	-0.956	-0.956	0.819
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP	-3.748	-0.365	-0.543	0.245	1.899	-0.543	0.745	0.982	0.982	-0.365	-0.788
GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_DN GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_DN	0.363	-1.586	2.799	-0.418	-1.586	1.125	-0.247	-1.586	0.566	-0.418	0.561
GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN	0.683	2.506	1.037	0.403	-0.800	-1.458	-0.218	-0.800	-0.431	0.403	-1.464
GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	-1.039	1.155	2.267	-0.492	-1.039	-1.039	1.155	0.398	-0.222	-0.492	-0.495
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN	-1.479	-1.479	1.246	-0.366	0.641	0.641	-0.604	-0.604	0.918	-1.479	2.034
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP	-0.342	-0.342	-0.342	-1.290	0.510	0.264	-0.674	5.146	-0.674	-0.342	-0.345
GSE6259_BCELL_VS_CD4_TCELL_UP GSE6259_BCELL_VS_CD4_TCELL_UP	-0.386	-0.736	-0.736	0.453	4.054	-0.736	-0.386	0.453	0.757	-1.374	-0.389
GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_DN GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_DN	-0.581	-0.581	-0.581	2.222	0.894	-0.581	-0.581	-0.199	-0.199	1.494	-0.583
GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN	-2.174	-0.537	-1.374	-0.317	-0.537	0.478	2.736	0.725	0.725	0.478	-0.542
GSE7852_LN_VS_THYMUS_TREG_UP GSE7852_LN_VS_THYMUS_TREG_UP	-0.228	0.389	0.389	-1.920	0.628	-1.920	0.389	0.628	0.389	1.697	-1.172
GSE3720_LPS_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_DN GSE3720_LPS_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_DN	-0.897	-0.897	-0.266	-0.502	0.586	4.843	-0.502	0.586	-0.897	-0.266	-0.506
