GO	[-1.00 -0.56]	[-0.56 -0.15]	[-0.15 0.16]	[0.16 0.35]	[0.35 0.51]	[0.51 0.66]	[0.66 0.79]	[0.79 0.92]	[0.92 0.98]	[0.98 1.00]	[1.00 1.00]
GOBP_CELL_KILLING GOBP_CELL_KILLING	0.884	2.570	-0.730	0.370	-0.730	-1.952	0.884	-0.432	-1.194	0.598	-0.429
GOMF_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING GOMF_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	0.522	-2.077	-1.296	0.522	3.412	-0.286	0.317	-0.811	-0.493	0.317	0.319
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	-1.206	0.456	0.456	-0.433	2.752	-0.433	0.312	1.357	-0.433	-0.433	-2.884
GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK	-0.829	0.256	-0.351	-0.829	0.566	-0.829	2.871	-0.351	0.566	-0.829	0.568
GOBP_HISTONE_H4_K16_ACETYLATION GOBP_HISTONE_H4_K16_ACETYLATION	-0.273	-0.705	1.823	-0.705	0.331	-0.705	0.331	-0.705	0.331	1.823	-0.703
GOMF_MHC_PROTEIN_BINDING GOMF_MHC_PROTEIN_BINDING	0.331	1.823	-0.273	-0.273	-0.273	-0.705	-0.705	-0.705	-0.705	2.545	-0.271
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	0.824	-0.622	-0.622	-0.622	0.396	0.824	0.396	-0.622	-0.622	2.071	-0.620
GOBP_HISTONE_H3_K36_METHYLATION GOBP_HISTONE_H3_K36_METHYLATION	-0.497	0.166	-0.497	-0.497	-0.497	0.524	-0.497	-0.497	0.524	0.166	3.506
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET	1.876	-0.456	-0.456	0.187	-0.456	-0.456	-0.456	-0.456	-0.456	0.578	1.880
GOBP_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE GOBP_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	2.750	-0.456	-0.456	-0.456	-0.456	-0.456	-0.456	0.578	0.578	-0.456	0.580
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	2.230	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	1.382	-0.373	0.714
GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY	-0.414	-0.414	0.211	-0.414	-0.414	4.073	0.211	0.211	-0.414	-0.414	0.212
