GO	[-1.00 -0.56]	[-0.56 -0.16]	[-0.16 0.15]	[0.15 0.35]	[0.35 0.51]	[0.51 0.66]	[0.66 0.79]	[0.79 0.92]	[0.92 0.98]	[0.98 1.00]	[1.00 1.00]
GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN	2.614	0.356	-2.170	0.497	-0.368	1.926	0.497	-1.289	-0.368	-0.721	-0.985
GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN	-1.177	-0.714	-2.267	-1.177	-0.292	3.074	0.310	0.556	0.423	-0.292	1.531
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP	-0.660	-0.312	0.290	-0.461	1.588	1.029	-1.255	-0.920	3.056	-0.461	-1.699
GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	0.886	-0.289	0.886	0.314	-0.442	-0.289	2.142	-2.479	0.886	-1.310	-1.322
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN	1.926	-0.522	-1.681	-0.368	2.258	-2.170	0.497	-0.522	0.667	0.356	-0.731
GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP	0.838	-0.453	2.687	1.499	-1.038	-0.802	-0.330	-0.609	-2.557	-0.453	0.651
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	-1.917	1.023	-1.550	-1.239	0.515	-1.550	1.235	0.515	1.469	0.284	0.818
GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MACROPHAGE_DN GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MACROPHAGE_DN	-1.387	0.596	-0.793	0.312	0.988	-0.417	0.778	-2.923	-0.417	2.431	0.306
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP	4.793	0.399	0.752	-0.336	-0.964	-0.491	0.269	0.269	-0.697	-0.964	-1.319
GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	0.381	-1.626	1.403	-1.626	0.705	-1.240	1.142	-0.686	-0.686	2.005	0.256
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP	-0.931	-1.626	2.711	-0.686	-0.493	0.528	1.691	1.142	-0.686	-0.931	-0.501
GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_3H_DN GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_3H_DN	-2.749	-0.952	2.301	0.685	-0.952	0.368	1.115	-0.357	0.685	-0.952	0.362
GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN	2.042	0.509	0.509	0.509	-0.537	-0.753	-0.250	-1.031	-0.372	-3.154	1.396
