GO	[-8.26 -0.85]	[-0.85 -0.27]	[-0.27 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.37]	[0.37 1.02]	[1.02 10.22]
GO:0031966 mitochondrial membrane	-2.629	1.401	6.669	-3.929	-3.929	-3.216	-4.819	0.349	8.239	1.924	-1.725
GO:0035579 specific granule membrane	-0.247	-0.554	-0.247	-2.728	-2.728	-3.729	-3.729	-2.028	10.546	5.398	0.522
GO:1903231 mRNA binding involved in posttranscriptional gene silencing	-1.631	-4.087	-2.066	2.320	1.437	6.118	1.189	3.807	-5.222	-2.598	-3.253
GO:0008565 protein transporter activity	-3.065	2.614	9.932	-3.065	-1.515	-3.065	-3.065	-1.063	2.614	0.642	-1.062
GO:0005758 mitochondrial intermembrane space	-0.752	3.473	11.347	-2.177	-3.107	-2.177	-3.107	-1.546	2.144	-0.505	-1.545
GO:0016311 dephosphorylation	-1.170	0.603	5.504	-3.599	-3.599	-5.057	-1.754	-0.744	7.805	1.307	0.363
GO:0000786 nucleosome	0.749	19.870	0.398	-2.293	-1.735	-1.735	-1.735	-0.695	-0.695	-0.960	-1.300
GO:0004843 thiol-dependent ubiquitin-specific protease activity	-2.322	2.331	7.787	-2.322	-3.272	-1.672	-2.322	-0.382	2.331	1.594	-3.271
GO:0016829 lyase activity	-0.391	2.109	4.623	-2.720	-3.316	-2.720	-3.316	-2.720	5.965	2.109	-0.900
GO:0003725 double-stranded RNA binding	-1.092	1.366	6.083	-2.485	-2.485	-2.485	-1.639	-1.639	3.094	2.603	-2.484
GO:0006338 chromatin remodeling	-1.389	5.200	10.387	-3.563	-1.897	-1.389	-1.897	-1.389	0.806	-0.488	-1.002
GO:0051213 dioxygenase activity	-0.651	0.313	2.126	-3.438	-2.469	-1.306	-2.469	-0.933	11.609	0.657	-0.651
GO:1903955 positive regulation of protein targeting to mitochondrion	-0.980	4.221	3.260	-3.521	-2.543	-1.361	-3.521	-0.473	3.260	1.081	-1.360
GO:1990830 cellular response to leukemia inhibitory factor	-0.312	6.546	1.576	-1.250	-1.250	-3.977	-3.977	-2.226	2.623	1.023	-0.658
GO:0030374 ligand-dependent nuclear receptor transcription coactivator activity	-1.292	0.781	9.192	-2.071	-2.071	-2.071	-2.071	-0.809	1.460	0.781	-0.491
GO:0001843 neural tube closure	-0.886	1.208	5.666	-2.396	-2.396	-2.396	-2.396	-1.736	4.022	0.936	-0.266
GO:0001078 transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	0.373	5.192	2.404	-2.791	-2.241	-2.241	-3.466	-1.412	3.101	0.504	-0.341
GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules	0.613	0.773	-1.027	-2.935	-1.608	-1.980	-2.418	-1.608	2.157	2.457	5.500
GO:0042571 immunoglobulin complex, circulating	-1.224	-1.988	-1.988	1.564	0.351	1.999	3.011	1.999	-1.988	-1.988	-1.223
GO:0022617 extracellular matrix disassembly	-1.116	0.598	0.265	0.412	-2.213	-1.578	-3.148	-0.522	-1.116	3.900	4.987
GO:0000902 cell morphogenesis	0.675	-0.315	3.912	-2.609	-2.609	-1.180	-1.746	-1.746	0.937	0.675	2.409
GO:0006687 glycosphingolipid metabolic process	-0.431	0.370	-0.431	-1.946	-1.946	-1.190	-1.946	-1.190	4.311	3.099	1.225
GO:0009968 negative regulation of signal transduction	-1.240	2.286	-0.344	-2.692	-2.692	-0.546	-1.817	-0.546	4.293	1.500	0.627
GO:0008081 phosphoric diester hydrolase activity	0.259	0.944	-0.348	-1.430	-2.236	-0.920	-2.236	-2.236	1.274	2.540	3.050
GO:0004896 cytokine receptor activity	-0.924	-0.524	-0.283	-0.524	-0.924	-1.615	-1.615	-1.615	3.281	5.363	0.555
GO:0006695 cholesterol biosynthetic process	-0.300	-1.656	2.068	-1.656	-1.656	-0.957	-0.957	-0.957	1.593	4.488	0.302
GO:0045184 establishment of protein localization	-0.524	2.685	2.142	-0.924	-1.615	-1.615	-1.615	-1.615	2.142	-0.524	0.858
GO:0043531 ADP binding	-0.453	4.309	0.984	-1.491	-0.828	-1.491	-1.491	-1.491	0.984	1.858	-0.827
GO:0002377 immunoglobulin production	-0.709	-1.484	-2.104	2.675	1.187	0.664	0.664	3.133	-3.024	-0.709	-1.483
GO:0031624 ubiquitin conjugating enzyme binding	-0.407	2.009	1.511	-1.408	-1.408	-1.408	-1.408	-0.407	3.864	0.427	-1.407
GO:0031514 motile cilium	0.246	3.454	0.736	-1.474	-1.995	-3.687	-1.474	-0.537	0.376	0.539	3.014
GO:0042605 peptide antigen binding	0.873	-0.911	-0.911	-0.911	-0.911	-0.911	-0.911	-0.911	0.491	6.024	0.874
GO:0005549 odorant binding	-0.956	-0.457	-1.833	0.451	2.880	2.880	2.880	-0.670	-1.833	-1.833	-1.332
GO:0008180 COP9 signalosome	-0.764	0.427	5.375	-1.408	-1.408	-1.408	-1.408	-0.764	0.427	0.427	1.512
GO:0045095 keratin filament	-2.293	-2.293	-1.301	0.558	0.970	2.914	1.222	2.521	-1.735	-1.735	0.269
GO:0005637 nuclear inner membrane	-0.451	3.584	4.199	-1.224	-1.988	-1.224	-1.224	-0.755	0.848	-0.256	-0.754
GO:0006805 xenobiotic metabolic process	-0.504	0.404	1.296	-1.930	-0.729	-1.930	-2.617	-1.417	1.602	3.588	1.297
GO:0005544 calcium-dependent phospholipid binding	-1.190	0.597	1.619	-1.190	-1.946	-0.728	-1.190	-1.946	0.883	0.883	3.685
GO:1902476 chloride transmembrane transport	-0.418	0.651	0.325	-1.589	-1.589	-1.174	-1.174	-2.127	0.863	3.649	2.785
GO:0042626 ATPase activity, coupled to transmembrane movement of substances	0.998	0.684	0.684	-1.089	-1.822	-1.822	-1.822	-1.089	0.998	2.275	0.684
GO:0080008 Cul4-RING E3 ubiquitin ligase complex	-0.745	4.056	1.128	-0.745	-0.745	-0.745	-0.745	-0.745	1.712	-0.298	-0.745
GO:0070527 platelet aggregation	-0.318	-0.573	0.783	-1.698	-0.573	-0.573	-0.990	-1.698	5.070	1.534	-0.317
GO:0004177 aminopeptidase activity	-0.702	0.480	4.903	-0.702	-1.325	-1.325	-1.325	-0.702	1.184	0.480	0.247
GO:0045773 positive regulation of axon extension	0.247	1.184	2.769	-1.325	-1.325	-0.702	-1.325	-1.325	1.646	0.480	-0.362
GO:0003950 NAD+ ADP-ribosyltransferase activity	-0.994	0.772	0.772	-0.462	-0.994	-0.994	-0.994	-0.994	3.810	1.213	-0.462
GO:0070830 bicellular tight junction assembly	-0.702	1.184	0.480	-1.325	-1.325	-1.325	-1.325	-0.702	1.646	1.646	1.184
GO:0006103 2-oxoglutarate metabolic process	1.128	-0.745	4.056	-0.745	-0.745	-0.745	-0.745	-0.745	0.655	0.655	-0.745
GO:0009451 RNA modification	-0.621	3.769	2.864	-0.621	-0.621	-0.621	-0.621	-0.223	-0.223	-0.621	-0.621
GO:0006968 cellular defense response	-0.235	0.379	-1.534	-1.534	-1.005	-1.534	-1.005	-0.398	1.502	2.336	2.818
GO:0034314 Arp2/3 complex-mediated actin nucleation	-0.324	0.279	1.613	-0.787	-0.324	-0.787	-0.787	-0.787	4.778	-0.324	-0.786
GO:0050907 detection of chemical stimulus involved in sensory perception	-0.397	-2.359	0.353	3.600	0.353	0.724	1.241	0.520	-2.359	-0.863	-1.222
GO:0006122 mitochondrial electron transport, ubiquinol to cytochrome c	-0.621	-0.621	2.068	-0.621	-0.621	-0.621	-0.621	-0.223	3.769	0.396	-0.621
GO:0001682 tRNA 5'-leader removal	-0.497	0.524	5.784	-0.497	-0.497	-0.497	-0.497	-0.497	0.524	-0.497	-0.497
GO:0007076 mitotic chromosome condensation	-0.621	2.864	0.396	-0.621	-0.621	-0.621	-0.621	-0.621	2.864	-0.621	-0.223
GO:0009303 rRNA transcription	-0.199	3.052	-0.199	-0.580	-0.580	-0.580	-0.580	-0.580	3.052	-0.580	-0.579
GO:0016226 iron-sulfur cluster assembly	-0.580	0.434	4.006	-0.580	-0.580	-0.580	-0.580	-0.580	1.488	-0.199	-0.579
GO:0033146 regulation of intracellular estrogen receptor signaling pathway	-0.662	0.762	3.554	-0.247	-0.662	-0.662	-0.247	-0.662	1.291	-0.662	-0.662
GO:0022604 regulation of cell morphogenesis	-0.241	0.371	2.790	-1.076	-1.076	-0.520	-1.076	-1.076	1.088	1.088	-0.240
GO:0043679 axon terminus	0.416	0.416	-0.948	-0.365	-1.464	-1.464	-0.599	-1.464	2.969	1.600	0.910
GO:0045746 negative regulation of Notch signaling pathway	-0.579	-0.579	1.961	-1.159	-0.579	-0.279	-1.159	-1.159	1.961	0.607	0.979
GO:0008307 structural constituent of muscle	0.919	-0.228	0.625	-0.702	-1.905	-1.156	-0.702	-0.702	-0.228	3.786	0.389
GO:0032688 negative regulation of interferon-beta production	-0.455	0.187	0.578	-0.455	-0.455	-0.455	-0.455	-0.455	4.916	0.187	-0.455
GO:0004596 peptide alpha-N-acetyltransferase activity	-0.414	2.039	2.976	-0.414	-0.414	0.211	-0.414	-0.414	-0.414	-0.414	-0.414
GO:0016254 preassembly of GPI anchor in ER membrane	-0.621	0.396	3.769	-0.621	-0.621	-0.621	-0.621	-0.621	0.396	0.396	0.396
GO:0005132 type I interferon receptor binding	-0.704	-0.704	0.332	2.540	0.332	1.821	-0.272	-0.272	-0.704	-0.704	-0.704
GO:0070273 phosphatidylinositol-4-phosphate binding	0.236	-0.378	0.930	-0.869	-0.869	-0.869	-0.869	-0.378	2.724	0.930	0.236
GO:0006996 organelle organization	-0.621	0.823	-0.621	-0.621	-0.621	-0.223	-0.621	-0.223	3.769	0.396	-0.223
GO:0032039 integrator complex	-0.580	1.488	0.892	-0.580	-0.580	-0.580	-0.580	-0.199	2.211	-0.199	-0.579
GO:0030014 CCR4-NOT complex	-0.247	0.762	2.695	-0.662	-0.662	-0.662	-0.662	0.362	0.762	-0.247	-0.662
GO:0005351 sugar:proton symporter activity	-0.176	0.967	-0.538	-0.538	-0.538	-0.538	-0.538	-0.538	2.369	0.967	-0.176
GO:0051011 microtubule minus-end binding	-0.331	0.795	0.273	-0.331	-0.331	-0.331	-0.331	-0.331	3.562	-0.331	-0.331
GO:0061617 MICOS complex	-0.331	1.528	2.451	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	0.273	-0.331
GO:0047372 acylglycerol lipase activity	-0.331	0.273	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	2.451	1.528	-0.331
GO:0009972 cytidine deamination	-0.373	0.240	-0.373	-0.373	0.240	-0.373	-0.373	-0.373	-0.373	1.382	2.229
GO:0000408 EKC/KEOPS complex	-0.248	-0.248	3.055	-0.248	-0.248	-0.248	-0.248	-0.248	1.014	-0.248	-0.248
GO:0045277 respiratory chain complex IV	-0.207	-0.207	-0.207	0.421	-0.207	-0.207	-0.207	-0.207	3.500	-0.207	-0.207
GO:1903912 negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	-0.207	-0.207	3.500	-0.207	-0.207	-0.207	-0.207	-0.207	0.421	-0.207	-0.207
GO:0033063 Rad51B-Rad51C-Rad51D-XRCC2 complex	-0.207	3.500	-0.207	-0.207	-0.207	-0.207	-0.207	-0.207	0.421	-0.207	-0.207
GO:0008474 palmitoyl-(protein) hydrolase activity	-0.248	-0.248	0.361	-0.248	-0.248	-0.248	-0.248	-0.248	3.055	-0.248	0.361
