GO	[-6.33 -1.22]	[-1.22 -0.34]	[-0.34 0.41]	[0.41 0.86]	[0.86 1.25]	[1.25 1.59]	[1.59 1.95]	[1.95 2.37]	[2.37 3.09]	[3.09 4.19]	[4.19 19.62]
PID_MET_PATHWAY PID_MET_PATHWAY	0.664	-0.579	1.656	-0.579	-0.579	-0.579	0.945	0.258	2.081	-2.244	-1.423
BROWNE_HCMV_INFECTION_6HR_UP BROWNE_HCMV_INFECTION_6HR_UP	-0.954	2.474	-0.954	0.821	-0.434	0.821	0.821	0.199	-0.954	-0.434	-0.948
MARZEC_IL2_SIGNALING_UP MARZEC_IL2_SIGNALING_UP	-1.015	0.314	-0.691	-0.456	-2.995	2.318	0.480	0.937	-0.691	1.225	-0.283
PID_NCADHERIN_PATHWAY PID_NCADHERIN_PATHWAY	2.150	-0.351	0.991	-0.829	-0.829	-0.829	0.991	-0.829	0.256	0.566	-0.824
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	-1.125	0.315	-1.125	-0.471	-1.125	-0.471	1.327	0.728	-0.740	4.117	-0.464
SAFFORD_T_LYMPHOCYTE_ANERGY SAFFORD_T_LYMPHOCYTE_ANERGY	0.597	-0.730	-1.952	0.597	-1.194	2.567	-0.432	-0.242	-0.432	1.623	-0.722
BIOCARTA_PPARA_PATHWAY BIOCARTA_PPARA_PATHWAY	0.539	-0.641	0.881	-1.245	-0.321	2.364	0.282	-1.245	-0.321	-1.245	0.889
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	0.794	-0.703	-0.363	-1.328	0.479	-0.703	2.776	-0.363	1.185	-0.363	-1.319
DANG_MYC_TARGETS_UP DANG_MYC_TARGETS_UP	0.604	0.604	1.133	0.604	-0.360	1.462	0.604	-1.275	-1.275	-0.567	-2.726
PID_ERBB4_PATHWAY PID_ERBB4_PATHWAY	0.490	-0.912	0.490	-0.406	0.216	0.490	3.342	-0.912	0.216	-0.912	-0.906
KAMMINGA_EZH2_TARGETS KAMMINGA_EZH2_TARGETS	0.607	-0.581	0.607	0.607	2.568	-1.162	-0.581	-0.280	-1.162	0.607	-1.154
PRAMOONJAGO_SOX4_TARGETS_UP PRAMOONJAGO_SOX4_TARGETS_UP	0.403	-0.219	0.680	-0.431	-1.453	2.482	1.031	-0.798	-1.453	-0.798	0.408
WP_IL1_SIGNALING_PATHWAY WP_IL1_SIGNALING_PATHWAY	-0.626	-0.626	1.425	-1.059	-0.626	0.253	4.136	-1.059	0.453	-0.626	-0.350
CERVERA_SDHB_TARGETS_1_UP CERVERA_SDHB_TARGETS_1_UP	1.131	-0.385	1.131	-1.369	-0.385	-0.385	0.754	-1.369	0.452	1.131	-1.360
REACTOME_SIGNALING_BY_PDGF REACTOME_SIGNALING_BY_PDGF	-1.078	-0.241	0.684	0.371	-0.241	-0.521	3.513	-0.241	0.371	-1.078	-1.071
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	-0.757	-1.228	-1.228	-0.452	-0.757	-0.452	0.571	-0.256	0.351	0.848	4.249
REACTOME_ABC_TRANSPORTER_DISORDERS REACTOME_ABC_TRANSPORTER_DISORDERS	0.323	0.978	-0.280	-0.581	1.433	1.433	-1.162	0.607	-1.162	-1.162	-0.575
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	-0.895	0.272	0.981	-0.557	-1.400	-0.333	3.708	-0.557	0.692	-1.400	0.276
NEMETH_INFLAMMATORY_RESPONSE_LPS_UP NEMETH_INFLAMMATORY_RESPONSE_LPS_UP	0.498	0.315	-0.287	-0.471	-0.287	0.728	3.034	-0.740	-1.125	0.498	-2.519
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	-0.248	-0.663	-0.663	-0.248	4.523	0.362	-0.248	-0.663	-0.663	-0.248	0.365
HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN	-0.497	-0.497	-0.497	-0.497	1.731	-0.497	-0.497	0.166	1.052	-0.497	1.740
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.526	-0.379	0.930	3.503	-0.379	-0.379	-0.871	0.235	-0.871	-0.871	-0.375
TIEN_INTESTINE_PROBIOTICS_6HR_UP TIEN_INTESTINE_PROBIOTICS_6HR_UP	-1.078	-0.521	1.580	1.089	0.371	1.580	-0.521	-1.078	-0.241	-0.241	-1.071
REACTOME_REGULATION_OF_SIGNALING_BY_CBL REACTOME_REGULATION_OF_SIGNALING_BY_CBL	-0.273	-0.273	-0.273	-0.705	0.331	-0.273	3.365	-0.705	1.207	-0.705	-0.700
DAZARD_UV_RESPONSE_CLUSTER_G6 DAZARD_UV_RESPONSE_CLUSTER_G6	-1.548	-1.172	-1.548	-0.313	-0.453	-0.636	-0.313	0.763	0.576	1.797	2.508
KEGG_ENDOCYTOSIS KEGG_ENDOCYTOSIS	0.898	2.037	1.410	-1.836	-0.539	0.898	-0.251	-1.033	-0.374	-0.374	-1.816
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	2.213	-0.200	-0.580	-0.580	-0.200	-0.580	2.213	-0.200	-0.200	-0.580	-0.576
KEGG_TYROSINE_METABOLISM KEGG_TYROSINE_METABOLISM	-0.456	-0.456	0.187	-0.456	1.875	1.875	-0.456	-0.456	-0.456	-0.456	0.582
FARMER_BREAST_CANCER_CLUSTER_1 FARMER_BREAST_CANCER_CLUSTER_1	-0.177	-0.539	-0.539	0.967	0.967	2.371	-0.539	-0.539	-0.539	-0.177	-0.535
ABE_INNER_EAR ABE_INNER_EAR	3.564	-0.331	-0.331	0.273	0.795	-0.331	-0.331	-0.331	-0.331	-0.331	-0.329
