gene	rho	combined.z	pv
183	AKR1A1	-0.687861344094748	0.312753181432118	0.754468187922159
184	AKR1C2	-2.82459091296376	-1.12817461272833	0.259246183320882
185	AKR1C4	-1.42497673203513	-0.12891543128813	0.897424566158079
186	AKR1D1	0.875848805177327	1.13399898542049	0.256794973590944
187	AKT1	0.379997967147863	0.887438206391344	0.374843021287912
188	AKT1S1	-1.36357114150684	-0.0903894169637564	0.927977766306965
189	AKT3	-1.23347039848797	-0.901756705277019	0.367186123087583
190	AKTIP	-0.997155625719476	-0.619892809608541	0.535328359998113
191	ALAS1	-2.16673243050502	-0.625312856617333	0.531765743513416
192	ALAS2	-1.63512870312848	-0.263486319853424	0.792175766315571
193	ALB	0.792877167111458	1.09351391522422	0.274168222744549
194	ALCAM	-2.66947049548554	-1.00286867476999	0.315924228483632
195	ALDH1A2	-2.32023637637467	-0.300977746107734	0.763431464206586
196	ALDH3B1	-0.0524906463048146	0.662569700015053	0.507606181316142
197	ALDH4A1	-2.45356728827319	-0.835808528219595	0.403262627994896
198	ALDH7A1	0.133587451846313	0.760522776888465	0.446942159785736
199	ALDH9A1	-1.32108494821413	-0.0639342905926115	0.949022548177287
200	ALDOA	-2.4776412774303	-0.85404533472335	0.393079870886956
201	ALDOB	-2.16041585893876	-1.31114842853007	0.189807621839505
202	ALG1	0.154694337691482	0.771516232579259	0.440401004596714
203	ALG13	0.790823748653378	1.09250818201545	0.274609796116808
204	ALG14	-2.01711109305797	-0.520053442830777	0.603026326758751
205	ALKBH1	-2.18813446159978	-0.6406108712896	0.521775534624304
206	ALOX15B	-0.106110244046963	0.633989453135059	0.526087705168465
207	ALOX5	-0.0064558399352584	0.686978751447011	0.49209611858692
208	ALOXE3	-1.39371504142353	-0.109258444623211	0.912997505603793
209	ALPK3	-2.28301212859502	-0.709194352291678	0.478203877756687
210	ALS2CL	0.505085966621261	0.950711629597152	0.34175078295867
211	ALX3	-1.82247258275402	-0.552102679308401	0.580878006355553
212	AMBP	-0.221443184821674	0.571957016313438	0.567351095363001
213	AMD1	-0.633893781158573	0.343470934250963	0.731244203439526
214	AMELX	-0.0134278607889041	0.760250105151426	0.447105100027634
215	AMN	-1.02436087790552	0.116500781628484	0.907255666666964
216	AMPD3	-1.3599013033037	-0.0880978778876982	0.929798883023483
217	AMPH	1.73896398166423	1.53877286120327	0.123859757473645
218	AMTN	-0.772822110909558	0.263983612274751	0.791792546483894
219	AMY2A	-1.50623006692337	-0.180435895031143	0.856810376587458
220	AMY2B	-1.95994327437054	-0.48058380458765	0.630812328172364
221	ANAPC11	-2.33802135680928	-0.749550134783587	0.453525692969763
222	ANGPT2	-1.55087197586618	-0.20901229430137	0.834438641116048
223	ANGPTL2	-0.106110244046963	0.633989453135059	0.526087705168465
224	ANGPTL4	-2.05640095583048	-0.547414894321879	0.584093724909565
225	ANGPTL6	-2.0123219171525	-0.516731477990175	0.60534361900066
226	ANK1	-1.00181693314125	0.129915130428471	0.896633573391552
227	ANK2	0.157610182587599	1.17454747185467	0.240175809021613
228	ANK3	-2.15003876762314	-0.613423368021506	0.539596438660928
229	ANKAR	-1.02694019240736	0.114963462733066	0.908474082491297
230	ANKEF1	0.755399302896087	1.07512868790268	0.282317117124709
231	ANKFY1	-3.90391075463072	-2.18944297022358	0.0285646593513176
232	ANKMY1	-1.20768251241855	0.00589910988885874	0.995293218596154
233	ANKRA2	-4.10676211158257	NA	NA
234	ANKRD11	-3.37538662607764	-2.86304641514292	0.00419589093053496
235	ANKRD13A	-0.490602888097361	0.424079551473195	0.671507797914518
236	ANKRD16	-2.19404737793371	-0.64484839753831	0.519025434874055
237	ANKRD17	0.782931908209428	1.40937267929124	0.158724998222324
238	ANKRD18A	-0.804733909602607	0.245532901387781	0.806043836057125
239	ANKRD18B	-0.727510800449504	0.290056664117205	0.771772888257511
240	ANKRD26	-1.57632781395443	-1.64549305176445	0.0998681743704982
241	ANKRD33	-1.03721636115026	-0.219962992680198	0.825899976399762
242	ANKRD34B	-0.927557495595773	0.25143815215659	0.801475373755983
243	ANKRD36	-3.29305898590311	-1.53985008221334	0.123596900863432
244	ANKRD46	-1.24961440767205	-0.0197925917288925	0.984208827671215
245	ANKRD52	-1.87041240161891	-0.419558501806157	0.67480800921119
246	ANKRD55	-1.12370287511739	0.0569071896229538	0.954619127105386
247	ANKRD6	-2.12193305735519	-0.593490155374548	0.552853169441004
248	ANKRD7	2.21352983188761	1.74997029560936	0.0801234394912206
249	ANKS1B	0.0574876834592666	0.720690120762365	0.471100192047486
250	ANKS3	-1.95290733266031	-0.475753576433725	0.634249946732409
251	ANKZF1	-1.44814566764575	-0.143542496585971	0.885861751305209
252	ANO1	0.32686959822602	0.860333507841818	0.389605227175394
253	ANO4	-1.88479056147016	-0.429295449463218	0.667708228015161
254	ANO5	-0.323927014834178	0.516177462865401	0.605730469385336
255	ANP32E	-2.35195968341092	-0.906056094636945	0.364906162584062
256	ANPEP	0.955308521551216	1.17249424308565	0.240998682086822
257	ANTXR2	1.11628217728949	1.24967465280707	0.211418420236272
258	ANXA11	-0.805724068274577	0.244959238251253	0.806487993087078
259	ANXA2	-1.07025517685666	0.0890681039412583	0.929027785986263
260	ANXA2R	-0.930591994371968	0.172037023246597	0.863408422558073
261	AOAH	-0.743065953203551	-0.0644694996204127	0.948596392350245
262	AOC3	0.234531861055398	0.812889256322856	0.41628155483723
263	AOX1	-2.13948403100055	-1.25421426652971	0.209764135726784
264	AP1B1	-1.84883650019545	-0.404991851929069	0.685483500272043
265	AP1G2	-0.377712347256294	0.486648083505341	0.626507742345858
266	AP1M1	-3.19535375151983	-1.44922945153915	0.147273515299452
267	AP1M2	-0.264851338975048	0.54840788713617	0.583411862017084
268	AP1S1	-2.43143588415453	-1.2856445073531	0.198567156229963
269	AP1S2	-0.727046599484309	0.290323023181616	0.771569127033718
270	AP1S3	-1.02078760797361	0.595949478740849	0.551208977714429
271	AP3D1	-1.81136697848583	-0.379820592914824	0.70407859496195
272	AP4B1	-0.422227860272378	0.462072125459629	0.644029598766179
273	AP5Z1	-1.79539658546751	-0.369139903888287	0.712023447023866
274	APAF1	-1.64026953029166	-0.266833285160572	0.789597525247679
275	APBB1	-1.84561078325767	-0.402818629912504	0.687081654934115
276	APBB1IP	0.951628364663005	1.17071723032285	0.241712457028982
277	APC	-0.28178652513831	1.06139322683938	0.288511233737372
278	APC2	-0.768220197244638	0.266638307686805	0.789747657815024
279	APCDD1L	-1.62891207502744	-0.418899959895441	0.675289246380154
280	APEH	1.19960711199421	1.28921364267326	0.197323823395252
281	APH1A	1.57479378474942	1.46393810400666	0.14321086098909
282	APH1B	1.96031109334153	1.63820043061488	0.101379889841581
283	APLN	-1.32258994768502	-0.0648686528951852	0.948278579373458
284	APMAP	-0.448700313236354	0.447398110671973	0.654587639715636
285	APOA1	1.66605001406494	1.50565327450146	0.132156204711795
286	APOA4	0.37305475966979	0.883903877254507	0.376748104030201
287	APOA5	-1.83420868156596	-0.395146309523324	0.692734913844008
288	APOBEC1	2.15023573855601	1.72222409847069	0.0850289310302498
289	APOBEC3B	-2.80789804429447	-1.11445997047853	0.265081908094477
290	APOBEC3F	-1.37029973022436	-0.0945940921943508	0.924637242540417
291	APOC1	-0.0211724127918056	0.679188358987396	0.497018522273372
292	APOC2	-1.34379616571901	-0.0923840792477697	0.926392888249664
293	APOC3	-2.90279890553398	-1.19321276957032	0.232786054852191
294	APOE	-0.433065171266287	0.456070238956187	0.648339470418436
295	APOL4	-1.31558651868807	-0.0605223654731217	0.951739603426684
296	APOL5	-0.485584861173071	0.42687800653153	0.669468185525432
297	APOLD1	-3.40109183493672	-1.64352815094433	0.100273705813704
298	APOPT1	-0.686503520692114	0.313528500029381	0.753879171496978
299	AQP10	-1.31403591873997	-0.0595606619680172	0.952505549918811
300	AQP2	-0.666199752619118	0.325106766811169	0.745100267738033
301	AQP3	-2.37668061140625	-0.748110240952455	0.454393665394787
302	AQP5	-1.36375271929661	-0.0905028304029976	0.927887644849108
303	AQP6	-1.93179210726879	-0.461293465380555	0.644588072574443
304	AQPEP	-0.281899043396835	0.539128657799375	0.589798082701163
305	AR	-1.19720311339881	-0.0594778318152413	0.952571521861163
306	ARAP1	-2.20596257612332	-0.861885889611014	0.388750314507779
307	ARAP2	-0.023579053646689	1.26668557129757	0.205267741240543
308	ARAP3	-0.530108697324438	0.401990858272315	0.687690754139864
309	AREL1	2.63981630411788	1.93367096261524	0.0531535961990111
310	ARF6	-1.49070899622109	-1.25590775147491	0.209149417847068
311	ARFGAP1	-1.41515083093769	-0.122727261579399	0.902323075433084
312	ARFGEF2	-1.10903543632988	-0.487906672333387	0.625615948162268
313	ARFRP1	-0.633334136058151	0.343788433938432	0.731005399041692
314	ARG1	-0.568359253371332	0.380506555573625	0.703569431223175
315	ARGFX	-0.511773589157389	0.412255113870655	0.680152444646979
316	ARHGAP1	-1.36088274461267	-0.0887105948827351	0.929311912236989
317	ARHGAP11A	-0.871554803382665	0.206658615328689	0.836276479817901
318	ARHGAP17	-0.0200563500549769	0.679779579540631	0.496644038474407
319	ARHGAP22	-0.670769086145629	0.322503575297037	0.747071229638428
320	ARHGAP24	-1.45446182691151	-0.630211849026294	0.528555987876171
321	ARHGAP27	-1.08288528724376	0.0814891001348455	0.935052992882758
322	ARHGAP32	-1.72385265233788	-0.321636864963204	0.747727812448965
323	ARHGAP33	-1.8498138396962	-0.405650536656121	0.684999390827688
324	ARHGAP39	-1.44764653713246	-0.143226853390868	0.886111022516827
325	ARHGAP40	-0.282188393623111	0.352342084644102	0.724581730164167
326	ARHGAP42	-1.3615407634691	-0.618677723377481	0.53612868813454
327	ARHGAP44	-2.13722564629908	-0.604322991627556	0.54562892332325
328	ARHGAP5	-1.00731818016999	0.126645392045716	0.899221068512441
329	ARHGAP9	0.592935900973133	0.994704449240367	0.31988002988987
330	ARHGEF10	0.408973533231066	1.30319402443729	0.192508529689576
331	ARHGEF16	-2.58415754085161	-0.935890062643566	0.349329794156185
332	ARHGEF17	-1.44170897193509	-0.759054977376139	0.447819670063974
333	ARHGEF18	-2.02139846092697	-0.523029754386289	0.600953547466562
334	ARHGEF19	-0.106110244046963	0.633989453135059	0.526087705168465
335	ARHGEF2	-1.8566756990058	-0.410278203992203	0.681601878940388
336	ARHGEF33	-1.28349651089276	-0.0406630366658288	0.967564529675899
337	ARID1B	-1.59054389479626	-0.301083830136367	0.763350570956747
338	ARID5A	-2.86931540322998	-1.16520714103928	0.243935155758156
339	ARL10	-2.72483202062715	-1.04705052574499	0.29507627568984
340	ARL13B	-1.824243208691	-0.388452724363637	0.697681033025056
341	ARL15	-0.605720221047224	0.359428089476992	0.719274864391222
342	ARL3	2.95738535867153	2.06712579710753	0.0387223018643726
343	ARL4A	1.28048534682086	1.32733012776517	0.184399501906823
344	ARL4C	-3.42181648090189	-1.66386811889205	0.0961387873749118
345	ARL5B	0.262372553036141	0.827239574275149	0.408101285195789
346	ARL6IP1	-2.33916408579352	-0.750393206056647	0.453017921551363
347	ARMC1	1.31493081505866	1.34348672713067	0.179114420997319
348	ARMC10	-2.8954312432743	-1.18702943798519	0.235216009047517
349	ARMC4	-4.37832905071784	-2.87529741673004	0.00403647079056738
350	ARMC8	0.710593726587251	1.05306726108395	0.29231016632333
351	ARMCX3	-0.0505945878525895	0.663577375706496	0.506960841498235
352	ARNT2	-1.54579910275277	-0.598748590636531	0.549340549240034
353	ARNTL2	-0.181943024996313	0.593289333343235	0.552987536063323
354	ARPC1A	-2.11507119804559	-0.588639442526187	0.556103169077142
355	ARPC2	-2.4791450732849	-2.60439697720217	0.00920360859573216
356	ARPC5	-1.60966384991638	-0.371343038307192	0.710382045964473
357	ARPC5L	0.67317286595323	1.03457317049086	0.300868289026977
358	ARR3	-0.120786879600894	0.62613814591446	0.531224333746747
359	ARRB1	-1.7547023336301	-0.127647744325975	0.898427745650854
360	ARRDC2	-1.43825272073824	-0.137290704126898	0.890801017893073
361	ARRDC3	-0.745454553975243	0.397151201965663	0.691255964397303
362	ARRDC4	-1.13497545311664	0.0500944300178164	0.9600471383692
363	ARSB	-1.5327480984413	-0.197387262204687	0.843524496824
364	ARSD	-0.759750903508442	0.271520018307325	0.785991105408051
365	ARSI	1.16117129211989	1.27100955561002	0.2037252491877
366	ART3	-1.83550995015265	-0.396021170564927	0.692089410470214
367	ARVCF	-0.16607867685228	0.601831318010267	0.547286426029116
368	ARX	0.873568763704363	1.1328904306222	0.25726026908336
369	ASAH2	-1.54137783424231	-0.202918528981293	0.839198711526152
370	ASAP1	-2.57777653983525	-0.930932512296345	0.351888475272649
371	ASB11	-3.19535375151983	-1.44922945153915	0.147273515299452
372	ASB12	-1.72784642617128	-0.324273985139468	0.745730613319117
373	ASB15	-1.20493312354734	0.00757841891624544	0.993953354430415
374	ASB16	-1.36347043359649	-0.0903265161194234	0.928027749457192
375	ASB17	1.15519975224455	1.57757805086037	0.114662578124785
376	ASB4	-2.15104441196277	-0.614138543971033	0.539123779897016
377	ASB5	-2.28467424120519	-0.710407224051706	0.477451644679103
378	ASB7	0.347767074551128	0.87101151265957	0.383747867056096
379	ASB8	-1.99063367719713	-0.987196921146486	0.323546110866682
380	ASB9	1.05485380339672	1.22034749207356	0.222333173327027
381	ASCC1	-1.66759910743989	-0.284672176808862	0.775895308723997
382	ASCC3	-3.15786391693268	-2.41616634478131	0.0156848939514288
383	ASCL2	-0.852301951695285	0.724489548270229	0.468765241469829
384	ASCL5	-0.898591494407541	0.190835777387065	0.848654257462536
385	ASIC5	-2.54064959605242	-0.902227488828069	0.366936035248986
386	ASPDH	1.30200733762359	1.33743032994708	0.181082209709018
387	ASPG	-1.21340020693728	0.00240472291634621	0.998081310561237
388	ASPH	-1.72266287393467	-0.320851575367401	0.748322872461236
389	ASPRV1	-0.768021335640069	0.266752990414059	0.789659351220817
390	ASS1	-3.13583447658733	-1.39536970521097	0.162904381965386
391	ASTE1	0.942181707924841	1.16615318445216	0.243552516753233
392	ASTN1	1.10478062787059	1.2441951935089	0.21342773232295
393	ASTN2	-0.234674803083899	0.56479065946521	0.572216160984456
394	ASXL1	-2.67053835432908	-0.864300889639093	0.387422621594258
395	ASXL3	-0.472730468113268	0.434039243348101	0.664259943902528
396	ATAD1	-2.42294110640206	-0.812742597869352	0.416365652621413
397	ATAD2	-1.32258994768502	-0.0648686528951852	0.948278579373458
398	ATAD3B	-0.745713568800771	-0.164281714252773	0.869509376030004
399	ATCAY	-0.435429075267409	0.155101576856023	0.876741239079052
400	ATE1	-2.32216945946533	-0.737875154256583	0.460590318393176
401	ATF6	-1.75250111866089	-0.340591697311757	0.733410980719524
402	ATF7IP	-1.28266802968057	-0.400373476733854	0.688881456673615
403	ATF7IP2	-2.02800507396698	-0.527620587315904	0.597762701044303
404	ATG14	-0.451031965524237	0.44610351281986	0.655522475455495
405	ATG16L1	-2.36808185302807	-0.7717932552303	0.440236887135278
406	ATG3	-1.2925534871699	-0.85597521651802	0.392011488117532
407	ATG4C	-1.73730097763886	-0.915105837288534	0.360136070843208
408	ATHL1	-1.37135550807726	-0.0952542182945898	0.924112905749048
409	ATL2	-2.1280105139584	-0.597791547916263	0.549979031004554
410	ATL3	-1.26473731043866	-0.0290955429019491	0.976788390543604
411	ATMIN	-1.25004795246125	-0.742543275370578	0.457758242268378
412	ATOH7	-2.82317904328366	-1.12701240751147	0.259737235124713
413	ATOH8	-3.4531172287431	-1.69487886635367	0.0900984023674206
414	ATOX1	-1.35163801235546	0.0220496134636844	0.982408379322218
415	ATP10B	-0.763719813220765	0.269232971036745	0.78775040945854
416	ATP11A	-1.95581011929939	-0.477745639149477	0.632831256509392
417	ATP11C	-2.26079977665818	-0.693023813475494	0.488294607242427
