GO	[-8.26 -0.85]	[-0.85 -0.27]	[-0.27 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.37]	[0.37 1.02]	[1.02 10.22]
GO:0000922 spindle pole	-5.056	15.500	6.976	-3.114	-5.056	-5.056	-3.934	-1.184	3.222	0.500	-3.113
GO:0000785 chromatin	-2.220	10.865	10.200	-4.724	-4.724	-4.724	-4.724	-1.728	5.528	-1.331	-1.726
GO:0000777 condensed chromosome kinetochore	-1.326	15.327	12.947	-3.064	-4.102	-4.102	-4.102	-1.765	0.945	-3.064	-2.325
GO:0030496 midbody	-2.874	7.568	7.568	-6.342	-6.342	-6.342	-5.129	-0.593	6.088	1.674	-1.560
GO:0070126 mitochondrial translational termination	-2.580	9.659	16.972	-3.563	-3.563	-3.563	-3.563	-1.003	1.330	-2.580	-3.561
GO:0005085 guanyl-nucleotide exchange factor activity	-0.645	3.349	2.137	-7.505	-7.505	-5.242	-7.505	-2.680	9.996	3.349	1.633
GO:0042787 protein ubiquitination involved in ubiquitin-dependent protein catabolic process	-2.388	4.426	15.519	-3.643	-5.678	-5.678	-5.678	-1.920	4.863	0.580	-1.205
GO:0070125 mitochondrial translational elongation	-2.506	9.219	16.489	-3.480	-3.480	-3.480	-3.480	-0.956	1.401	-2.506	-3.478
GO:0006897 endocytosis	-3.696	1.453	10.727	-6.144	-3.696	-7.422	-5.168	-1.226	10.171	0.865	0.706
GO:0006457 protein folding	-1.595	5.074	15.486	-4.800	-4.800	-4.800	-4.800	-1.595	6.860	-0.375	-2.348
GO:0043209 myelin sheath	-1.231	2.263	6.639	-6.301	-6.301	-4.181	-5.090	-0.972	15.602	0.513	-1.537
GO:0003729 mRNA binding	-1.319	2.925	16.864	-5.305	-2.662	-5.305	-5.305	-1.319	5.472	0.301	-3.323
GO:0000278 mitotic cell cycle	-0.809	13.999	8.007	-4.848	-4.848	-3.744	-3.744	-2.940	3.492	-0.596	-2.939
GO:0008022 protein C-terminus binding	-0.895	3.816	13.554	-7.712	-5.427	-5.427	-6.419	-0.895	3.816	0.750	0.278
GO:0008033 tRNA processing	-0.571	9.000	13.461	-3.770	-3.770	-3.770	-3.770	-2.765	1.769	-0.811	-3.768
GO:0006914 autophagy	-1.797	0.983	5.005	-6.757	-3.185	-4.581	-6.757	-2.189	13.575	2.777	0.285
GO:0060271 cilium assembly	-0.973	3.478	8.151	-3.664	-5.131	-6.105	-5.131	-2.596	10.819	0.882	-0.971
GO:0043123 positive regulation of I-kappaB kinase/NF-kappaB signaling	-3.248	0.480	4.889	-5.596	-3.888	-6.840	-3.888	-2.706	8.678	3.719	3.024
GO:0006396 RNA processing	-1.510	7.327	14.941	-4.392	-3.327	-4.392	-4.392	-1.141	2.151	-1.141	-1.509
GO:0030030 cell projection organization	0.268	4.483	7.148	-3.888	-4.654	-6.840	-5.596	-3.248	8.154	0.770	-0.764
GO:0016874 ligase activity	0.983	6.809	11.107	-3.820	-4.581	-4.581	-6.757	-3.185	2.465	0.385	-1.461
GO:0006283 transcription-coupled nucleotide-excision repair	-3.024	5.273	11.696	-3.024	-3.024	-3.024	-3.024	-2.104	5.273	-1.037	-3.023
GO:0097711 ciliary basal body docking	-2.914	8.512	7.246	-3.936	-3.936	-3.936	-3.936	-0.640	5.509	-0.446	-2.913
GO:1904813 ficolin-1-rich granule lumen	-3.972	-0.922	6.357	-5.097	-3.149	-3.972	-5.097	-1.554	10.449	3.566	1.037
GO:0007059 chromosome segregation	-1.389	12.700	8.953	-3.563	-3.563	-3.563	-3.563	-1.897	1.641	-0.710	-2.578
GO:0050821 protein stabilization	-0.424	1.733	15.736	-4.145	-5.051	-5.051	-3.416	-1.515	4.046	1.480	-3.414
GO:0051028 mRNA transport	-1.884	9.536	12.346	-4.268	-3.214	-3.214	-3.214	-1.431	2.284	-1.072	-2.460
GO:0006368 transcription elongation from RNA polymerase II promoter	-3.936	5.509	8.512	-1.224	-3.936	-3.936	-3.936	-0.301	6.065	-0.895	-3.934
GO:0031145 anaphase-promoting complex-dependent catabolic process	-3.355	3.529	14.441	-2.396	-2.396	-3.355	-3.355	-0.266	4.022	-2.396	-3.354
GO:0005814 centriole	-1.074	9.218	7.428	-3.744	-3.744	-4.848	-4.848	-2.313	4.817	-0.301	-1.403
GO:0001650 fibrillar center	-1.040	9.179	8.014	-3.360	-5.346	-5.346	-3.360	-2.694	2.878	1.114	-1.707
GO:0015630 microtubule cytoskeleton	-1.159	6.404	6.404	-3.154	-5.479	-5.479	-5.479	-3.154	6.881	0.517	0.396
GO:0006486 protein glycosylation	-0.520	4.557	4.960	-4.093	-4.873	-5.830	-5.830	-2.404	8.190	2.474	-1.077
GO:0030027 lamellipodium	-0.451	0.770	2.392	-6.840	-6.840	-5.596	-5.596	-0.593	7.148	5.311	1.139
GO:0006417 regulation of translation	-1.206	6.785	10.165	-3.643	-3.643	-5.678	-4.510	-0.937	4.863	-0.283	-2.387
GO:0004518 nuclease activity	-2.534	6.276	6.804	-5.139	-4.011	-4.011	-4.011	-3.184	5.277	1.776	-0.708
GO:0006888 ER to Golgi vesicle-mediated transport	-1.773	0.517	7.373	-4.544	-4.544	-3.786	-4.544	-1.159	13.691	1.926	-1.158
GO:0051436 negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	-2.982	3.203	13.600	-2.982	-2.982	-2.982	-2.982	-0.288	4.227	-2.068	-2.981
GO:0006310 DNA recombination	-1.854	11.756	5.992	-4.226	-4.226	-3.176	-4.226	-2.427	3.101	0.347	-1.048
GO:0043488 regulation of mRNA stability	-2.005	2.109	11.074	-3.364	-3.364	-4.433	-4.433	0.576	7.229	-0.633	-3.363
GO:0005741 mitochondrial outer membrane	-0.328	4.144	5.372	-3.854	-5.557	-3.217	-6.799	-3.217	7.722	1.865	-0.953
GO:0006369 termination of RNA polymerase II transcription	-2.817	8.568	11.773	-2.817	-2.817	-2.817	-2.817	-0.908	1.374	-1.330	-2.815
GO:0060964 regulation of gene silencing by miRNA	-3.231	15.949	5.968	-3.231	-3.231	-2.286	-3.231	-0.368	0.772	-1.169	-2.285
GO:0016236 macroautophagy	-2.989	0.412	5.883	-4.019	-4.019	-4.019	-4.019	-1.275	12.493	1.540	-0.475
GO:0051726 regulation of cell cycle	-1.365	10.299	5.813	-4.240	-4.240	-4.240	-5.388	-1.735	3.199	1.089	-1.060
GO:0005643 nuclear pore	-2.213	11.989	8.887	-3.148	-2.213	-3.148	-3.148	-1.578	1.722	-2.213	-1.577
GO:0051437 positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	-3.190	3.822	12.639	-2.249	-2.249	-3.190	-3.190	-0.354	4.343	-2.249	-3.188
GO:0000082 G1/S transition of mitotic cell cycle	-0.770	16.446	4.937	-3.176	-4.226	-3.176	-4.226	-1.404	1.106	-0.385	-1.853
GO:0003697 single-stranded DNA binding	-1.531	15.108	6.450	-3.770	-2.765	-3.770	-2.765	-2.765	0.692	0.349	-1.530
GO:0046777 protein autophosphorylation	-0.569	1.554	9.433	-5.020	-3.001	-7.256	-5.020	-2.093	5.999	1.330	0.486
GO:0090305 nucleic acid phosphodiester bond hydrolysis	-1.683	7.545	4.999	-5.305	-3.325	-4.164	-3.325	-3.325	5.472	1.643	-1.019
GO:0010389 regulation of G2/M transition of mitotic cell cycle	-2.506	11.449	5.381	-3.480	-3.480	-2.506	-3.480	-1.333	3.798	-0.670	-1.831
GO:0005770 late endosome	-1.605	1.467	2.040	-3.219	-4.049	-5.180	-5.180	-0.961	12.197	3.457	-0.725
GO:1902036 regulation of hematopoietic stem cell differentiation	-2.951	7.141	10.432	-2.951	-2.951	-2.951	-3.977	-0.461	3.026	-1.250	-1.675
GO:0045815 positive regulation of gene expression, epigenetic	-2.444	18.844	3.172	-2.444	-2.444	-1.604	-2.444	-0.690	-0.260	-0.690	-2.443
GO:0030659 cytoplasmic vesicle membrane	-0.662	0.722	2.982	-2.504	-3.651	-3.029	-5.323	-3.029	16.205	1.087	-0.377
GO:0016363 nuclear matrix	-1.431	8.245	8.881	-4.268	-4.268	-2.461	-4.268	-1.431	0.648	0.849	-0.567
GO:0042795 snRNA transcription from RNA polymerase II promoter	-2.899	4.403	7.563	-2.899	-2.899	-2.899	-2.899	-0.646	6.213	-0.959	-1.995
GO:0007264 small GTPase mediated signal transduction	0.319	3.282	4.410	-4.435	-4.435	-5.362	-6.591	-2.084	4.017	1.505	1.506
GO:0031966 mitochondrial membrane	-2.629	1.401	6.669	-3.929	-3.929	-3.216	-4.819	0.349	8.239	1.924	-1.725
GO:0051015 actin filament binding	-0.310	2.943	1.733	-4.145	-6.259	-5.051	-6.259	-0.741	3.661	4.869	0.845
GO:0006631 fatty acid metabolic process	-1.492	0.691	5.827	-5.012	-1.852	-2.277	-5.012	-4.109	5.827	5.827	-0.412
GO:0018105 peptidyl-serine phosphorylation	-0.680	4.265	5.116	-4.896	-2.193	-4.896	-4.896	-1.425	6.035	2.145	-1.775
GO:0031124 mRNA 3'-end processing	-2.278	5.348	12.695	-2.278	-2.278	-2.278	-2.278	-0.948	1.231	-1.464	-2.277
GO:0002223 stimulatory C-type lectin receptor signaling pathway	-3.045	1.355	12.852	-1.479	-3.858	-3.858	-2.408	-0.864	6.607	-0.644	-1.138
GO:0022625 cytosolic large ribosomal subunit	-2.568	0.301	8.727	-2.568	-2.568	-2.568	-1.710	-0.301	10.348	-1.710	-1.709
GO:0000724 double-strand break repair via homologous recombination	-1.609	7.360	5.469	-3.190	-3.190	-3.190	-3.190	-2.249	2.440	1.348	-1.608
GO:0016853 isomerase activity	-0.980	3.021	6.118	-4.087	-2.598	-2.598	-5.222	-2.598	6.118	2.003	-1.272
GO:0070469 respiratory chain	-2.609	0.459	1.591	-2.609	-2.609	-2.609	-2.609	-0.507	16.633	0.675	-1.745
GO:0034774 secretory granule lumen	-4.765	-0.566	7.047	-2.251	-2.871	-3.668	-2.871	-1.355	8.207	0.795	1.799
GO:0016925 protein sumoylation	-2.213	9.627	6.180	-3.148	-3.148	-3.148	-3.148	-0.774	1.386	0.265	-1.115
GO:0000502 proteasome complex	-1.817	0.875	15.139	-1.817	-1.240	-2.692	-2.692	-0.546	3.740	-1.817	-2.691
GO:0006367 transcription initiation from RNA polymerase II promoter	-2.648	5.433	3.816	-3.820	-3.185	-1.178	-3.820	-1.178	10.522	-0.567	-0.936
GO:0003743 translation initiation factor activity	-2.319	5.229	8.931	-2.319	-2.319	-2.319	-2.319	-1.499	2.891	-0.622	-2.318
GO:0051092 positive regulation of NF-kappaB transcription factor activity	-1.530	0.744	1.631	-4.510	-2.953	-3.643	-3.643	-2.953	9.563	1.909	3.231
GO:0031902 late endosome membrane	-1.118	-0.290	2.937	-4.351	-4.351	-3.289	-3.289	-1.944	7.426	4.712	0.805
GO:0061418 regulation of transcription from RNA polymerase II promoter in response to hypoxia	-2.177	0.620	12.167	-2.177	-1.546	-2.177	-3.107	-0.327	6.290	-1.089	-3.105
GO:0033209 tumor necrosis factor-mediated signaling pathway	-1.319	-0.423	6.473	-4.164	-2.662	-5.305	-3.325	-1.319	7.545	1.643	1.140
GO:1900034 regulation of cellular response to heat	-0.752	6.290	10.550	-2.177	-3.107	-3.107	-3.107	-1.546	1.425	-0.752	-1.545
GO:0006464 cellular protein modification process	-1.282	4.227	5.686	-2.158	-3.554	-4.641	-4.641	-1.673	5.179	0.859	-0.521
GO:0000151 ubiquitin ligase complex	-1.095	1.307	9.416	-3.251	-3.251	-3.251	-2.495	-1.095	8.137	-0.280	-1.913
GO:0017137 Rab GTPase binding	-1.270	2.737	6.056	-4.625	-4.625	-4.625	-4.625	-0.579	2.407	2.737	0.693
GO:0030036 actin cytoskeleton organization	-0.370	1.147	5.634	-3.965	-3.965	-3.249	-6.052	-1.402	7.097	1.374	0.339
GO:0031146 SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	-3.024	0.906	10.090	-2.104	-2.104	-3.024	-2.104	-0.301	7.179	-1.037	-2.103
GO:0042470 melanosome	-1.352	0.524	2.067	-4.143	-4.143	-4.143	-2.360	-0.521	9.908	3.649	-0.731
GO:0051536 iron-sulfur cluster binding	-1.781	7.669	6.265	-2.651	-2.651	-2.651	-2.651	-0.526	2.346	-0.526	-2.650
GO:0048511 rhythmic process	-0.941	7.349	2.751	-4.011	-2.009	-2.534	-5.139	-2.009	6.804	0.342	-0.708
GO:0036064 ciliary basal body	-0.345	5.849	5.849	-4.558	-3.478	-3.478	-4.558	-1.618	1.392	1.676	-0.492
GO:0055037 recycling endosome	-1.673	1.081	3.783	-2.768	-1.673	-4.641	-4.641	-2.158	5.179	5.686	-0.521
GO:0006890 retrograde vesicle-mediated transport, Golgi to ER	-1.251	3.065	1.854	-2.396	-3.355	-3.355	-3.355	-1.251	10.381	1.208	-1.735
GO:0005802 trans-Golgi network	-0.847	0.839	9.472	-3.466	-3.466	-4.317	-3.466	-1.787	3.879	2.742	-0.472
GO:0030176 integral component of endoplasmic reticulum membrane	-1.794	0.920	4.107	-3.101	-2.360	-4.143	-2.360	-1.794	6.171	5.621	-1.793
GO:0003690 double-stranded DNA binding	-0.907	9.481	3.121	-3.440	-2.665	-2.665	-2.665	-2.665	4.908	0.393	-1.590
GO:0035579 specific granule membrane	-0.247	-0.554	-0.247	-2.728	-2.728	-3.729	-3.729	-2.028	10.546	5.398	0.522
GO:1903231 mRNA binding involved in posttranscriptional gene silencing	-1.631	-4.087	-2.066	2.320	1.437	6.118	1.189	3.807	-5.222	-2.598	-3.253
GO:0032981 mitochondrial respiratory chain complex I assembly	-1.781	2.346	3.825	-2.651	-2.651	-2.651	-2.651	-1.210	9.992	0.275	-1.780
GO:0051056 regulation of small GTPase mediated signal transduction	-0.429	2.407	1.809	-2.478	-4.625	-4.625	-5.803	-1.270	5.578	3.455	0.537
GO:0047485 protein N-terminus binding	-0.616	2.151	7.925	-3.327	-3.327	-3.327	-4.392	-2.563	3.288	1.522	-0.300
GO:0005777 peroxisome	-0.430	0.958	5.300	-4.848	-2.940	-2.940	-4.848	-0.809	5.300	3.093	-1.073
GO:0008565 protein transporter activity	-3.065	2.614	9.932	-3.065	-1.515	-3.065	-3.065	-1.063	2.614	0.642	-1.062
GO:0051087 chaperone binding	0.390	3.072	5.026	-2.654	-3.646	-3.646	-3.646	-2.654	5.026	0.759	-1.050
GO:0038061 NIK/NF-kappaB signaling	-2.817	0.372	10.932	-1.330	-1.924	-2.817	-2.817	-0.605	6.448	-0.605	-1.329
GO:0007050 cell cycle arrest	-0.994	2.737	7.061	-4.625	-2.001	-3.750	-3.051	-3.051	3.843	2.097	-0.428
GO:0003684 damaged DNA binding	-1.092	7.508	5.418	-2.485	-2.485	-2.485	-2.485	-1.639	3.094	-0.714	-1.639
GO:0016070 RNA metabolic process	-1.905	5.108	10.023	-1.905	-1.905	-1.905	-1.905	-1.156	1.271	-1.156	-1.904
GO:0016779 nucleotidyltransferase activity	-0.841	7.121	3.195	-3.272	-3.272	-2.322	-3.272	-2.322	2.747	1.594	-1.195
GO:0005758 mitochondrial intermembrane space	-0.752	3.473	11.347	-2.177	-3.107	-2.177	-3.107	-1.546	2.144	-0.505	-1.545
GO:0006461 protein complex assembly	0.301	1.930	3.300	-5.305	-4.164	-2.662	-3.325	-3.325	3.300	3.300	0.923
GO:0060071 Wnt signaling pathway, planar cell polarity pathway	-1.676	0.290	9.733	-2.951	-2.951	-2.951	-2.951	-0.461	7.141	0.290	-0.658
GO:0006661 phosphatidylinositol biosynthetic process	-0.752	1.119	3.979	-3.107	-3.107	-3.107	-3.107	-1.546	9.030	0.850	-0.752
GO:0001726 ruffle	-0.874	1.981	1.981	-3.894	-2.877	-3.894	-2.877	-1.199	10.707	0.632	-0.289
GO:0005667 transcription factor complex	-0.657	7.946	2.266	-3.577	-2.587	-3.577	-4.186	-1.522	5.301	0.942	-0.515
GO:0004004 ATP-dependent RNA helicase activity	-0.858	6.026	8.872	-2.734	-1.852	-2.734	-2.734	-1.270	1.457	-1.270	-0.858
GO:0005762 mitochondrial large ribosomal subunit	-1.326	3.303	10.778	-2.112	-2.112	-2.112	-2.112	-0.513	1.816	-1.326	-2.111
GO:0043130 ubiquitin binding	-2.734	1.823	3.658	-2.734	-2.734	-1.852	-2.734	-1.270	8.872	0.604	-0.858
GO:0030433 ubiquitin-dependent ERAD pathway	-2.692	0.627	6.822	-2.692	-1.817	-2.692	-2.692	-0.834	6.822	0.875	-1.239
GO:0015030 Cajal body	-0.920	3.049	13.923	-2.236	-2.236	-2.236	-2.236	-0.920	0.435	-1.430	-0.577
GO:0000932 P-body	-0.437	2.151	6.189	-4.392	-3.327	-4.392	-3.327	-0.616	2.885	1.823	-0.616
GO:0031982 vesicle	-0.720	1.003	3.149	-3.154	-2.619	-4.544	-3.154	-1.773	8.934	2.817	-0.418
GO:0051082 unfolded protein binding	-0.867	4.099	8.435	-3.364	-3.364	-2.005	-3.364	-2.005	2.833	0.419	-0.632
GO:0003899 DNA-directed 5'-3' RNA polymerase activity	-1.781	9.759	3.482	-1.781	-1.781	-1.781	-1.781	-1.781	1.860	-0.624	-1.780
GO:0007030 Golgi organization	-1.736	0.701	5.666	-2.396	-2.396	-3.355	-3.355	-0.266	6.892	1.208	-1.735
GO:0030670 phagocytic vesicle membrane	-1.924	0.372	1.726	-2.817	-2.817	-2.817	-1.924	-1.924	4.586	7.834	-0.389
GO:0042147 retrograde transport, endosome to Golgi	-1.330	1.062	9.330	-2.817	-1.924	-2.817	-2.817	-1.330	4.027	0.790	-1.329
GO:0016311 dephosphorylation	-1.170	0.603	5.504	-3.599	-3.599	-5.057	-1.754	-0.744	7.805	1.307	0.363
GO:0000786 nucleosome	0.749	19.870	0.398	-2.293	-1.735	-1.735	-1.735	-0.695	-0.695	-0.960	-1.300
GO:0004843 thiol-dependent ubiquitin-specific protease activity	-2.322	2.331	7.787	-2.322	-3.272	-1.672	-2.322	-0.382	2.331	1.594	-3.271
GO:0032508 DNA duplex unwinding	-1.224	8.712	6.285	-1.988	-1.988	-1.988	-1.988	-1.988	0.571	-0.451	-1.223
GO:0000226 microtubule cytoskeleton organization	-0.576	2.747	10.690	-3.272	-3.272	-3.272	-1.672	-1.196	1.594	-0.382	-0.576
GO:0031901 early endosome membrane	-2.439	1.085	3.274	-3.079	-3.896	-1.923	-1.923	-1.923	9.407	1.882	-0.342
GO:0019900 kinase binding	-0.279	1.383	3.649	-3.853	-3.853	-3.853	-2.839	-1.174	5.686	1.689	-0.417
GO:0016605 PML body	-1.676	2.246	2.623	-3.977	-3.977	-2.951	-2.951	-0.917	5.423	2.246	0.427
GO:0006470 protein dephosphorylation	-0.864	2.905	4.273	-2.764	-2.764	-5.353	-3.858	-0.864	5.878	1.334	-0.309
GO:0007249 I-kappaB kinase/NF-kappaB signaling	-1.675	0.728	3.538	-2.526	-2.526	-2.526	-2.526	-2.526	6.646	2.092	-0.286
GO:0043202 lysosomal lumen	-0.247	-0.377	-0.790	-3.729	-2.028	-2.728	-2.728	-2.028	1.489	9.127	4.346
GO:0007005 mitochondrion organization	-0.313	1.682	5.862	-3.521	-3.521	-3.521	-3.521	-0.473	4.221	0.435	-0.472
GO:0008234 cysteine-type peptidase activity	-1.903	2.263	7.649	-1.538	-3.449	-2.843	-1.903	-0.972	1.974	3.993	-2.841
GO:0016829 lyase activity	-0.391	2.109	4.623	-2.720	-3.316	-2.720	-3.316	-2.720	5.965	2.109	-0.900
GO:0090090 negative regulation of canonical Wnt signaling pathway	-0.346	1.327	5.251	-2.735	-3.922	-2.269	-3.922	-0.780	8.595	0.468	-0.988
GO:0006303 double-strand break repair via nonhomologous end joining	-1.180	7.086	6.389	-2.609	-2.609	-1.746	-2.609	-0.507	1.243	-0.507	-1.745
GO:0016197 endosomal transport	-1.300	-0.374	0.817	-1.888	-1.888	-2.775	-2.775	-0.883	12.841	2.605	-0.883
GO:0051607 defense response to virus	-2.971	0.497	2.368	-2.068	-2.068	-2.486	-3.535	-1.398	5.201	7.957	-0.317
GO:0019843 rRNA binding	-1.056	4.118	3.482	-1.781	-1.781	-1.781	-1.781	-1.781	6.289	-1.056	-1.780
GO:0003725 double-stranded RNA binding	-1.092	1.366	6.083	-2.485	-2.485	-2.485	-1.639	-1.639	3.094	2.603	-2.484
GO:0035577 azurophil granule membrane	-2.361	-0.398	1.150	-2.361	-2.361	-2.361	-2.361	-1.534	7.203	3.892	0.845
GO:0032587 ruffle membrane	0.636	0.301	2.464	-3.480	-3.480	-3.480	-3.480	-0.956	7.192	0.856	0.636
GO:0002479 antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	-2.140	0.289	7.737	-2.140	-2.140	-3.065	-2.140	-0.730	4.603	2.197	-1.514
GO:0097190 apoptotic signaling pathway	-0.454	-0.454	1.222	-2.982	-2.982	-2.982	-2.982	-2.068	3.699	5.373	1.910
GO:0006338 chromatin remodeling	-1.389	5.200	10.387	-3.563	-1.897	-1.389	-1.897	-1.389	0.806	-0.488	-1.002
GO:0036297 interstrand cross-link repair	-0.285	6.742	3.394	-2.071	-2.071	-2.071	-2.071	-1.292	3.394	-1.292	-2.070
GO:0012505 endomembrane system	-0.292	1.079	1.079	-3.349	-4.073	-4.073	-4.073	-1.170	4.154	4.154	2.077
GO:0006919 activation of cysteine-type endopeptidase activity involved in apoptotic process	-1.736	0.339	4.022	-2.396	-3.355	-0.886	-3.355	-3.355	2.630	4.543	0.937
GO:0006334 nucleosome assembly	-0.301	15.740	2.151	-3.327	-2.563	-1.141	-1.141	-0.616	-0.301	-1.510	-1.140
GO:0001666 response to hypoxia	-0.336	0.751	1.768	-2.541	-3.030	-3.030	-5.057	-2.119	6.843	3.567	0.919
GO:0032496 response to lipopolysaccharide	0.309	0.405	0.405	-3.547	-3.547	-1.807	-4.857	-1.807	3.850	5.767	3.513
GO:0043657 host cell	-1.499	3.986	6.611	-2.319	-1.499	-2.319	-2.319	-0.976	2.891	0.233	-2.318
GO:0006405 RNA export from nucleus	-2.402	3.799	10.245	-2.402	-1.569	-1.569	-1.569	-1.033	1.455	-0.667	-1.568
GO:0010972 negative regulation of G2/M transition of mitotic cell cycle	-1.675	0.498	10.533	-1.675	-1.675	-2.526	-1.121	-0.470	4.682	-0.737	-2.525
GO:0055038 recycling endosome membrane	-0.398	-0.398	1.898	-2.361	-2.361	-1.534	-2.361	-2.361	4.485	7.203	-1.533
GO:0035091 phosphatidylinositol binding	-0.729	2.706	1.940	-2.617	-3.604	-3.604	-3.604	-0.504	4.578	2.706	-0.729
GO:0004519 endonuclease activity	-1.333	3.798	3.798	-3.480	-1.833	-2.506	-1.833	-3.480	2.464	2.880	-0.670
GO:0018108 peptidyl-tyrosine phosphorylation	-0.474	0.906	2.621	-2.764	-1.895	-5.674	-3.956	-1.551	6.067	1.529	1.777
GO:0007346 regulation of mitotic cell cycle	-1.251	2.630	4.543	-3.355	-3.355	-1.251	-1.736	-2.396	4.022	1.854	-1.250
GO:0005911 cell-cell junction	-0.674	2.186	1.210	-4.093	-2.404	-4.093	-1.993	-1.993	8.190	1.915	0.676
GO:0006120 mitochondrial electron transport, NADH to ubiquinone	-1.292	0.781	1.875	-2.071	-2.071	-2.071	-2.071	-0.809	11.954	0.317	-1.291
GO:0075733 intracellular transport of virus	-1.395	4.288	7.047	-2.195	-1.395	-2.195	-2.195	-0.891	2.136	-0.332	-2.194
GO:0017124 SH3 domain binding	0.364	0.848	2.845	-3.114	-3.934	-2.471	-5.056	-1.184	4.482	2.845	0.501
GO:0004721 phosphoprotein phosphatase activity	-1.190	3.340	2.337	-2.781	-1.852	-5.012	-3.382	-0.553	6.789	1.057	-0.412
GO:0006979 response to oxidative stress	-0.776	1.643	1.930	-4.164	-2.124	-3.325	-3.325	-1.020	6.473	3.300	-0.422
GO:0036498 IRE1-mediated unfolded protein response	-1.033	-0.667	3.799	-2.402	-1.569	-2.402	-2.402	-1.033	8.590	1.843	-1.033
GO:0003777 microtubule motor activity	0.578	11.012	-0.540	-1.142	-3.190	-2.249	-3.190	-2.249	1.054	-0.354	1.350
GO:0030426 growth cone	0.500	0.500	2.156	-3.114	-3.114	-3.934	-3.934	-0.902	6.976	0.364	2.158
GO:0031175 neuron projection development	-0.255	1.528	5.844	-3.149	-3.149	-3.972	-3.149	-0.922	4.874	0.486	-0.254
GO:0051539 4 iron, 4 sulfur cluster binding	-0.990	7.463	4.360	-1.698	-1.698	-1.698	-1.698	-1.698	1.534	-0.573	-1.697
GO:0050790 regulation of catalytic activity	-1.095	1.591	5.291	-2.495	-2.495	-4.309	-3.251	-0.411	3.404	2.239	-0.807
