	[-0.71 -0.56]	[-0.56 -0.44]	[-0.44 -0.20]	[-0.20 -0.08]	[-0.08 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.14]	[0.14 0.31]	[0.31 0.83]	[0.83 0.98]
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	2.521	1.456	-0.385	-2.387	-3.4210000000000003	-0.285	-1.064	-1.976	-1.3219999999999998	0.318	7.35
GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY	2.455	2.79	-0.301	-4.6	-3.028	-0.301	-1.253	-3.028	-0.5670000000000001	1.097	3.54
GOBP_CILIUM_MOVEMENT	2.392	1.327	0.451	-1.068	-1.068	-1.339	-1.068	-1.068	-4.378	1.564	3.057
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	5.655	3.2889999999999997	-0.261	-1.902	-3.972	-2.775	-1.261	-1.261	-0.7979999999999999	0.738	2.062
GOMF_MONOOXYGENASE_ACTIVITY	1.405	2.029	-0.537	-0.537	-4.1930000000000005	0.8959999999999999	-1.382	-0.537	-0.25	-1.0290000000000001	2.04
GOBP_TRANSMISSION_OF_NERVE_IMPULSE	5.931	2.176	-0.585	-1.89	-1.89	1.0979999999999999	-0.884	-1.89	-0.585	-0.585	0.237
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	3.364	4.2589999999999995	-2.537	-0.601	-1.95	-0.424	0.312	-2.537	-1.4880000000000002	0.312	1.2790000000000001
GOCC_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX	3.361	1.821	0.332	-0.7040000000000001	-0.7040000000000001	-0.272	-0.272	-0.7040000000000001	-0.7040000000000001	-0.272	-0.7020000000000001
GOBP_PIRNA_METABOLIC_PROCESS	3.1830000000000003	-0.746	-0.746	-0.746	-0.746	-0.746	-0.298	0.655	0.304	1.128	-0.297
GOBP_SKELETAL_MUSCLE_THIN_FILAMENT_ASSEMBLY	3.057	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	1.012
GOCC_SODIUM_CHANNEL_COMPLEX	2.795	1.58	-0.24100000000000002	-1.077	-1.077	-0.24100000000000002	-0.52	-1.077	-1.077	0.371	0.6829999999999999
GOCC_MULTIVESICULAR_BODY_LUMEN	2.721	0.313	-0.29	-0.29	-0.29	0.894	-0.29	-0.29	-0.29	-0.29	-0.29
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT	2.6210000000000004	2.6210000000000004	-0.903	-4.446000000000001	-1.8730000000000002	0.46399999999999997	-0.687	-1.8730000000000002	0.611	-0.265	1.7109999999999999
GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	2.472	-0.434	-0.953	-0.953	-0.434	1.2819999999999998	-0.953	0.457	-0.953	-0.953	1.841
GOCC_PARANODAL_JUNCTION	2.4530000000000003	-0.331	0.273	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	1.528	-0.331
GOCC_ZONULA_ADHERENS	2.452	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	0.795	-0.331	0.797
GOBP_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_PRODUCTION	1.702	2.72	-0.29	-0.29	-0.29	-0.29	-0.29	-0.29	-0.29	-0.29	-0.289
GOCC_ANCHORED_COMPONENT_OF_MEMBRANE	1.695	5.47	-0.662	-2.864	-4.075	0.423	-0.51	-1.064	-1.624	0.547	1.9669999999999999
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	1.558	2.285	-0.255	-0.397	-2.363	-1.7069999999999999	-1.7069999999999999	-1.225	0.353	0.52	1.9
GOMF_PEPTIDE_RECEPTOR_ACTIVITY	1.4569999999999999	5.271	0.28300000000000003	-4.195	-4.195	1.226	-0.436	-2.342	-0.32	-0.436	1.025
GOCC_APICOLATERAL_PLASMA_MEMBRANE	1.4369999999999998	2.0380000000000003	-0.87	-0.87	-0.87	-0.37799999999999995	0.93	-0.87	-0.37799999999999995	-0.87	0.929
GOBP_ANTERIOR_POSTERIOR_AXON_GUIDANCE	0.313	3.9560000000000004	-0.29	-0.29	0.313	-0.29	-0.29	-0.29	-0.29	-0.29	-0.29
GOCC_CORNIFIED_ENVELOPE	0.226	3.292	-1.124	-1.124	-1.8659999999999999	1.7380000000000002	0.9590000000000001	-1.124	-0.392	-0.392	0.226
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE	-0.991	2.5140000000000002	0.7829999999999999	-0.574	0.285	0.7829999999999999	0.501	-0.991	-1.699	-0.991	0.504
GOBP_SENSORY_PERCEPTION_OF_TASTE	-1.181	3.385	1.245	-0.7859999999999999	-0.507	0.6759999999999999	-0.315	-1.181	-2.612	-0.507	1.239
