GO	[-1.00 -0.56]	[-0.56 -0.16]	[-0.16 0.15]	[0.15 0.35]	[0.35 0.51]	[0.51 0.66]	[0.66 0.79]	[0.79 0.92]	[0.92 0.98]	[0.98 1.00]	[1.00 1.00]
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN	1.925	-0.523	-1.683	-0.369	2.257	-2.172	0.497	-0.523	0.666	0.356	-0.724
GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP	0.837	-0.454	2.685	1.498	-1.039	-0.803	-0.330	-0.610	-2.559	-0.454	0.659
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN	-0.627	-0.461	-1.398	-0.331	-0.833	-1.398	0.273	-0.833	2.147	1.844	1.838
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	-1.919	1.022	-1.551	-1.240	0.515	-1.551	1.234	0.515	1.468	0.283	0.828
GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_DN GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_DN	-1.438	-0.614	-2.360	-1.102	0.562	0.291	0.413	2.012	-0.311	0.413	2.007
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP	4.792	0.398	0.751	-0.336	-0.965	-0.491	-0.336	0.398	-0.697	-0.965	-1.311
GSE17721_LPS_VS_CPG_16H_BMDC_DN GSE17721_LPS_VS_CPG_16H_BMDC_DN	3.054	1.911	-1.685	-0.312	-0.312	0.595	-0.312	-1.256	-0.661	-0.921	-0.314
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP	-0.932	-1.628	2.710	-0.687	-0.494	0.528	1.690	1.141	-0.687	-0.932	-0.496
GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MACROPHAGE_DN GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MACROPHAGE_DN	-1.388	0.595	-0.794	0.440	0.778	-0.418	0.778	-2.925	-0.418	2.430	0.310
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP	-0.661	-0.312	0.290	-0.312	1.292	1.028	-1.256	-0.921	3.054	-0.462	-1.689
