120h_DMSO_rep1	120h_DMSO_rep2	120h_treated_rep1	120h_treated_rep2	6h_DMSO_rep1	6h_DMSO_rep2	6h_treated_rep1	6h_treated_rep2	72h_DMSO_rep1	72h_DMSO_rep2	72h_treated_rep1	72h_treated_rep2
uc031pkq.1	1416.28965607883	1063.87992210112	841.774339634715	919.237986342064	1483.11755637376	1432.86910548283	984.289673407923	1139.96867377116	1229.63854631244	1191.24917143386	1141.06071944383	2020.5695085744
uc001aby.4	417.045024566837	339.665197478122	287.680858093247	315.988057805085	462.214306403863	466.468357057396	448.341369562771	332.151400274171	406.361236335011	402.433550696137	314.235385683983	407.399380590611
uc001abz.4	2022.25251228705	2209.03687359879	986.174459066733	1035.20666748938	2793.4447178302	2376.96049770116	2302.25869945021	2513.07002848948	2484.15635199232	2551.6121569067	1486.61524655811	1498.17836733321
uc009vjq.3	0	0	0	0	0	0	445.764695025054	0	0	0	0	0
uc009vjr.2	58.2199606945156	65.5068595136379	68.2822270182415	56.3884412918164	89.2750373739547	149.067061929211	76.0118988626538	77.7108936490512	50.5124356854281	102.614822755853	65.7701970036243	77.7563333922939
uc001aca.2	24.951411726221	14.5570798919195	43.6558500608429	22.3425899458141	23.0387193223109	12.1687397493234	21.9017335705951	35.7219430483542	45.2350170317267	15.478213488313	38.6269410973666	13.1419155029229
uc001acb.1	7.12897477892028	6.06544995496647	8.95504616632675	6.38359712737545	0	0	0	0.626700755234284	3.01566780211511	4.58613732987051	15.6595707151486	1.09515962524358
uc010nya.1	0	0	0	0	0	0	0	0	0	0	0	0
uc001acc.2	13.0697870946872	26.6879798018525	22.3876154158169	27.6622542186269	5.75967983057773	19.267171269762	16.748384495161	6.26700755234284	10.5548373074029	15.478213488313	33.4070841923171	14.2370751281665
uc010nyb.1	3.56448738946014	4.85235996397318	3.35814231237253	13.8311271093135	7.19959978822216	4.05624658310779	5.15334907543415	9.40051132851426	3.76958475264389	13.1851448233777	11.483685191109	13.1419155029229
uc001acd.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001ace.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001acf.3	0	0	4.47752308316338	6.38359712737545	0	2.02812329155389	2.57667453771708	0.626700755234284	0	0	0	2.19031925048715
uc001acg.2	0	0	0	0	0	0	0	0	0	0	1.04397138100991	0
uc001ach.2	0	0	0	0	0	0	0	0	0	0	0	0
uc001aci.2	0	0	0	0	0	0	0	0	0	0	0	0
uc010nyc.1	0	1.21308999099329	0	0	0	0	0	0	0	0	0	0
uc001acj.4	39.2093612840616	33.9665197478122	85.0729385801041	65.9638369828796	25.9185592375998	28.3937260817545	30.9200944526049	44.4957536216342	33.1723458232662	38.9821673038993	77.2538821947333	42.7112253844995
uc001ack.2	58.2199606945156	84.9162993695306	221.637392616587	204.275108076014	70.5560779245772	53.7452672261782	60.5518516363513	70.8171853414741	98.76312051927	73.3781972779282	115.8808232921	110.611122149601
uc009vjs.1	1.18816246315338	1.21308999099329	6.71628462474506	6.38359712737545	2.87983991528886	7.09843152043863	3.86501180657562	1.25340151046857	0.753916950528778	3.43960299740288	3.13191414302973	4.38063850097431
uc001acl.1	10.6934621683804	4.85235996397318	23.5069961866077	22.3425899458141	1.43991995764443	8.11249316621557	2.57667453771708	6.89370830757713	1.50783390105756	1.71980149870144	8.35177104807927	12.0467558776793
uc021oen.1	0	0	0	0	0	0	0	0	0	0	0	0
uc021oeo.1	0	0	0	0	0	0	0	0	0	0	0	0
uc010nyd.1	22.5750867999142	32.753429756819	20.1488538742352	24.4704556549392	24.4786392799553	4.05624658310779	51.5334907543415	0	21.8635915653346	17.7712821532482	27.1432559062576	0
uc001acn.2	5.9408123157669	0	0	0	10.079439703511	4.05624658310779	14.1717099574439	0	8.29308645581656	13.7584119896115	0	0
uc001acr.2	0	0	0	0	0	0	0	0	0	0	0	0
uc001acs.2	0	0	0	3.19179856368772	0	0	0	0	0	0	0	0
uc001act.2	5.9408123157669	14.5570798919195	6.71628462474506	25.5343885095018	0	0	0	31.3350377617142	12.8165881589892	0	0	0
uc001acu.2	29.7040615788345	29.1141597838391	12.3131884786993	0	24.4786392799553	47.6608973515165	19.3250590328781	28.8282347407771	38.4497644769677	24.0772209818202	13.5716279531288	18.6177136291408
uc001acv.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001acw.2	0	0	0	0	0	0	0	0	0	0	0	0
uc010nye.1	0	0	0	0	0	0	0	0	0	0	0	0
uc031pkr.1	0	0	0	0	0	0	0	0	0	0	0	0
uc010nyf.1	0	0	0	0	0	0	0	0	0	0	0	0
uc031pks.1	0	0	0	0	0	0	0	0	0	0	0	0
uc001acx.1	19.0105994104541	18.1963498648994	35.820184665307	21.2786570912515	33.1181590258219	33.4640343106392	36.0734435280391	23.8146286989028	29.4027610706224	30.3831598103921	32.3631128113072	58.0434601379096
uc001acy.2	0	0	0	0	0	0	0	0	0	0	0	0
uc010nyg.1	0	0	0	0	0	0	0	0	0	0	0	0
uc001acz.2	0	0	0	0	0	1.01406164577695	0	0	0.753916950528778	0.573267166233814	0	1.09515962524358
uc001ada.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001adb.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001adc.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001add.3	0	0	1.11938077079084	0	0	0	0	0	0	0	0	0
uc001ade.3	1.18816246315338	0	3.35814231237253	0	2.87983991528886	0	0	0	0	0.573267166233814	0	1.09515962524358
uc001adf.3	0	0	0	0	1.43991995764443	0	0	1.25340151046857	0	0	0	0
uc001adg.3	41.5856862103683	32.753429756819	38.0589462068887	43.6212470370655	37.4379188987552	36.5062192479701	47.6684789477659	40.7355490902285	60.3133560423023	36.6890986389641	40.7148838593865	18.6177136291408
uc001adh.4	1549.36385195201	1413.24983950719	1310.79488259608	1449.07654791423	1658.78779120639	1520.07840701964	1756.00369745419	1800.5112697881	1596.04218426942	1438.90058724687	1420.84504955449	1360.18825455252
uc001adi.4	0	9.70471992794636	0	25.5343885095018	33.1181590258219	8.11249316621557	0	15.0408181256228	0	29.2366254779245	24.0113417632279	0
uc009vjw.3	0	0	0	0	0	0	0	0	0	0	0	37.2354272582816
uc001adj.1	28.5158991156811	73.9984894505909	96.2667462880126	71.2835012556925	63.356478136355	90.2514864741482	30.9200944526049	56.4030679710856	71.6221103002339	57.3267166233814	58.4623973365549	59.1386197631531
uc001adk.3	433.679299050984	401.532787018781	201.488538742352	271.302877913456	393.09814843693	370.132500708586	340.121038978654	379.153956916742	449.334502515152	430.523641841594	275.608444586616	227.793202050664
uc001adl.2	0	0	1.11938077079084	1.06393285456257	0	1.01406164577695	0	0	0.753916950528778	0.573267166233814	1.04397138100991	0
uc001adm.4	11.8816246315338	8.49162993695306	25.7457577281894	7.44752998193802	46.0774386446218	6.08436987466168	11.5950354197268	12.5340151046857	9.80092035687412	16.6247478207806	11.483685191109	4.38063850097431
uc001ado.3	51.0909859155954	12.1308999099329	0	11.7032614001883	0	22.3093562070928	15.4600472263025	11.2806135942171	9.04700340634534	6.30593882857195	36.5389983353468	83.2321315185118
uc001adp.3	494.275584671806	510.710886208177	578.719858498866	500.04844164441	368.619509156974	650.013514943023	472.819777671084	489.453289837976	654.39991305898	525.685991436407	534.513347077073	324.167249072099
uc001adq.3	24.951411726221	20.622529846886	19.0294731034443	56.3884412918164	64.7963980939994	0	9.01836088200977	33.2151400274171	14.3244220600468	57.8999837896152	20.8794276201982	0
uc001adr.3	0	0	3.35814231237253	0	0	4.05624658310779	0	3.13350377617142	0	8.59900749350721	0	0
uc001adt.1	0	0	0	0	0	0	0	0	0	0	0	0
uc001adu.1	0	0	5.59690385395422	0	0	0	0	3.13350377617142	0.753916950528778	0	0	0
uc001adv.2	0	0	0	0	0	0	0	0	0	0	0	0
uc001adw.2	0	0	0	0	0	0	0	0	0	0	0	0
uc001adx.2	0	0	0	3.19179856368772	0	0	0	0	0	1.71980149870144	0	0
uc001ady.2	20.1987618736075	16.9832598739061	12.3131884786993	10.6393285456257	0	10.1406164577695	0	18.1743219017942	28.6488441200936	12.6118776571439	2.08794276201982	2.19031925048715
uc001aea.2	36.8330363577548	23.0487098288726	57.088419310333	37.2376499096901	17.2790394917332	27.3796644359776	50.245153485483	40.7355490902285	40.711515328554	47.0079076311727	15.6595707151486	28.474150256333
uc001aeb.2	127.133383557412	121.308999099329	122.012504016202	120.224412565571	107.993996823332	113.574904327018	130.122064154712	90.2449087537369	130.427632441479	127.83857807014	128.408479864219	56.948300512666
uc001aec.1	42.7738486735217	25.4748898108592	30.2232808113528	35.1097842005649	57.5967983057772	32.4499726648623	34.7851062591805	41.3622498454627	56.5437712896584	41.2752359688346	41.7588552403964	13.1419155029229
uc001aed.3	35.6448738946014	29.1141597838391	11.1938077079084	0	0	0	37.3617807968976	73.3239883624112	76.1456120034066	89.4296779324749	54.2865118125153	0
uc010nyi.2	79.6068850312765	109.178099189397	76.1178924137774	78.7310312376305	171.350474959687	141.968630408773	105.6436560464	102.152223103188	96.5013696676836	72.2316629454605	51.1545976694855	114.991760650576
uc009vjx.3	14.2579495578406	8.49162993695306	10.0744269371176	3.19179856368772	15.8391195340887	13.1828013951003	14.1717099574439	23.8146286989028	10.5548373074029	18.344549319482	7.30779966706936	8.76127700194861
uc009vjy.1	320.803865051413	385.762617135868	349.246800486743	284.070072168207	316.782390681775	297.120062212645	360.734435280391	332.778101029405	330.969541282134	318.163277259767	301.707729111864	315.40597207015
uc001aee.2	504.969046840187	351.796097388055	293.277761947201	341.522446314586	433.415907250974	384.329363749463	383.924506119844	438.063827908765	393.544648176022	471.225610644195	389.401325116696	194.938413293357
uc001aef.2	9.50529970522704	0	0	7.44752998193802	4.31975987293329	7.09843152043863	10.3066981508683	4.38690528663999	2.26175085158633	0	0	0
uc001aeg.2	0	0	0	3.19179856368772	0	2.02812329155389	0	3.7602045314057	6.03133560423023	5.15940449610432	0	0
uc001aeh.2	0	0	0	0	0	0	0	0	0	0	0	0
uc001aei.2	0	0	0	0	0	0	0	0	0	0	0	0
uc001aek.2	0	9.70471992794635	2.23876154158169	10.6393285456257	5.75967983057773	11.1546781035464	11.5950354197268	10.0272120837485	7.53916950528778	7.45247316103958	4.17588552403964	0
uc009vjz.2	0	0	0	0	0	0	0	0	7.53916950528778	0	0	0
uc010nyj.2	0	30.3272497748324	0	0	0	0	0	0	0	0	0	0
uc001ael.3	148.520307894173	105.538829216417	81.7147962677316	77.6670983830679	84.9552775010215	94.307733057256	108.220330584117	77.7108936490512	110.82579172773	69.9385942805253	74.1219680517036	27.3789906310894
uc001aen.2	7.12897477892028	7.27853994595977	8.95504616632675	4.2557314182503	5.75967983057773	8.11249316621557	28.3434199148878	17.54762114656	13.570505109518	16.6247478207806	6.26382828605945	15.3322347534101
uc001aeo.3	45.1501735998285	37.6057897207921	79.4760347261499	74.4752998193802	40.3177588140441	32.4499726648623	39.9384553346147	41.988950600697	52.0202695864857	51.0207777948094	65.7701970036243	16.4273943786536
uc010nyk.2	0	0	3.35814231237253	1.06393285456257	0	1.01406164577695	2.57667453771708	0.626700755234284	0	0.573267166233814	0	2.19031925048715
uc002quu.3	24.951411726221	40.0319697027787	0	3.19179856368772	30.2383191105331	13.1828013951003	0	21.3078256779657	30.1566780211511	22.9306866493525	0	12.0467558776793
uc009vka.3	5.9408123157669	7.27853994595977	23.5069961866077	12.7671942547509	10.079439703511	23.3234178528698	16.748384495161	24.4413294541371	29.4027610706224	32.1029613090936	28.1872272872675	0
uc001aer.4	413.480537177376	333.599747523156	268.651384989803	274.494676477144	460.774386446218	427.934014517872	492.144836703962	404.848687881348	451.596253366738	460.906801651986	227.58576106016	220.127084673959
uc001aew.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001aex.4	0	0	0	0	0	0	0	0	0	0	0	0
uc001aey.4	0	0	0	0	0	0	0	0	0	0	0	0
uc001aez.3	0	0	1.11938077079084	0	0	1.01406164577695	0	0	0.753916950528778	0.573267166233814	1.04397138100991	0
uc001afa.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001afb.1	468.136010482432	504.64543625321	189.175350263653	276.622542186269	411.817107886307	473.566788577834	515.334907543415	567.790884242261	554.128958638652	498.742434623418	398.797067545785	306.644695068201
uc009vkb.1	0	0	0	0	0	0	0	0	0	0	0	0
uc001afd.2	148.520307894173	92.1948393154904	173.504019472581	118.096546856446	220.307753519598	129.799890659449	260.244128309425	196.157336388331	123.64237988672	109.494028750658	169.123363723605	106.230483648627
uc001afc.2	123.568896167952	69.1461294866178	90.6698424340584	77.6670983830679	159.831115298532	129.799890659449	106.931993315259	86.4847042223312	115.349293430903	151.342531885727	60.5503400985747	44.9015446349866
uc010nym.1	39.2093612840616	33.9665197478122	88.4310808924767	36.1737170551275	10.079439703511	43.6046507684087	57.9751770986342	28.2015339855428	51.2663526359569	43.5683046337698	27.1432559062576	37.2354272582816
uc001aff.1	295.852453325192	279.010697928458	405.215839026286	314.924124950522	285.104151613597	330.584096523285	198.403939404215	238.146286989028	288.750192052522	304.978132436389	437.424008643152	270.504427435163
uc001afg.1	80.7950474944299	23.0487098288726	79.4760347261499	0	0	43.6046507684087	0	0	61.067272992831	37.8356329714317	11.483685191109	0
uc001afi.2	371.894850967008	524.054876109103	426.484073671312	479.833717407721	534.210304286084	372.160624000139	396.80787880843	577.81809632601	559.406377292353	432.816710506529	476.050949740519	436.968690472187
uc001afj.2	54.6554733050555	0	0	0	0	0	34.7851062591805	15.6675188808571	0	0	20.8794276201982	0
uc021oep.1	331.497327219793	363.926997297988	428.722835212893	529.838561572162	319.662230597064	328.555973231731	398.096216077288	290.789150428708	447.072751663565	494.156297293547	390.445296497706	258.457671557484
uc001afm.3	0	873.424793515172	613.420662393382	230.873429440079	0	113.574904327018	794.904094885718	221.225366597702	338.508710787421	239.625675485734	0	386.591347710983
uc009vkd.3	1116.87271536418	0	0	337.266714896336	737.239018313949	733.166569896732	0	501.987304942662	643.091158801048	583.585975226022	774.626764709353	0
uc001afo.4	1666.99193580419	1652.22856773287	1126.09705541559	1155.43108005496	1884.85522455656	1759.396955423	1781.77044283136	1594.95342207125	1624.69102838952	1592.53618779753	1362.38265221793	921.029244829848
uc010nyn.1	73.6660727155096	42.4581496847653	38.0589462068887	50.004844164441	44.6375186869774	44.6187124141857	38.6501180657561	46.375855887337	58.0516051907159	42.4217703013022	44.8907693834261	40.5209061340123
uc001afp.3	0	3.63926997297988	1.11938077079084	1.06393285456257	1.43991995764443	0	0	1.25340151046857	0.753916950528778	1.14653433246763	0	0
uc001afq.3	0	0	0	0	0	0	0	0	0	0	0	0
uc010nyo.2	0	0	0	0	0	0	0	0	0	0	0	0
uc010nyp.2	0	0	0	0	0	0	0	0	0	0	0	0
uc001afr.3	1.18816246315338	0	0	6.38359712737545	0	0	0	0	3.76958475264389	1.14653433246763	1.04397138100991	2.19031925048715
uc001afs.3	0	0	5.59690385395422	0	0	0	0	0	0	0	0	0
uc001aft.2	30.8922240419879	42.4581496847653	45.8946116024246	34.0458513460024	37.4379188987552	36.5062192479701	48.9568162166245	48.2559581530399	52.0202695864857	45.2881061324713	32.3631128113072	56.948300512666
uc001afv.3	466.947848019278	410.024416955733	283.203335010083	317.051990659647	518.371184751995	441.116815912972	477.973126746518	432.423521111656	473.459844932073	421.351367181853	283.960215634695	272.694746685651
uc001afw.2	209.116593514995	168.619508748068	123.131884786993	132.991606820322	152.63151551031	193.685774343397	186.808903984488	144.76787445912	174.154815572148	190.324699189626	132.584365388258	121.562718402037
uc001afx.3	0	0	0	0	0	0	0	0	0	0	0	0
uc021oeq.1	111.687271536418	109.178099189396	27.9845192697711	46.8130456007533	92.1548772892436	40.5624658310779	88.8952715512391	68.3103823205369	70.1142763991764	87.7098764337735	88.7375673858423	0
uc001afz.2	0	48.5235996397318	0	0	0	0	0	78.3375944042855	81.423030657108	6.87920599480576	14.6155993341387	0
uc001aga.2	2179.0899574233	1997.95921516596	1202.21494782937	1195.86052852833	2129.64161735611	2033.19359978278	1848.763980812	2226.04108259218	2156.20247851231	1985.79746383393	1480.35141827205	1502.55900583419
uc001agb.2	13.0697870946872	41.245059693772	17.9100923326535	15.9589928184386	37.4379188987552	5.07030822888473	19.3250590328781	25.0680302093714	4.52350170317267	37.8356329714317	0	8.76127700194861
uc001agc.1	10.6934621683804	7.27853994595977	3.35814231237253	2.12786570912515	20.158879407022	8.11249316621557	18.0367217640195	12.5340151046857	15.8322559611043	17.1980149870144	6.26382828605946	2.19031925048715
uc009vkf.3	2.37632492630676	0	1.11938077079084	0	1.43991995764443	2.02812329155389	1.28833726885854	0.626700755234284	0.753916950528778	0.573267166233814	1.04397138100991	2.19031925048715
uc001agd.3	1858.28609237189	1940.94398558927	1224.60256324518	1018.18374181638	1906.45402392123	1773.59381846388	1575.63647981399	1950.91945104433	1819.20160162594	1849.93314543652	1073.20257967819	904.601850451194
uc009vkg.1	19.0105994104541	0	8.95504616632675	3.19179856368772	10.079439703511	3.04218493733084	11.5950354197268	8.14710981804569	3.76958475264389	14.9049463220792	3.13191414302973	0
uc001age.1	380.211988209082	367.566267270968	359.321227423861	373.440431951464	266.38519216422	264.670089547783	311.777619063766	326.511093477062	375.450641363332	407.592955192242	382.093525449627	302.264056567227
uc021oer.1	1.18816246315338	1.21308999099329	1.11938077079084	0	4.31975987293329	3.04218493733084	1.28833726885854	3.7602045314057	0	1.14653433246763	1.04397138100991	2.19031925048715
uc021oes.1	16.6342744841473	14.5570798919195	11.1938077079084	23.4065228003766	20.158879407022	8.11249316621557	18.0367217640195	17.54762114656	22.6175085158633	19.4910836519497	11.483685191109	4.38063850097431
uc001agf.1	3.56448738946014	8.49162993695306	11.1938077079084	11.7032614001883	0	6.08436987466168	9.01836088200977	5.01360604187427	2.26175085158633	10.8920761584425	5.21985690504955	12.0467558776793
uc021oet.1	13.0697870946872	27.9010697928458	32.4620423529345	31.9179856368772	18.7189594493776	14.1968630408773	30.9200944526049	21.9345264331999	18.8479237632195	19.4910836519497	33.4070841923171	22.9983521301151
uc001agg.3	0	0	0	0	0	92.2796097657021	0	0	0	0	0	0
uc001agh.3	141.391333115252	0	0	40.4294484733778	105.114156908044	0	122.392040541561	94.0051132851426	35.4340966748526	90.0029450987088	0	0
uc001agi.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001agj.3	0	0	98.5055078295943	0	0	37.520280893747	0	0	0	0	62.6382828605946	0
uc001agk.3	0	0	0	0	0	0	0	0	0	0	0	0
uc001agl.2	4.75264985261352	27.9010697928458	13.4325692494901	17.0229256730012	4.31975987293329	0	24.4784081083122	6.89370830757713	12.0626712084605	25.7970224805216	31.3191414302973	0
