gene_id	log2FC_6h	pval_6h	log2FC_72h	pval_72h	log2FC_120h	pval_120h
uc010jjl.1-x0-0	1.58306768564179	0.523480782295046	-1.64473533247258	0.523480782295046	-3.57447999520885	0.523480782295046
uc021yfd.1-x0-0	-3.62881199833836	0.826933848723756	0.701547508051255	0.826933848723756	-3.56597679586434	0.826933848723756
DAC.109.1-x2-0	0.737859856746595	0.587544627291617	-0.196703867870996	0.587544627291617	-3.47037244753292	0.587544627291617
uc011dbq.1-x0-0	0.830735961357378	0.00634303434543568	0.0107545973256729	0.00634303434543568	-3.41275376346516	0.00634303434543568
uc003jjk.1-x0-0	-0.42761873827342	0.897656156371726	-2.93146091013959	0.897656156371726	-3.17939360834486	0.897656156371726
uc011dgv.2-x0-0	-0.427602163925155	0.911841332140269	-2.55222797273783	0.911841332140269	-3.17939360773897	0.911841332140269
uc003jhn.3-x0-0	-0.427529226879441	0.936138483953333	-0.892780713537944	0.936138483953333	-3.16998911445355	0.936138483953333
DAC+SB.15.5-x1-0	-2.0286207366595	0.903586272582677	-0.812978164866944	0.903586272582677	-3.16084315966034	0.903586272582677
DAC+SB.777.3-x1-0	1.42945216839432	0.923628341642207	0.701741537106771	0.923628341642207	-3.15096440418009	0.923628341642207
uc003luq.3-x0-0	-22.5359756743817	0.315034214099555	-17.7565386876965	0.315034214099555	-3.11471690158868	0.315034214099555
uc003lrb.2-x0-0	0.285840039096602	0.590591817722311	-1.14040129599263	0.590591817722311	-3.06665257783018	0.590591817722311
DAC+SB.52.2-x1-0	-4.79447676636369	0.697782135502732	1.36683074408472	0.697782135502732	-2.63321527766695	0.697782135502732
DAC+SB.94.1-x1-0	-1.79927351472978	0.844936372380901	4.95676908374109	0.844936372380901	-2.59414834629844	0.844936372380901
DAC+SB.166.1-x1-0	1.42958312799784	0.955160237825789	3.11254693982095	0.955160237825789	-2.59403906563842	0.955160237825789
DAC+SB.123.6-x1-0	-1.79934521437227	0.963851151623772	2.13403361532588	0.963851151623772	-2.58037987788204	0.963851151623772
DAC+SB.673.1-x1-0	0.0730729303866581	0.813394755528678	2.95016462292271	0.813394755528678	-2.58036165925615	0.813394755528678
uc003kwu.1-x0-0	0.764883717571657	0.98443038700758	-0.714676889617096	0.98443038700758	-2.58034157207775	0.98443038700758
uc003jfp.3-x0-0	1.34632654087299	0.841862688516897	-2.29013496741048	0.841862688516897	-2.58032906013592	0.841862688516897
uc003jbz.1-x0-0	0.310477865335987	7.97912545316284e-20	-1.57237600399716	7.97912545316284e-20	-2.57749493203099	7.97912545316284e-20
uc011dfv.1-x0-0	-0.427433162789667	0.966520741913232	0.701687432024498	0.966520741913232	-2.56644220477293	0.966520741913232
uc003kda.4-x0-0	1.42948488247233	0.960448948413488	0.70174153830814	0.960448948413488	-2.56639003147327	0.960448948413488
uc003jcd.1-x0-0	0.0975854942894597	0.506355623011587	8.37713558145394	0.506355623011587	-2.45684948421466	0.506355623011587
DAC+SB.737.2-x1-0	-1.80412670771195	0.905366308117926	2.32870201230974	0.905366308117926	-2.12870182859043	0.905366308117926
uc003jca.1-x0-0	0.0511580084989667	0.793980914213831	-1.92868117139871	0.793980914213831	-1.99999049463395	0.793980914213831
uc031sjp.1-x0-0	1.62350698488893	0.897625093482587	-1.12986110202068	0.897625093482587	-1.99886180294701	0.897625093482587
uc011cuc.2-x0-0	0.0208291633237806	3.98725878501024e-11	-0.726039356254656	3.98725878501024e-11	-1.99499479312295	3.98725878501024e-11
uc010iwa.1-x0-0	0.687758030188534	0.176128988153174	-0.173566110111801	0.176128988153174	-1.87139848284223	0.176128988153174
uc010ito.3-x0-0	0.183153411000953	0.197360771680919	0.0764533937587632	0.197360771680919	-1.78594751644486	0.197360771680919
uc021ybj.1-x0-0	2.74735173161575	0.800304846821383	0.156590712231293	0.800304846821383	-1.73210374635008	0.800304846821383
DAC+SB.736.2-x1-0	0.0667913835312824	0.4677438987868	0.456121014281965	0.4677438987868	-1.72317629857536	0.4677438987868
uc003kyb.1-x0-0	-2.5405420266847	0.858409234738062	-1.31276356961714	0.858409234738062	-1.71873627976332	0.858409234738062
uc003mlb.3-x0-0	-0.27211579686689	0.463214805659591	-1.06056516713437	0.463214805659591	-1.70693729544462	0.463214805659591
uc011cnd.2-x0-0	-0.269845452303804	0.994920923247516	-0.167611479566	0.994920923247516	-1.69767682437178	0.994920923247516
uc003jdy.2-x0-0	-0.427528866689222	0.949162912554222	-1.05883008669116	0.949162912554222	-1.68073837822008	0.949162912554222
uc003jxc.4-x0-0	0.014154946289973	0.785392575044529	-0.634880288668659	0.785392575044529	-1.65558751860262	0.785392575044529
uc011dci.1-x0-0	0.124617330568689	2.62256253592743e-23	-0.904766161852035	2.62256253592743e-23	-1.60070957476137	2.62256253592743e-23
uc021xwc.1-x0-0	-3.10586489808465	0.940687343177887	0.701570364329504	0.940687343177887	-1.591695758861	0.940687343177887
uc003jgv.2-x0-0	-0.427320311619775	0.965139916891625	3.11249476709207	0.965139916891625	-1.59151993809877	0.965139916891625
uc011cmf.2-x0-0	0.882520298951934	0.997202463053902	0.701725601443055	0.997202463053902	-1.59146740971441	0.997202463053902
uc003kex.3-x0-0	0.882520298951933	0.997202463053902	0.701725601443054	0.997202463053902	-1.59146740971441	0.997202463053902
uc011dcf.2-x0-0	0.882618492433538	0.900111707820707	4.45993510494396	0.900111707820707	-1.59146740437841	0.900111707820707
uc011crm.2-x0-0	-1.75147997492369	0.155496812975295	-11.1599259486773	0.155496812975295	-1.5789841054073	0.155496812975295
DAC+SB.822.1-x1-0	-2.06551226081894	0.983501507491401	0.701615835513026	0.983501507491401	-1.57588925298664	0.983501507491401
DAC+SB.792.1-x1-0	-2.06566287009914	0.986493659798501	-1.56037170770921	0.986493659798501	-1.57588924214964	0.986493659798501
uc010ius.1-x0-0	-1.79939540672158	0.994487120336394	-0.684901321213886	0.994487120336394	-1.57588007144081	0.994487120336394
uc010izt.4-x0-0	-1.79934521119569	0.990544354741845	0.701627469002688	0.990544354741845	-1.57588006988886	0.990544354741845
DAC.22.2-x2-0	-0.755785502893327	0.993960879885755	-1.56033490001076	0.993960879885755	-1.57585675514949	0.993960879885755
uc003lww.3-x0-0	-0.427389868242005	0.999937567731117	0.701687433706528	0.999937567731117	-1.57583200251808	0.999937567731117
uc003kqr.1-x0-0	-0.427389868242004	0.999937567731117	0.701687433706529	0.999937567731117	-1.57583200251808	0.999937567731117
uc010jjf.1-x0-0	-0.427389868242005	0.999937567731117	0.701687433706528	0.999937567731117	-1.57583200251808	0.999937567731117
uc010jgq.1-x0-0	-0.427348133245744	0.991441671863169	2.13408769506766	0.991441671863169	-1.57583200126943	0.991441671863169
uc010iuo.3-x0-0	-0.427417820279723	0.994557856630388	0.539596001990565	0.994557856630388	-1.57583184618211	0.994557856630388
STRG.189.3-x3-0	-0.42727959203283	0.859316119138032	4.48651202210191	0.859316119138032	-1.57583150732654	0.859316119138032
DAC+SB.165.1-x1-0	0.882478698744821	0.987891871626364	0.549693170361109	0.987891871626364	-1.57579902476477	0.987891871626364
STRG.189.2-x3-0	3.96559522283639	0.878588646834674	-3.13417270334903	0.878588646834674	-1.57572371527413	0.878588646834674
uc003jfv.2-x0-0	0.291061911162797	0.00155777858846073	-0.718384981828426	0.00155777858846073	-1.55551169446565	0.00155777858846073
uc003jyj.1-x0-0	-0.42745134506535	0.0333473613450846	-0.131485213692805	0.0333473613450846	-1.55072573217571	0.0333473613450846
DAC+SB.23.2-x1-0	4.9848619430823	0.386720517420254	-1.20064424687445	0.386720517420254	-1.42718636662848	0.386720517420254
uc003jfu.2-x0-0	-0.0561537559924268	1.39661089362917e-08	-0.50060094691221	1.39661089362917e-08	-1.38796876375038	1.39661089362917e-08
uc010iyz.1-x0-0	-1.37160493759113	0.626571615372955	-0.0169700534471063	0.626571615372955	-1.36007005090988	0.626571615372955
uc003jso.4-x0-0	-0.13446317296606	1.02377273835734e-07	-0.560945179375155	1.02377273835734e-07	-1.35711881695407	1.02377273835734e-07
uc003mbb.3-x0-0	2.13681076832553	0.889990884443662	0.550422642720075	0.889990884443662	-1.29624303929947	0.889990884443662
uc003jys.3-x0-0	0.150503600360168	0.750236448437826	-4.35786517741186	0.750236448437826	-1.28890517335313	0.750236448437826
uc031sjr.1-x0-0	0.0817267550347617	0.971925375901473	-0.260120630714302	0.971925375901473	-1.28027971918357	0.971925375901473
uc011dbd.2-x0-0	0.816950885083033	0.932160705029813	-0.492828535165724	0.932160705029813	-1.2781309277754	0.932160705029813
uc003kcd.3-x0-0	-0.154160264621078	0.0545292959861376	-0.704182971293263	0.0545292959861376	-1.26867908252934	0.0545292959861376
uc003mlg.3-x0-0	-0.123829700480806	0.884938725011609	-0.107603844025886	0.884938725011609	-1.24414024858878	0.884938725011609
uc011cox.2-x0-0	0.097727774571758	0.248831040439175	-0.522601510973869	0.248831040439175	-1.21546553991781	0.248831040439175
uc011czt.2-x0-0	-0.0763393758578953	0.972943596540413	-0.584772434265382	0.972943596540413	-1.21148855078891	0.972943596540413
uc010iww.3-x0-0	0.0170081603760362	1.04740754123538e-77	-0.794311002786464	1.04740754123538e-77	-1.195726552185	1.04740754123538e-77
uc003lrf.3-x0-0	0.167887870013868	9.19508166927759e-21	-0.890049621097615	9.19508166927759e-21	-1.1777879961713	9.19508166927759e-21
uc003mmm.4-x0-0	1.45996775322797	0.765541009297026	-3.70600859977178	0.765541009297026	-1.15474516380287	0.765541009297026
uc003ktv.3-x0-0	-0.247747744681755	0.821335039798398	1.06452383216066	0.821335039798398	-1.14947216718472	0.821335039798398
DAC+SB.46.1-x1-0	-0.427445397093283	0.943715063905229	-0.931305766831466	0.943715063905229	-1.14769309065267	0.943715063905229
DAC+SB.72.1-x1-0	-0.0988338011636903	0.843257238518757	2.08116939725061	0.843257238518757	-1.14655196513501	0.843257238518757
uc003jiz.3-x0-0	-0.14957394143981	0.000599758616930204	-0.586960374227812	0.000599758616930204	-1.13646971305186	0.000599758616930204
uc003jnp.5-x0-0	0.0871008266704846	0.000901737628065353	0.0268061697165713	0.000901737628065353	-1.13541388292391	0.000901737628065353
DAC+SB.818.2-x1-0	0.725974080010314	0.670766940272919	-1.73383451311762	0.670766940272919	-1.13538433536244	0.670766940272919
uc003lqi.2-x0-0	2.69735089018728	0.653800104782502	-1.19852059482133	0.653800104782502	-1.12965761043896	0.653800104782502
uc010itg.1-x0-0	3.51004928407288	0.866110155618886	-1.75054616122063	0.866110155618886	-1.12824163439553	0.866110155618886
DAC+SB.814.3-x1-0	-0.427405530784326	0.959749892034914	1.53457234998618	0.959749892034914	-1.12381878873274	0.959749892034914
DAC+SB.745.2-x1-0	2.50495919023566	0.903275340295504	0.70177287522346	0.903275340295504	-1.11801256243575	0.903275340295504
DAC+SB.41.1-x1-0	1.24053354537689	0.971687017455352	-0.752161545112296	0.971687017455352	-1.11455363066876	0.971687017455352
uc031sjt.1-x0-0	-1.85496678952076	0.730436498091743	0.729090783512567	0.730436498091743	-1.10697061949238	0.730436498091743
uc003jue.3-x0-0	-0.0470789090675172	1.9611540121528e-20	-0.572532006818954	1.9611540121528e-20	-1.10002192210494	1.9611540121528e-20
uc021ygi.1-x0-0	0.0811994332653883	0.133099466096937	0.2489202140238	0.133099466096937	-1.05419046331876	0.133099466096937
uc010jfa.3-x0-0	-0.0943349719712137	0.2623743550297	-0.507348771977928	0.2623743550297	-1.05395563265763	0.2623743550297
uc003max.2-x0-0	-0.500322074587263	0.796105290928292	1.11424762854221	0.796105290928292	-1.04527698234002	0.796105290928292
uc010itx.3-x0-0	0.0417132195638197	0.0027715946674446	-0.151211549486655	0.0027715946674446	-1.02882019858572	0.0027715946674446
uc031slc.1-x0-0	-0.0243573998133967	3.05368055216674e-22	-0.500729226197869	3.05368055216674e-22	-1.02033974301255	3.05368055216674e-22
uc010jad.4-x0-0	0.0418669389802845	0.00481434289052663	-0.235951023113382	0.00481434289052663	-1.01355645844999	0.00481434289052663
uc010ize.1-x0-0	-0.0920796283373957	7.663104297399e-10	-0.452007482470312	7.663104297399e-10	-1.01301110750124	7.663104297399e-10
uc021ygh.2-x0-0	-0.069701784031368	0.00033360824770452	-0.605240785640852	0.00033360824770452	-1.00727791194372	0.00033360824770452
uc010jlq.1-x0-0	0.109208155228975	0.844890731071401	-0.942381592480076	0.844890731071401	-1.00643116594578	0.844890731071401
uc003kbt.4-x0-0	0.075451694497572	7.03119843458273e-13	-0.699629905246167	7.03119843458273e-13	-1.00253882106017	7.03119843458273e-13
uc003mjd.1-x0-0	0.0817125928665854	0.630984871079416	-0.0564826856483627	0.630984871079416	-0.999180865781932	0.630984871079416
uc003jtm.3-x0-0	-0.0497722745324151	0.0725370497878273	0.174301795807389	0.0725370497878273	-0.988161137757688	0.0725370497878273
DAC+SB.817.1-x1-0	-1.3110018339329	0.704026473207692	0.350195490567914	0.704026473207692	-0.979431281416649	0.704026473207692
uc010itn.1-x0-0	1.85809772592752	0.805210021162966	-0.378475977807509	0.805210021162966	-0.972699670101011	0.805210021162966
uc031ska.1-x0-0	-0.290743454683485	0.0839040856001146	0.302235966567806	0.0839040856001146	-0.961024622433473	0.0839040856001146
DAC+SB.9.1-x1-0	-1.13602269984491	0.608716833903766	-0.555217966223638	0.608716833903766	-0.956842768496542	0.608716833903766
uc010izs.3-x0-0	2.47822683732769	0.000849239857540864	-7.39855586012511	0.000849239857540864	-0.945726706917277	0.000849239857540864
uc010jbu.3-x0-0	-0.0144727628628099	5.27217714081009e-52	-0.834370632784489	5.27217714081009e-52	-0.940204186983055	5.27217714081009e-52
uc003jvy.2-x0-0	3.76376708116323	0.0965498013410161	0.580854612643128	0.0965498013410161	-0.938746260045171	0.0965498013410161
uc003mle.3-x0-0	-1.3841637233527	0.816341537742045	-0.990014546832788	0.816341537742045	-0.92556466097682	0.816341537742045
uc011cpp.2-x0-0	-0.545589356328474	0.583706769593201	-2.0145923329493	0.583706769593201	-0.906618247651467	0.583706769593201
uc003kxn.3-x0-0	0.095939157882573	0.0927005787318888	-0.272121682643257	0.0927005787318888	-0.892065197593589	0.0927005787318888
uc011cqi.2-x0-0	-0.072399243883849	0.000122011634120317	-0.234144163833761	0.000122011634120317	-0.8787277760603	0.000122011634120317
uc021xzh.1-x0-0	0.0837925933611887	0.281717728138904	0.148484447590532	0.281717728138904	-0.871124654714647	0.281717728138904
uc011cyw.2-x0-0	0.0651569287914336	0.0110689993006591	0.110604166897438	0.0110689993006591	-0.868138726679293	0.0110689993006591
uc031sjm.1-x0-0	0.328923042913956	0.113351467557142	-0.470060225059988	0.113351467557142	-0.858498494196257	0.113351467557142
uc003koh.1-x0-0	-0.28407629978877	0.000668821315030334	-0.414064930382047	0.000668821315030334	-0.854534310529935	0.000668821315030334
uc011dbt.2-x0-0	0.0366255365481594	0.0870593921082122	0.0901058322950097	0.0870593921082122	-0.844444841124381	0.0870593921082122
uc003knz.3-x0-0	0.0584167108701914	0.470664585967645	-0.0851801004487891	0.470664585967645	-0.838816626383411	0.470664585967645
uc011col.1-x0-0	0.244474159260559	1.23380078824671e-13	-0.805094407437646	1.23380078824671e-13	-0.838391582885716	1.23380078824671e-13
DAC+SB.103.1-x1-0	3.21475082343788	0.183102539725945	-1.97932045969019	0.183102539725945	-0.83258232014109	0.183102539725945
uc010iwe.1-x0-0	-4.11392136563867	0.867809442395382	4.17731075668524	0.867809442395382	-0.824283941034948	0.867809442395382
uc011dbr.1-x0-0	-0.00671012870191818	3.8328623734718e-14	-0.248327221680598	3.8328623734718e-14	-0.819831825170564	3.8328623734718e-14
uc011dcu.2-x0-0	1.74179212560492	0.333661533344907	0.0989410865699029	0.333661533344907	-0.816708619109038	0.333661533344907
uc011dfk.1-x0-0	-0.0144942232127001	0.0108566387326565	-0.299444029095943	0.0108566387326565	-0.816546385313594	0.0108566387326565
uc003lgo.3-x0-0	1.93396828491147	0.941996207155199	-0.829310741041238	0.941996207155199	-0.814388781982123	0.941996207155199
uc011csz.1-x0-0	0.338243225438031	0.227357457602181	1.51409245466351	0.227357457602181	-0.804232141156327	0.227357457602181
DAC+SB.687.1-x1-0	0.247303832506962	0.0939863442200237	0.2474499898352	0.0939863442200237	-0.802210998716845	0.0939863442200237
uc003mix.3-x0-0	-0.00715703131584676	1.10994689798412e-18	-0.446973111727992	1.10994689798412e-18	-0.800172484788357	1.10994689798412e-18
uc003jnx.3-x0-0	-0.665523969770158	0.0538136565443653	-0.0159488519215965	0.0538136565443653	-0.799412355838819	0.0538136565443653
uc003lct.1-x0-0	3.13279217638097	0.655187114043156	-3.65747546190192	0.655187114043156	-0.796401889839048	0.655187114043156
uc021xvu.1-x0-0	0.105218799385582	0.0155858741790887	-0.770950346645609	0.0155858741790887	-0.792634304778725	0.0155858741790887
uc010iyv.1-x0-0	-0.0900718820409796	4.34817871288069e-11	-0.655701899998123	4.34817871288069e-11	-0.790121734421357	4.34817871288069e-11
uc011czh.1-x0-0	0.305213291455516	0.397432280500058	-0.191446347606898	0.397432280500058	-0.788477761134709	0.397432280500058
uc011deo.2-x0-0	0.0771538362587523	5.13721818491329e-29	-0.690262152965189	5.13721818491329e-29	-0.780851798846972	5.13721818491329e-29
uc003mnb.1-x0-0	0.124260392091204	0.325373475890662	2.62119761768019	0.325373475890662	-0.777400728830749	0.325373475890662
uc010jie.1-x0-0	-0.214373329148669	0.0263629767877279	0.599153050960405	0.0263629767877279	-0.776103464518529	0.0263629767877279
uc003jbl.3-x0-0	0.629860881042704	0.769917551348277	-1.94793484939752	0.769917551348277	-0.767406806944019	0.769917551348277
uc011ctd.2-x0-0	0.112301057366576	2.64551280383115e-26	-0.906998163336013	2.64551280383115e-26	-0.75924309368793	2.64551280383115e-26
uc010iuy.3-x0-0	0.392437443119298	0.132052186293679	-1.11178938173727	0.132052186293679	-0.745328086137026	0.132052186293679
uc003mhn.3-x0-0	0.499454139837405	2.82029502638869e-12	-0.823330814055334	2.82029502638869e-12	-0.743922614771111	2.82029502638869e-12
uc011ddu.2-x0-0	-0.1036772832986	2.46919794210011e-08	-0.233844917990723	2.46919794210011e-08	-0.741277298632296	2.46919794210011e-08
uc011coz.1-x0-0	-1.91089082152855	0.905278628442038	-1.19914690495276	0.905278628442038	-0.739083577305783	0.905278628442038
uc003mdh.4-x0-0	0.137349836054298	4.18275065793319e-17	-0.446558013613409	4.18275065793319e-17	-0.738961091938182	4.18275065793319e-17
DAC+SB.38.1-x1-0	-1.47275549612375	0.465526185764742	-2.24129380957064	0.465526185764742	-0.725373462905834	0.465526185764742
uc003joi.1-x0-0	-0.115060780382782	0.13162433203252	-0.262541858520717	0.13162433203252	-0.723825923797955	0.13162433203252
uc010jls.3-x0-0	0.144560546281593	0.004438557647189	-1.30324555221601	0.004438557647189	-0.723734894706019	0.004438557647189
uc011cmq.2-x0-0	-0.133318381083882	4.3925954657232e-77	-0.450472536675834	4.3925954657232e-77	-0.718501044233136	4.3925954657232e-77
uc003jay.3-x0-0	-1.47182344468243	0.564132710753776	-5.79350983812518	0.564132710753776	-0.717368869114303	0.564132710753776
uc003jhi.2-x0-0	-0.0664326743853641	1.77696467974517e-06	-0.0365670325285686	1.77696467974517e-06	-0.711857419158887	1.77696467974517e-06
uc011cvz.1-x0-0	1.32181182449693	0.866245688363281	3.76424212054678	0.866245688363281	-0.703980165319181	0.866245688363281
uc003jdt.3-x0-0	0.194732317247127	5.93365358078672e-13	-0.324529672120416	5.93365358078672e-13	-0.70228542131881	5.93365358078672e-13
uc003jza.4-x0-0	-0.542414291001173	0.845015152985885	-0.299045429733026	0.845015152985885	-0.696937671630005	0.845015152985885
uc003jbm.3-x0-0	0.847526878224252	0.0368870108943232	-1.29280313499126	0.0368870108943232	-0.696189426616757	0.0368870108943232
uc003mkg.5-x0-0	0.14306970388291	8.08593428515961e-05	-0.3937209587095	8.08593428515961e-05	-0.694610574151428	8.08593428515961e-05
uc003lds.3-x0-0	0.060127835833892	0.213555565893995	-1.42231583763183	0.213555565893995	-0.694400536085369	0.213555565893995
uc010iwj.2-x0-0	0.63894952426604	0.982531099828195	0.581298064881121	0.982531099828195	-0.678343696731771	0.982531099828195
uc003jbp.3-x0-0	0.594865322196948	0.706613498566525	-0.997572563055107	0.706613498566525	-0.674911730758284	0.706613498566525
uc010jkt.2-x0-0	-0.460918774299103	3.53015550626221e-06	-0.915289851786699	3.53015550626221e-06	-0.674426900909119	3.53015550626221e-06
uc003mng.1-x0-0	2.08878054000916	0.724900426847465	-3.02054378922353	0.724900426847465	-0.674402956154673	0.724900426847465
uc003koc.1-x0-0	1.00252244339188	0.361151864682935	0.342538919945707	0.361151864682935	-0.671968188045262	0.361151864682935
DAC+SB.726.1-x1-0	0.43546979939388	0.751699229170009	-0.515742370070762	0.751699229170009	-0.669626977056383	0.751699229170009
uc011clz.1-x0-0	0.426206740486701	0.403224069279492	-0.511725702913921	0.403224069279492	-0.661210265467656	0.403224069279492
uc011dca.2-x0-0	-0.0258024508242749	1.64293293566548e-17	-0.585176107779168	1.64293293566548e-17	-0.659878526777629	1.64293293566548e-17
uc011czq.3-x0-0	0.0065804660632635	1.96863256246236e-06	-0.229993124578088	1.96863256246236e-06	-0.641877037087544	1.96863256246236e-06
uc010iux.3-x0-0	0.145797145792934	1.37050805309881e-11	-0.546724529966699	1.37050805309881e-11	-0.63938838023888	1.37050805309881e-11
uc010itc.3-x0-0	-0.350389307780492	0.153558028180736	0.489754112129524	0.153558028180736	-0.630340428284594	0.153558028180736
DAC+SB.19.3-x1-0	-1.96830213951839	0.89822440815257	-0.906623528797747	0.89822440815257	-0.630226227233303	0.89822440815257
uc003mlf.3-x0-0	0.411427260828424	0.573970504224315	0.134855111021095	0.573970504224315	-0.624759240597835	0.573970504224315
uc003kfw.1-x0-0	-0.0647821660332023	0.528035781690768	0.276357354702567	0.528035781690768	-0.621088604820744	0.528035781690768
uc011cqk.2-x0-0	-0.12769729684597	3.0618886934293e-11	-0.708815008781598	3.0618886934293e-11	-0.61686076924815	3.0618886934293e-11
uc003lmf.4-x0-0	-0.59954671600119	0.00945068297947396	-0.172743246466119	0.00945068297947396	-0.615304609990892	0.00945068297947396
uc003kbo.3-x0-0	-0.194464685613684	0.275588652730691	0.481298643756251	0.275588652730691	-0.607763282410674	0.275588652730691
uc011clv.1-x0-0	0.117128132555637	0.000115398329070014	-0.12465225240755	0.000115398329070014	-0.605517839455056	0.000115398329070014
uc003lcm.1-x0-0	-0.0107759286837396	0.0619367590104291	0.143112494239863	0.0619367590104291	-0.597398349062534	0.0619367590104291
uc003kyi.4-x0-0	-0.387764551363931	0.0383605116755406	0.427711799162335	0.0383605116755406	-0.583401245230698	0.0383605116755406
uc003kbr.1-x0-0	-0.124148273469411	1.0035519013405e-14	-0.519174078128603	1.0035519013405e-14	-0.583076807694001	1.0035519013405e-14
uc003kzv.1-x0-0	-0.161836209632506	0.202871904348768	0.531010599913019	0.202871904348768	-0.579919066403797	0.202871904348768
uc011cum.2-x0-0	3.04803739853774	0.48740619460719	2.80730179000085	0.48740619460719	-0.579441503172546	0.48740619460719
uc011cqq.1-x0-0	0.307967980801491	0.0713003450025959	-0.0193019979249785	0.0713003450025959	-0.577386975261583	0.0713003450025959
uc011cmd.2-x0-0	0.349849016442361	0.252229986427777	0.235910567381364	0.252229986427777	-0.57396341537933	0.252229986427777
uc003jke.4-x0-0	-0.188883190050386	1.21449140760007e-11	-0.294129528235299	1.21449140760007e-11	-0.572548529702983	1.21449140760007e-11
uc003lgh.1-x0-0	0.580075935364313	4.06466994620355e-08	-0.656846058469575	4.06466994620355e-08	-0.570621615313009	4.06466994620355e-08
uc011crn.1-x0-0	0.255187278949723	0.781750479814813	-0.480202150718092	0.781750479814813	-0.555427516590326	0.781750479814813
