6h_DMSO_rep1	6h_DMSO_rep2	6h_treated_rep1	6h_treated_rep2	72h_DMSO_rep1	72h_DMSO_rep2	72h_treated_rep1	72h_treated_rep2	120h_DMSO_rep1	120h_DMSO_rep2	120h_treated_rep1	120h_treated_rep2
ENSG00000006576	-2.73641327482549	-3.23302047748593	0	0	-3.19673421636591	-2.61823328936506	-1.96355336219328	-3.11820633153714	-2.11320911322229	-1.98037771718015	-1.77682374042117	-1.39843879335269
ENSG00000006607	0	0	0	0	0	0	-2.85081811917523	-2.0748966999744	0	0	-2.39420775657277	0
ENSG00000006634	0	-1.21539295367114	-2.61055493577474	-2.4130816522371	-1.62898236483289	-2.36760935351446	0	-1.21664166978146	-3.05030630081825	-1.80500174075848	-3.89395077819084	-4.29308851483004
ENSG00000006652	-2.33666610027572	-2.932927485444	-2.45901544787077	-3.29522303071964	0	0	0	-2.54480208022563	0	0	-2.68349886309983	-2.15293795958498
ENSG00000006695	-1.49522134248973	-1.91956681571649	-1.30656947538231	-2.36630159835098	-1.25506753954754	-0.863776280335087	0	0	-0.904546720781314	-1.52389904245693	0	-2.28753158988502
ENSG00000006715	-0.986721681016381	-0.693009809435718	-1.8602675755888	-0.987957355530726	-1.18686856917107	-0.537339451488022	-1.32451760983234	-0.567386258082086	-1.97408326278007	-1.53644125393558	-1.93518388883366	-1.25860222659465
ENSG00000006831	0	-5.06548284889464	0	0	-3.11940045922869	-2.17209441278897	-3.16547666979953	0	-2.09215603350706	-3.164799220074	0	-1.86497079908084
ENSG00000007168	-1.18826344504661	-1.64029226735594	-1.09295107240707	-2.02071967441556	-1.359094284706	-1.10853052559847	-2.15340588611823	-1.93443242599451	-1.69582848374009	0	-3.81540032938288	-1.82080551813963
ENSG00000007202	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007341	-1.62643261419019	-1.6210564932516	-2.93476714729192	-2.33492993988343	-1.22864070511108	-1.55696096544774	-0.925611902544336	-0.984298301542823	-2.28329867292857	-1.41320843392196	-1.43818089958815	-0.866749515358875
ENSG00000007392	-1.07669938090008	-0.900925098462591	-2.25728658849827	-0.64024343712092	0	0	0	-0.201019866563805	-3.95899450386129	-1.16417320741382	0	0
ENSG00000007923	-2.03755091983168	-1.1544444272123	-1.50294780144668	-0.955879922810481	-1.11638753545627	-3.1225400282475	-0.639198020395315	-2.83488518471944	-0.8245043010011	-0.736823052626511	-0.760597609275223	-0.814276741490125
ENSG00000008018	-0.45494589432599	-0.443530445223626	-0.429256551836447	-1.86107491221546	0	-0.999321057196802	-0.347917492275642	0	-1.32738333292177	-1.62891835127838	-0.744968997427807	-0.939262137558695
ENSG00000008083	-1.6049684071642	-1.95146057790358	0	-1.12674335325588	-0.725734511110067	-1.18296599079927	-1.95324773176618	-0.895854485956508	0	-3.59279507685303	-4.04020948768915	-2.9196361066082
ENSG00000008128	-3.2474176453807	-3.69898045470736	0	0	0	0	0	-1.30391954087842	-1.4076885163479	0	-2.9075077215367	0
ENSG00000008294	0	-2.28894099400443	-2.39739521529079	-1.13212273310349	-2.01290098888888	-2.07127270337824	-1.79312908828311	-0.593709775180715	-1.84197188407732	-1.42830068915613	-2.24108330252596	-2.1171948788554
ENSG00000008394	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008710	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008869	-1.48227911999219	0	-1.55476875972918	-2.37861836378697	-3.42258817498736	-1.6817820372242	-2.49215577164235	0	0	-2.23422870890472	-1.70341450243258	-2.50435257643227
ENSG00000008952	0	0	0	0	0	0	0	-0.461703260615143	0	0	0	0
ENSG00000008988	0	0	-1.62074512875472	-1.38493935024492	-2.57658237997926	-3.55493942977327	0	0	0	-2.17102113910408	0	0
ENSG00000009307	-1.46398033694484	-1.68180224688552	-1.56289944385523	-0.849125838586824	-1.16186802521289	-0.922605820240702	-0.438605104215972	-3.27723752011664	-1.08780961523203	-0.568084766280446	-0.683561995198979	-0.554864450685862
ENSG00000009335	0	-2.99071771552279	0	0	0	0	-1.78722664612527	-2.79439851163454	-8.09129830698901	-1.58362089220717	-0.882216982813077	-0.913029817990328
ENSG00000009790	-4.5140439389465	0	0	-4.1392458144193	-1.60121922551296	0	-0.26814101652292	-0.00123378477698414	-1.84342074099499	-2.34889188635701	-0.252389717005771	-0.347102949784796
ENSG00000009844	-0.411243175970992	-0.83896974419554	-1.12187399168826	-0.521502761308184	-0.482646082123977	-0.244959826703134	-0.506410082037172	-0.75226046542835	-0.625956342900728	-0.89555318210121	-0.594954171996847	-0.71052396262925
ENSG00000009954	0	0	0	0	0	0	0	-0.892807519158649	-2.08166399729321	-2.32662145859897	-2.84172459053317	-2.58909837566091
ENSG00000010017	0	0	0	-1.80080094524612	0	0	0	-1.46197363551555	0	-1.9851088300943	-2.9672355385858	-1.60270732491885
ENSG00000010244	-2.60387896822208	0	0	-3.48271429618075	0	0	-2.31053994459043	0	-1.41824859243955	-1.83164156699282	-1.99762133555148	0
ENSG00000010292	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010295	0	-2.36495638543425	-2.35501497047448	-1.22350043921482	-1.62491774008064	-8.09129830698901	-3.15169100126393	-1.59363518560578	0	-1.00969854265634	-3.20339463888269	-5.31476306916739
ENSG00000010671	-2.42239601990553	-0.648330794936563	-2.07613043891732	-2.61469060718534	-2.90984191728405	-1.76798466924248	-2.73974255711701	-0.932441679043848	-1.09627307231281	-1.3411958161479	-1.24105265686994	-2.9092065206407
ENSG00000010803	0	-1.58326653964325	-3.55934732018135	-3.97302892418314	-1.21358339728524	-0.731371957123968	-1.8175446965171	0	-1.35041869575024	-1.49688091545216	-1.33450553731624	-1.68594098194683
ENSG00000011028	0	-2.05200385629047	-3.04148380413459	0	-2.18329670669146	0	-0.727086292319604	-1.90493393841186	0	-3.28623980855594	-0.239753645710828	-0.180030350409212
ENSG00000011243	-0.545436287083184	-0.739738376688272	-1.06218065547457	-0.463773518899988	-0.883364450371201	-1.21017437072264	-0.734760924392155	0.0612778179103644	-0.961302894989744	-0.560540631942781	-0.706789416194768	-0.896475348234055
ENSG00000011260	-1.61191976753851	-2.644055606304	-1.40645722370103	-2.50384286099349	-1.16393885122374	-1.82546076467396	-1.23919427358267	-1.41204781877382	-2.14665275462533	-1.02220664523126	0	-2.07585217112432
ENSG00000011275	-1.17737477503556	-1.86829864914484	0	-1.14408343479997	-1.86644376360963	-3.11046139251628	0	-1.51662747361504	-1.73393042517167	-1.08354573888208	-4.71089565147036	0
ENSG00000011304	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011376	-0.418335927769286	-0.390285425461827	-0.413358211828545	-0.433404831164249	-0.470634876107888	-0.51751837690075	-1.40551508610948	-1.86264585843939	-0.21493232453415	-0.593700728689869	-1.65184836806654	-1.73047032627246
ENSG00000011405	0	0	0	0	0	-4.0812024408685	-4.18951398983079	-2.35048826704551	0	0	-1.90504810402527	-1.82827529743248
ENSG00000011426	-3.35759914517164	-1.80480590521635	0	-3.66894584618641	0	0	-4.34526881165614	-1.81695710763268	-4.73238194090081	-1.70026830831506	-1.19169326443641	-1.68741978770488
ENSG00000011454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011485	-1.2596889739557	-1.31550711882056	0	-0.908392263732462	-1.22986450072433	-1.27463802859207	-0.958993653572339	-1.1776889530952	-1.26532860539613	-1.59122845649851	-2.68745726988767	-2.84984657565148
ENSG00000011566	-2.45472978478123	-3.41545685040568	-1.26009835890692	-1.90999866037595	-1.67403756463955	-1.61124981438181	-1.23753553357597	-1.58574052596608	-2.81788711479347	-1.72986822996933	-0.889416271247701	-1.34755714370953
ENSG00000012660	-0.853668902695566	-1.52833827571129	-2.06154368946502	-0.791209293765138	-1.1174133741411	-1.82166466784633	-1.43057706506291	-0.245013021492899	-1.87827917520043	-0.393063254416275	-0.7621666480967	-0.739698499647385
ENSG00000012983	-0.744186255800068	-0.601673357529658	-0.495015694764036	-0.537861605925508	-0.406911840981995	-0.522907703497323	-0.376110704966453	-1.60623199655844	-0.260045590165424	-0.422722031753116	-0.393659419401104	-0.327108907513375
ENSG00000013441	-1.73663822610095	-1.52407216382801	-1.6600675041674	-1.56270126288482	0	0	-1.35869248177703	-2.35392544925118	-0.563855498289976	-1.93117207101983	-0.371638270966578	-0.233893430793709
ENSG00000013573	0	-2.18116325065554	0	0	-3.71798584428391	0	-1.35572927082752	-1.10061800944628	-2.45034177627814	0	-3.7756577529617	0
ENSG00000013810	0	0	0	0	0	0	0	0	-1.31364052841928	0	0	0
ENSG00000014123	-1.21814806334492	-4.16945908204724	-3.06870007526132	-2.01801045276814	-2.64183104477738	-4.61969144945971	0	-1.34649803410953	-7.60718325920282	0	-3.92564904426276	0
ENSG00000014164	0	0	0	-1.9839457126355	-2.55695731260838	-2.04871605155475	0	0	-3.47168440840716	-1.57635735059952	-2.97862904649934	0
ENSG00000014641	0	-2.83910205467979	-1.47563858736465	0	0	-1.62778391468237	-1.17851235630482	0	-1.00657002143437	0	0	-2.2477763696978
ENSG00000014824	-0.802492321849587	-0.0939398272475548	-0.346798743344909	-0.155622100126822	-0.574660094919269	-0.535849247546193	-0.402502067831777	-1.65639762924986	-0.5889733379302	-0.463360980095325	-0.545368192451101	-1.04750089996251
ENSG00000015479	-1.17233157071939	-0.612725851002898	-1.49234942195189	0	-2.42119128380249	-1.01474738661916	-1.27269281912396	0	-0.668712876205214	0	-1.39918376481395	-1.0131290142068
ENSG00000015568	-1.48720669167296	-1.44800173328353	0	-1.6545238808367	-2.8288371884447	0	0	-0.877962164327719	-1.95510656069887	-1.37933334562512	0	0
ENSG00000015676	-1.2067213952044	-2.19592116331342	-1.30249376385812	-1.40031769801782	-2.6372847101955	-2.64004991400396	0	0	-4.07192429601994	-2.86064725162004	0	0
ENSG00000017260	-1.58893444709844	-1.64504607866895	-3.74787232459974	-2.53499521485544	-0.999823621181138	-1.41853554539091	-1.13949038816891	-1.49072933508941	-2.12193657640391	-2.00808725133841	-1.17308342403784	-0.972949725126381
ENSG00000017797	0	-1.35540707745317	0	-1.51811538019849	-1.16744969954935	-1.57360449440154	-1.02744683976073	0	-1.74790541079089	-1.52544430165799	-0.753200419103534	-1.12045507864853
ENSG00000018510	-0.745424322365163	-0.91159635422877	-0.762651379906755	-0.128243447928282	-0.561880647634884	-0.341567762098646	-0.237482462782526	-1.3478743718568	-0.362317518407312	-0.347331557118131	-0.693806462039937	-0.384616590553619
ENSG00000018699	-1.24445356296916	-0.922585425570936	-0.665172076939996	-0.727787325556377	-0.556631111704001	-0.410752185480043	-1.16351404817418	0	-1.55231766276959	-1.18720984918036	-2.5198087664129	-3.41283576911501
ENSG00000020181	-1.09127325255189	0	-1.73195555445865	-2.0265817814904	-2.44996771842216	-1.44355179795875	-2.56930163631167	-3.20257329485842	-5.09017877849815	0	-1.11710837798155	-2.4132644114187
ENSG00000020426	-2.87599978061549	-1.33999286065383	0	0	-1.10666802183606	-1.33540769986134	-0.608940839479725	-1.60385147832257	-2.01468051314272	-1.35815346026405	-1.43582572035128	-0.951470514714775
ENSG00000020922	-0.624538541874114	-0.631535431819212	-1.23293692757927	-0.697136722360224	-0.638552203173384	-0.837444142192069	-1.29471386529021	-0.271882278863003	-0.479222346346345	-0.41239206218299	-1.18797368851426	-0.937456229876473
ENSG00000021762	-0.808418689988349	-0.660160874518189	-0.575406135653848	-0.418986121507355	-0.468820237413389	-0.567998275226052	-1.01828507464475	-1.1658188607315	-1.47728997790191	-0.535024134857212	-0.8042387606258	-0.558733657198472
ENSG00000021776	-1.68212489676294	-2.20823539529039	0	-3.8202810753228	0	0	0	-1.38999193447134	-4.59142889293024	-2.11235129242061	0	0
ENSG00000022277	-0.82714983323076	-0.181320770166958	0.255739904564573	0.183201366569564	-0.160667255249584	-0.0863975027305487	-0.230827769930867	-0.746572397962871	-0.399510421285859	-0.391066674303609	-1.60902275472897	-1.9047192981156
ENSG00000022840	0	0	0	0	0	0	-3.83360307943459	0	0	0	0	0
ENSG00000023041	-0.705133161456623	-0.551693693626315	-0.510461101790239	-1.14636388608588	-1.45118923583959	-1.06994021966723	-3.78405906130664	-2.53575633434561	-0.707932855150137	-1.89428699787776	-2.71087071094858	-1.83040244263322
ENSG00000023171	0	0	0	0	0	0	-1.09504664644071	0	0	0	-0.915482764652064	-0.807685224957706
ENSG00000023228	-2.24755017740226	0	-1.93703100351272	-2.62985483171006	0	0	-2.64199441710652	0	0	-4.78343066874131	-2.58291990296792	0
ENSG00000023287	-1.06919398539252	-0.973024832443963	-0.951408726646572	-0.986893492358004	-0.766487988911564	-1.07731305389045	-1.25510219706022	-0.771586423911065	-0.783636971121856	-1.03560191522306	-1.52182850563582	-1.12885737084609
ENSG00000023318	0	0	0	0	0	0	0	-2.64861674532002	0	0	0	0
ENSG00000023516	0	0	0	0	0	0	0	0	0	0	-3.112729486299	0
ENSG00000023892	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000024048	-1.44662296529407	-1.80706912029247	-2.47626009688038	-1.18030686560508	-0.947290425109205	-1.88309767381945	-0.830080021828693	-0.677031907028672	-1.72606537935788	-1.52931317616804	-1.77018014311686	-1.49642896151993
ENSG00000025293	0	-2.62353918653091	-2.39333300925597	0	0	-1.90006347698945	0	0	-1.5104045977581	-2.93157708480816	0	-3.82566996604203
ENSG00000025796	0	0	0	0	0	0	0	-2.65183123485683	0	0	0	0
ENSG00000025800	-1.75080171346911	0	0	-5.67801918716868	-2.19632454785839	-1.79870445677968	0	0	-1.89328864997247	-3.94900665093231	0	0
ENSG00000026297	-1.38614954501896	-0.999365241156208	-0.742269152108704	-2.23018916585356	-3.7468432813718	-2.76312728145977	-0.176039821404323	-1.52688547969238	0	-1.9831554027383	-0.734455452630828	-0.640262578043029
ENSG00000028116	0	0	0	0	0	0	0	-0.554609547052526	0	0	0	-3.59424071807056
ENSG00000028203	-0.521110232876792	-0.452170712865767	-0.787100101844632	-0.309336099005524	-0.678688134808014	-0.487296261486707	-0.504739747649963	-1.40216504899225	-0.562218821369988	-0.816881750298485	-0.520761801020378	-0.72801863956886
ENSG00000028310	-2.84839768975236	-2.18343276348041	0	0	0	0	-1.72448095780866	-1.40838409137498	-1.04792908394779	-2.54445258325707	-0.547251269261536	-1.07457888810778
ENSG00000029363	-2.7112012047082	-1.81049884716122	-2.84441216578315	-2.66361120564933	0	0	0	-3.35707870449183	-2.60639213987082	-2.408099959818	0	0
ENSG00000029364	0	0	-3.40305967594979	-1.95332986379396	0	-2.04392688808318	-3.48356751744398	0	0	-3.80069298660306	0	0
ENSG00000029639	-1.72178129873965	-1.49338882755749	-1.1431144140211	-0.817347644153142	-0.550389354360317	-0.641817950697457	-0.810135710954629	-0.82472624115852	-0.85886137954458	-0.948299534125787	-0.98428791051634	-0.529818810557558
ENSG00000029725	-0.904187435817167	-0.977704862827095	-0.768262762048586	-0.878631350270934	-0.721086119084736	-1.03970959182103	-0.938764011897555	-0.267532676080295	-1.56849230003768	-0.651003922875963	-2.45067793662206	-2.10189652401124
ENSG00000030066	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000031003	0	0	0	0	0	0	0	-0.996126465037911	0	0	-1.27167628463404	-1.69090129168265
ENSG00000031691	0.19730482219304	0.295393700939294	0.267491282157454	0.246121435998394	0.0943629130032367	-0.196849737064014	0.240607755819304	-0.369395469731059	0.237069000135443	0.044612782998061	0.283072117599851	0.197746438800454
ENSG00000031823	-1.84872115673829	0	0	-2.06151592655663	-2.02477322204444	-3.09518080632316	-2.89470394804529	-2.54071831094634	0	-1.4708316772783	0	0
ENSG00000032219	-2.80127252914186	-2.68128174906997	0	0	-3.56270000863358	0	-2.72230326402237	-0.582604683553594	-3.23630556088046	-1.90036134909008	-1.53009689326111	-2.52791074594227
ENSG00000032389	-1.16326427450537	-1.8868494080952	-0.777610969644819	-1.22124317630807	-1.14646842980478	-0.840433809279137	0	0	-2.20438539030903	-1.448939386546	0	0
ENSG00000032742	-0.485099252787995	-0.548682434551405	-0.541867816754218	-1.03930608731112	-1.13110711662066	-1.10074270860274	-1.75492818575143	-0.848745312319145	-0.690242415770719	-1.14720032541162	-1.50750924224136	-1.20850526515624
ENSG00000033178	-1.91389122712247	-1.70331769202994	-2.5702350448709	-1.77004052698672	-1.50732845960386	-1.50669395850724	-2.15760177144669	-1.97390765125787	0	-1.49111283490684	-3.67457388358081	-2.07212081177736
ENSG00000033327	-1.44252474312321	-3.02163992065039	0	0	-1.63548657019069	-1.82359263576207	0	-1.36587292486374	-2.55426568507937	-2.44039042611309	0	0
ENSG00000033800	0	0	0	0	0	0	0	0	-2.51998105964018	-4.24832135234429	0	-3.09800956096414
ENSG00000033867	0	-2.35628347578392	0	-3.42663282577009	0	0	-1.57406011755576	-0.685350186525773	-2.55772833018477	-2.58647705993982	-1.18042728356704	-1.23400262060453
ENSG00000034677	-1.61717822452156	-1.73503976912327	-1.49770335106594	-1.65300151514656	-1.70729235427525	-1.0133714810112	-1.50056540074595	-1.29438143250103	0	-1.5785650187849	-1.20198111509294	-1.23762297564779
ENSG00000035403	-0.686412096860703	-0.935219253353972	-1.81613959669407	-0.888181044303234	-1.1255320237144	-0.80810830160825	-1.02992167090206	-1.04202365726508	-1.30911104002581	-1.1633159826491	-1.27622083683374	-1.36122671043524
ENSG00000035499	-4.56757174720884	-3.74797471375897	-1.45959676246267	0	-1.65359738105336	-1.67874708793148	0	0	-2.01852314743843	-2.00247339304396	-2.23567711818911	0
ENSG00000035681	0	0	0	0	0	0	0	-5.96926420478652	0	0	0	0
ENSG00000035687	-0.947295454371176	-1.57744124178487	-0.802708084950979	-1.0382723181165	-0.942052284356887	-1.00769044079954	-0.780544394400859	-4.53500285323058	-0.696771673545955	-2.46604772456488	-0.715870119083948	-1.08851889120618
ENSG00000035928	-5.00318459930461	-3.31254216955414	0	0	0	-3.82266412431045	-2.30587848754994	-1.88016882220374	-1.14556430217657	-5.49473541094498	-1.36231660253978	-1.51797219004396
ENSG00000036054	0	-1.13218301572605	-1.70834734508833	-1.6737536803198	-1.83560932885255	-1.97466541264245	-2.5399839887913	-2.107781003399	0	-1.77555612097752	0	0
ENSG00000036257	-1.05162328343779	-1.16675214537886	-1.84972532990191	-0.927510532347389	-1.1881574143477	-1.46888932542169	-1.09827844127999	-1.01173369041876	-0.779171197203887	-0.95027993160921	-1.30437127567434	-1.70981164197112
ENSG00000036549	-0.296950792098032	-0.259024191333106	-0.379536022893696	-0.23089656234494	-0.478451254562107	-0.592244170180168	-0.751439761564645	-0.198385452894744	-0.444148808460359	-0.280886309757886	-0.577126645642218	-0.991988616783625
ENSG00000037474	0	0	-2.58349949332959	-1.73541350203242	-2.14110942299906	0	-2.18033036262787	-1.1283603772579	-2.46502569415107	-2.14345459893674	-1.57272083466522	-1.65106070504132
ENSG00000037637	0	-2.28351087458127	-1.80316066413617	0	-2.64616063999321	-1.62252724477706	-3.73783838667459	0	-1.65045756486056	-1.30071587386551	0	-3.61583420480403
ENSG00000038219	0	0	0	0	0	0	-2.46909692939471	-0.735769257130523	-2.00423810404884	0	-1.03402810237496	-1.55922853934299
ENSG00000038532	0	0	0	0	0	0	0	0	0	0	-1.55371103869898	-1.83633478618739
ENSG00000039123	-0.700237700350184	-0.85072993740611	-0.963519672067742	-1.06171172555386	-1.47690919417185	-1.53432770485431	0	-1.36971380472239	-0.9363942147151	-0.946939936473665	0	0
ENSG00000039319	0	-1.8849221170507	0	0	0	-2.69668558555489	-0.963822506900063	-1.38775405694844	0	0	-1.12568870657814	-1.03721862773715
ENSG00000040933	0	0	0	-8.09129830698901	-3.21316952520216	-2.76852064602205	0	-2.4412353336937	0	-3.05537244943739	-3.07402628332085	-2.66784250915918
ENSG00000042088	-1.1040256278748	-1.64696805626488	-1.06379147724835	-1.65615608737116	-1.20681412959456	-1.38436898062412	-2.14739313680409	-4.82965857400715	-1.04646322002868	-1.06567411018645	-1.10240489172834	-0.949696985966034
ENSG00000043143	0	0	-2.24525592334017	-2.33776057339968	0	0	0	0	-1.48816778478028	-1.48238822461854	-3.28358181159297	-2.42638343767078
ENSG00000043462	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044115	0	0	0	0	0	0	-2.01801221757716	-3.18909610420835	0	0	0	-1.24706519034403
ENSG00000044446	0	-2.72655481426827	0	-0.663375567967402	-1.0465048770238	-1.71061082494735	0	-3.61623701395514	-2.66898594453187	0	-3.76258791633585	-1.20992013220461
ENSG00000046651	0	0	0	0	0	0	-3.0595628015724	-0.884761270175751	0	0	-1.58754893648553	-2.02606443415304
ENSG00000047056	-2.12931837627218	0	-2.28466954399205	0	-1.49204643165273	-1.10988274217689	0	0	-3.99822741479857	0	0	0
ENSG00000047188	-4.93604337660635	0	0	0	0	0	-2.02883693576475	-2.42491486228391	-1.32095904912299	0	0	0
ENSG00000047249	-0.820778353451618	-1.17408936776151	-0.896548229888027	-0.680809089017962	-0.206559208716336	-0.755068222564571	-0.669990112603593	-1.02203373323277	-1.21921976723064	-0.878960440335798	-1.39797423191238	-2.19652718337225
ENSG00000047410	-3.19273503142346	-1.65717060757118	-3.20502149319644	-1.82397934117627	0	0	-1.10148926630815	-2.1244009139112	-1.23924820791464	-1.32009869618075	-1.17532002261009	-1.05734114055134
ENSG00000047578	-2.59364733575165	-1.20129850613424	-1.29201345367568	-1.16105707469224	-1.37828417654172	-1.15849477709755	-1.72869346564354	0	-2.34153157302749	-1.12298106663524	-1.06647846282426	-1.99368807471682
ENSG00000047932	-2.25529893828944	0	-1.73318466354448	0	0	-2.70290351117343	-1.43717624227706	-2.59179743628863	-1.49887572047864	-2.29473321670847	-2.86786604386543	-1.3447510786542
ENSG00000048052	0	0	0	0	-2.93775746020254	-3.4649925470446	-1.51280275540978	-2.01327841707701	0	0	-2.00652312810623	-7.27487990648061
ENSG00000048392	-3.7457739959152	-2.74319328251375	-1.33445785605036	0	-1.75883348821401	-2.23766504165549	0	-1.75389128586357	0	0	-1.65523654961801	0
ENSG00000048405	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048471	-2.32216263399728	-2.85071400789203	0	0	-2.49382108479889	-2.45779483743397	0	-3.18284052141132	0	-4.18116154348737	-2.32119857926264	-2.55336453378627
ENSG00000048649	-0.939786700507883	-1.67885620940098	-1.71129489905786	-1.27272302312644	-1.25774462031193	-3.11501480018102	-0.584242410601277	-0.220444407556868	-0.411014846556748	-0.82668516497107	-0.33357412144712	-0.648871387993448
ENSG00000048707	0	0	0	-3.41642395125872	0	0	0	-4.9641362131688	-1.81348341870888	-1.19435322557588	-1.04709907049384	-1.35636966884903
