gene_name	Estimate_treatmentDRUG
COX6A1	-0.00926791703837
SRSF9	0.134266252313474
GCLC	0.6404349452277179
TMEM14C	0.387477606193937
ASF1A	0.136507796086865
HINT3	0.23133673548543
FBXO5	0.395251478132213
FANCE	0.052856437940323
MAPK14	0.024140818493770002
STK38	0.564188172284369
FBXL4	-0.059773673777818996
ACOT13	-0.00804562261792
RPS12	0.17456821255427
GMNN	0.11274452558917301
SNX3	0.03083348139978
ZBTB24	0.502314708944961
FIG4	0.072120733707143
BYSL	0.125166413296829
TBP	-0.17551484919896498
EXOC2	-0.015577627372928001
TMEM30A	-0.00740049401363
MTREX	0.020952546015496995
TTC1	0.030490924832486
LNPEP	-0.047979300514090995
ST8SIA4	-0.047996119664362
NUP155	0.090516392884157
NR3C1	0.012377795450006002
C5orf15	0.063863187225075
RARS	0.042770609169808
MLH1	-0.033809846223237
BCL6	0.864106805775033
NPRL2	-0.493922685692971
CYB561D2	-0.14458408494744598
GNB4	-0.09061105525513999
UMPS	0.098507176391966
KLHL18	0.002438833833592
RRP9	0.22577592020328
EIF1B	-0.039759089978114
NKTR	0.20904721706333002
SPCS1	-0.153702664849866
NEK4	-0.213508341392537
WDFY1	0.541830100847599
EIF2AK2	-0.613749579800585
DAZAP1	0.161888059772145
DDX1	0.024396031089608996
HEATR5B	0.506314952359489
TMSB10	0.32385617984623605
MSH2	0.15478128368759198
NCK2	0.44918499161379905
INO80B	-0.34475776214479403
SF3B6	0.3673861972900929
SNX17	-0.04554752708797401
MOGS	0.069808884997979
TTC31	-0.12442884738412499
DOK1	-0.002575817732787
LANCL1	-0.092702769287475
GGCX	-0.23078867683699
AZU1	0.09336852592327699
PPP1R7	0.35041158249311605
ID2	-0.24571798817747698
ODC1	0.22954158763733498
GORASP2	-0.21843332353794
CEBPZ	0.326486963313103
PRKD3	-0.32761815686611895
SLC1A4	0.107720958627904
ORC2	0.24012751305513602
COX7A2L	-0.16638603495277998
PLEK	0.127981055369292
PRTN3	-0.14559732219716198
MSH6	0.152566028858316
ENO1	0.17045642869983
CDC7	0.111609566266796
TMEM59	-0.127309317956441
RPL22	-0.029440906397313
WDR77	-0.268554403996415
MFN2	0.34534118019852306
MIIP	0.08422166471321801
SLC35D1	-0.473631248072029
PRDM2	0.32089227137841103
WARS2	-0.500223645731685
AKR7A2	0.21750870256865099
P3H1	0.07218441616356899
SLC19A2	-0.11024119171789099
SYF2	-0.237253734446054
CTSD	-0.41515894622199895
EEF1B2	-0.076358205513478
ATIC	-0.00339816272285
FASTKD2	0.030885678426804
DOP1A	0.284701161078862
FBXO30	0.127040233732163
TNFAIP3	1.19658355681149
MED28	-0.246195707249121
MYL12B	-0.015285681312213003
RPN2	-0.18795585960617103
SOGA1	0.317061253000469
PKD2	0.7426661851497829
CCNI	0.028679649111762
NDUFB3	-0.25440042254421597
ZFAND5	0.07248195608120798
YWHAQ	0.032019064481883
CPSF3	-0.081082183891617
DDX55	0.073771353866354
CNTRL	0.40399464855846995
VPS4B	0.21470537869298897
SERPINB10	0.136047199600445
NEK9	0.060664154373238
PAPOLG	-0.310841300890812
TMEM214	0.05148574491378799
ATAD2B	-0.125279216535125
FAM98A	-0.24286036193674804
YIPF4	-0.028236463960247003
AFTPH	-0.009052666245928001
CRIPT	0.909616939213808
PANK3	0.13800267658764803
ARAP3	0.5906377422731179
NUDCD1	0.118179734347434
ELF1	0.11546143858318199
ALG5	0.056084508811232
FAM53C	-0.8407068085482541
NFYB	-0.18148116124264801
WASHC3	0.249077655620114
TARDBP	0.138909841690531
COIL	0.43407760217457503
FAM117A	-0.661097747950365
NCAPH	0.038637817248877
MND1	0.278689156501478
ZNF141	0.546793796445157
PYROXD1	-0.10795876673820098
TFG	-0.04216173034059101
NAA50	0.007860419068329001
PEX16	-0.009888929700548001
DEPDC7	0.21288613762518105
CAT	0.235396098741808
TNFSF10	0.44960490688014393
POLK	-0.561311882318114
FLT3	0.31854419635013104
FYTTD1	-0.237910739147503
MRPS2	0.14832945796830801
EEPD1	0.39911349923743394
NT5C3A	0.31867440246475603
MRM2	0.041357942355018995
CLTA	0.112660772256283
SRGN	-0.041362910749626
UNG	0.263690540112659
DYNLL1	0.038227876040632006
HVCN1	-0.114581370416481
DDX39A	0.021850062955672
TRIR	-0.269181146291933
ADGRE5	0.037853643692503
KLHL24	0.052602768580185
EBPL	0.379321107311936
ZC3H13	0.076621392800004
ORMDL2	0.052443018955103
LRP1	-0.12236602568046101
RSRP1	0.248759976262055
RIF1	0.205592761823328
TTC21B	0.03575383875106201
NMI	-0.29664456594756394
SLC36A1	0.08004528122028799
SNRPA	0.074572176459155
ZNF350	-0.273510858288713
HAUS3	0.22110141651421397
ACTR5	-0.28711578421219
ATP5F1E	0.078193330155242
SRSF6	0.019538310679935
MOCS3	-0.5134457028911951
RNF114	-0.270681241865036
PEPD	-0.36615884140493793
MPHOSPH10	-0.142533998089812
CEACAM8	-0.07077160462158501
FBXO9	0.084503080619627
RRP36	0.27924477755730603
HIST1H1D	0.0010970801074030002
AARS2	0.020992609842996997
SOX4	-0.090952747543291
EMC3	-0.07607235487309799
BBS2	0.015972588181212
GOT2	0.210428117094786
IRF1	-0.630489012101763
NUP85	0.248590012875132
NT5C	-0.031612112016599
MSTO1	0.006427246031116001
SLC35F5	-0.292130393550003
PSD4	0.405377786671507
ALKBH7	-0.44444932999471004
CLPP	-0.456047699166698
THOC2	-0.011244306333936001
C3	0.017709996405612
VASP	0.16821466894268503
SYMPK	0.060014864230100995
CDC25B	0.5395697122507229
TMX4	0.14331743594721696
DSTN	-0.22246065474328897
SNRPB2	-0.06600318198328599
S1PR4	0.053176994734308
NCLN	0.0019545622319920002
PITHD1	0.041336300540378
ARMCX5	0.021765038579023
RALY	0.115826668595517
PLAGL2	0.24052397359362196
UROD	0.24523048649371199
PCID2	-0.11832854622470401
PDCD2L	0.14750605880358802
UBA2	0.20155754969523804
COX6B1	-0.050340637930516
ARL2	0.053714044787609994
BCL2L12	0.139184029187996
NOP53	-0.381339250918947
SBDS	0.4798333374507271
MLX	0.35444123975906394
TRAP1	0.263448662063609
AC004475.1	-0.10224102977238901
DDX49	0.118103038628262
SDF2	0.109389107724795
NSRP1	0.424134585158935
AHDC1	-0.198277441286064
CFP	-0.22821062610541798
DLGAP5	0.16115294122829998
L3HYPDH	0.551175553977903
SGPP1	2.3965347244835202
EVI2A	-0.30332388015304806
CANX	0.17279411764334002
PYCARD	0.363889984690599
COX7C	-0.04253712697009101
PHPT1	-0.636602295076842
TRAF2	0.24445508997097
HELB	0.16149415629821698
YEATS4	0.33644145127390196
NDUFB2	0.36088166455877796
ZNF777	-0.253341781777628
ZNF317	0.238796565131469
PIN1	0.11996064127476401
FBXL12	0.5754196878362039
HCFC1R1	-0.363351840993874
RAB40C	0.098236215786161
MON1B	-0.061209862306941996
EIF3K	-0.031410639824679
TUBA4A	-0.011616300855097999
HSPB1	-0.410478685489007
PTPN12	0.40921385250914594
FGL2	0.257575931019755
STYXL1	-0.041564395631331
PEX1	0.48498379215151505
TUBGCP6	0.520111320133956
CYTH4	-0.10061601074951801
GGT1	-0.133798669861888
SGSM3	0.134503748916604
SDF2L1	-0.5572457004309661
YWHAH	0.10138560876447301
CCDC117	0.215435367686118
RAC2	0.0024580596636760003
LSM8	-0.09882336963585699
DNAJB9	0.020353915648554
MTX2	0.474873227830761
SNAP23	-0.023471397331186004
KNSTRN	0.147784288187967
MBD4	0.052571026524882
COPB1	0.08897623573383698
E2F8	-0.23146964167201
CD68	0.37788454191177295
TXNDC17	-0.22556618121280603
MPDU1	0.244933914338068
QTRT1	0.33031061311432697
ERI1	0.261077703697778
CLEC11A	0.32946239123519105
PARP2	0.075035957823577
EAPP	0.050857006942813
DAD1	0.047783894358714996
RAP1B	-0.05599916102961
ARHGEF6	0.146689006698058
MKNK2	-0.260248326918227
KLF16	-0.18296051038833896
ABHD17A	0.183793764876361
ZC3H14	-0.139272120331671
LMAN1	0.126708803514679
NUP37	0.056725104767912
ANGEL1	-0.723700387479202
VPS35L	0.19739119039287303
DHX40	-0.001442630894472
MEGF8	0.375485856785771
KHNYN	0.292223201418833
TUBG1	0.063333621399577
NCAPG	0.411035494333961
RABGAP1L	0.640514159676584
CIAO3	0.43730203703000603
TRNT1	-0.25343031386044196
SNX4	0.236689509027529
SCML2	0.168062377711832
TSG101	0.143309223648718
KIAA0930	0.35576500979341796
DHX35	-0.238640299202171
TRPC4AP	0.030738982374398
C20orf194	-0.175898528686191
CUL9	0.98360720215939
TMCO6	0.8265790058838779
NDUFA2	0.062543836148865
ESS2	0.27171915422342496
DPF2	0.7035472064205389
AC011481.1	0.227160562086983
SAFB2	-0.07911454256495401
BST2	0.051063832346460995
COLGALT1	-0.035087439047554
AC010618.1	-0.112175288622235
LSM7	-0.032058790519888
MLLT1	-0.01707227126622
ACTN4	-0.277841482937078
ARPC1B	-0.48201225667802705
JUND	0.42970913516554204
ZNF557	-0.053933055930939
NUMBL	0.39602916231189295
ATXN10	0.166524529467245
CEP85	0.197390691692894
TAF4	-0.26761294373552696
ADRM1	0.009398068763261
UBE2M	0.101065261505185
TRIM28	0.012956426540703999
YIPF2	0.010621484387240998
EIF2S3	-0.228735749673494
AC008755.1	0.130452663736569
HIP1R	0.14626027247264403
EIF3G	0.09821901800217402
LRP3	0.175725645390409
C12orf65	-0.31024047746786604
GRWD1	0.35140892501795096
NOL11	-0.265850182340568
PPIL4	0.244814818869728
LATS1	-0.123433940871895
RBM39	0.019615135287909
ACSS2	-0.40470792201983297
ATP6V1E1	0.08152860514339
COX4I1	-0.042518635213218
EMC8	-0.188634474846024
GSE1	0.16056772773176098
GINS2	-0.229578956074736
ABCB7	-0.113601369560799
HAUS8	-0.124295791530748
MRPS25	0.180235084506906
CAPN7	0.026803208427112004
NR1H2	-0.10347731194589099
VPS25	0.41123305614662103
NDFIP1	-0.24452907682552
EXOC4	0.116936881107242
PPFIA1	-0.014320752091301
FLYWCH1	-0.4248106562032779
WDR44	-0.21380532708782501
CHSY1	-0.267909484128879
SNRPA1	0.232607096161847
ADCY7	-0.080430453653919
THAP1	0.287705195281986
ACTR10	0.163736458446508
LGALS3	-0.39125281835811804
DNAJB1	0.140908033787202
RFX1	0.020494470206423
DCAF15	-0.07224450137761501
TRIM21	0.037196254561416
WDR7	-0.18652341573193804
SMARCC1	0.08656335659722299
NUP210	0.119855200862608
HSD17B7	0.369606819118075
EMILIN2	0.23388416434395898
RRP8	-0.06027609384214099
TIMM10B	0.474623017880327
PTCD3	0.058767957332049
ILKAP	0.24757852485630502
PER2	0.08634572505394299
PTPRE	0.34003536871924
CARD6	0.08820147572116802
RPA1	-0.122498094403738
EEFSEC	0.588801746781337
COQ3	0.09011953570893301
LANCL2	0.503759415908759
GRSF1	-0.10307926899845
UTP3	-0.009718029084478
WBP2	-0.030457111184473
KDM6B	-0.39352171516513706
BRD8	0.564248190412703
ERAL1	0.31733396876975106
NIP7	0.216743667270315
TERF2	0.220887961726166
JAG1	0.37770370715499296
NXT1	0.147590495843826
IGHMBP2	0.017780569312091
DPH2	-0.152916147858129
OSER1	-0.071092210270812
SERINC3	0.000560666058301
AP3B1	0.015378573178911002
USPL1	0.53681967653861
XPO4	0.154926011020414
SCO1	-0.281731289093209
CHI3L1	-0.048472830297364
CCNA1	-0.138270481937414
RFXAP	-0.260296971906769
BTBD2	-0.44166782536157795
HSPBP1	-0.005576336491156999
CSNK1G2	0.36516246213198
MED10	-0.8834348987295211
CCDC134	-0.065585104474429
PI4KA	0.252480951225132
MKRN1	0.163926364405816
BTG1	-0.044209048113741
ATP13A3	0.20292037880217198
KRAS	0.007060379524887
IPO8	0.08787023898536502
MICAL2	0.032201424648083996
ERG28	-0.017388627375397
DGLUCY	0.37590264943594603
EIF2S1	0.243101148615253
ELP3	0.130308872935753
MBD2	0.19562498157613398
IER3IP1	0.073603607314842
CCNB1	0.046944770329518
CAMK1	0.383700452672701
VHL	0.42083089469415
BHLHE40	0.531090789811561
ARL8B	0.015054740323153999
EDEM1	0.441566796215149
DPH6	-0.6050806391374319
EMC7	0.376250887502601
AMPD2	0.156603704766638
SORT1	0.241405990707883
LAMTOR5	0.07846005284611299
NOTCH2	0.071437087076096
AP4B1	0.079944160281982
SLC38A2	0.259593453296236
KIDINS220	0.18114193661851302
NARS	0.282333193841981
RELCH	0.602839401044261
HRH4	0.699115004199076
DOCK2	0.16699321936440303
DDB2	-0.024138883984296002
ACP2	-0.32397806746412
PHC2	0.21510972842580103
TUT4	0.6832964775413051
PRPF38A	0.137103435830197
TIMM10	0.301416496332743
CEP135	0.408788944153162
CARS2	0.08757329697510301
APC	1.03472427197023
ANXA1	-0.251910828084375
USP30	-0.15211052465810698
TRAFD1	-0.10285887811035
PNPLA8	0.147099111929663
RINT1	-0.087349584869956
MDFIC	-0.070564064812197
KMT2E	0.488603839122355
AKIRIN2	-0.31638901418675897
ORC3	0.134402773989635
LMO2	0.311466870822141
NAT10	0.194550881971499
CD63	0.202692909824887
CDK4	0.22928457454167
TSPAN31	-0.056465415609964
TFCP2	-0.08454780122609101
ESPL1	-0.113821590409802
HTRA2	-0.6959510789490769
CCT7	0.18740883145791
MDM2	-0.24862778494048698
MPHOSPH6	0.07067994855241799
DYNC1LI2	0.40709005016095506
FHOD1	-0.25872724475637904
URB2	-0.255018173918406
TAF5L	0.13942264457239903
STX6	-0.419195707038789
NPL	0.681682783375026
RC3H1	0.398474490425375
SP110	-0.546838960502904
MRPL44	0.125136345737195
TTLL4	0.18835813681528799
USP37	-0.100000996214034
TMBIM1	-0.22242697294781397
CAB39	0.284370518958031
COX5B	0.09114091481412699
REV1	0.309029639113557
TMEM127	-0.166160499567026
TGFBRAP1	0.291806979415579
MRPS9	-0.091384743890101
C2orf49	0.220533085660397
EPC2	0.32786045160636795
PLXNC1	-0.09583409733753698
RCBTB1	0.48423004295732297
MED4	-0.145022867749106
CHST12	-1.03254835112924
IGF2BP3	0.059211685303254005
KDELR2	0.050946430642241
BZW2	-0.088333570582584
TBRG4	0.247218577868963
DDX56	-0.04501204661727
HUS1	0.09763037348598
MYO1G	-0.173132754301016
TTYH3	-0.278460605807609
TTC5	0.664673509230018
IREB2	0.09814809678571
RSAD1	-0.021405034698617
NMT1	-0.24108729904642398
TACO1	0.015983528224552
TEX2	0.131679839413685
LIMD2	-0.09139279900671302
BRIP1	0.054043587006709005
KAT7	0.007195710248638
MARCH7	0.037653839215247
TANK	0.642825678110058
SKIL	0.29255494812009497
KCTD3	0.624211071020928
CCDC115	-0.11886818090655199
IMP4	0.47545990449033904
HS6ST1	0.013679513989181002
UGGT1	0.195454041956724
LRRC8A	0.482875496526572
ECPAS	-0.045545611973572
TOR1B	0.557895555508928
ORM1	-0.111545300087092
PSMB7	0.107412675604351
PDCL	0.270458317155254
ARPC5L	-0.065632698032389
DERL1	0.227226528329743
RANBP6	-0.121636366715077
RNF38	-0.24685389766667398
DCTN3	0.136500976668827
HINT2	0.119003971861571
TMEM63B	-0.07583807100184199
RIPK1	0.723465510603262
TLR2	0.04063835034585201
THAP12	-1.08181065631963
MRPL15	0.10024781058975502
GGH	-0.07934125513784401
TGS1	0.44408621316780894
DDX60L	0.600005748555929
SORL1	0.251638665626992
BUD13	0.163405026247439
DCUN1D5	0.19494263029717102
FDX1	-0.6677234760478891
SQOR	-0.915673003748948
CTDSPL2	0.17614719339598897
THBS1	1.0689885630394
NDUFAF1	-0.37949046373829903
KIF23	0.113014388927438
HAUS2	-0.146142131886663
RPLP1	-0.100961895674836
TUBGCP4	0.5300295464005801
RMDN3	0.571874626874702
PLCB2	0.272213940999651
ADAM10	0.234788208515327
